% Model,tin_tegs_model_6_Rcont.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 6 2024, 12:12"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (degC),Temperature (degC),"Temperature (degC), Point: 43"
0,797.9050818245207,771.0972790384835,852.4033044925585
100,788.5999369598494,768.8765742425322,826.7873966276806
200,769.1858365928554,763.9400468577489,801.1668256370352
300,747.7272349560812,757.6219350813307,778.687673435937
400,727.2486666841066,750.3310127679719,759.2836666559796
500,707.4915126010939,742.7773326894825,741.1823331940981
600,689.5697065489086,735.0818543387638,725.2786782974155
700,673.1219758188278,727.48105380256,710.7156712079909
800,657.6328959143564,719.943793469169,697.0221427942342
900,644.2035482976275,712.6942506324448,685.0123995546693
1000,631.5340936924529,705.554823015389,673.5995107580243
1100,619.9469109522187,698.57222616574,663.0366873800835
1200,610.3665161705587,691.9850438859272,654.0333656211387
1300,601.2492263024159,685.4891111222302,645.389928851193
1400,592.1319364342726,678.9931783585337,636.746492081247
1500,584.0280303005699,672.7564099356374,628.9052994708029
1600,576.5652444886558,666.6836026263089,621.571649083717
1700,569.1024586767415,660.6107953169814,614.237998696631
1800,562.1472091441259,654.6970825380821,607.3167585749445
1900,555.914814312329,649.0099589388832,600.9828906494328
2000,549.6824194805322,643.3228353396856,594.6490227239208
2100,543.5273534321133,637.6694539088725,588.3807396307096
2200,537.7881566153967,632.1975356930445,582.4651675543901
2300,532.2622346160122,626.8186792646203,576.7304801696131
2400,526.9495874339593,621.5328846235983,571.1766774763788
2500,521.8502150692389,616.3401517699806,565.8037594746871
2600,516.9505865257588,611.2349465167338,560.6022147271441
2700,512.1992767651947,606.1962359865776,555.5358946731253
2800,507.63681006149335,601.240594636402,550.633285322972
2900,503.2631864146547,596.3680224662077,545.8943866766843
3000,499.0784058246786,591.5785194759939,541.3191987342626
3100,495.04624456905844,586.8613932680547,536.8795040136174
3200,491.0290330848387,582.1760069995354,532.468060957063
3300,487.1352585849621,577.5543835644532,528.1693787143003
3400,483.36492106942876,572.9965229628109,523.9834572853285
3500,479.7180205382385,568.5024251946062,519.9102966701483
3600,476.17555128718084,564.0672279307809,515.9336457755282
3700,472.6652814524043,559.6724517145017,511.9917417359246
3800,469.2441316300574,555.3326588406244,508.13325530326233
3900,465.91210182014,551.0478493091496,504.35818647754127
4000,462.66919202265217,546.818023120078,500.6665352587614
4100,459.4967169824794,542.6346925442301,497.0417188253674
4200,456.32366271410956,538.4655996609498,493.42071356636313
4300,453.2059900937362,534.3361645546213,489.85318373403334
4400,450.1436991213593,530.2463872252431,486.33912932837825
4500,447.13678979697903,526.1962676728162,482.87855034939764
4600,444.17385947825244,522.1855615364454,479.46219900723247
4700,441.2115720119856,518.2133401137411,476.0549287432184
4800,438.284077419278,514.2803352464548,472.6844359639697
4900,435.3913757001295,510.38654693458335,469.3507206694866
5000,432.5334668545405,506.5319751781297,466.05378285976894
