% Model,LargeGraphiteBlockCharge_v3_rad_spacing.mph
% Version,COMSOL 6.0.0.405
% Date,"Sep 27 2022, 14:38"
% Table,Accumulated Probe Table 24 - 
% hours (h),rad_spac (m),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate",Global Variable Probe 1,"Temperature (K), G_block"
5,0.01,6210,2673,2186.476598525797,2349.731248403586,2386.763385112949,2177.882828192975,0.24229738871773077,5.233893360880596E8,2383.009224643644
5,0.01,6300,2673,2187.1857653834363,2352.2392209431882,2389.211910156655,2178.202483550395,0.24229738871773068,5.233893360880596E8,2385.463194354566
5,0.01,6390,2673,2187.916466441088,2354.743489298316,2391.655010549337,2178.536675122429,0.24229738871773068,5.233893360880596E8,2387.9119627078007
5,0.01,6480,2673,2188.6658484667632,2357.2439722652643,2394.091831975878,2178.886216360942,0.24229738871773016,5.233893360880596E8,2390.3546681553203
5,0.01,6570,2673,2189.436482912272,2359.740535871136,2396.5228834584855,2179.2515530554515,0.24229738871773046,5.233893360880596E8,2392.791773468943
5,0.01,6660,2673,2190.25009046418,2362.232507340912,2398.9500230852063,2179.6363407045314,0.24229738871773063,5.233893360880596E8,2395.22522830619
5,0.01,6750,2673,2191.0790910235455,2364.720809957356,2401.368410242885,2180.035199332903,0.24229738871773035,5.233893360880596E8,2397.649991746834
5,0.01,6840,2673,2191.9297641159064,2367.204715743152,2403.780916180875,2180.450516947084,0.24229738871773043,5.233893360880596E8,2400.0691064665957
5,0.01,6930,2673,2192.799767616734,2369.684169515947,2406.18704275366,2180.8830040612156,0.2422973887177308,5.233893360880596E8,2402.482049909562
5,0.01,7020,2673,2193.713270893822,2372.158363460892,2408.588303861833,2181.3366149297217,0.24229738871773063,5.233893360880596E8,2404.890446916743
5,0.01,7110,2673,2194.641996475861,2374.628470433438,2410.9809987722965,2181.8054474180567,0.24229738871773063,5.233893360880596E8,2407.290302573918
5,0.01,7200,2673,2195.5927046029847,2377.0937546934974,2413.3676593077457,2182.292042968523,0.24229738871773068,5.233893360880596E8,2409.6843090102257
5,0.01,7290,2673,2196.563275705511,2379.5541528973877,2415.747786774734,2182.797115623386,0.24229738871773057,5.233893360880596E8,2412.0719815769535
5,0.01,7380,2673,2197.5569250832928,2382.0095935047934,2418.1216514223465,2183.3209669788953,0.242297388717731,5.233893360880596E8,2414.4536052914086
5,0.01,7470,2673,2198.5982655602975,2384.4591183252383,2420.489903563072,2183.8677315590785,0.24229738871773054,5.233893360880596E8,2416.829951818851
5,0.01,7560,2673,2199.6564625284364,2386.904111157101,2422.8492861538593,2184.4309334841832,0.24229738871773,5.233893360880596E8,2419.1974909340483
5,0.01,7650,2673,2200.738523090444,2389.343761827739,2425.2019211168636,2185.013317617213,0.2422973887177299,5.233893360880596E8,2421.5584964535847
5,0.01,7740,2673,2201.8418203888673,2391.777945680816,2427.5472547066142,2185.615666610066,0.24229738871773046,5.233893360880596E8,2423.912400998036
5,0.01,7830,2673,2202.9694984024622,2394.2065518052354,2429.885404684691,2186.238321166104,0.24229738871773046,5.233893360880596E8,2426.2593255144134
5,0.01,7920,2673,2204.147189739542,2396.628305434676,2432.215795807354,2186.885761276986,0.24229738871773115,5.233893360880596E8,2428.598836795617
5,0.01,8010,2673,2205.341975258858,2399.044896430119,2434.5368131835353,2187.550974767106,0.2422973887177307,5.233893360880596E8,2430.9290608278106
5,0.01,8100,2673,2206.5610315772606,2401.455468841463,2436.8501695255172,2188.236907199098,0.24229738871773054,5.233893360880596E8,2433.251849881619
5,0.01,8190,2673,2207.8013625309068,2403.8598563866485,2439.155463769506,2188.944365597549,0.2422973887177305,5.233893360880596E8,2435.566776470932
5,0.01,8280,2673,2209.090207518789,2406.2565480983553,2441.451276252642,2189.6781770604825,0.2422973887177308,5.233893360880596E8,2437.872576776363
5,0.01,8370,2673,2210.3949883657806,2408.6475271031704,2443.737613041274,2190.4308339654945,0.24229738871773068,5.233893360880596E8,2440.1689756622723
5,0.01,8460,2673,2211.7232465988054,2411.031927103179,2446.0158793409896,2191.205382037354,0.24229738871773068,5.233893360880596E8,2442.4574988483273
5,0.01,8550,2673,2213.0722409460077,2413.4095762228003,2448.2858067568905,2192.0025730680904,0.24229738871773093,5.233893360880596E8,2444.7378725473914
5,0.01,8640,2673,2214.4453557392158,2415.780381533038,2450.5473646551022,2192.822637263949,0.24229738871773054,5.233893360880596E8,2447.0100863482153
5,0.01,8730,2673,2215.869019024266,2418.1426482213406,2452.798495692676,2193.6704212873947,0.2422973887177302,5.233893360880596E8,2449.272232930927
5,0.01,8820,2673,2217.3094181819783,2420.498658422488,2455.039929595404,2194.537896309508,0.24229738871773054,5.233893360880596E8,2451.524774616059
5,0.01,8910,2673,2218.77409271215,2422.847487354729,2457.2727154339373,2195.428225622679,0.24229738871773046,5.233893360880596E8,2453.768876747759
5,0.01,9000,2673,2220.259915016265,2425.1889257377247,2459.49659279567,2196.342187696521,0.24229738871773068,5.233893360880596E8,2456.004257161717
5,0.01,9090,2673,2221.770125712874,2427.5228662226955,2461.7114141877155,2197.280023048436,0.2422973887177307,5.233893360880596E8,2458.2307783229708
5,0.01,9180,2673,2223.3313874937985,2429.847348149912,2463.9141373834086,2198.2467852779173,0.24229738871773077,5.233893360880596E8,2460.4455622310525
5,0.01,9270,2673,2224.909004127817,2432.164962208836,2466.1068333941435,2199.2340772978064,0.24229738871773057,5.233893360880596E8,2462.6504228435065
5,0.01,9360,2673,2226.51054103771,2434.474736842318,2468.2901829520815,2200.245169593737,0.24229738871773043,5.233893360880596E8,2464.846146260037
5,0.01,9450,2673,2228.132663500918,2436.776429483473,2470.4640318167226,2201.2808302377903,0.24229738871773063,5.233893360880596E8,2467.03254977261
5,0.01,9540,2673,2229.8033545105855,2439.0678915404587,2472.624476319108,2202.3463604925564,0.24229738871773063,5.233893360880596E8,2469.2059042893866
5,0.01,9630,2673,2231.4888795648435,2441.3519763827426,2474.7748777868132,2203.4330484447755,0.24229738871773054,5.233893360880596E8,2471.3693099884063
5,0.01,9720,2673,2233.19704392526,2443.627695668903,2476.9156238698647,2204.5441931641553,0.24229738871773068,5.233893360880596E8,2473.5232474089635
5,0.01,9810,2673,2234.9247998387655,2445.894800601059,2479.0466554511436,2205.680490466654,0.24229738871773068,5.233893360880596E8,2475.667638715258
5,0.01,9900,2673,2236.67556399009,2448.153200375276,2481.1676665962177,2206.8420476976617,0.24229738871773077,5.233893360880596E8,2477.8021995806507
5,0.01,9990,2673,2238.475809690565,2450.4005398724157,2483.274273630183,2208.034030714731,0.24229738871773063,5.233893360880596E8,2479.92270179924
5,0.01,10080,2673,2240.2912108289497,2452.639970452056,2485.3705859304932,2209.2474440722026,0.2422973887177305,5.233893360880596E8,2482.0330190739874
5,0.01,10170,2673,2242.129331820918,2454.8704494632016,2487.456678211003,2210.4856174278407,0.24229738871773068,5.233893360880596E8,2484.1333077272143
5,0.01,10260,2673,2244.0101403587664,2457.089335452505,2489.527747441032,2211.754491009121,0.24229738871773057,5.233893360880596E8,2486.21890333262
5,0.01,10350,2673,2245.9243156519124,2459.29781167406,2491.584053846486,2213.04963737255,0.24229738871773046,5.233893360880596E8,2488.28996362109
5,0.01,10440,2673,2247.8484848575845,2461.4978769371405,2493.630711034346,2214.366696806169,0.24229738871773063,5.233893360880596E8,2490.3514688782684
5,0.01,10530,2673,2249.789023035352,2463.688468530459,2495.6675202053775,2215.7091618357194,0.24229738871773035,5.233893360880596E8,2492.4032741422347
5,0.01,10620,2673,2251.7639205078017,2465.8669297952556,2497.6900117066652,2217.0829299437423,0.24229738871773046,5.233893360880596E8,2494.441026615969
5,0.01,10710,2673,2253.7495391795846,2468.0368010010734,2499.7028843875464,2218.4786161254,0.24229738871773068,5.233893360880596E8,2496.469242802702
5,0.01,10800,2673,2255.773155884799,2470.194595959588,2501.701333998756,2219.904520330738,0.24229738871773068,5.233893360880596E8,2498.4833078826405
5,0.01,10890,2673,2257.806627940977,2472.343652381116,2503.690262363387,2221.3521057426715,0.24229738871773096,5.233893360880596E8,2500.487934046763
5,0.01,10980,2673,2259.858296799058,2474.482877484788,2505.669175206468,2222.824561697439,0.24229738871773027,5.233893360880596E8,2502.4827070866263
5,0.01,11070,2673,2261.9263789195065,2476.6119932529377,2507.637975066948,2224.322353143717,0.24229738871773046,5.233893360880596E8,2504.4675069161985
5,0.01,11160,2673,2264.0375070175173,2478.728265055549,2509.5905516396324,2225.850558431026,0.2422973887177305,5.233893360880596E8,2506.4363699443848
5,0.01,11250,2673,2266.160796392411,2480.8354514874563,2511.532899466197,2227.3999897737976,0.24229738871773046,5.233893360880596E8,2508.395103881551
5,0.01,11340,2673,2268.3037861040107,2482.9324085933335,2513.4642306681853,2228.9738215911057,0.24229738871773085,5.233893360880596E8,2510.3429828284243
5,0.01,11430,2673,2270.4856325902742,2485.015980047519,2515.3782955080965,2230.5777401724067,0.24229738871773077,5.233893360880596E8,2512.2738807122146
5,0.01,11520,2673,2272.6974810651727,2487.0875709773404,2517.2759803634763,2232.207224342888,0.2422973887177305,5.233893360880596E8,2514.1886119044157
5,0.01,11610,2673,2274.9171398830895,2489.14958829613,2519.1637652144277,2233.8579406241342,0.24229738871773063,5.233893360880596E8,2516.0935297427827
5,0.01,11700,2673,2277.166557454365,2491.198051546576,2521.0350863872527,2235.538226020571,0.24229738871773054,5.233893360880596E8,2517.9822044994817
5,0.01,11790,2673,2279.437125681618,2493.2342811878602,2522.8914099001245,2237.244137040807,0.2422973887177307,5.233893360880596E8,2519.8560417931617
5,0.01,11880,2673,2281.7269290119475,2495.258305648232,2524.7335607076707,2238.9754174713084,0.24229738871773102,5.233893360880596E8,2521.7158574005866
5,0.01,11970,2673,2284.021372502645,2497.272543182172,2526.566874028755,2240.7276383760814,0.24229738871773127,5.233893360880596E8,2523.5668953175177
5,0.01,12060,2673,2286.3264843369157,2499.2757883114095,2528.3903567303378,2242.5038590720883,0.242297388717731,5.233893360880596E8,2525.4081980759647
5,0.01,12150,2673,2288.658828013286,2501.264914854767,2530.1982602740877,2244.309264467076,0.24229738871773046,5.233893360880596E8,2527.2341071522787
5,0.01,12240,2673,2290.99866318175,2503.244155729789,2531.9966670349977,2246.134772306193,0.24229738871773054,5.233893360880596E8,2529.050593488185
5,0.01,12330,2673,2293.3703210633853,2505.209399449098,2533.7783841605246,2247.987835630115,0.24229738871773043,5.233893360880596E8,2530.850604561883
5,0.01,12420,2673,2295.764986395492,2507.1619688468745,2535.5445516133154,2249.864541774725,0.24229738871773077,5.233893360880596E8,2532.635232227564
5,0.01,12510,2673,2298.1793103040277,2509.1018243827307,2537.2956920797064,2251.7647078149516,0.24229738871773107,5.233893360880596E8,2534.4049959247127
5,0.01,12600,2673,2300.5975192147253,2511.031495535378,2539.0377219961965,2253.6843348377042,0.24229738871773043,5.233893360880596E8,2536.165707481674
5,0.01,12690,2673,2303.0248733603685,2512.9497077744895,2540.7692867749174,2255.6263313854893,0.24229738871773002,5.233893360880596E8,2537.91603382244
5,0.01,12780,2673,2305.460713080946,2514.856133335761,2542.490217419005,2257.590969605421,0.2422973887177302,5.233893360880596E8,2539.6557895722813
5,0.01,12870,2673,2307.908459549286,2516.7507084922954,2544.1995759096053,2259.5779090617098,0.24229738871773027,5.233893360880596E8,2541.3840564378265
5,0.01,12960,2673,2310.3697048971917,2518.633327999734,2545.896862958397,2261.5866707370487,0.24229738871773057,5.233893360880596E8,2543.1003537588317
5,0.01,13050,2673,2312.8462073495307,2520.503885527322,2547.581375464134,2263.6167814307732,0.242297388717731,5.233893360880596E8,2544.803989031543
5,0.01,13140,2673,2315.338904371613,2522.3622334874303,2549.2526035787055,2265.667840850805,0.2422973887177312,5.233893360880596E8,2546.494459437777
5,0.01,13230,2673,2317.8481573734816,2524.2082122454563,2550.9100471153056,2267.7395457791936,0.24229738871773068,5.233893360880596E8,2548.1712695441283
5,0.01,13320,2673,2320.373787313805,2526.0416484954435,2552.553333544773,2269.831685523013,0.24229738871773046,5.233893360880596E8,2549.8340410611445
5,0.01,13410,2673,2322.935862186218,2527.8585622300934,2554.1720368838533,2271.9483280355607,0.24229738871773063,5.233893360880596E8,2551.4724390560705
5,0.01,13500,2673,2325.5202333491934,2529.6607110553296,2555.770025512082,2274.0857452474115,0.2422973887177308,5.233893360880596E8,2553.090305858256
5,0.01,13590,2673,2328.1063829004293,2531.4513654694942,2557.3576081833144,2276.240475997864,0.24229738871773068,5.233893360880596E8,2554.697844999414
5,0.01,13680,2673,2330.697538400198,2533.229253465746,2558.9330617349838,2278.4152043229606,0.24229738871773096,5.233893360880596E8,2556.2933152451096
5,0.01,13770,2673,2333.291022150035,2534.9940386665307,2560.497106603915,2280.610221379697,0.2422973887177305,5.233893360880596E8,2557.8773999997165
5,0.01,13860,2673,2335.8891006617027,2536.745763667146,2562.0489771743014,2282.825164324181,0.2422973887177299,5.233893360880596E8,2559.449339238608
5,0.01,13950,2673,2338.4926997419593,2538.484414634613,2563.588607889688,2285.059437270606,0.24229738871773043,5.233893360880596E8,2561.0090793324207
5,0.01,14040,2673,2341.116888682503,2540.2062966811454,2565.106653451101,2287.316192472094,0.24229738871773057,5.233893360880596E8,2562.547324578019
5,0.01,14130,2673,2343.7556163250197,2541.9134638065566,2566.606428348212,2289.591150143356,0.24229738871773068,5.233893360880596E8,2564.067418564926
5,0.01,14220,2673,2346.395027788163,2543.6091585494305,2568.0968343115164,2291.880862223768,0.24229738871773096,5.233893360880596E8,2565.578204620694
5,0.01,14310,2673,2349.038662332766,2545.2920847812966,2569.5759561551577,2294.1874190080252,0.24229738871773077,5.233893360880596E8,2567.0777562335916
5,0.01,14400,2673,2351.695123203461,2546.958371350922,2571.0363801190406,2296.514379802203,0.24229738871773093,5.233893360880596E8,2568.5586606725137
5,0.01,14490,2673,2354.3601707708467,2548.610144777554,2572.480288630749,2298.858134823876,0.24229738871773068,5.233893360880596E8,2570.0231085670616
5,0.01,14580,2673,2357.0236631321363,2550.250557934286,2573.915453694749,2301.215454477266,0.24229738871773068,5.233893360880596E8,2571.4788478004402
5,0.01,14670,2673,2359.688938011988,2551.878288562189,2575.339879192202,2303.58815952273,0.24229738871773085,5.233893360880596E8,2572.923872484574
5,0.01,14760,2673,2362.355095612827,2553.4930043258596,2576.7536674023354,2305.976191215945,0.24229738871773057,5.233893360880596E8,2574.3582654831544
5,0.01,14850,2673,2365.033552523406,2555.0910759392095,2578.1474442089884,2308.3821077615003,0.24229738871773068,5.233893360880596E8,2575.772671646
5,0.01,14940,2673,2367.7198937394446,2556.674540958818,2579.523838712476,2310.8024213039753,0.24229738871773046,5.233893360880596E8,2577.169758638449
5,0.01,15030,2673,2370.404480065688,2558.2465935889386,2580.891228057035,2313.2342901533275,0.24229738871773054,5.233893360880596E8,2578.557879172214
5,0.01,15120,2673,2373.090178147993,2559.8059024582144,2582.2474215527614,2315.679247734213,0.2422973887177305,5.233893360880596E8,2579.9348245688802
5,0.01,15210,2673,2375.775822471098,2561.352097609583,2583.5926044990474,2318.1372368142747,0.24229738871773018,5.233893360880596E8,2581.300759369568
5,0.01,15300,2673,2378.462802200727,2562.885163932503,2584.9256794431053,2320.6078442332628,0.24229738871773096,5.233893360880596E8,2582.6545836224973
5,0.01,15390,2673,2381.1597462800933,2564.401199336788,2586.236800563388,2323.0930761691775,0.24229738871773115,5.233893360880596E8,2583.986455486638
5,0.01,15480,2673,2383.8546732155783,2565.9055558578475,2587.53788792682,2325.5880550678366,0.2422973887177305,5.233893360880596E8,2585.3083375188367
5,0.01,15570,2673,2386.556773155953,2567.393250693132,2588.817701138497,2328.0962093908947,0.24229738871773068,5.233893360880596E8,2586.6089582112863
5,0.01,15660,2673,2389.25998136452,2568.8659624832703,2590.080289716287,2330.615365152741,0.24229738871773054,5.233893360880596E8,2587.892368405934
5,0.01,15750,2673,2391.9618910731697,2570.323930576897,2591.32726325483,2333.1451138510206,0.24229738871773085,5.233893360880596E8,2589.160169410305
5,0.01,15840,2673,2394.657985321443,2571.7703671410427,2592.566360102044,2335.68333528645,0.24229738871773004,5.233893360880596E8,2590.420097104443
5,0.01,15930,2673,2397.3500080655344,2573.2039623221604,2593.795503230402,2338.2310109296322,0.24229738871772977,5.233893360880596E8,2591.6700473536066
5,0.01,16020,2673,2400.0374444549702,2574.624427140305,2595.0147967666157,2340.7878841775364,0.24229738871773077,5.233893360880596E8,2592.9101119064258
5,0.01,16110,2673,2402.7215002620305,2576.031815413374,2596.223095912195,2343.353410514919,0.24229738871773077,5.233893360880596E8,2594.139143130637
5,0.01,16200,2673,2405.406888474957,2577.4223654477914,2597.4109551466972,2345.9286461744123,0.24229738871773035,5.233893360880596E8,2595.3476713345935
5,0.01,16290,2673,2408.0875816975204,2578.801415850615,2598.589577638473,2348.510054883293,0.24229738871772954,5.233893360880596E8,2596.5469826603394
5,0.01,16380,2673,2410.765533773293,2580.1677303199654,2599.756370792531,2351.098224750531,0.24229738871773002,5.233893360880596E8,2597.734454940027
5,0.01,16470,2673,2413.4440870999674,2581.516064604064,2600.8982993794975,2353.6944096526986,0.24229738871773063,5.233893360880596E8,2598.8969665227723
5,0.01,16560,2673,2416.117931795292,2582.8498409608997,2602.0247771395893,2356.2966316314732,0.2422973887177308,5.233893360880596E8,2600.0440451122995
5,0.01,16650,2673,2418.784461199087,2584.1721984657133,2603.1436794673277,2358.9036158892445,0.24229738871773068,5.233893360880596E8,2601.183547112595
5,0.01,16740,2673,2421.4448196244357,2585.4784193336477,2604.245686402439,2361.5168641656146,0.24229738871773085,5.233893360880596E8,2602.306067385434
5,0.01,16830,2673,2424.0972434747055,2586.7733381155576,2605.3403559645503,2364.1341330259806,0.2422973887177308,5.233893360880596E8,2603.4212306785034
5,0.01,16920,2673,2426.743048478145,2588.0523199232753,2606.418013577024,2366.756512041526,0.2422973887177308,5.233893360880596E8,2604.5192834595737
5,0.01,17010,2673,2429.3810426305936,2589.3201296026014,2607.48824944882,2369.3820065615,0.24229738871773085,5.233893360880596E8,2605.6098985600374
5,0.01,17100,2673,2432.012310534509,2590.572126446119,2608.5411020563074,2372.0113589162097,0.24229738871773063,5.233893360880596E8,2606.683030507397
5,0.01,17190,2673,2434.6357735006745,2591.813027292236,2609.586430406086,2374.6429498845023,0.24229738871773046,5.233893360880596E8,2607.748621728712
5,0.01,17280,2673,2437.252404970085,2593.0416347677997,2610.621528162779,2377.2767675006717,0.24229738871773077,5.233893360880596E8,2608.803931432983
5,0.01,17370,2673,2439.8610977231997,2594.254008815678,2611.6382684901064,2379.91283023509,0.24229738871773107,5.233893360880596E8,2609.8407619710993
5,0.01,17460,2673,2442.4616595975003,2595.455308386109,2612.6467803652845,2382.5499689036824,0.24229738871773085,5.233893360880596E8,2610.869348663943
5,0.01,17550,2673,2445.0529792137672,2596.6408103176655,2613.636451791169,2385.188230430885,0.24229738871773063,5.233893360880596E8,2611.8789753050182
5,0.01,17640,2673,2447.633554410477,2597.8121640501336,2614.610834705803,2387.826929368694,0.24229738871773046,5.233893360880596E8,2612.873237359249
5,0.01,17730,2673,2450.202834361948,2598.969610716792,2615.5711770600506,2390.4656101975256,0.2422973887177307,5.233893360880596E8,2613.853382684067
5,0.01,17820,2673,2452.762950064307,2600.116226434873,2616.5247402754862,2393.1038851617927,0.2422973887177307,5.233893360880596E8,2614.826723934897
5,0.01,17910,2673,2455.310927780799,2601.2474918349462,2617.462730902075,2395.741194630357,0.24229738871773063,5.233893360880596E8,2615.784359417017
5,0.01,18000,2673,2457.84947301742,2602.3680365338905,2618.3940817392363,2398.377303161479,0.2422973887177308,5.233893360880596E8,2616.735322634884
5,0.1,0,2673,2173.0000008483667,2173.000056896139,2174.5719943255062,2173,0.24229731571283813,5.233893360880596E8,2173.356023867576
5,0.1,90,2673,2173.004137858823,2175.393200742586,2196.300569188995,2173.0012096643272,0.2422973887177305,5.233893360880596E8,2192.404199627389
5,0.1,180,2673,2173.007579213977,2178.1137040393724,2199.538724247264,2173.0049294933774,0.24229738871773043,5.233893360880596E8,2195.6293456429253
5,0.1,270,2673,2173.0109012554385,2180.8304170675947,2202.317861617556,2173.0094773247674,0.24229738871773035,5.233893360880596E8,2198.405413791001
5,0.1,360,2673,2173.0141956379703,2183.5185472212524,2204.8973165748152,2173.0143943695366,0.24229738871773032,5.233893360880596E8,2200.9834460068487
5,0.1,450,2673,2173.017467543108,2186.1766094668774,2207.4042501619024,2173.0195256619118,0.24229738871773088,5.233893360880596E8,2203.4901873861427
5,0.1,540,2673,2173.0207823408136,2188.81143016449,2209.8843695806577,2173.024862583096,0.24229738871773074,5.233893360880596E8,2205.9712038552584
5,0.1,630,2673,2173.024354893752,2191.4221406527977,2212.3620059362106,2173.0304172456144,0.24229738871773088,5.233893360880596E8,2208.4499857361952
5,0.1,720,2673,2173.0282402336816,2194.017213348692,2214.8413655380023,2173.036104920169,0.24229738871773043,5.233893360880596E8,2210.9301299340955
5,0.1,810,2673,2173.0324195519506,2196.597867095674,2217.324398619449,2173.041919614099,0.24229738871773063,5.233893360880596E8,2213.4134564683122
5,0.1,900,2673,2173.036704828132,2199.1654926035544,2219.8106142916804,2173.0478597862007,0.24229738871773043,5.233893360880596E8,2215.900004111567
5,0.1,990,2673,2173.041098244632,2201.7244235087373,2222.3045776993854,2173.0539014741566,0.2422973887177306,5.233893360880596E8,2218.394497153243
5,0.1,1080,2673,2173.04566770653,2204.280708108352,2224.8100477835756,2173.06003055229,0.2422973887177308,5.233893360880596E8,2220.900711408968
5,0.1,1170,2673,2173.0505385539727,2206.840834952881,2227.332040281973,2173.0662770064696,0.2422973887177306,5.233893360880596E8,2223.4235997045866
5,0.1,1260,2673,2173.0558532422556,2209.4107372165104,2229.876206773375,2173.0727228383103,0.24229738871773032,5.233893360880596E8,2225.968730238915
5,0.1,1350,2673,2173.061719576102,2211.994665758626,2232.4452824808805,2173.0794731568194,0.24229738871773043,5.233893360880596E8,2228.5386573427045
5,0.1,1440,2673,2173.0681790216586,2214.5938705819553,2235.0358631738113,2173.086608320754,0.2422973887177308,5.233893360880596E8,2231.1298178466327
5,0.1,1530,2673,2173.07521350968,2217.205675220003,2237.6380946211502,2173.094148742412,0.24229738871773063,5.233893360880596E8,2233.7323205002403
5,0.1,1620,2673,2173.082787070441,2219.823618640456,2240.2381565327883,2173.10205485859,0.24229738871773054,5.233893360880596E8,2236.332472114798
5,0.1,1710,2673,2173.09090372755,2222.4388644736923,2242.8224324792704,2173.1102612213294,0.24229738871773054,5.233893360880596E8,2238.91682106462
5,0.1,1800,2673,2173.099655309177,2225.0425142970453,2245.3818260194425,2173.118725411697,0.24229738871773054,5.233893360880596E8,2241.4762321465823
5,0.1,1890,2673,2173.1093894801297,2227.6260213733544,2247.911875962186,2173.1274910131597,0.2422973887177308,5.233893360880596E8,2244.0057909440093
5,0.1,1980,2673,2173.1204759470215,2230.1913242224964,2250.4253107959653,2173.1367309205916,0.24229738871773066,5.233893360880596E8,2246.5194366363257
5,0.1,2070,2673,2173.1331842209843,2232.747494513664,2252.9445548036592,2173.146670887408,0.24229738871773054,5.233893360880596E8,2249.0399307329826
5,0.1,2160,2673,2173.14775267657,2235.3119122237727,2255.5041006124393,2173.1575304721882,0.24229738871773074,5.233893360880596E8,2251.6001995077477
5,0.1,2250,2673,2173.1641437633953,2237.8917586284633,2258.0970181535067,2173.169447793983,0.24229738871773077,5.233893360880596E8,2254.193844380997
5,0.1,2340,2673,2173.182346662041,2240.483512668612,2260.6969500905225,2173.182520402843,0.2422973887177305,5.233893360880596E8,2256.7942370550422
5,0.1,2430,2673,2173.2025884279387,2243.0764450272777,2263.2804035382437,2173.196809804686,0.2422973887177305,5.233893360880596E8,2259.3775626325123
5,0.1,2520,2673,2173.223270386702,2245.664397882558,2265.8456764910693,2173.2124126340377,0.24229738871773054,5.233893360880596E8,2261.942725257577
5,0.1,2610,2673,2173.2451043886804,2248.2468970069935,2268.4026158071215,2173.229039087158,0.2422973887177305,5.233893360880596E8,2264.4999304454154
5,0.1,2700,2673,2173.268499044958,2250.8246544894278,2270.9561626340064,2173.246650367938,0.24229738871773054,5.233893360880596E8,2267.05398758262
5,0.1,2790,2673,2173.295906623216,2253.403035933419,2273.522981148786,2173.2657280601256,0.24229738871773082,5.233893360880596E8,2269.6209515877104
5,0.1,2880,2673,2173.3274394676273,2255.9828358511636,2276.0945985626586,2173.286555758902,0.24229738871773093,5.233893360880596E8,2272.192767210493
5,0.1,2970,2673,2173.3611165771727,2258.5606547573457,2278.6596503277424,2173.3090243804645,0.24229738871773082,5.233893360880596E8,2274.75818224268
5,0.1,3060,2673,2173.3974851010103,2261.1372934760643,2281.223340363412,2173.3334306234947,0.24229738871773063,5.233893360880596E8,2277.322445885007
5,0.1,3150,2673,2173.4369340504477,2263.7127119038164,2283.785874844982,2173.359951355155,0.24229738871773,5.233893360880596E8,2279.8854848410647
5,0.1,3240,2673,2173.4800319289398,2266.2874455470455,2286.3493987670067,2173.388707552796,0.24229738871773043,5.233893360880596E8,2282.449397215252
5,0.1,3330,2673,2173.52721215784,2268.8619273145887,2288.913881381142,2173.4199448441927,0.24229738871773066,5.233893360880596E8,2285.0142244044023
5,0.1,3420,2673,2173.5790188381807,2271.436566946345,2291.479715030353,2173.4538824520073,0.24229738871773043,5.233893360880596E8,2287.580584578202
5,0.1,3510,2673,2173.635861066428,2274.0115447217418,2294.046375076848,2173.4908796679592,0.24229738871773035,5.233893360880596E8,2290.1480537589823
5,0.1,3600,2673,2173.698264840378,2276.5869829817207,2296.6140529859504,2173.531215823949,0.24229738871773043,5.233893360880596E8,2292.7165235045477
5,0.1,3690,2673,2173.7666390985414,2279.162762457995,2299.182433113304,2173.5753172476743,0.24229738871773077,5.233893360880596E8,2295.2855272893025
5,0.1,3780,2673,2173.8415308123867,2281.738841946837,2301.7511353420896,2173.6234794750403,0.24229738871773074,5.233893360880596E8,2297.8547392705073
5,0.1,3870,2673,2173.923372432417,2284.3149550859644,2304.3196688998387,2173.676179565636,0.24229738871773035,5.233893360880596E8,2300.4238737580554
5,0.1,3960,2673,2174.0195879829957,2286.8944830365626,2306.8965951249147,2173.735497102304,0.24229738871773035,5.233893360880596E8,2303.001932874562
5,0.1,4050,2673,2174.1221953067084,2289.4724532882155,2309.466111789699,2173.8001461528825,0.24229738871773035,5.233893360880596E8,2305.5724059961026
5,0.1,4140,2673,2174.232258502076,2292.0492441189585,2312.032838642543,2173.8709631464803,0.2422973887177305,5.233893360880596E8,2308.1399875316756
5,0.1,4230,2673,2174.350296349193,2294.6242853918147,2314.5959889424453,2173.94828274995,0.2422973887177305,5.233893360880596E8,2310.7039436264517
5,0.1,4320,2673,2174.477457517645,2297.1976585004636,2317.157437438994,2174.0322403424116,0.24229738871773077,5.233893360880596E8,2313.2663582083546
5,0.1,4410,2673,2174.6144967833798,2299.7695962274665,2319.717145811564,2174.123239208002,0.2422973887177305,5.233893360880596E8,2315.8272925061224
5,0.1,4500,2673,2174.7625185003035,2302.340369216885,2322.2762564637897,2174.221632926755,0.24229738871773032,5.233893360880596E8,2318.3877837002383
5,0.1,4590,2673,2174.9222123455847,2304.910255445469,2324.834730766825,2174.328102560379,0.24229738871773,5.233893360880596E8,2320.947598522246
5,0.1,4680,2673,2175.094570790453,2307.4794191223573,2327.3929071184984,2174.4431566883886,0.24229738871773035,5.233893360880596E8,2323.507099403134
5,0.1,4770,2673,2175.2802132005104,2310.0479626423958,2329.950280510432,2174.567625187881,0.24229738871773074,5.233893360880596E8,2326.0658364113697
5,0.1,4860,2673,2175.4800837882985,2312.6158764228435,2332.5066699727927,2174.7020332556062,0.24229738871773077,5.233893360880596E8,2328.6238322845766
