% Model,tin_tegs_model_3_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 3 2024, 17:34"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (degC),Temperature (degC),"Temperature (degC), Point: 43"
0,793.6483023509641,771.089894724166,856.4072140524826
1,793.6520235177884,771.092666685427,855.512163843416
2,793.6631352854012,771.0908642519512,854.6958696357545
3,793.6767105866098,771.0875370202303,853.9058274285616
4,793.692253245333,771.0820503110197,853.1486861606464
5,793.7136979765977,771.0700851693397,852.4902477105655
6,793.735142707863,771.0581200276589,851.8318092604846
7,793.7565874391278,771.04615488598,851.1733708104038
8,793.7780321703925,771.0341897443004,850.5149323603229
9,793.7960830603231,771.0224690984477,849.8934811770374
10,793.803952426251,771.0114819400791,849.3829917941385
11,793.8118217921799,771.0004947817096,848.8725024112399
12,793.8196911581078,770.9895076233403,848.3620130283413
13,793.8275605240358,770.9785204649709,847.8515236454426
14,793.835429889964,770.9675333066018,847.3410342625438
15,793.8432992558924,770.9565461482323,846.8305448796451
16,793.8511686218204,770.9455589898638,846.3200554967465
17,793.859037987748,770.9345718314938,845.8095661138478
18,793.8669073536765,770.9235846731244,845.299076730949
19,793.86769106429,770.9120912798345,844.8224139083233
20,793.8472178089604,770.8990791817838,844.4472307665163
21,793.8267445536304,770.8860670837322,844.0720476247096
22,793.806271298301,770.8730549856814,843.6968644829029
23,793.7857980429712,770.8600428876305,843.321681341096
24,793.765324787641,770.8470307895794,842.9464981992893
25,793.7448515323116,770.8340186915277,842.5713150574824
26,793.7243782769818,770.8210065934773,842.1961319156757
27,793.7039050216521,770.8079944954258,841.8209487738687
28,793.6834317663222,770.7949823973747,841.4457656320618
29,793.6629585109924,770.7819702993233,841.0705824902551
30,793.6424852556629,770.7689582012721,840.6953993484482
31,793.622012000333,770.7559461032218,840.3202162066415
32,793.6015387450034,770.7429340051698,839.9450330648345
33,793.5810654896736,770.7299219071189,839.5698499230278
34,793.5605922343443,770.7169098090676,839.1946667812209
35,793.5401189790142,770.7038977110162,838.8194836394142
36,793.519645723684,770.6908856129655,838.4443004976073
37,793.4991724683543,770.6778735149142,838.0691173558006
38,793.4786992130248,770.6648614168628,837.6939342139937
39,793.4528227201961,770.6493449364007,837.3486182248765
40,793.4107365148707,770.626315308704,837.0929036938284
41,793.368650309545,770.6032856810065,836.8371891627802
42,793.3265641042198,770.5802560533106,836.5814746317318
43,793.2844778988944,770.5572264256141,836.3257601006839
44,793.2423916935691,770.5341967979164,836.0700455696357
45,793.2003054882432,770.5111671702205,835.8143310385873
46,793.1582192829181,770.4881375425238,835.5586165075391
47,793.1161330775927,770.4651079148272,835.302901976491
48,793.0740468722672,770.4420782871309,835.0471874454428
49,793.0319606669418,770.4190486594334,834.7914729143946
50,792.9898744616164,770.3960190317376,834.5357583833462
51,792.9477882562908,770.372989404041,834.280043852298
52,792.9057020509656,770.3499597763438,834.0243293212499
53,792.8636158456402,770.3269301486478,833.7686147902017
54,792.8215296403141,770.3039005209506,833.5129002591535
55,792.7794434349888,770.2808708932537,833.2571857281051
56,792.7373572296638,770.2578412655579,833.0014711970572
57,792.6952710243382,770.234811637861,832.745756666009
58,792.6531848190127,770.211782010164,832.4900421349606
59,792.6110986136873,770.1887523824672,832.2343276039124
60,792.569012408362,770.1657227547706,831.9786130728643
61,792.5269262030364,770.1426931270742,831.7228985418161
62,792.4848399977108,770.1196634993777,831.4671840107679
63,792.4427537923857,770.0966338716803,831.2114694797195
64,792.4006675870601,770.073604243984,830.9557549486714
65,792.3585813817342,770.0505746162876,830.7000404176232
66,792.3164951764089,770.0275449885908,830.444325886575
67,792.2744089710835,770.0045153608943,830.1886113555269
68,792.2323227657585,769.9814857331977,829.9328968244785
69,792.1902365604326,769.9584561055001,829.6771822934305
70,792.1481503551075,769.9354264778038,829.4214677623823
71,792.1060641497821,769.9123968501076,829.165753231334
72,792.0639779444565,769.8893672224104,828.9100387002858
73,792.0218917391312,769.8663375947141,828.6543241692376
74,791.9798055338056,769.8433079670176,828.3986096381894
75,791.9377193284803,769.8202783393215,828.1428951071413
76,791.8956331231549,769.7972487116243,827.8871805760929
77,791.8535469178291,769.7742190839276,827.6314660450447
78,791.8114607125037,769.7511894562313,827.3757515139965
79,791.767292355477,769.7237828206672,827.1456282407588
80,791.7168775433469,769.6832451615034,826.9922787409522
81,791.6664627312166,769.6427075023381,826.8389292411456
82,791.6160479190868,769.6021698431734,826.6855797413392
83,791.5656331069566,769.5616321840089,826.5322302415326
84,791.5152182948262,769.521094524844,826.378880741726
85,791.4648034826963,769.4805568656794,826.2255312419194
86,791.4143886705659,769.4400192065153,826.072181742113
87,791.3639738584359,769.3994815473505,825.9188322423064
88,791.3135590463056,769.3589438881862,825.7654827425
89,791.2631442341757,769.3184062290214,825.6121332426932
90,791.2127294220452,769.2778685698567,825.4587837428868
91,791.1623146099146,769.2373309106918,825.3054342430802
92,791.1118997977849,769.1967932515281,825.1520847432738
93,791.0614849856548,769.1562555923631,824.9987352434672
94,791.0110701735243,769.1157179331987,824.8453857436606
95,790.9606553613944,769.0751802740336,824.692036243854
96,790.9102405492637,769.0346426148691,824.5386867440476
97,790.8598257371339,768.9941049557043,824.385337244241
98,790.8094109250036,768.9535672965399,824.2319877444344
99,790.7589961128735,768.9130296373752,824.0786382446278
100,790.7085813007434,768.8724919782102,823.9252887448214
101,790.658166488613,768.831954319046,823.7719392450148
102,790.6077516764831,768.7914166598819,823.6185897452082
103,790.5573368643535,768.7508790007167,823.4652402454018
104,790.5069220522225,768.7103413415529,823.3118907455952
105,790.4565072400924,768.669803682388,823.1585412457886
106,790.4060924279627,768.6292660232236,823.005191745982
107,790.3556776158321,768.5887283640587,822.8518422461756
108,790.3052628037018,768.5481907048941,822.698492746369
109,790.2548479915718,768.5076530457297,822.5451432465624
110,790.2044331794419,768.467115386564,822.3917937467558
111,790.1540183673111,768.4265777274004,822.2384442469494
112,790.103603555181,768.3860400682354,822.0850947471428
113,790.0531887430512,768.3455024090712,821.9317452473364
114,790.002773930921,768.3049647499067,821.7783957475295
115,789.9523591187907,768.2644270907421,821.6250462477232
116,789.9019443066607,768.2238894315776,821.4716967479166
117,789.8515294945303,768.1833517724126,821.3183472481102
118,789.8011146824006,768.1428141132482,821.1649977483036
119,789.7506998702698,768.1022764540842,821.011648248497
120,789.7002850581401,768.0617387949188,820.8582987486903
121,789.6498702460094,768.0212011357543,820.704949248884
122,789.5994554338798,767.98066347659,820.5515997490774
123,789.5490406217496,767.9401258174252,820.3982502492707
124,789.4986258096189,767.8995881582601,820.2449007494641
125,789.4482109974889,767.8590504990959,820.0915512496578
126,789.3977961853589,767.8185128399315,819.9382017498511
127,789.3473813732288,767.7779751807667,819.7848522500445
128,789.2969665610985,767.7374375216021,819.6315027502382
129,789.246551748968,767.6968998624377,819.4781532504315
130,789.1961369368382,767.6563622032731,819.3248037506249
131,789.1457221247078,767.6158245441079,819.1714542508183
132,789.0953073125775,767.5752868849435,819.018104751012
133,789.0448925004474,767.534749225779,818.8647552512053
134,788.9944776883175,767.4942115666146,818.7114057513987
135,788.9440628761871,767.4536739074506,818.5580562515921
136,788.8936480640571,767.4131362482854,818.4047067517857
137,788.843233251927,767.3725985891203,818.2513572519791
138,788.792818439797,767.3320609299564,818.0980077521727
139,788.7424036276664,767.2915232707911,817.9446582523659
140,788.6919888155363,767.250985611627,817.7913087525595
141,788.6415740034065,767.2104479524623,817.6379592527529
142,788.5911591912759,767.1699102932977,817.4846097529465
143,788.5407443791463,767.1293726341335,817.3312602531399
144,788.4903295670156,767.0888349749684,817.1779107533333
