% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_allhours.mph
% Version,COMSOL 6.0.0.405
% Date,"Sep 28 2023, 15:53"
% Table,Accumulated Probe Table 26 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate"
1,1,9396,2673,2622.7,2612.3,2652.3,2555.1,1.2238
1,1,9432,2673,2623.2,2612.8,2652.5,2556,1.2238
1,1,9468,2673,2623.6,2613.3,2652.7,2556.8,1.2238
1,1,9504,2673,2624,2613.8,2652.9,2557.6,1.2238
1,1,9540,2673,2624.4,2614.3,2653,2558.4,1.2238
1,1,9576,2673,2624.8,2614.8,2653.2,2559.2,1.2238
1,1,9612,2673,2625.2,2615.3,2653.4,2560,1.2238
1,1,9648,2673,2625.5,2615.8,2653.6,2560.8,1.2238
1,1,9684,2673,2625.9,2616.3,2653.8,2561.6,1.2238
1,1,9720,2673,2626.3,2616.8,2653.9,2562.4,1.2238
1,1,9756,2673,2626.7,2617.3,2654.1,2563.2,1.2238
1,1,9792,2673,2627.1,2617.7,2654.3,2564,1.2238
1,1,9828,2673,2627.5,2618.2,2654.5,2564.7,1.2238
1,1,9864,2673,2627.8,2618.7,2654.6,2565.5,1.2238
1,1,9900,2673,2628.2,2619.1,2654.8,2566.3,1.2238
1,1,9936,2673,2628.6,2619.6,2655,2567,1.2238
1,1,9972,2673,2628.9,2620.1,2655.1,2567.8,1.2238
1,1,10008,2673,2629.3,2620.5,2655.3,2568.5,1.2238
1,1,10044,2673,2629.7,2621,2655.5,2569.3,1.2238
1,1,10080,2673,2630,2621.4,2655.6,2570,1.2238
1,1,10116,2673,2630.4,2621.8,2655.8,2570.7,1.2238
1,1,10152,2673,2630.7,2622.3,2655.9,2571.5,1.2238
1,1,10188,2673,2631.1,2622.7,2656.1,2572.2,1.2238
1,1,10224,2673,2631.4,2623.1,2656.3,2572.9,1.2238
1,1,10260,2673,2631.7,2623.6,2656.4,2573.6,1.2238
1,1,10296,2673,2632.1,2624,2656.6,2574.3,1.2238
1,1,10332,2673,2632.4,2624.4,2656.7,2575,1.2238
1,1,10368,2673,2632.8,2624.8,2656.9,2575.7,1.2238
1,1,10404,2673,2633.1,2625.2,2657,2576.4,1.2238
1,1,10440,2673,2633.4,2625.6,2657.2,2577.1,1.2238
1,1,10476,2673,2633.7,2626,2657.3,2577.8,1.2238
1,1,10512,2673,2634.1,2626.4,2657.4,2578.5,1.2238
1,1,10548,2673,2634.4,2626.8,2657.6,2579.2,1.2238
1,1,10584,2673,2634.7,2627.2,2657.7,2579.9,1.2238
1,1,10620,2673,2635,2627.6,2657.9,2580.5,1.2238
