% Model,tin_tegs_model_5_insulation.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 5 2024, 22:37"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (degC),Temperature (degC),"Temperature (degC), Point: 51"
0,794.3445769174944,796.9654102740601,871.0062406304211
100,792.9425886085512,795.7179485530829,868.220273914898
200,789.1095377942446,792.889091337046,861.7398542984164
300,783.4995271476431,788.2275478813641,854.1493684949975
400,777.2220582920664,782.8429082955236,846.1193475397398
500,769.827536955052,776.353428806197,837.3472590678736
600,762.1516285184346,769.7125146843633,828.4218183049478
700,754.0536394324117,762.8444486137694,819.2663491054324
800,745.8427079340435,756.0255839196489,810.1128839379068
900,737.4976573210162,749.2651458600892,800.9617985583699
1000,729.0349583617968,742.555959234356,791.812800712156
1100,720.4444394189284,735.9109207963271,782.673573967589
1200,711.8418765239232,729.4325651166265,773.6589741287158
1300,703.3216821798903,723.1753539881178,764.8446031663763
1400,694.9421823687503,717.1087570095499,756.2570716805527
1500,686.72865411739,711.207175778186,747.9060815458067
1600,678.7204623658919,705.4428449035258,739.8093135729974
1700,671.1827920540111,699.8622042420774,732.199037173529
1800,663.9246565311262,694.3804148835989,724.8488195549465
1900,657.0858231917342,689.0469024795768,717.8886901076935
2000,650.2469898523422,683.7133900755541,710.9285606604403
2100,643.531626191167,678.435374206288,704.0830885975895
2200,637.3101412428567,673.3793444760466,697.6962460723478
2300,631.0886562945467,668.3233147458053,691.309403547106
2400,624.8671713462368,663.267285015564,684.9225610218642
2500,619.3781938878953,658.5292816639569,679.207632375519
2600,613.8892164295539,653.7912783123498,673.4927037291736
2700,608.4002389712131,649.0532749607418,667.7777750828284
2800,602.9112615128719,644.3152716091347,662.0628464364831
2900,597.4222840545307,639.5772682575275,656.3479177901378
3000,592.5297192161125,635.1918506194165,651.2019261532388
3100,587.637154377694,630.8064329813062,646.0559345163398
3200,582.7445895392761,626.4210153431959,640.9099428794407
3300,577.8520247008577,622.0355977050851,635.7639512425417
3400,572.9594598624395,617.6501800669746,630.6179596056426
3500,568.5407817751453,613.5463096193507,625.9265400402584
3600,564.1221036878508,609.4424391717268,621.2351204748741
3700,559.7034256005562,605.3385687241029,616.5437009094898
3800,555.2847475132621,601.2346982764788,611.8522813441053
3900,550.8660694259679,597.1308278288548,607.160861778721
4000,546.6425905192787,593.1612668394292,602.661333256819
4100,542.4841780061246,589.2364756694031,598.2257684160777
4200,538.3908318865055,585.3564543187765,593.8541672564971
4300,534.3625521604217,581.5212027875493,589.5465297780775
4400,530.3993388278728,577.7307210757217,585.3028559808183
4500,526.4802957689126,573.9605321185088,581.1011264437567
4600,522.6193537301718,570.2269539591007,576.9560207808681
4700,518.8165127116511,566.5299865974972,572.8675389921525
4800,515.0717727133494,562.8696300336985,568.8356810776099
4900,511.3851337352677,559.2458842677041,564.8604470372402
5000,507.74467477222885,555.6589423355313,560.9319157527565
