% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_allhours_2.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 17 2024, 13:15"
% Table,Accumulated Probe Table 26 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate"
6,2,84456,2673,2673.000103925077,2673.0000615867502,2673.000086129132,2672.9999207892606,0.4079496850859749
6,2,84672,2673,2673.000108664573,2673.000063491906,2673.000086770067,2672.999934193746,0.4079496850859748
6,2,84888,2673,2673.0001131713075,2673.0000653027673,2673.0000873786685,2672.999946953345,0.4079496850859753
6,2,85104,2673,2673.000117457711,2673.0000670240165,2673.0000879568775,2672.9999590987445,0.40794968508597546
6,2,85320,2673,2673.000121533566,2673.000068660045,2673.0000885060135,2672.999970659192,0.40794968508597546
6,2,85536,2673,2673.000125409039,2673.0000702150096,2673.00008902721,2672.9999816625664,0.40794968508597507
6,2,85752,2673,2673.0001290948785,2673.000071692923,2673.000089522121,2672.9999921354483,0.4079496850859749
6,2,85899.82540405313,2673,2673.0001315314494,2673.0000726695234,2673.000089849051,2672.9999990626225,0.4079496850859754
6,5,0,2673,2173.0000126925906,2173.0182161015073,2180.673931044112,2172.9999999999995,1.0198923734615977
6,5,216,2673,2259.728326585029,2195.1456725962885,2418.330589667047,2173.3227058170296,1.0198742127149378
6,5,432,2673,2295.4833312714277,2214.9524892884892,2446.716777462137,2176.829451261044,1.0198742127149356
6,5,648,2673,2315.5651118410847,2233.414679536043,2461.9775916070926,2183.6320567561843,1.0198742127149358
6,5,864,2673,2330.9895668214226,2251.0788570979944,2473.6163128096887,2191.9904940587644,1.0198742127149372
6,5,1080,2673,2344.5698417046888,2268.165722153536,2483.8332891669756,2201.1030278940975,1.0198742127149372
6,5,1296,2673,2356.836066531743,2284.6339508732303,2493.0067542904344,2210.7924253259566,1.0198742127149354
6,5,1512,2673,2368.256979417984,2300.577107656675,2501.483737213145,2220.8647524555226,1.0198742127149347
6,5,1728,2673,2379.2328711369273,2315.979775689931,2509.532404353999,2231.1416767875107,1.019874212714937
6,5,1944,2673,2389.99271288591,2330.840690612078,2517.2990119986225,2241.4906596052024,1.0198742127149383
6,5,2160,2673,2400.5336458688994,2345.158131618133,2524.773276577635,2251.8664899651017,1.0198742127149367
6,5,2376,2673,2410.7831638808348,2358.9404465917805,2531.910254696232,2262.2614252051117,1.0198742127149385
6,5,2592,2673,2420.698527781365,2372.2020165841745,2538.6959110530534,2272.6688448250047,1.0198742127149396
6,5,2808,2673,2430.2843087097745,2384.9596356784373,2545.1507545835757,2283.069959974867,1.0198742127149356
6,5,3024,2673,2439.565563458192,2397.23014404309,2551.3053849623843,2293.4380407696526,1.019874212714933
6,5,3240,2673,2448.561866032179,2409.0294208352693,2557.182174812671,2303.7470756785547,1.0198742127149372
6,5,3456,2673,2457.2804938385298,2420.3723777994924,2562.7930853566227,2313.9764921902797,1.0198742127149398
6,5,3672,2673,2465.7223763745574,2431.2733532013567,2568.145832009181,2324.110869587969,1.0198742127149378
6,5,3888,2673,2473.8890336170766,2441.749120426556,2573.2507757097515,2334.135087463237,1.0198742127149354
6,5,4104,2673,2481.784571974952,2451.8122161464794,2578.1180726519,2344.0387202421393,1.019874212714936
6,5,4320,2673,2489.414834793031,2461.4754909694225,2582.758089712004,2353.8111894642457,1.019874212714937
6,5,4536,2673,2496.7863679734105,2470.7521673861916,2587.1809775752454,2363.44222797258,1.019874212714936
6,5,4752,2673,2503.904143086377,2479.653290328221,2591.3947175360754,2372.9240441433126,1.0198742127149347
6,5,4968,2673,2510.773809558796,2488.192348824392,2595.4087682887753,2382.247832109665,1.0198742127149345
6,5,5184,2673,2517.4022370728558,2496.385563319366,2599.234399864562,2391.4041010780584,1.0198742127149363
6,5,5400,2673,2523.7944954845975,2504.242486884236,2602.878337580633,2400.388358328408,1.0198742127149378
6,5,5616,2673,2529.958926433491,2511.7776898913553,2606.3507396357722,2409.1943765576566,1.0198742127149378
6,5,5832,2673,2535.8998354122223,2519.001139852653,2609.657717146186,2417.8186793032564,1.019874212714936
6,5,6048,2673,2541.5299020634316,2525.796958737205,2612.7405798146383,2426.1747488435067,1.0198742127149354
6,5,6264,2673,2546.9841572248592,2532.353796507357,2615.6999229285493,2434.369241975325,1.019874212714935
6,5,6480,2673,2552.2437155813236,2538.6476345171627,2618.524175739869,2442.3795082405095,1.019874212714937
6,5,6696,2673,2557.308272349002,2544.680017895046,2621.215074204565,2450.199296543575,1.0198742127149372
6,5,6912,2673,2562.182377985372,2550.4590592316654,2623.7777410514896,2457.8269350506175,1.0198742127149372
6,5,7128,2673,2566.8715274506385,2555.9939982935507,2626.217828178079,2465.2620290348755,1.019874212714935
6,5,7344,2673,2571.3813528507626,2561.2940754714173,2628.54091069966,2472.5047806766106,1.019874212714936
6,5,7560,2673,2575.717464525492,2566.3683011978937,2630.752354346572,2479.555826352055,1.0198742127149356
6,5,7776,2673,2579.8854010618998,2571.2254123105163,2632.8572909253166,2486.416179205439,1.0198742127149354
6,5,7992,2673,2583.890618196936,2575.873866562369,2634.8606243769946,2493.0871908656864,1.0198742127149365
6,5,8208,2673,2587.738459202345,2580.321846255604,2636.767049128709,2499.57052014943,1.0198742127149376
6,5,8424,2673,2591.4341476233176,2584.5772632457947,2638.5810586670045,2505.86810328045,1.0198742127149363
6,5,8640,2673,2594.9827893046086,2588.647764474358,2640.306956066789,2511.98212536817,1.019874212714937
6,5,8856,2673,2598.389399014066,2592.540736815358,2641.9488534306056,2517.914994929699,1.019874212714937
6,5,9072,2673,2601.658884292471,2596.2633130022596,2643.5106775512595,2523.669316920742,1.0198742127149374
6,5,9288,2673,2604.796031545811,2599.822377963285,2644.996182998484,2529.247871393881,1.0198742127149372
6,5,9504,2673,2607.8054973455028,2603.2245752999843,2646.408959705155,2534.6535925953053,1.0198742127149365
6,5,9720,2673,2610.69181437746,2606.476313305767,2647.752439251295,2539.88954899632,1.0198742127149356
6,5,9936,2673,2613.45941739956,2609.5837700535844,2649.029896863254,2544.9589264321125,1.019874212714935
6,5,10152,2673,2616.112619844861,2612.552899896248,2650.2444595755474,2549.8650079385325,1.0198742127149356
6,5,10368,2673,2618.65560974725,2615.3894398388175,2651.3991152467906,2554.611158761735,1.019874212714936
6,5,10584,2673,2621.092464996102,2618.098915241061,2652.4967164036398,2559.2008114398427,1.0198742127149356
6,5,10800,2673,2623.4271389330465,2620.686646295659,2653.5399869323955,2563.637451732281,1.019874212714939
6,5,11016,2673,2625.6634711416204,2623.1577537233625,2654.531525306143,2567.924608020678,1.0198742127149378
6,5,11232,2673,2627.8051830444906,2625.51716490114,2655.473812553941,2572.06583735218,1.019874212714936
6,5,11448,2673,2629.8558801364784,2627.7696198609315,2656.3692173450386,2576.0647163714584,1.019874212714936
6,5,11664,2673,2631.8190658533476,2629.919676597923,2657.2199975125504,2579.924830866318,1.019874212714937
6,5,11880,2673,2633.698130433228,2631.971717040632,2658.028306776651,2583.6497659415186,1.0198742127149365
6,5,12096,2673,2635.4963506629997,2633.9299527943726,2658.796199721639,2587.2430991236542,1.0198742127149367
6,5,12312,2673,2637.2169043146687,2635.7984301850806,2659.5256337801316,2590.7083904607084,1.0198742127149378
6,5,12528,2673,2638.8628524817873,2637.581036460229,2660.2184792236085,2594.049178281544,1.0198742127149376
6,5,12744,2673,2640.4371621268647,2639.2815045004672,2660.8765168861055,2597.268972449708,1.0198742127149356
6,5,12960,2673,2641.9426967236636,2640.903418313665,2661.5014450968392,2600.37124847972,1.0198742127149372
6,5,13176,2673,2643.382219562689,2642.4502181904286,2662.0948828543305,2603.3594440682455,1.0198742127149356
6,5,13392,2673,2644.758408928045,2643.925205051306,2662.658369987773,2606.23695125868,1.0198742127149354
6,5,13608,2673,2646.073834599802,2645.3315462043206,2663.1933776489745,2609.0071151536763,1.019874212714935
6,5,13824,2673,2647.330987659859,2646.6722792484907,2663.701304035095,2611.6732291454177,1.0198742127149345
6,5,14040,2673,2648.532262157101,2647.950317256541,2664.1834832842205,2614.2385313177947,1.0198742127149376
6,5,14256,2673,2649.679965626041,2649.168453160325,2664.6411865017562,2616.706204102162,1.0198742127149378
6,5,14472,2673,2650.7763266736124,2650.329363885032,2665.0756221158626,2619.079368762847,1.0198742127149356
6,5,14688,2673,2651.823479803332,2651.435615285612,2665.487944639517,2621.361086837516,1.0198742127149363
6,5,14904,2673,2652.823496939648,2652.489665259409,2665.8792489004795,2623.554356713199,1.0198742127149374
6,5,15120,2673,2653.7783604133806,2653.493868602935,2666.2505800026647,2625.6621116967276,1.0198742127149372
6,5,15336,2673,2654.689981541502,2654.45048051004,2666.602932235032,2627.6872211383666,1.019874212714935
6,5,15552,2673,2655.5602039519085,2655.3616601688286,2666.9372499514307,2629.6324857413088,1.019874212714935
6,5,15768,2673,2656.390785881328,2656.2294752450034,2667.254436074802,2631.5006407424225,1.019874212714936
6,5,15984,2673,2657.183433547243,2657.0559044111315,2667.5553459195557,2633.294353434062,1.0198742127149372
6,5,16200,2673,2657.9397758667787,2657.842841601075,2667.840795962949,2635.016223116117,1.019874212714937
6,5,16416,2673,2658.6613814027087,2658.5920989661527,2668.111562178961,2636.6687833401256,1.0198742127149356
6,5,16632,2673,2659.3497632084313,2659.3054098174316,2668.3683808500914,2638.2544978512387,1.019874212714934
6,5,16848,2673,2660.006360193913,2659.9844325688946,2668.6119563576176,2639.7757650981307,1.0198742127149338
6,5,17064,2673,2660.632569332363,2660.630752716827,2668.8429542551617,2641.234915869994,1.0198742127149356
6,5,17280,2673,2661.22971917701,2661.245886635345,2669.0620109293213,2642.634214498127,1.0198742127149347
6,5,17496,2673,2661.7990892209605,2661.831283942602,2669.269730306645,2643.9758615868045,1.019874212714935
6,5,17712,2673,2662.3419138323434,2662.3883299076583,2669.466684380851,2645.261990322144,1.019874212714935
6,5,17928,2673,2662.859360675156,2662.918349007633,2669.653421627599,2646.494671690068,1.0198742127149347
6,5,18144,2673,2663.3525658196904,2663.4226063719116,2669.8304590402845,2647.67591246399,1.0198742127149374
6,5,18360,2673,2663.822606556629,2663.9023110907983,2669.998291427958,2648.807657538655,1.0198742127149374
6,5,18576,2673,2664.2705203884047,2664.3586180832176,2670.1573876693833,2649.8917924500174,1.0198742127149374
6,5,18792,2673,2664.6973078441133,2664.792630103984,2670.308191243267,2650.930140369222,1.0198742127149358
6,5,19008,2673,2665.1039122601874,2665.205400790259,2670.4511280381676,2651.924467670981,1.019874212714936
6,5,19224,2673,2665.491253454065,2665.597935687684,2670.586598237176,2652.876481491519,1.019874212714937
6,5,19440,2673,2665.860199322117,2665.9711952037424,2670.714985742875,2653.787832962726,1.0198742127149367
6,5,19656,2673,2666.211587033476,2666.3260959898657,2670.8366536255985,2654.660119201831,1.019874212714937
6,5,19872,2673,2666.5462221587154,2666.6635127003183,2670.951945276291,2655.494881098051,1.0198742127149363
6,5,20088,2673,2666.8648628629458,2666.9842804965097,2671.061190624551,2656.293608900454,1.0198742127149345
6,5,20304,2673,2667.168251187537,2667.2891957227266,2671.16469856163,2657.0577396088656,1.019874212714936
6,5,20520,2673,2667.457081512376,2667.579018637685,2671.262766708158,2657.788661006464,1.0198742127149378
6,5,20736,2673,2667.7320271153317,2667.8544742558897,2671.3556752388886,2658.487712904337,1.019874212714937
6,5,20952,2673,2667.9937328387578,2668.1162539848297,2671.443689738708,2659.1561856378166,1.0198742127149358
6,5,21168,2673,2668.2428060321945,2668.3650175783805,2671.5270650919324,2659.7953252391385,1.019874212714936
