% Model,tin_tegs_model_6_Rcont_2.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 6 2024, 14:51"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (degC),Temperature (degC),"Temperature (degC), Point: 43"
0,797.3598595838138,708.6325906740506,862.546067657296
100,802.614857297555,722.5955816688471,851.4829743474692
200,802.4078052974264,732.2724117748861,840.0720937014677
300,798.7389225997053,737.3346323015851,830.6932775239262
400,793.9270674798637,740.2473373994778,821.7974878786293
500,788.1864927548886,740.8567319756563,813.3233543119485
600,781.6990663326143,739.099583484761,805.2452428931343
700,775.2116399103402,737.3424349938657,797.16713147432
800,768.4758180595398,734.0703084602804,789.4386665077408
900,761.658371913252,730.3003506415253,781.8250975579791
1000,754.8794758813185,726.32003284189,774.3343126322276
1100,748.3014844067935,721.2434205289188,767.4834186747288
1200,741.7234929322683,716.1668082159478,760.63252471723
1300,735.1455014577431,711.0901959029763,753.781630759731
1400,728.5675099832182,706.0135835900052,746.9307368022323
1500,722.0695481766692,700.8995828725942,740.1956737548419
1600,715.9886623060431,695.5907318681739,734.0642654078122
1700,709.907776435417,690.2818808637535,727.9328570607827
1800,703.8268905647907,684.9730298593331,721.8014487137531
1900,697.7460046941645,679.6641788549124,715.6700403667236
2000,691.7533722360868,674.3844229839111,709.6349249015998
2100,686.2206738945403,669.2562968810739,704.1016413802927
2200,680.6879755529939,664.1281707782368,698.5683578589858
2300,675.1552772114475,659.0000446753996,693.0350743376788
2400,669.6225788699011,653.8719185725627,687.5017908163717
2500,664.124207576703,648.7645579555467,682.0052746039497
2600,658.8526978689995,643.7944328791216,676.7517472411183
2700,653.6638168719194,638.8742924475009,671.5867225452052
2800,648.5575645854626,634.0041366606848,666.5102005162105
2900,643.5339410096293,629.1839655186728,661.5221811541337
3000,638.5946175479999,624.422565031693,656.6195997461883
3100,633.7489688171015,619.769214426883,651.7852668430544
3200,628.9899720359175,615.1869972906634,647.0320595302129
3300,624.317627204448,610.6759136230347,642.3599778076639
3400,619.7319343226927,606.2359634239967,637.7690216754071
3500,615.2320487601061,601.8641889762843,633.2569208229578
3600,610.8132331285624,597.544000950138,628.8109414675008
3700,606.4790363347613,593.2878268651024,624.4406228331703
3800,602.2294583787024,589.0956667211772,620.1459649199664
3900,598.0644992603859,584.9675205183629,615.9269677278892
4000,593.9801236991365,580.8983699227346,611.7787019319439
4100,589.9536984965174,576.8600679584848,607.6735197921727
4200,586.002178799,572.873700293151,603.632132984916
4300,582.1255646065841,568.9392669267327,599.6545415101743
4400,578.3238559192699,565.0567678592301,595.7407453679477
4500,574.5900043933202,561.2209473783256,591.8839520760537
4600,570.8844770754422,557.4023270934481,588.0460637648542
4700,567.2368891795612,553.6229900712601,584.2556205879541
4800,563.6472407056771,549.8829363117618,580.5126225453532
4900,560.1155316537901,546.1821658149534,576.8170696370516
5000,556.6371087645337,542.5201495156325,573.1665089978858
