% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_discharge.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 3 2022, 18:08"
% Table,Accumulated Probe Table 24 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate",Global Variable Probe 1
72,10,10800,2173,2672.9920873741585,2592.329535044615,2572.297948747939,2672.997428751447,0.06441411511662208,32.20654787351911
72,10,10980,2173,2672.991165962473,2590.9878842516023,2570.9568899203755,2672.9970935704473,0.06441423275047606,32.206547337488615
72,10,11160,2173,2672.99015370349,2589.6462697223715,2569.615845053647,2672.996721080225,0.0644143620398034,32.20654677699351
72,10,11340,2173,2672.9890432345283,2588.30468955633,2568.274784738326,2672.996307820098,0.06441450392066911,32.20654618572209
72,10,11520,2173,2672.9878267367812,2586.9631412574477,2566.933697538623,2672.9958500723515,0.06441465938850284,32.206545557647544
72,10,11700,2173,2672.9864959132865,2585.6216224642426,2565.592600335053,2672.995343848731,0.06441482950729029,32.20654489020184
72,10,11880,2173,2672.985028276784,2584.28013478037,2564.2515421325493,2672.99477898611,0.06441502421581165,32.20654770399224
72,10,12060,2173,2672.9834265217555,2582.938675224144,2562.910540121286,2672.9941560350853,0.06441523221125031,32.206548521175485
72,10,12240,2173,2672.9816929393774,2581.597240923533,2561.5695653482226,2672.9934753287757,0.06441544780399454,32.206544644489256
72,10,12420,2173,2672.9797914924047,2580.2558350316435,2560.2285646633004,2672.992720448377,0.06441569610276816,32.206546306300126
72,10,12600,2173,2672.977724419018,2578.91445317964,2558.887526481571,2672.9918916893685,0.06441596399475888,32.20654709435696
72,10,12780,2173,2672.9754948098553,2577.5730912879108,2557.546483873266,2672.990989647371,0.06441624181458526,32.20654237503849
72,10,12960,2173,2672.9730577119126,2576.2317532304774,2556.2054934758125,2672.989993289574,0.06441656322505791,32.206546082924916
72,10,13140,2173,2672.970417477339,2574.890437298186,2554.8645493296985,2672.988903757245,0.06441690639241487,32.20654758161431
72,10,13320,2173,2672.9675563391756,2573.54914250971,2553.5235896808326,2672.9877118383297,0.06441727237928085,32.206546257504094
