% Model,LargeGraphiteBlock_v5_PorousMedia_rad_PBC_grid_parallel_vary_flowrate_charge_constP.mph
% Version,COMSOL 6.0.0.405
% Date,"Feb 2 2024, 10:00"
% Table,Accumulated Probe Table 2 - 
% discharge_hrs (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T","Temperature (K), block1_T","Temperature (K), inlet_T_2","Temperature (K), outlet_T_2","Temperature (K), inlet_T 1","Temperature (K), outlet_T 1","Temperature (K), block2_T","Temperature (K), block3_T","Temperature (K), block4_T","massflowrate (kg/s), mass_flowrate",Global Variable Probe 1
4,1,2304,2673.0000000000014,2191.806127626517,2405.4110311556938,2672.999999999996,2191.718836887245,2673.0000000000027,2191.632854767596,2345.0150438883065,2293.3414481964564,2180.3263968811275,15.583333333333353,-1830318.3418885947
4,1,2448,2673.0000000000014,2193.5068194554256,2415.358154632887,2672.999999999996,2193.4170056086405,2673.0000000000027,2193.3281104011544,2354.0994971184673,2300.954004409894,2181.273218309956,15.583333333333352,-1823872.4148845724
4,1,2592,2673.0000000000014,2195.2767287296288,2424.915809001437,2672.999999999996,2195.183544363068,2673.0000000000027,2195.0909773675903,2362.965847892188,2308.5011582292686,2182.280993932787,15.583333333333359,-1817169.4070558788
4,1,2736,2673.0000000000014,2197.1181132506367,2434.099288846144,2672.999999999996,2197.0204699411292,2673.0000000000027,2196.9239303087525,2371.616249114083,2315.978724756996,2183.3499662981703,15.583333333333366,-1810199.9089892742
4,1,2880,2673.0000000000014,2199.029926823172,2442.906275568133,2672.999999999996,2198.92778305278,2673.0000000000027,2198.827733734591,2380.052935149596,2323.382395093711,2184.4821438481085,15.583333333333357,-1802961.01376311
4,1,3024,2673.0000000000014,2201.008232373174,2451.3536552742703,2672.999999999996,2200.9030926038727,2673.0000000000027,2200.8004176475556,2388.2785920837537,2330.7076212883676,2185.678553520362,15.583333333333362,-1795460.2119646997
4,1,3168,2673.0000000000014,2203.050077060166,2459.4595173928174,2672.999999999996,2202.9429599607415,2673.0000000000027,2202.837839714555,2396.2959516237606,2337.949440259641,2186.93908297399,15.583333333333362,-1787713.2541252875
4,1,3312,2673.0000000000014,2205.1557150144818,2467.2239096707904,2672.999999999996,2205.0462348983137,2673.0000000000027,2204.9383925158154,2404.1079913966632,2345.103459003248,2188.264887102963,15.583333333333362,-1779726.252190593
4,1,3456,2673.0000000000014,2207.3258495706027,2474.6674039224567,2672.999999999996,2207.212940268134,2673.0000000000027,2207.10193463964,2411.7183236502465,2352.1666183218335,2189.655877334961,15.583333333333359,-1771499.7438551444
4,1,3600,2673.0000000000014,2209.562728912798,2481.815536551946,2672.999999999996,2209.4451888935996,2673.0000000000027,2209.329904947375,2419.1300589277785,2359.136309830478,2191.1102862336593,15.583333333333357,-1763028.2580883484
4,1,3744,2673.0000000000014,2211.866073001945,2488.670731360808,2672.999999999996,2211.7438199870685,2673.0000000000027,2211.6239709876454,2426.3457688061703,2366.0094825673705,2192.628097561663,15.583333333333359,-1754305.454314547
4,1,3888,2673.0000000000014,2214.228145529502,2495.2533177586733,2672.999999999996,2214.102835180451,2673.0000000000027,2213.980015254335,2433.3687900905948,2372.7829788412605,2194.2091758145125,15.583333333333353,-1745346.988664537
4,1,4032,2673.0000000000014,2216.6439689382464,2501.589787590202,2672.999999999996,2216.5166442697214,2673.0000000000027,2216.3920634529304,2440.202424827266,2379.454008075638,2195.8517638116186,15.583333333333371,-1736175.577397382
4,1,4176,2673.0000000000014,2219.115850301338,2507.6774487839352,2672.999999999996,2218.986257473967,2673.0000000000027,2218.8596842184475,2446.8497904785754,2386.020694103233,2197.5562267072555,15.583333333333366,-1726792.8607066325
4,1,4320,2673.0000000000014,2221.6513524262773,2513.5291912600783,2672.999999999996,2221.518053628866,2673.0000000000027,2221.387949938922,2453.3155968020124,2392.4823066159283,2199.3240003967007,15.583333333333357,-1717179.5516821577
4,1,4464,2673.0000000000014,2224.248925736585,2519.167445541227,2672.999999999996,2224.111041517743,2673.0000000000027,2223.9765143753907,2459.6051601305317,2398.8383502208244,2201.1543880214754,15.583333333333359,-1707336.9668398881
4,1,4608,2673.0000000000014,2226.8965846206474,2524.5825654334576,2672.999999999996,2226.7554027069696,2673.0000000000027,2226.617640023677,2465.7228046147166,2405.088703596697,2203.047388815422,15.583333333333359,-1697294.5267498824
4,1,4752,2673.0000000000014,2229.5893650509033,2529.781741210804,2672.999999999996,2229.446558464376,2673.0000000000027,2229.307087608859,2471.673444969931,2411.23380978023,2205.0036702449615,15.583333333333357,-1687068.3505484895
4,1,4896,2673.0000000000014,2232.3350892208177,2534.7879796733523,2672.999999999996,2232.190229459137,2673.0000000000027,2232.048709318835,2477.4611489270824,2417.2730201266913,2207.0212442367797,15.583333333333359,-1676643.790933251
4,1,5040,2673.0000000000014,2235.1393968368925,2539.5904358155217,2672.999999999996,2234.9914686490297,2673.0000000000027,2234.8469165297643,2483.0874534920117,2423.204673377923,2209.098513030369,15.583333333333359,-1666004.0743815629
4,1,5184,2673.0000000000014,2237.99326711239,2544.197647995324,2672.999999999996,2237.8423890717677,2673.0000000000027,2237.6950544393603,2488.5554827055826,2429.027997394597,2211.2351885946227,15.583333333333359,-1655174.5046700025
4,1,5328,2673.0000000000014,2240.886374939514,2548.636852495256,2672.999999999996,2240.733012801283,2673.0000000000027,2240.5837596715387,2493.8698352515,2434.7427430676203,2213.429011569435,15.583333333333359,-1644190.6844755083
4,1,5472,2673.0000000000014,2243.8254997791705,2552.901384301563,2672.999999999996,2243.6692586992576,2673.0000000000027,2243.5177983691788,2499.0338104544276,2440.350142690075,2215.6788045142794,15.583333333333352,-1633034.4913341824
4,1,5616,2673.0000000000014,2246.808809107934,2557.0048936069793,2672.999999999996,2246.6501626488744,2673.0000000000027,2246.4958659047434,2504.0529818671544,2445.851963534082,2217.984408924492,15.583333333333357,-1621710.8858747622
4,1,5760,2673.0000000000014,2249.8352327194143,2560.958945276023,2672.999999999996,2249.6751160561485,2673.0000000000027,2249.5187126050464,2508.9306949466154,2451.248690875225,2220.3450177477357,15.583333333333345,-1610217.015104661
4,1,5904,2673.0000000000014,2252.906405252947,2564.76563733941,2672.999999999996,2252.7444106194253,2673.0000000000027,2252.5868595873044,2513.6686983895365,2456.539982951283,2222.7601495560775,15.583333333333362,-1598550.8975624545
4,1,6048,2673.0000000000014,2256.0197175227863,2568.43149577643,2672.999999999996,2255.854866990768,2673.0000000000027,2255.69571206218,2518.2698741566783,2461.7243256195834,2225.229111369822,15.583333333333357,-1586730.004168838
4,1,6192,2673.0000000000014,2259.1679499718616,2571.9593627124727,2672.999999999996,2259.0005068753717,2673.0000000000027,2258.838494251625,2522.738906715802,2466.8009718341905,2227.7508885411794,15.583333333333359,-1574780.098690478
4,1,6336,2673.0000000000014,2262.3506464447964,2575.353127898151,2672.999999999996,2262.181388226903,2673.0000000000027,2262.0170026773617,2527.0810113548796,2471.7733034257603,2230.324238341178,15.583333333333362,-1562694.350153036
4,1,6480,2673.0000000000014,2265.567886587798,2578.617326261708,2672.999999999996,2265.397274175617,2673.0000000000027,2265.231892342533,2531.300103286117,2476.645002595681,2232.9474563196345,15.583333333333359,-1550470.2680161407
4,1,6624,2673.0000000000014,2268.8204836580535,2581.7577025361875,2672.999999999996,2268.648213111181,2673.0000000000027,2268.4816620043607,2535.398277742428,2481.4175221015107,2235.6193239543873,15.583333333333366,-1538113.560505336
4,1,6768,2673.0000000000014,2272.108065611006,2584.7811652269966,2672.999999999996,2271.9336179620004,2673.0000000000027,2271.7648397834496,2539.3772270199006,2486.090431405359,2238.3388418917334,15.583333333333362,-1525629.8241966646
4,1,6912,2673.0000000000014,2275.4311947396754,2587.6928502850697,2672.999999999996,2275.2544403063484,2673.0000000000027,2275.0835786846314,2543.2384563260293,2490.661615825886,2241.105362089211,15.583333333333359,-1513010.8726480629
4,1,7056,2673.0000000000014,2278.7825374043837,2590.4989485793185,2672.999999999996,2278.6041740471405,2673.0000000000027,2278.4323456797647,2546.984407545664,2495.1293987863996,2243.917913177466,15.583333333333353,-1500277.7442768656
4,1,7200,2673.0000000000014,2282.1562098198388,2593.2035847342713,2672.999999999996,2281.9773555964907,2673.0000000000027,2281.8049862729013,2550.619099264277,2499.4965444472973,2246.775598930856,15.583333333333366,-1487453.840528262
4,1,7344,2673.0000000000014,2285.551368886024,2595.8113928752136,2672.999999999996,2285.3719783470856,2673.0000000000027,2285.1982657395815,2554.149093273322,2503.7690424203483,2249.6771090179086,15.583333333333366,-1474551.4609027677
4,1,7488,2673.0000000000014,2288.9741510571207,2598.325528591111,2672.999999999996,2288.7935388398073,2673.0000000000027,2288.6184222426527,2557.578519752167,2507.950468803205,2252.620465197272,15.583333333333362,-1461546.8858259332
4,1,7632,2673.0000000000014,2292.4197469986602,2600.7485420438434,2672.999999999996,2292.2372674629564,2673.0000000000027,2292.060995869547,2560.908722362552,2512.0414222776726,2255.6029068712114,15.583333333333353,-1448457.0733719238
4,1,7776,2673.0000000000014,2295.886907194638,2603.082947820845,2672.999999999996,2295.702560077558,2673.0000000000027,2295.5250842277137,2564.1406977623938,2516.0410818255905,2258.6226771464353,15.583333333333352,-1435285.4547380633
4,1,7920,2673.0000000000014,2299.3767116136523,2605.3320067020973,2672.999999999996,2299.190821701435,2673.0000000000027,2299.0123180403034,2567.276286268572,2519.948091353115,2261.6787087485272,15.583333333333362,-1422025.8293713552
4,1,8064,2673.0000000000014,2302.888278861584,2607.499597940997,2672.999999999996,2302.701219844232,2673.0000000000027,2302.5216849808858,2570.3185533566943,2523.7624851750834,2264.7707138403384,15.583333333333366,-1408682.0464742573
