hours,max_ff,time,inlet_T,outlet_T,block_T,Sn_T,bottom_right_T,mass_flow
1.0,1.0,900.0,2172.9999999999995,2476.9585912385282,2583.7198361844557,2345.6110766811607,2647.3526652114483,1.2238490552579238
1.0,1.0,936.0,2172.9999999999995,2474.7819027840865,2580.6315924644,2344.0713478413213,2645.4436284499216,1.2238490552579218
1.0,1.0,972.0,2172.9999999999995,2472.639822878788,2577.565280807182,2342.556302093124,2643.5197772427123,1.2238490552579258
1.0,1.0,1008.0,2172.9999999999995,2470.527926176897,2574.5205891521928,2341.06339572785,2641.583416897965,1.223849055257927
1.0,1.0,1044.0,2172.9999999999995,2468.442675300897,2571.497242597968,2339.5904916331287,2639.636506635829,1.2238490552579238
1.0,1.0,1080.0,2172.9999999999995,2466.381273244021,2568.494994372539,2338.135948111972,2637.680711899879,1.2238490552579249
1.0,1.0,1116.0,2172.9999999999995,2464.3413673581344,2565.5136232148866,2336.698395889747,2635.7174494753203,1.2238490552579242
1.0,1.0,1152.0,2172.9999999999995,2462.321052257488,2562.552927622808,2335.276630335695,2633.747926199728,1.2238490552579238
1.0,1.0,1188.0,2172.9999999999995,2460.3186600344948,2559.612722409463,2333.869788344881,2631.7731720388497,1.223849055257925
1.0,1.0,1224.0,2172.9999999999995,2458.332779508696,2556.692837897381,2332.477085463645,2629.794068246323,1.2238490552579249
1.0,1.0,1260.0,2172.9999999999995,2456.362310838078,2553.793115029061,2331.097895444481,2627.8113712189042,1.2238490552579209
1.0,1.0,1296.0,2172.9999999999995,2454.406378324573,2550.91340376841,2329.7317763112533,2625.8257326629127,1.2238490552579242
1.0,1.0,1332.0,2172.9999999999995,2452.4643789850807,2548.05356184382,2328.378197517349,2623.8377165728643,1.223849055257923
1.0,1.0,1368.0,2172.9999999999995,2450.5357286326307,2545.213451517698,2327.036849669909,2621.847813505646,1.2238490552579218
1.0,1.0,1404.0,2172.9999999999995,2448.620007877153,2542.3929403673887,2325.7074761215345,2619.856452586118,1.223849055257923
1.0,1.0,1440.0,2172.9999999999995,2446.716789140028,2539.5919010699163,2324.3897059351057,2617.864011554947,1.223849055257925
1.0,1.0,1476.0,2172.9999999999995,2444.825578241641,2536.810209427815,2323.0833931721377,2615.8708252106258,1.2238490552579209
1.0,1.0,1512.0,2172.9999999999995,2442.9461634076997,2534.047744712469,2321.788331466936,2613.8771924354724,1.2238490552579222
1.0,1.0,1548.0,2172.9999999999995,2441.0782230194845,2531.3043895699384,2320.5043149906132,2611.8833820379214,1.223849055257923
1.0,1.0,1584.0,2172.9999999999995,2439.221699470413,2528.5800263628435,2319.231236329474,2609.8896376192897,1.2238490552579238
1.0,1.0,1620.0,2172.9999999999995,2437.3765012080635,2525.8745401945152,2317.9688805836067,2607.8961815673542,1.2238490552579275
1.0,1.0,1656.0,2172.9999999999995,2435.542377795964,2523.187817341265,2316.7171646552883,2605.9032184277576,1.223849055257925
1.0,1.0,1692.0,2172.9999999999995,2433.719400081733,2520.519743414838,2315.476003802056,2603.910937683568,1.2238490552579229
1.0,1.0,1728.0,2172.9999999999995,2431.907169828577,2517.870209617822,2314.2452217439168,2601.919516085461,1.2238490552579238
1.0,1.0,1764.0,2172.9999999999995,2430.105659770642,2515.239104855329,2313.0247510678078,2599.929119601472,1.2238490552579242
1.0,1.0,1800.0,2172.9999999999995,2428.314854645141,2512.626319853713,2311.8145241384805,2597.9399049485237,1.2238490552579222
1.0,1.0,1836.0,2172.9999999999995,2426.5345544340485,2510.031747801809,2310.6143935556447,2595.9520209128514,1.2238490552579222
1.0,1.0,1872.0,2172.9999999999995,2424.7650151923144,2507.455277915299,2309.4242782141228,2593.965609388028,1.2238490552579242
1.0,1.0,1908.0,2172.9999999999995,2423.005926925382,2504.896804248249,2308.244102275232,2591.98080628178,1.223849055257928
1.0,1.0,1944.0,2172.9999999999995,2421.257392457011,2502.356218434485,2307.0737315261044,2589.997742296625,1.2238490552579258
1.0,1.0,1980.0,2172.9999999999995,2419.519269140234,2499.833413727855,2305.9131597484065,2588.016543503384,1.223849055257923
1.0,1.0,2016.0,2172.9999999999995,2417.7912707649625,2497.3282872616146,2304.762267088804,2586.037331888005,1.2238490552579222
1.0,1.0,2052.0,2172.9999999999995,2416.073650645077,2494.840731897017,2303.62096740434,2584.0602257178502,1.223849055257925
1.0,1.0,2088.0,2172.9999999999995,2414.3661346207496,2492.370644605388,2302.4892753894123,2582.085339906118,1.223849055257925
1.0,1.0,2124.0,2172.9999999999995,2412.6690046776653,2489.917919784411,2301.366957365417,2580.112786313747,1.223849055257925
1.0,1.0,2160.0,2172.9999999999995,2410.982106870796,2487.482452550063,2300.254001351716,2578.1426739356675,1.2238490552579246
1.0,1.0,2196.0,2172.9999999999995,2409.305291181517,2485.0641399989604,2299.15036225976,2576.1751091582823,1.223849055257923
1.0,1.0,2232.0,2172.9999999999995,2407.638661447836,2482.662878160628,2298.0558887165303,2574.210195884497,1.2238490552579229
1.0,1.0,2268.0,2172.9999999999995,2405.981776539825,2480.278566736105,2296.9706308750133,2572.248035730649,1.2238490552579224
1.0,1.0,2304.0,2172.9999999999995,2404.3349894445323,2477.911102507548,2295.894414107775,2570.2887281527537,1.2238490552579246
1.0,1.0,2340.0,2172.9999999999995,2402.698070664649,2475.560384694902,2294.827212894757,2568.3323704925037,1.2238490552579238
1.0,1.0,2376.0,2172.9999999999995,2401.0711313230413,2473.226311025417,2293.7689867402523,2566.379058092441,1.2238490552579238
1.0,1.0,2412.0,2172.9999999999995,2399.4542624034148,2470.908779705152,2292.719550495597,2564.428884284626,1.2238490552579249
1.0,1.0,2448.0,2172.9999999999995,2397.847063482377,2468.6076911760188,2291.6789215172007,2562.4819405100625,1.223849055257923
1.0,1.0,2484.0,2172.9999999999995,2396.249845754769,2466.322943009761,2290.646999508218,2560.538316390337,1.2238490552579215
1.0,1.0,2520.0,2172.9999999999995,2394.6620974647194,2464.054439190606,2289.6237210527265,2558.59809980103,1.2238490552579238
1.0,1.0,2556.0,2172.9999999999995,2393.0840826047665,2461.8020788614645,2288.609028053938,2556.661376972063,1.2238490552579238
1.0,1.0,2592.0,2172.9999999999995,2391.5158074080623,2459.5657632469492,2287.602847042624,2554.728232411868,1.2238490552579249
1.0,1.0,2628.0,2172.9999999999995,2389.9570008808605,2457.3453955416844,2286.60513254207,2552.7987489456136,1.2238490552579249
1.0,1.0,2664.0,2172.9999999999995,2388.4081126131164,2455.1408740880333,2285.615784637411,2550.873007695213,1.223849055257923
1.0,1.0,2700.0,2172.9999999999995,2386.8685875431474,2452.952104217114,2284.634749332205,2548.951088150187,1.2238490552579218
1.0,1.0,2736.0,2172.9999999999995,2385.3387335954158,2450.7789859162413,2283.661913768403,2547.033068284681,1.2238490552579249
1.0,1.0,2772.0,2172.9999999999995,2383.818288953949,2448.621423273104,2282.6972856979064,2545.1190245310213,1.2238490552579222
1.0,1.0,2808.0,2172.9999999999995,2382.3070034930092,2446.479322816345,2281.740763299839,2543.2090318402247,1.223849055257923
1.0,1.0,2844.0,2172.9999999999995,2380.805313216945,2444.3525857135355,2280.7922582977376,2541.303163628727,1.2238490552579224
1.0,1.0,2880.0,2172.9999999999995,2379.312728792753,2442.241119394041,2279.8518106963893,2539.401491813627,1.2238490552579242
1.0,1.0,2916.0,2172.9999999999995,2377.8297577890758,2440.144825467972,2278.9192219936513,2537.504086858446,1.2238490552579229
1.0,1.0,2952.0,2172.9999999999995,2376.356066197533,2438.0636094319784,2277.994503882257,2535.6110177549313,1.2238490552579258
1.0,1.0,2988.0,2172.9999999999995,2374.8914977507693,2435.997377925437,2277.0775794112965,2533.722352109437,1.223849055257925
1.0,1.0,3024.0,2172.9999999999995,2373.4362601392177,2433.946035378249,2276.16834008166,2531.838156110455,1.223849055257923
1.0,1.0,3060.0,2172.9999999999995,2371.989772713257,2431.9094920589787,2275.266849741802,2529.9584945890915,1.223849055257923
1.0,1.0,3096.0,2172.9999999999995,2370.5526055267856,2429.8876526258314,2274.3729023924634,2528.083431028852,1.2238490552579242
1.0,1.0,3132.0,2172.9999999999995,2369.1244000650368,2427.8804257299626,2273.4865178280834,2526.213027560031,1.223849055257923
1.0,1.0,3168.0,2172.9999999999995,2367.7052811835565,2425.88771801375,2272.607642863637,2524.347345020273,1.2238490552579222
1.0,1.0,3204.0,2172.9999999999995,2366.295392556568,2423.9094360729027,2271.7361257737034,2522.486442887124,1.2238490552579249
1.0,1.0,3240.0,2172.9999999999995,2364.8941200638887,2421.945491234693,2270.872023928747,2520.6303793341963,1.2238490552579249
1.0,1.0,3276.0,2172.9999999999995,2363.501925968805,2419.995790302165,2270.0152073381605,2518.7792112349434,1.2238490552579226
1.0,1.0,3312.0,2172.9999999999995,2362.118363001745,2418.0602456362626,2269.1656537919125,2516.932994212761,1.2238490552579246
1.0,1.0,3348.0,2172.9999999999995,2360.7436486204065,2416.138765771965,2268.3232974268108,2515.0917827104768,1.2238490552579258
1.0,1.0,3384.0,2172.9999999999995,2359.3778617129706,2414.2312603747696,2267.488031195741,2513.255629916468,1.2238490552579218
1.0,1.0,3420.0,2172.9999999999995,2358.020586079962,2412.337642234567,2266.6598674990687,2511.4245877966478,1.2238490552579249
1.0,1.0,3456.0,2172.9999999999995,2356.672292867049,2410.457819095396,2265.83870806782,2509.598707062437,1.2238490552579246
1.0,1.0,3492.0,2172.9999999999995,2355.3325137999364,2408.591705005557,2265.024497057989,2507.77803723956,1.2238490552579238
1.0,1.0,3528.0,2172.9999999999995,2354.0013443701546,2406.739210639136,2264.217174987931,2505.9626267384883,1.2238490552579222
1.0,1.0,3564.0,2172.9999999999995,2352.678696771511,2404.9002491266306,2263.4167289110273,2504.152522823127,1.2238490552579218
1.0,1.0,3600.0,2172.9999999999995,2351.364381088366,2403.074735441984,2262.623085585825,2502.347771651172,1.223849055257925
1.0,1.0,3636.0,2172.9999999999995,2350.0587786748238,2401.262580046149,2261.836158398992,2500.548418204617,1.2238490552579258
1.0,1.0,3672.0,2172.9999999999995,2348.761552193856,2399.4636981702074,2261.055925445523,2498.7545063311827,1.2238490552579249
1.0,1.0,3708.0,2172.9999999999995,2347.4728559076857,2397.6780021792497,2260.282279186872,2496.9660787672988,1.223849055257925
1.0,1.0,3744.0,2172.9999999999995,2346.1924502544307,2395.9054072400554,2259.515238133652,2495.18317715574,1.2238490552579238
1.0,1.0,3780.0,2172.9999999999995,2344.920274193323,2394.1458292982056,2258.754705356175,2493.405842130196,1.2238490552579222
1.0,1.0,3816.0,2172.9999999999995,2343.6564414331383,2392.3991825757075,2258.000625142557,2491.6341132617567,1.223849055257925
1.0,1.0,3852.0,2172.9999999999995,2342.4007067883576,2390.665384459318,2257.253015062984,2489.8680291039027,1.223849055257925
1.0,1.0,3888.0,2172.9999999999995,2341.15326198612,2388.944350422483,2256.5117259776403,2488.107627167777,1.2238490552579242
1.0,1.0,3924.0,2172.9999999999995,2339.913882499558,2387.23599775285,2255.776771495533,2486.3529439455,1.2238490552579229
1.0,1.0,3960.0,2172.9999999999995,2338.6827934053367,2385.5402416367992,2255.0480621842644,2484.604014978793,1.2238490552579222
1.0,1.0,3996.0,2172.9999999999995,2337.4598353607958,2383.856999473938,2254.32552354083,2482.8608747987423,1.2238490552579215
1.0,1.0,4032.0,2172.9999999999995,2336.244743137713,2382.186190316769,2253.6091747206124,2481.123556975103,1.2238490552579218
1.0,1.0,4068.0,2172.9999999999995,2335.0376257113585,2380.527732599025,2252.898922499131,2479.392094079528,1.2238490552579242
1.0,1.0,4104.0,2172.9999999999995,2333.8382626666908,2378.881546773027,2252.1947645021005,2477.666517725113,1.2238490552579262
1.0,1.0,4140.0,2172.9999999999995,2332.647058773638,2377.247549257289,2251.4966084962166,2475.9468586202124,1.2238490552579258
1.0,1.0,4176.0,2172.9999999999995,2331.46372496721,2375.6256606006423,2250.8043869544,2474.2331465213706,1.2238490552579218
1.0,1.0,4212.0,2172.9999999999995,2330.2882125110627,2374.0158001972973,2250.1180784316866,2472.525410290765,1.2238490552579258
1.0,1.0,4248.0,2172.9999999999995,2329.120556303255,2372.417887806728,2249.437635444414,2470.8236778602563,1.2238490552579242
1.0,1.0,4284.0,2172.9999999999995,2327.960414384578,2370.8318466313112,2248.7630159154387,2469.12797629386,1.2238490552579209
1.0,1.0,4320.0,2172.9999999999995,2326.8081827868314,2369.2575951634794,2248.0941298218013,2467.4383318206114,1.2238490552579229
1.0,1.0,4356.0,2172.9999999999995,2325.663415152208,2367.6950576630784,2247.4309958927233,2465.754769805068,1.2238490552579238
1.0,1.0,4392.0,2172.9999999999995,2324.526301669156,2366.144155434898,2246.7735326044467,2464.077314785336,1.223849055257923
1.0,1.0,4428.0,2172.9999999999995,2323.3968909983605,2364.604809963805,2246.121702888379,2462.4059904004253,1.2238490552579222
1.0,1.0,4464.0,2172.9999999999995,2322.27491165168,2363.076945499576,2245.4754619551873,2460.740819442489,1.223849055257923
1.0,1.0,4500.0,2172.9999999999995,2321.1607370100146,2361.56048192202,2244.834700763936,2459.0818238816714,1.2238490552579238
1.0,1.0,4536.0,2172.9999999999995,2320.0537213392763,2360.0553462663534,2244.199484849424,2457.429024910616,1.2238490552579242
1.0,1.0,4572.0,2172.9999999999995,2318.954159052211,2358.561461801453,2243.569681231424,2455.7824430170417,1.2238490552579246
1.0,1.0,4608.0,2172.9999999999995,2317.8619877243345,2357.078753021452,2242.945272365204,2454.142097902086,1.2238490552579238
1.0,1.0,4644.0,2172.9999999999995,2316.7770141874576,2355.607146210386,2242.3262632840983,2452.508008490575,1.2238490552579218
1.0,1.0,4680.0,2172.9999999999995,2315.6996752167224,2354.146563719241,2241.7125121627155,2450.8801928854473,1.2238490552579238
1.0,1.0,4716.0,2172.9999999999995,2314.629362424592,2352.696933829003,2241.104076461637,2449.2586684001644,1.2238490552579226
1.0,1.0,4752.0,2172.9999999999995,2313.566446548897,2351.258180356338,2240.5008334691793,2447.643451637357,1.2238490552579218
1.0,1.0,4788.0,2172.9999999999995,2312.5106892815243,2349.8302305441875,2239.9027606870513,2446.034558466129,1.2238490552579229
1.0,1.0,4824.0,2172.9999999999995,2311.461889955063,2348.4130126819323,2239.309865582979,2444.432004078218,1.223849055257925
1.0,1.0,4860.0,2172.9999999999995,2310.42041048872,2347.006452231087,2238.7220190116745,2442.8358029453393,1.2238490552579229
1.0,1.0,4896.0,2172.9999999999995,2309.3856991373514,2345.610479929021,2238.139272899786,2441.2459688400213,1.223849055257923
1.0,1.0,4932.0,2172.9999999999995,2308.3582570215963,2344.225020855671,2237.561525333634,2439.6625148521125,1.2238490552579238
1.0,1.0,4968.0,2172.9999999999995,2307.3378187996523,2342.850004492096,2236.988734157886,2438.0854533620536,1.2238490552579238
1.0,1.0,5004.0,2172.9999999999995,2306.324289154469,2341.485359520233,2236.4208805774606,2436.514796099248,1.2238490552579226
1.0,1.0,5040.0,2172.9999999999995,2305.317854271835,2340.131013651568,2235.8578905240397,2434.9505541108456,1.2238490552579226
1.0,1.0,5076.0,2172.9999999999995,2304.317921110941,2338.7869003409874,2235.299790531549,2433.392737812074,1.2238490552579226
1.0,1.0,5112.0,2172.9999999999995,2303.3263382780483,2337.454979705679,2234.747451219294,2431.8426440914754,1.2238490552579218
1.0,1.0,5148.0,2172.9999999999995,2302.340392842207,2336.1315142916696,2234.199110578585,2430.2979668386583,1.2238490552579224
1.0,1.0,5184.0,2172.9999999999995,2301.361124510679,2334.8177406703767,2233.655331501191,2428.759537491737,1.223849055257925
1.0,1.0,5220.0,2172.9999999999995,2300.388526228161,2333.513853892509,2233.116209655156,2427.227528409724,1.223849055257925
1.0,1.0,5256.0,2172.9999999999995,2299.422605502327,2332.219838271434,2232.58172162243,2425.701979867202,1.2238490552579246
1.0,1.0,5292.0,2172.9999999999995,2298.4633479929353,2330.9356362360745,2232.0518473215698,2424.1829052321964,1.223849055257923
1.0,1.0,5328.0,2172.9999999999995,2297.51051806027,2329.6611842746647,2231.526565115856,2422.670311987514,1.2238490552579238
1.0,1.0,5364.0,2172.9999999999995,2296.564361647318,2328.396414176662,2231.005810094014,2421.164205907974,1.2238490552579238
1.0,1.0,5400.0,2172.9999999999995,2295.624687622198,2327.1412601265297,2230.4895797420672,2419.6645919461243,1.2238490552579224
1.0,1.0,5436.0,2172.9999999999995,2294.691564241452,2325.8956550885932,2229.9777864342122,2418.1714744609462,1.2238490552579258
1.0,1.0,5472.0,2172.9999999999995,2293.7649966502413,2324.659531967362,2229.4704042997337,2416.6848572490608,1.2238490552579289
1.0,1.0,5508.0,2172.9999999999995,2292.844746193059,2323.432826329244,2228.967425192378,2415.2047436056587,1.2238490552579242
1.0,1.0,5544.0,2172.9999999999995,2291.9309455976963,2322.215471962772,2228.4687733110613,2413.731136301984,1.223849055257925
1.0,1.0,5580.0,2172.9999999999995,2291.023347284621,2321.0074053872354,2227.974470458523,2412.264037612657,1.223849055257926
1.0,1.0,5616.0,2172.9999999999995,2290.122076547052,2319.8085617622664,2227.4844379138394,2410.8034493274013,1.2238490552579249
1.0,1.0,5652.0,2172.9999999999995,2289.2271117497157,2318.618876669961,2226.998649445376,2409.349372711852,1.2238490552579226
1.0,1.0,5688.0,2172.9999999999995,2288.338391234757,2317.438286366424,2226.517089472049,2407.901808544348,1.223849055257923
1.0,1.0,5724.0,2172.9999999999995,2287.4560142364544,2316.2667262737828,2226.039663868999,2406.4607570822704,1.2238490552579218
1.0,1.0,5760.0,2172.9999999999995,2286.5796886511544,2315.104134321547,2225.566387021739,2405.0262181130797,1.2238490552579224
1.0,1.0,5796.0,2172.9999999999995,2285.709499716488,2313.950447328952,2225.0972102380288,2403.5981909749285,1.2238490552579226
1.0,1.0,5832.0,2172.9999999999995,2284.845293557516,2312.805604264485,2224.6321101054423,2402.1766745456675,1.223849055257925
1.0,1.0,5868.0,2172.9999999999995,2283.9871682925714,2311.669542678264,2224.1710550676976,2400.761667277477,1.2238490552579224
1.0,1.0,5904.0,2172.9999999999995,2283.1351431643184,2310.542200580418,2223.713992867006,2399.3531671337346,1.2238490552579202
1.0,1.0,5940.0,2172.9999999999995,2282.289029600485,2309.4235174932032,2223.260912429691,2397.9511716192915,1.2238490552579226
1.0,1.0,5976.0,2172.9999999999995,2281.448993481201,2308.313431041573,2222.811756688447,2396.555677779384,1.2238490552579224
1.0,1.0,6012.0,2172.9999999999995,2280.6147685456463,2307.211882139708,2222.3665046834435,2395.16668223128,1.2238490552579238
1.0,1.0,6048.0,2172.9999999999995,2279.786505539551,2306.118809375876,2221.9251018447467,2393.7841812258675,1.2238490552579242
1.0,1.0,6084.0,2172.9999999999995,2278.9640302947832,2305.034153691979,2221.4875478054446,2392.408170590313,1.2238490552579242
1.0,1.0,6120.0,2172.9999999999995,2278.147219530757,2303.9578570500944,2221.0538137446947,2391.038645746016,1.2238490552579229
1.0,1.0,6156.0,2172.9999999999995,2277.33630482998,2302.889858979984,2220.6238430727644,2389.675601669199,1.223849055257927
1.0,1.0,6192.0,2172.9999999999995,2276.5310473109,2301.8301019427468,2220.197640798381,2388.3190329172103,1.2238490552579275
1.0,1.0,6228.0,2172.9999999999995,2275.7317108415423,2300.77852533842,2219.775109756882,2386.968933682885,1.223849055257925
1.0,1.0,6264.0,2172.9999999999995,2274.93798693059,2299.7350719406604,2219.356263988644,2385.625297764198,1.2238490552579249
1.0,1.0,6300.0,2172.9999999999995,2274.149771971753,2298.699685111536,2218.94107513557,2384.288118608102,1.2238490552579242
1.0,1.0,6336.0,2172.9999999999995,2273.367213291147,2297.672306845075,2218.5294900085264,2382.957389274053,1.2238490552579242
1.0,1.0,6372.0,2172.9999999999995,2272.5900555934727,2296.6528818623733,2218.1215325130893,2381.633102461586,1.2238490552579238
1.0,1.0,6408.0,2172.9999999999995,2271.8186535974687,2295.641351365581,2217.7170900566957,2380.315250525397,1.2238490552579264
1.0,1.0,6444.0,2172.9999999999995,2271.052647887067,2294.637660466305,2217.3161914478555,2379.003825447577,1.223849055257925
1.0,1.0,6480.0,2172.9999999999995,2270.292140784242,2293.64175254671,2216.918799363922,2377.6988188786763,1.2238490552579209
1.0,1.0,6516.0,2172.9999999999995,2269.5371820699984,2292.653571293646,2216.524846570253,2376.4002221013398,1.2238490552579218
1.0,1.0,6552.0,2172.9999999999995,2268.787418130101,2291.673063246168,2216.1343611823418,2375.1080260741173,1.2238490552579218
1.0,1.0,6588.0,2172.9999999999995,2268.0431732910088,2290.700171728473,2215.747258273737,2373.8222214404627,1.2238490552579209
1.0,1.0,6624.0,2172.9999999999995,2267.304038818558,2289.734844761397,2215.363566539113,2372.54279853608,1.2238490552579222
1.0,1.0,6660.0,2172.9999999999995,2266.570293334501,2288.777026647518,2214.9832288103103,2371.269747425532,1.223849055257927
1.0,1.0,6696.0,2172.9999999999995,2265.8419611229488,2287.8266627735384,2214.606187539528,2370.0030578385463,1.2238490552579264
1.0,1.0,6732.0,2172.9999999999995,2265.118721107009,2286.883700882513,2214.232462251613,2368.742719188761,1.2238490552579238
1.0,1.0,6768.0,2172.9999999999995,2264.400880986809,2285.948085553757,2213.8619838561385,2367.488720559074,1.2238490552579238
1.0,1.0,6804.0,2172.9999999999995,2263.687953236169,2285.019766903712,2213.494770341912,2366.241050734246,1.2238490552579224
1.0,1.0,6840.0,2172.9999999999995,2262.9812813098692,2284.1001393149786,2213.131399753182,2365.0009616874663,1.2238490552579249
1.0,1.0,6876.0,2172.9999999999995,2262.278810079517,2283.186535940604,2212.770712198452,2363.7661655522666,1.2238490552579238
1.0,1.0,6912.0,2172.9999999999995,2261.5813135138237,2282.279836153837,2212.413074883906,2362.537460058649,1.223849055257923
1.0,1.0,6948.0,2172.9999999999995,2260.888878303602,2281.3801758914183,2212.0585453635367,2361.314995181023,1.2238490552579222
1.0,1.0,6984.0,2172.9999999999995,2260.201405763393,2280.487542176871,2211.7071139782925,2360.098790902686,1.2238490552579238
1.0,1.0,7020.0,2172.9999999999995,2259.518981907494,2279.6018907712883,2211.358749035596,2358.888840933469,1.2238490552579238
1.0,1.0,7056.0,2172.9999999999995,2258.841356260463,2278.7231742049466,2211.0134600726456,2357.6851335142683,1.223849055257923
1.0,1.0,7092.0,2172.9999999999995,2258.1686829243,2277.8513417943905,2210.6711886582743,2356.4876555858586,1.2238490552579242
1.0,1.0,7128.0,2172.9999999999995,2257.500900238067,2276.986343793865,2210.331928214615,2355.2963936107835,1.2238490552579238
1.0,1.0,7164.0,2172.9999999999995,2256.837923105996,2276.1281310950626,2209.995650283377,2354.111333763221,1.2238490552579242
1.0,1.0,7200.0,2172.9999999999995,2256.179893538525,2275.276653044364,2209.6623046726345,2352.932461933645,1.223849055257923
1.0,1.0,7236.0,2172.9999999999995,2255.5265788254487,2274.431861605292,2209.331905327005,2351.759763773819,1.2238490552579246
1.0,1.0,7272.0,2172.9999999999995,2254.8781070008013,2273.593707107799,2209.004380756092,2350.5932247119435,1.2238490552579249
1.0,1.0,7308.0,2172.9999999999995,2254.234286396807,2272.7621419655834,2208.679741584453,2349.4328299668314,1.2238490552579226
1.0,1.0,7344.0,2172.9999999999995,2253.5950765538173,2271.937118672478,2208.3579733202987,2348.2785645828626,1.2238490552579238
1.0,1.0,7380.0,2172.9999999999995,2252.9606160776275,2271.1185887369948,2208.0390194071165,2347.1304133835433,1.2238490552579238
1.0,1.0,7416.0,2172.9999999999995,2252.3307378706163,2270.3065054527,2207.7228881400306,2345.988360988059,1.2238490552579249
1.0,1.0,7452.0,2172.9999999999995,2251.705592645218,2269.5008204030287,2207.409519759412,2344.85239179392,1.2238490552579242
1.0,1.0,7488.0,2172.9999999999995,2251.084983862502,2268.701487396536,2207.098912707661,2343.7224899988346,1.223849055257923
1.0,1.0,7524.0,2172.9999999999995,2250.468918476055,2267.9084596080843,2206.791039347805,2342.5986396470753,1.2238490552579249
1.0,1.0,7560.0,2172.9999999999995,2249.8573930318184,2267.121690707719,2206.4858616827883,2341.4808245971394,1.223849055257923
1.0,1.0,7596.0,2172.9999999999995,2249.2502644942692,2266.3411356225306,2206.1833849370987,2340.3690285422795,1.2238490552579242
1.0,1.0,7632.0,2172.9999999999995,2248.6476533744453,2265.566748019003,2205.8835734086847,2339.2632349727483,1.2238490552579229
1.0,1.0,7668.0,2172.9999999999995,2248.0494000820095,2264.7984835693856,2205.586414945049,2338.1634271870744,1.2238490552579218
1.0,1.0,7704.0,2172.9999999999995,2247.4556348577703,2264.036296103567,2205.291864779499,2337.069588317477,1.22384905525792
1.0,1.0,7740.0,2172.9999999999995,2246.866295770525,2263.280140600716,2204.999907544898,2335.981701309817,1.2238490552579246
