% Model,tin_tegs_model_2_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"May 31 2024, 19:19"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K)
52,1065.1698622365184,1043.5181773427207
53,1065.126693112057,1043.4915246668627
54,1065.0835239875962,1043.4648719910053
55,1065.040354863135,1043.4382193151475
56,1064.9971857386734,1043.4115666392897
57,1064.9540166142128,1043.3849139634315
58,1064.9108474897516,1043.3582612875734
59,1064.8676783652904,1043.3316086117165
60,1064.8245092408297,1043.304955935858
61,1064.781340116369,1043.2783032600007
62,1064.7381709919073,1043.2516505841425
63,1064.6950018674463,1043.224997908285
64,1064.6518327429856,1043.1983452324268
65,1064.6086636185248,1043.1716925565688
66,1064.5654944940627,1043.1450398807115
67,1064.522325369602,1043.1183872048532
68,1064.4791562451414,1043.0917345289959
69,1064.4359871206796,1043.0650818531374
70,1064.392817996219,1043.03842917728
71,1064.3496488717576,1043.0117765014227
72,1064.3064797472966,1042.9851238255635
73,1064.263310622836,1042.9584711497066
74,1064.2201414983747,1042.9318184738484
75,1064.1769723739137,1042.9051657979908
76,1064.1338032494525,1042.8785131221327
77,1064.0906341249913,1042.8518604462747
78,1064.0474650005306,1042.8252077704171
79,1064.0042958760694,1042.7985550945587
80,1063.9611267516086,1042.7719024187013
81,1063.9179576271474,1042.7452497428435
82,1063.874788502686,1042.7185970669855
83,1063.8316193782252,1042.6919443911277
84,1063.7884502537643,1042.6652917152694
85,1063.7452811293028,1042.638639039412
86,1063.7021120048425,1042.611986363554
87,1063.6589428803816,1042.5853336876967
88,1063.6157737559201,1042.5586810118384
89,1063.572604631459,1042.5320283359804
90,1063.5294355069982,1042.5053756601226
91,1063.4862663825368,1042.4787229842648
92,1063.443097258075,1042.452070308407
93,1063.399928133615,1042.4254176325492
94,1063.3567590091538,1042.398764956692
95,1063.313589884693,1042.3721122808338
96,1063.2704207602312,1042.3454596049758
97,1063.222766627381,1042.2989387443592
98,1063.175112494531,1042.2524178837425
99,1063.1274583616807,1042.2058970231258
100,1063.0798042288304,1042.159376162509
101,1063.0321500959806,1042.1128553018918
102,1062.9844959631298,1042.0663344412758
103,1062.9368418302795,1042.0198135806593
104,1062.8891876974292,1041.973292720042
105,1062.8415335645795,1041.9267718594251
106,1062.7938794317292,1041.8802509988088
107,1062.7462252988782,1041.8337301381919
108,1062.698571166028,1041.7872092775756
109,1062.6509170331778,1041.7406884169588
110,1062.6032629003273,1041.694167556342
111,1062.5556087674772,1041.6476466957251
112,1062.507954634627,1041.6011258351084
113,1062.4603005017766,1041.5546049744928
114,1062.412646368927,1041.5080841138752
115,1062.3649922360758,1041.4615632532582
116,1062.3173381032252,1041.4150423926412
117,1062.269683970376,1041.3685215320254
118,1062.222029837526,1041.3220006714077
119,1062.1743757046747,1041.275479810792
120,1062.1267215718249,1041.2289589501752
121,1062.0790674389748,1041.1824380895582
122,1062.0314133061245,1041.1359172289417
123,1061.9837591732737,1041.0893963683252
124,1061.9361050404232,1041.0428755077085
125,1061.8884509075733,1040.9963546470917
126,1061.8407967747235,1040.9498337864752
127,1061.793142641873,1040.9033129258587
128,1061.7454885090224,1040.856792065241
129,1061.6978343761718,1040.8102712046257
130,1061.6501802433218,1040.7637503440078
131,1061.6025261104708,1040.717229483392
132,1061.554871977621,1040.670708622775
133,1061.507217844771,1040.6241877621583
134,1061.459563711921,1040.577666901541
135,1061.4119095790704,1040.5311460409243
136,1061.3642554462197,1040.4846251803078
137,1061.3166013133693,1040.4381043196915
138,1061.2689471805193,1040.391583459075
139,1061.2212930476687,1040.3450625984583
140,1061.1736389148189,1040.2985417378409
141,1061.125984781969,1040.2520208772248
142,1061.0783306491182,1040.2055000166074
143,1061.030676516268,1040.158979155991
144,1060.9830223834178,1040.1124582953746
145,1060.9353682505678,1040.0659374347574
146,1060.8877141177175,1040.0194165741402
147,1060.840059984867,1039.972895713524
148,1060.7924058520166,1039.926374852908
149,1060.7447517191667,1039.879853992291
150,1060.697097586316,1039.833333131675
151,1060.649443453466,1039.7868122710577
152,1060.6017893206156,1039.7402914104405
153,1060.5541351877648,1039.693770549824
154,1060.5064810549152,1039.647249689207
155,1060.4588269220646,1039.6007288285903
156,1060.4111727892146,1039.5542079679735
157,1060.3635186563645,1039.5076871073575
158,1060.3158645235142,1039.4611662467407
159,1060.2682103906634,1039.4146453861233
160,1060.2205562578138,1039.3681245255068
161,1060.172902124963,1039.3216036648907
162,1060.1252479921125,1039.275082804274
163,1060.0775938592622,1039.2285619436568
164,1060.0299397264125,1039.1820410830408
165,1059.9822855935618,1039.135520222424
166,1059.9346314607117,1039.0889993618077
167,1059.8869773278614,1039.0424785011917
168,1059.8393231950117,1038.9959576405738
169,1059.791669062161,1038.949436779957
170,1059.74401492931,1038.9029159193408
171,1059.69636079646,1038.8563950587236
172,1059.64870666361,1038.8098741981078
173,1059.60105253076,1038.7633533374901
174,1059.5533983979092,1038.7168324768736
175,1059.505744265059,1038.6703116162566
176,1059.4580901322088,1038.623790755641
177,1059.410435999358,1038.5772698950234
178,1059.362781866508,1038.5307490344073
179,1059.3151277336574,1038.48422817379
180,1059.2674736008075,1038.4377073131734
181,1059.2198194679574,1038.391186452557
182,1059.172165335107,1038.3446655919406
183,1059.1245112022568,1038.298144731323
184,1059.0768570694067,1038.2516238707065
185,1059.0292029365564,1038.20510301009
186,1058.9815488037057,1038.1585821494737
187,1058.9338946708554,1038.1120612888565
188,1058.8862405380055,1038.0655404282395
189,1058.8385864051547,1038.0190195676234
190,1058.7909322723046,1037.972498707006
191,1058.7432781394543,1037.92597784639
192,1058.6956240066045,1037.8794569857732
193,1058.6401837077467,1037.8112515874036
194,1058.58474340889,1037.7430461890342
195,1058.5293031100325,1037.6748407906648
196,1058.4738628111747,1037.6066353922947
197,1058.418422512318,1037.5384299939255
198,1058.3629822134606,1037.4702245955557
199,1058.3075419146037,1037.402019197186
200,1058.2521016157468,1037.3338137988164
201,1058.1966613168902,1037.2656084004468
202,1058.141221018032,1037.1974030020779
203,1058.0857807191749,1037.1291976037073
204,1058.030340420318,1037.0609922053384
205,1057.9749001214607,1036.9927868069683
206,1057.9194598226027,1036.9245814085991
207,1057.8640195237456,1036.85637601023
208,1057.8085792248887,1036.7881706118594
209,1057.7531389260316,1036.7199652134912
210,1057.6976986271743,1036.6517598151215
211,1057.642258328317,1036.583554416752
212,1057.5868180294601,1036.515349018382
213,1057.531377730603,1036.447143620012
214,1057.4759374317457,1036.3789382216428
215,1057.420497132888,1036.3107328232727
216,1057.3650568340313,1036.2425274249033
217,1057.309616535174,1036.1743220265344
218,1057.2541762363164,1036.1061166281647
219,1057.1987359374593,1036.037911229795
220,1057.1432956386025,1035.9697058314252
221,1057.0878553397451,1035.9015004330554
222,1057.0324150408874,1035.8332950346864
223,1056.9769747420303,1035.7650896363166
224,1056.9215344431727,1035.696884237947
225,1056.8660941443156,1035.6286788395785
226,1056.8106538454585,1035.5604734412077
227,1056.7552135466012,1035.4922680428385
228,1056.6997732477441,1035.4240626444691
229,1056.6443329488873,1035.3558572460993
230,1056.58889265003,1035.2876518477299
231,1056.5334523511724,1035.2194464493598
232,1056.4780120523158,1035.1512410509904
233,1056.4225717534584,1035.0830356526203
234,1056.3671314546011,1035.014830254251
235,1056.3116911557438,1034.9466248558826
236,1056.2562508568863,1034.8784194575117
237,1056.200810558029,1034.810214059143
238,1056.1453702591723,1034.7420086607733
239,1056.089929960315,1034.6738032624041
240,1056.0344896614579,1034.6055978640343
241,1055.9790493626003,1034.5373924656649
242,1055.9236090637428,1034.4691870672953
243,1055.868168764886,1034.4009816689252
244,1055.8127284660288,1034.332776270556
245,1055.7572881671715,1034.2645708721866
246,1055.7018478683144,1034.196365473817
247,1055.6464075694573,1034.1281600754467
248,1055.5909672706,1034.0599546770768
249,1055.535526971743,1033.9917492787079
250,1055.4800866728854,1033.9235438803385
251,1055.424646374028,1033.8553384819688
252,1055.3692060751712,1033.7871330835987
253,1055.3137657763136,1033.7189276852291
254,1055.2583254774563,1033.6507222868602
255,1055.2028851785988,1033.582516888491
256,1055.1474448797424,1033.5143114901202
257,1055.0920045808853,1033.446106091751
258,1055.036564282028,1033.3779006933817
259,1054.9811239831706,1033.309695295012
260,1054.9256836843128,1033.2414898966433
261,1054.870243385456,1033.1732844982735
262,1054.8148030865984,1033.1050790999036
263,1054.7593627877413,1033.0368737015342
264,1054.7039224888847,1032.9686683031637
265,1054.6484821900274,1032.9004629047952
266,1054.59304189117,1032.8322575064262
267,1054.5376015923127,1032.7640521080561
268,1054.4821612934556,1032.6958467096863
269,1054.4267209945979,1032.6276413113167
270,1054.3712806957412,1032.5594359129468
271,1054.315840396884,1032.4912305145772
272,1054.2604000980264,1032.4230251162078
273,1054.2049597991695,1032.3548197178388
274,1054.1495195003124,1032.2866143194694
275,1054.0940792014546,1032.2184089210994
276,1054.0386389025975,1032.150203522729
277,1053.9831986037402,1032.0819981243596
278,1053.927758304883,1032.0137927259893
279,1053.8723180060256,1031.9455873276206
280,1053.8168777071692,1031.8773819292514
281,1053.761437408312,1031.809176530882
282,1053.705997109454,1031.7409711325129
283,1053.650556810597,1031.672765734143
284,1053.59511651174,1031.6045603357736
285,1053.539676212883,1031.5363549374038
286,1053.4842359140255,1031.4681495390346
287,1053.428795615168,1031.3999441406654
288,1053.3733553163115,1031.3317387422942
289,1053.3179150174537,1031.2635333439252
290,1053.2624747185966,1031.1953279455556
291,1053.2070344197398,1031.1271225471855
292,1053.151594120883,1031.0589171488166
293,1053.0961538220247,1030.9907117504467
294,1053.0407135231678,1030.922506352077
295,1052.985273224311,1030.8543009537077
296,1052.9298329254539,1030.7860955553385
297,1052.8743926265959,1030.7178901569691
298,1052.8189523277395,1030.6496847585997
299,1052.7635120288817,1030.5814793602299
300,1052.7080717300248,1030.51327396186
301,1052.6526314311673,1030.4450685634902
302,1052.59719113231,1030.3768631651217
303,1052.541750833453,1030.3086577667516
304,1052.4863105345958,1030.2404523683817
305,1052.430870235738,1030.1722469700128
306,1052.375429936881,1030.1040415716425
307,1052.319989638024,1030.0358361732729
308,1052.2645493391663,1029.9676307749035
309,1052.2091090403094,1029.8994253765343
310,1052.153668741452,1029.8312199781649
311,1052.0982284425952,1029.7630145797946
312,1052.0427881437383,1029.6948091814254
313,1051.9873478448806,1029.626603783056
314,1051.9319075460235,1029.5583983846864
315,1051.8764672471664,1029.4901929863167
316,1051.8210269483088,1029.4219875879471
317,1051.7655866494517,1029.3537821895777
318,1051.7101463505944,1029.2855767912085
319,1051.654706051737,1029.2173713928387
320,1051.5992657528798,1029.1491659944693
321,1051.5438254540227,1029.080960596099
322,1051.4883851551656,1029.0127551977298
323,1051.432944856308,1028.9445497993604
324,1051.3775045574514,1028.8763444009905
325,1051.3220642585934,1028.8081390026214
326,1051.2666239597368,1028.7399336042508
327,1051.2111836608797,1028.6717282058812
328,1051.1557433620228,1028.6035228075127
329,1051.1003030631653,1028.5353174091433
330,1051.0448627643084,1028.4671120107732
331,1050.9894224654504,1028.3989066124034
332,1050.933982166593,1028.3307012140347
333,1050.8785418677364,1028.2624958156646
334,1050.823101568879,1028.1942904172954
335,1050.767661270021,1028.1260850189258
336,1050.7122209711645,1028.0578796205562
337,1050.6567806723074,1027.9896742221854
338,1050.6013403734503,1027.9214688238171
339,1050.5459000745932,1027.8532634254475
340,1050.4904597757359,1027.7850580270779
341,1050.435019476878,1027.7168526287076
342,1050.3795791780217,1027.6486472303382
343,1050.3241388791635,1027.5804418319685
344,1050.2686985803066,1027.5122364335984
345,1050.213258281449,1027.44403103523
346,1050.1578179825926,1027.3758256368599
347,1050.102377683735,1027.307620238491
348,1050.0469373848778,1027.2394148401215
349,1049.9914970860202,1027.1712094417514
350,1049.9360567871634,1027.103004043382
351,1049.880616488306,1027.0347986450117
352,1049.8251761894492,1026.966593246642
353,1049.7697358905925,1026.8983878482734
354,1049.7142955917343,1026.8301824499033
355,1049.658855292877,1026.7619770515344
356,1049.60341499402,1026.693771653164
357,1049.5479746951635,1026.6255662547949
358,1049.4925343963048,1026.5573608564257
359,1049.4370940974484,1026.4891554580554
360,1049.3816537985917,1026.4209500596864
361,1049.326213499734,1026.352744661317
362,1049.2707732008762,1026.2845392629476
363,1049.21533290202,1026.2163338645778
364,1049.1598926031625,1026.148128466208
365,1049.104452304305,1026.0799230678379
366,1049.0490120054478,1026.011717669469
367,1048.9935717065907,1025.9435122710995
368,1048.9381314077332,1025.8753068727294
369,1048.882691108876,1025.8071014743605
370,1048.8272508100192,1025.7388960759902
371,1048.7718105111617,1025.6706906776203
372,1048.7163702123044,1025.6024852792518
373,1048.660929913447,1025.5342798808824
374,1048.6054896145902,1025.4660744825128
375,1048.550049315733,1025.3978690841432
376,1048.494609016875,1025.329663685773
377,1048.4391687180182,1025.2614582874044
378,1048.3837284191618,1025.1932528890343
379,1048.3282881203036,1025.1250474906649
380,1048.2728478214467,1025.0568420922946
381,1048.2174075225898,1024.9886366939247
382,1048.1619672237327,1024.9204312955553
383,1048.1065269248752,1024.8522258971864
384,1048.0510866260179,1024.7840204988165
385,1047.9892048529257,1024.7072510743799
386,1047.9273230798342,1024.6304816499446
387,1047.865441306743,1024.5537122255084
388,1047.8035595336505,1024.4769428010727
389,1047.741677760559,1024.4001733766356
390,1047.6797959874668,1024.3234039522001
391,1047.617914214375,1024.246634527764
392,1047.556032441284,1024.1698651033273
393,1047.4941506681912,1024.093095678891
394,1047.4322688950995,1024.0163262544556
395,1047.3703871220082,1023.9395568300192
396,1047.308505348916,1023.8627874055829
397,1047.246623575825,1023.7860179811469
398,1047.184741802732,1023.7092485567111
399,1047.1228600296408,1023.6324791322747
400,1047.0609782565489,1023.555709707838
401,1046.9990964834572,1023.4789402834024
402,1046.9372147103652,1023.4021708589667
403,1046.8753329372737,1023.3254014345299
404,1046.8134511641815,1023.2486320100935
405,1046.7515693910898,1023.1718625856586
406,1046.689687617998,1023.0950931612216
407,1046.627805844906,1023.018323736786
408,1046.5659240718146,1022.9415543123488
409,1046.5040422987227,1022.8647848879142
410,1046.4421605256305,1022.7880154634769
411,1046.3802787525385,1022.7112460390407
412,1046.318396979447,1022.634476614605
413,1046.2565152063557,1022.5577071901688
414,1046.194633433263,1022.4809377657324
415,1046.1327516601712,1022.4041683412967
416,1046.0708698870797,1022.327398916861
417,1046.008988113988,1022.2506294924245
418,1045.9471063408957,1022.1738600679887
419,1045.885224567804,1022.0970906435523
420,1045.8233427947125,1022.0203212191162
421,1045.7614610216203,1021.9435517946798
422,1045.699579248529,1021.8667823702444
423,1045.6376974754369,1021.7900129458079
424,1045.575815702345,1021.7132435213715
425,1045.5139339292539,1021.6364740969351
426,1045.4520521561615,1021.5597046724988
427,1045.3901703830695,1021.4829352480635
428,1045.3282886099778,1021.406165823626
429,1045.266406836886,1021.3293963991907
430,1045.2045250637946,1021.2526269747548
431,1045.1426432907026,1021.1758575503185
432,1045.0807615176104,1021.0990881258822
433,1045.0188797445187,1021.0223187014467
434,1044.9569979714272,1020.9455492770102
435,1044.8951161983355,1020.8687798525741
436,1044.8332344252433,1020.7920104281384
437,1044.771352652151,1020.7152410037017
438,1044.7094708790596,1020.6384715792649
439,1044.6475891059679,1020.5617021548288
440,1044.5857073328766,1020.484932730393
441,1044.5238255597842,1020.4081633059571
442,1044.461943786692,1020.331393881521
443,1044.4000620136007,1020.2546244570848
444,1044.3381802405092,1020.177855032649
445,1044.2762984674177,1020.1010856082128
446,1044.2144166943253,1020.0243161837765
447,1044.152534921233,1019.94754675934
448,1044.0906531481417,1019.8707773349042
449,1044.0287713750502,1019.7940079104688
450,1043.9668896019577,1019.717238486032
451,1043.9050078288665,1019.6404690615959
452,1043.8431260557743,1019.5636996371596
453,1043.7812442826828,1019.4869302127235
454,1043.7193625095906,1019.4101607882876
455,1043.6574807364987,1019.3333913638517
456,1043.5955989634065,1019.2566219394148
457,1043.5337171903154,1019.179852514979
458,1043.471835417223,1019.103083090543
459,1043.4099536441313,1019.0263136661065
460,1043.3480718710407,1018.9495442416711
461,1043.2861900979476,1018.8727748172339
462,1043.224308324856,1018.7960053927984
463,1043.1624265517642,1018.7192359683618
464,1043.1005447786724,1018.6424665439259
465,1043.0386630055807,1018.5656971194898
466,1042.9767812324883,1018.4889276950541
467,1042.914899459397,1018.4121582706179
468,1042.8530176863053,1018.3353888461817
469,1042.7911359132133,1018.2586194217454
470,1042.7292541401218,1018.181849997309
471,1042.6673723670294,1018.1050805728727
472,1042.6054905939377,1018.0283111484365
473,1042.543608820846,1017.9515417240007
474,1042.4817270477536,1017.8747722995647
475,1042.4198452746627,1017.7980028751285
476,1042.357963501571,1017.7212334506921
477,1042.2960817284782,1017.6444640262566
478,1042.2341999553869,1017.5676946018203
479,1042.172318182295,1017.4909251773842
480,1042.1104364092027,1017.4141557529474
481,1042.0485546361117,1017.3373863285119
482,1041.98667286302,1017.2606169040754
483,1041.9247910899285,1017.1838474796398
484,1041.8629093168363,1017.1070780552034
485,1041.801027543744,1017.030308630767
486,1041.739145770652,1016.9535392063314
487,1041.6772639975609,1016.8767697818945
488,1041.6153822244687,1016.8000003574591
489,1041.5535004513765,1016.7232309330232
490,1041.4916186782848,1016.6464615085864
491,1041.4297369051926,1016.5696920841505
492,1041.367855132101,1016.4929226597145
493,1041.30597335901,1016.4161532352781
494,1041.2440915859179,1016.3393838108422
495,1041.182209812826,1016.2626143864056
496,1041.1203280397342,1016.1858449619695
497,1041.0584462666422,1016.1090755375337
498,1040.9965644935503,1016.0323061130973
499,1040.9346827204586,1015.9555366886615
500,1040.8728009473668,1015.8787672642247
501,1040.8109191742749,1015.8019978397895
502,1040.7490374011836,1015.7252284153528
503,1040.6871556280917,1015.6484589909168
504,1040.6252738549993,1015.5716895664798
505,1040.5633920819073,1015.4949201420447
506,1040.5015103088158,1015.4181507176086
507,1040.4396285357236,1015.3413812931727
508,1040.3777467626323,1015.2646118687356
509,1040.3158649895406,1015.1878424443
510,1040.2539832164482,1015.1110730198634
511,1040.1921014433567,1015.0343035954271
512,1040.130219670265,1014.957534170992
513,1040.0683378971737,1014.8807647465554
514,1040.006456124081,1014.8039953221199
515,1039.9445743509896,1014.727225897683
516,1039.8826925778974,1014.6504564732468
517,1039.820810804806,1014.5736870488118
518,1039.7589290317142,1014.496917624375
519,1039.697047258622,1014.4201481999384
520,1039.6351654855298,1014.343378775503
521,1039.5732837124388,1014.2666093510667
522,1039.5114019393466,1014.1898399266305
523,1039.4495201662555,1014.1130705021939
524,1039.387638393163,1014.0363010777577
525,1039.3257566200712,1013.9595316533221
526,1039.26387484698,1013.8827622288856
527,1039.2019930738875,1013.8059928044498
528,1039.1401113007955,1013.7292233800139
529,1039.0782295277043,1013.6524539555776
530,1039.0163477546123,1013.5756845311411
531,1038.95446598152,1013.4989151067053
532,1038.8925842084284,1013.4221456822686
533,1038.8307024353367,1013.3453762578325
534,1038.7688206622447,1013.2686068333962
535,1038.706938889153,1013.1918374089605
536,1038.6450571160617,1013.1150679845242
537,1038.5831753429693,1013.038298560088
538,1038.5212935698773,1012.9615291356522
539,1038.4594117967863,1012.8847597112156
540,1038.397530023694,1012.8079902867801
541,1038.335648250602,1012.7312208623439
542,1038.2737664775104,1012.6544514379075
543,1038.2118847044183,1012.5776820134718
544,1038.150002931327,1012.5009125890354
545,1038.0881211582348,1012.4241431645992
546,1038.0262393851424,1012.3473737401632
547,1037.9643576120511,1012.2706043157276
548,1037.9024758389592,1012.1938348912912
549,1037.840594065868,1012.1170654668547
550,1037.7787122927757,1012.040296042419
551,1037.7168305196838,1011.9635266179822
552,1037.654948746592,1011.886757193546
553,1037.5930669735003,1011.8099877691109
554,1037.5311852004086,1011.7332183446741
555,1037.4693034273164,1011.6564489202378
556,1037.407421654225,1011.5796794958023
557,1037.3455398811336,1011.502910071365
558,1037.2836581080414,1011.4261406469296
559,1037.2217763349495,1011.3493712224931
560,1037.159894561857,1011.2726017980576
561,1037.098012788766,1011.1958323736211
562,1037.036131015674,1011.1190629491844
563,1036.974249242582,1011.0422935247489
564,1036.9123674694902,1010.9655241003125
565,1036.8504856963987,1010.8887546758766
566,1036.7886039233072,1010.8119852514398
567,1036.7267221502145,1010.7352158270037
568,1036.6648403771233,1010.6584464025684
569,1036.6029586040308,1010.5816769781319
570,1036.541076830939,1010.5049075536961
571,1036.4791950578476,1010.42813812926
572,1036.4173132847554,1010.3513687048231
573,1036.3554315116637,1010.2745992803876
574,1036.2935497385722,1010.1978298559512
575,1036.2316679654803,1010.1210604315147
576,1036.1697861923885,1010.0442910070783
577,1036.1041121901062,1009.9698420225839
578,1036.038438187825,1009.8953930380885
579,1035.9727641855432,1009.8209440535938
580,1035.9070901832606,1009.746495069098
581,1035.8414161809794,1009.6720460846036
582,1035.7757421786966,1009.5975971001077
583,1035.7100681764152,1009.5231481156128
584,1035.6443941741338,1009.4486991311178
585,1035.5787201718517,1009.3742501466228
586,1035.51304616957,1009.2998011621279
587,1035.4473721672878,1009.2253521776323
588,1035.3816981650057,1009.1509031931374
589,1035.3160241627238,1009.0764542086422
590,1035.2503501604422,1009.0020052241466
591,1035.1846761581598,1008.9275562396517
592,1035.1190021558784,1008.8531072551568
593,1035.0533281535963,1008.7786582706617
594,1034.987654151315,1008.7042092861661
595,1034.9219801490317,1008.6297603016712
596,1034.8563061467503,1008.5553113171766
597,1034.7906321444689,1008.4808623326807
598,1034.7249581421868,1008.4064133481859
599,1034.6592841399051,1008.3319643636911
600,1034.593610137623,1008.2575153791955
601,1034.5279361353412,1008.1830663947005
602,1034.4622621330593,1008.1086174102054
603,1034.396588130778,1008.0341684257105
604,1034.3309141284956,1007.9597194412153
605,1034.2652401262135,1007.8852704567198
606,1034.1995661239318,1007.8108214722249
607,1034.1338921216498,1007.73637248773
608,1034.068218119368,1007.6619235032346
609,1034.002544117086,1007.5874745187398
610,1033.9368701148042,1007.5130255342443
611,1033.871196112522,1007.4385765497489
612,1033.8055221102409,1007.3641275652534
613,1033.739848107958,1007.2896785807584
614,1033.6741741056767,1007.2152295962635
615,1033.608500103395,1007.1407806117686
616,1033.5428261011132,1007.0663316272731
617,1033.4771520988304,1006.9918826427785
618,1033.411478096549,1006.9174336582828
619,1033.3458040942671,1006.8429846737882
620,1033.2801300919855,1006.7685356892931
621,1033.2144560897034,1006.6940867047979
622,1033.1487820874215,1006.6196377203024
623,1033.0831080851399,1006.5451887358075
624,1033.0174340828573,1006.4707397513123
625,1032.9517600805752,1006.3962907668174
626,1032.886086078294,1006.321841782322
627,1032.8204120760126,1006.2473927978272
628,1032.75473807373,1006.1729438133312
629,1032.6890640714482,1006.0984948288368
630,1032.6233900691666,1006.0240458443419
631,1032.5577160668843,1005.9495968598466
632,1032.4920420646029,1005.8751478753514
633,1032.4263680623208,1005.8006988908566
634,1032.3606940600391,1005.7262499063604
635,1032.2950200577566,1005.651800921865
636,1032.229346055475,1005.5773519373704
637,1032.163672053193,1005.5029029528752
638,1032.0979980509114,1005.4284539683803
639,1032.032324048629,1005.3540049838854
640,1031.9666500463477,1005.27955599939
641,1031.9009760440658,1005.2051070148948
642,1031.8353020417837,1005.1306580303994
643,1031.7696280395019,1005.0562090459049
644,1031.7039540372198,1004.9817600614092
645,1031.6382800349377,1004.9073110769143
646,1031.5726060326565,1004.8328620924198
647,1031.5069320303744,1004.7584131079248
648,1031.4412580280925,1004.6839641234285
649,1031.3755840258104,1004.6095151389335
650,1031.3099100235281,1004.5350661544385
651,1031.2442360212467,1004.4606171699435
652,1031.1785620189653,1004.3861681854481
653,1031.1128880166825,1004.3117192009529
654,1031.047214014401,1004.237270216458
655,1030.981540012119,1004.1628212319627
656,1030.9158660098376,1004.0883722474676
657,1030.850192007556,1004.0139232629718
658,1030.7845180052736,1003.9394742784782
659,1030.718844002992,1003.8650252939827
660,1030.6531700007104,1003.7905763094869
661,1030.5874959984278,1003.7161273249922
662,1030.5218219961457,1003.6416783404967
663,1030.4561479938643,1003.5672293560012
664,1030.3904739915818,1003.4927803715062
665,1030.3247999893006,1003.4183313870114
666,1030.2591259870185,1003.3438824025163
667,1030.1934519847368,1003.2694334180212
668,1030.1277779824545,1003.1949844335261
669,1030.0621039801727,1003.1205354490312
670,1029.9964299778908,1003.0460864645361
671,1029.930755975609,1002.9716374800404
672,1029.8650819733268,1002.8971884955457
673,1029.7994079710456,1002.8227395110504
674,1029.733733968763,1002.748290526555
675,1029.6680599664812,1002.6738415420598
676,1029.6023859641996,1002.5993925575655
677,1029.5367119619175,1002.5249435730703
678,1029.4710379596359,1002.4504945885739
679,1029.405363957354,1002.3760456040798
680,1029.339689955072,1002.3015966195841
681,1029.2740159527903,1002.2271476350895
682,1029.2083419505082,1002.1526986505945
683,1029.142667948227,1002.0782496660986
684,1029.0769939459437,1002.0038006816031
685,1029.011319943663,1001.9293516971084
686,1028.945645941381,1001.8549027126136
687,1028.8799719390988,1001.7804537281181
688,1028.814297936817,1001.7060047436227
689,1028.748623934535,1001.6315557591279
690,1028.6829499322537,1001.5571067746334
691,1028.6172759299714,1001.4826577901375
692,1028.55160192769,1001.4082088056424
693,1028.4859279254074,1001.333759821147
694,1028.4202539231255,1001.2593108366524
695,1028.354579920844,1001.1848618521582
696,1028.288905918562,1001.1104128676618
697,1028.22323191628,1001.0359638831669
698,1028.1575579139978,1000.9615148986717
699,1028.091883911716,1000.8870659141767
700,1028.0262099094339,1000.8126169296816
701,1027.960535907152,1000.7381679451862
702,1027.8948619048704,1000.6637189606913
703,1027.8291879025885,1000.5892699761959
704,1027.7635139003069,1000.5148209917013
