% Model,tin_tegs_model_2_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"May 31 2024, 19:19"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K)
0,1066.168870092756,1044.2328087516396
1,1066.169699305995,1044.2297436755468
2,1066.1705285192352,1044.226678599454
3,1066.1713577324747,1044.2236135233618
4,1066.172186945714,1044.2205484472686
5,1066.1730161589537,1044.2174833711765
6,1066.173845372193,1044.2144182950833
7,1066.175428849084,1044.2002901215776
8,1066.1770123259744,1044.1861619480712
9,1066.1785958028636,1044.1720337745667
10,1066.1801792797548,1044.15790560106
11,1066.1817627566452,1044.1437774275541
12,1066.1833462335355,1044.1296492540482
13,1066.1832609686514,1044.116137302652
14,1066.1826989204026,1044.102801414714
15,1066.1816600887905,1044.089641590237
16,1066.1801444738142,1044.0766578292194
17,1066.1781520754744,1044.063850131661
18,1066.1756828937691,1044.051218497563
19,1066.1727369286998,1044.0387629269248
20,1066.1693141802666,1044.026483419745
21,1066.1654146484698,1044.0143799760256
22,1066.161038333308,1044.0024525957672
23,1066.156185234783,1043.9907012789672
24,1066.150855352893,1043.9791260256268
25,1066.117175493788,1043.9643619431483
26,1066.083495634683,1043.9495978606706
27,1066.0498157755767,1043.9348337781923
28,1066.016135916471,1043.9200696957141
29,1065.9824560573659,1043.9053056132366
30,1065.9487761982607,1043.8905415307577
31,1065.9150963391558,1043.8757774482801
32,1065.8814164800492,1043.8610133658026
33,1065.8477366209438,1043.8462492833237
34,1065.8140567618382,1043.8314852008457
35,1065.7803769027332,1043.816721118368
36,1065.7466970436274,1043.8019570358895
37,1065.7130171845217,1043.7871929534112
38,1065.6793373254172,1043.772428870934
39,1065.6456574663114,1043.7576647884557
40,1065.611977607206,1043.7429007059773
41,1065.5782977481003,1043.7281366234995
42,1065.5446178889952,1043.713372541021
43,1065.5109380298895,1043.6986084585433
44,1065.477258170784,1043.6838443760646
45,1065.443578311679,1043.669080293587
46,1065.4098984525735,1043.6543162111082
47,1065.3762185934675,1043.6395521286304
48,1065.3425387343627,1043.6247880461522
49,1065.2993696099013,1043.5981353702948
50,1065.2562004854399,1043.5714826944366
51,1065.2130313609791,1043.544830018579
