% Model,tin_tegs_model_2_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 1 2024, 11:32"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K),"Temperature (K), Point: 51"
759,1023.9544460627769,996.2407707261748,1030.6412638106563
760,1023.8894824347484,996.1643495671658,1030.5768839611658
761,1023.824518806719,996.0879284081573,1030.5125041116753
762,1023.7595551786898,996.0115072491477,1030.4481242621848
763,1023.6945915506611,995.9350860901392,1030.3837444126943
764,1023.6296279226316,995.8586649311308,1030.3193645632036
765,1023.5646642946027,995.7822437721221,1030.2549847137132
766,1023.4997006665739,995.7058226131124,1030.1906048642227
767,1023.4347370385447,995.6294014541037,1030.1262250147322
768,1023.3697734105152,995.5529802950944,1030.0618451652417
769,1023.3048097824861,995.4765591360867,1029.9974653157512
770,1023.239846154457,995.4001379770768,1029.9330854662605
771,1023.174882526428,995.3237168180686,1029.86870561677
772,1023.1099188983993,995.2472956590598,1029.8043257672796
773,1023.04495527037,995.1708745000514,1029.739945917789
774,1022.9799916423414,995.0944533410423,1029.6755660682986
775,1022.915028014312,995.0180321820334,1029.611186218808
776,1022.8500643862826,994.9416110230242,1029.5468063693174
777,1022.7851007582535,994.8651898640163,1029.482426519827
778,1022.7201371302245,994.7887687050063,1029.4180466703365
779,1022.6551735021959,994.7123475459977,1029.353666820846
780,1022.5902098741662,994.6359263869889,1029.2892869713555
781,1022.5252462461376,994.55950522798,1029.2249071218648
782,1022.4602826181083,994.4830840689709,1029.1605272723743
783,1022.395318990079,994.4066629099624,1029.0961474228839
784,1022.3303553620503,994.3302417509534,1029.0317675733934
785,1022.2653917340211,994.2538205919449,1028.967387723903
786,1022.200428105992,994.1773994329358,1028.9030078744122
787,1022.1354644779631,994.1009782739274,1028.8386280249217
788,1022.0705008499336,994.0245571149176,1028.7742481754312
789,1022.005537221905,993.9481359559087,1028.7098683259408
790,1021.940573593876,993.8717147968997,1028.6454884764503
791,1021.8756099658466,993.7952936378915,1028.5811086269596
792,1021.810646337818,993.7188724788823,1028.516728777469
793,1021.7456827097888,993.6424513198737,1028.4523489279786
794,1021.68071908176,993.5660301608649,1028.3879690784881
795,1021.6157554537307,993.4896090018561,1028.3235892289977
796,1021.5507918257013,993.4131878428468,1028.2592093795072
797,1021.4858281976725,993.3367666838387,1028.1948295300165
798,1021.4208645696432,993.2603455248296,1028.130449680526
799,1021.3559009416142,993.18392436582,1028.0660698310355
800,1021.2908789846691,993.1096366113369,1028.0016066734847
801,1021.2257287041115,993.0400423468085,1027.9369602382014
802,1021.1605784235526,992.9704480822802,1027.8723138029181
803,1021.0954281429941,992.9008538177516,1027.8076673676348
804,1021.0302778624359,992.8312595532228,1027.7430209323516
805,1020.9651275818773,992.7616652886948,1027.6783744970683
806,1020.8999773013193,992.6920710241664,1027.6137280617847
807,1020.8348270207606,992.6224767596386,1027.5490816265014
808,1020.7696767402019,992.5528824951093,1027.4844351912182
809,1020.7045264596431,992.4832882305817,1027.419788755935
810,1020.6393761790849,992.4136939660533,1027.3551423206518
811,1020.5742258985267,992.3440997015246,1027.2904958853683
812,1020.5090756179676,992.2745054369965,1027.225849450085
813,1020.4439253374101,992.2049111724674,1027.1612030148017
814,1020.378775056851,992.1353169079395,1027.0965565795184
815,1020.3136247762926,992.0657226434107,1027.031910144235
816,1020.2484744957347,991.9961283788824,1026.9672637089518
817,1020.183324215176,991.9265341143541,1026.9026172736685
818,1020.1181739346173,991.8569398498255,1026.8379708383852
819,1020.0530236540586,991.7873455852975,1026.773324403102
820,1019.9878733735006,991.7177513207697,1026.7086779678184
821,1019.9227230929421,991.6481570562406,1026.644031532535
822,1019.8575728123835,991.5785627917121,1026.5793850972518
823,1019.792422531825,991.5089685271827,1026.5147386619685
824,1019.7272722512663,991.4393742626561,1026.4500922266852
825,1019.6621219707084,991.3697799981267,1026.385445791402
826,1019.5969716901499,991.3001857335983,1026.3207993561186
827,1019.5318214095919,991.2305914690702,1026.2561529208353
828,1019.4666711290329,991.1609972045419,1026.191506485552
829,1019.4015208484741,991.0914029400136,1026.1268600502688
830,1019.3363705679162,991.0218086754851,1026.0622136149855
831,1019.2712202873571,990.9522144109563,1025.9975671797022
832,1019.2060700067988,990.8826201464284,1025.9329207444189
833,1019.1409197262404,990.8130258819,1025.8682743091356
834,1019.0757694456819,990.7434316173715,1025.803627873852
835,1019.0106191651237,990.6738373528432,1025.7389814385688
836,1018.945468884565,990.6042430883153,1025.6743350032855
837,1018.8803186040064,990.5346488237872,1025.6096885680022
838,1018.8151683234476,990.4650545592584,1025.545042132719
839,1018.7500180428896,990.3954602947292,1025.4803956974356
840,1018.6848677623311,990.3258660302009,1025.4157492621523
841,1018.6197174817727,990.256271765673,1025.351102826869
842,1018.5545672012142,990.186677501145,1025.2864563915857
843,1018.4894169206559,990.1170832366166,1025.2218099563024
844,1018.4242666400976,990.0474889720872,1025.1571635210191
845,1018.3591163595391,989.9778947075605,1025.0925170857358
846,1018.2939660789808,989.9083004430312,1025.0278706504525
847,1018.228815798422,989.8387061785023,1024.9632242151692
848,1018.1636655178635,989.7691119139753,1024.8985777798857
849,1018.0985152373052,989.6995176494454,1024.8339313446024
850,1018.033364956747,989.6299233849172,1024.7692849093191
851,1017.9682146761884,989.560329120389,1024.7046384740358
852,1017.9030643956296,989.490734855861,1024.6399920387526
853,1017.8379141150714,989.4211405913321,1024.5753456034693
854,1017.7727638345131,989.3515463268037,1024.510699168186
855,1017.7076135539544,989.2819520622758,1024.4460527329027
856,1017.6424632733965,989.2123577977476,1024.3814062976194
857,1017.577312992837,989.1427635332192,1024.3167598623359
858,1017.5121627122792,989.0731692686905,1024.2521134270526
859,1017.4470124317204,989.0035750041624,1024.1874669917695
860,1017.3818621511623,988.9339807396334,1024.1228205564862
861,1017.3167118706037,988.8643864751059,1024.058174121203
862,1017.2515615900448,988.7947922105768,1023.9935276859195
863,1017.1864113094869,988.725197946049,1023.9288812506362
864,1017.1212610289285,988.6556036815199,1023.8642348153528
865,1017.05611074837,988.5860094169911,1023.7995883800695
866,1016.9909604678112,988.5164151524638,1023.7349419447862
867,1016.925810187253,988.4468208879343,1023.6702955095029
868,1016.8606599066947,988.3772266234068,1023.6056490742196
869,1016.7955096261362,988.3076323588791,1023.5410026389362
870,1016.7303593455774,988.2380380943495,1023.4763562036529
871,1016.6652090650185,988.1684438298211,1023.4117097683696
872,1016.6000587844605,988.0988495652933,1023.3470633330863
873,1016.5349085039018,988.0292553007653,1023.2824168978029
874,1016.469758223344,987.9596610362357,1023.2177704625196
875,1016.404607942785,987.8900667717079,1023.1531240272363
876,1016.3394576622267,987.820472507179,1023.0884775919532
877,1016.2743073816682,987.7508782426509,1023.0238311566699
878,1016.2091571011102,987.6812839781235,1022.9591847213865
879,1016.1440068205509,987.6116897135948,1022.8945382861032
880,1016.0788565399931,987.5420954490655,1022.8298918508199
881,1016.0137062594343,987.4725011845375,1022.7652454155366
882,1015.9485559788758,987.4029069200091,1022.7005989802533
883,1015.8834056983178,987.3333126554804,1022.6359525449699
884,1015.8182554177587,987.2637183909521,1022.5713061096866
885,1015.7531051372007,987.1941241264238,1022.5066596744033
886,1015.6879548566422,987.1245298618954,1022.44201323912
887,1015.6228045760836,987.0549355973676,1022.3773668038367
888,1015.5576542955256,986.985341332839,1022.3127203685533
889,1015.492504014967,986.9157470683105,1022.24807393327
890,1015.4273537344086,986.846152803782,1022.1834274979867
891,1015.3622034538504,986.7765585392535,1022.1187810627034
892,1015.2970531732915,986.7069642747255,1022.05413462742
893,1015.2319028927332,986.637370010197,1021.9894881921368
894,1015.1667526121747,986.5677757456687,1021.9248417568535
895,1015.1016023316162,986.49818148114,1021.8601953215702
896,1015.0364520510581,986.4285872166117,1021.795548886287
897,1014.971301770499,986.3589929520834,1021.7309024510035
898,1014.9061514899413,986.2893986875548,1021.6662560157203
899,1014.8410012093821,986.2198044230272,1021.601609580437
900,1014.775850928824,986.1502101584982,1021.5369631451537
901,1014.710700648265,986.0806158939698,1021.4723167098704
902,1014.6455503677066,986.0110216294415,1021.407670274587
903,1014.5804000871484,985.9414273649135,1021.3430238393037
904,1014.5152498065898,985.8718331003854,1021.2783774040204
905,1014.4500995260316,985.8022388358572,1021.2137309687371
906,1014.384949245473,985.732644571328,1021.1490845334537
907,1014.3197989649149,985.6630503067992,1021.0844380981704
908,1014.254648684356,985.5934560422714,1021.0197916628871
909,1014.189498403798,985.523861777743,1020.9551452276038
910,1014.1243481232389,985.454267513215,1020.8904987923206
911,1014.0591978426804,985.3846732486862,1020.8258523570372
912,1013.9940475621225,985.3150789841578,1020.7612059217539
913,1013.9288972815639,985.2454847196294,1020.6965594864706
914,1013.8637470010051,985.1758904551006,1020.6319130511873
915,1013.7985967204468,985.106296190573,1020.567266615904
916,1013.733446439888,985.0367019260439,1020.5026201806206
917,1013.6682961593299,984.9671076615156,1020.4379737453373
918,1013.6031458787714,984.8975133969876,1020.373327310054
919,1013.5379955982127,984.8279191324589,1020.3086808747707
920,1013.472845317654,984.7583248679308,1020.2440344394873
921,1013.4076950370962,984.6887306034023,1020.179388004204
922,1013.3425447565381,984.6191363388734,1020.1147415689207
923,1013.2773944759796,984.5495420743451,1020.0500951336375
924,1013.2122441954205,984.4799478098173,1019.9854486983542
925,1013.1470939148625,984.4103535452887,1019.9208022630708
926,1013.0819436343039,984.3407592807599,1019.8561558277876
927,1013.0167933537455,984.2711650162321,1019.7915093925043
928,1012.9516430731865,984.2015707517035,1019.726862957221
929,1012.8864927926284,984.1319764871754,1019.6622165219377
930,1012.8213425120699,984.0623822226479,1019.5975700866543
931,1012.7561922315118,983.9927879581184,1019.532923651371
932,1012.6910419509529,983.9231936935903,1019.4682772160877
933,1012.6258916703944,983.8535994290612,1019.4036307808044
934,1012.5607413898365,983.7840051645326,1019.3389843455211
935,1012.4955911092778,983.7144109000046,1019.2743379102377
936,1012.4304408287197,983.6448166354764,1019.2096914749544
937,1012.3652905481609,983.5752223709471,1019.1450450396711
938,1012.3001402676026,983.5056281064199,1019.0803986043878
939,1012.234989987044,983.4360338418918,1019.0157521691044
940,1012.1698397064853,983.3664395773632,1018.9511057338211
941,1012.1046894259275,983.2968453128344,1018.8864592985378
942,1012.0395391453691,983.2272510483053,1018.8218128632545
943,1011.9743888648104,983.1576567837775,1018.7571664279712
944,1011.9092385842512,983.0880625192484,1018.692519992688
945,1011.8440883036934,983.0184682547208,1018.6278735574047
946,1011.7789380231347,982.9488739901924,1018.5632271221214
947,1011.7137877425765,982.8792797256638,1018.4985806868381
948,1011.6486374620179,982.8096854611359,1018.4339342515548
949,1011.5834871814593,982.7400911966073,1018.3692878162714
950,1011.5183369009011,982.6704969320788,1018.3046413809881
951,1011.4531866203425,982.6009026675505,1018.2399949457048
952,1011.3880363397838,982.5313084030219,1018.1753485104215
953,1011.3228860592253,982.461714138494,1018.1107020751381
954,1011.2577357786672,982.3921198739649,1018.0460556398548
955,1011.1925854981089,982.322525609437,1017.9814092045715
956,1011.1274352175501,982.2529313449094,1017.9167627692882
957,1011.0622849369919,982.1833370803799,1017.8521163340049
958,1010.9971346564331,982.1137428158514,1017.7874698987215
959,1010.9319843758742,982.0441485513236,1017.7228234634382
960,1010.8668340953164,981.974554286795,1017.658177028155
961,1010.8016838147582,981.9049600222661,1017.5935305928717
962,1010.7365335341995,981.8353657577381,1017.5288841575884
963,1010.6713832536409,981.7657714932094,1017.464237722305
964,1010.6062329730825,981.696177228682,1017.3995912870217
965,1010.5410826925239,981.6265829641534,1017.3349448517384
966,1010.4759324119656,981.5569886996249,1017.2702984164551
967,1010.4107821314069,981.4873944350963,1017.2056519811717
968,1010.3456318508488,981.4178001705669,1017.1410055458884
969,1010.2804815702901,981.3482059060397,1017.0763591106052
970,1010.2153312897316,981.2786116415109,1017.0117126753219
971,1010.1501810091731,981.2090173769828,1016.9470662400386
972,1010.0850307286148,981.1394231124543,1016.8824198047552
973,1010.0198804480564,981.0698288479257,1016.8177733694719
974,1009.954730167498,981.0002345833981,1016.7531269341886
975,1009.889579886939,980.9306403188691,1016.6884804989053
976,1009.8244296063805,980.8610460543405,1016.6238340636219
977,1009.7592793258223,980.7914517898126,1016.5591876283386
978,1009.6941290452645,980.7218575252834,1016.4945411930554
979,1009.628978764706,980.6522632607556,1016.4298947577721
980,1009.563828484148,980.582668996228,1016.3652483224888
981,1009.4986782035888,980.5130747316986,1016.3006018872054
982,1009.4335279230303,980.4434804671707,1016.2359554519221
983,1009.3683776424718,980.3738862026419,1016.1713090166388
984,1009.3032273619134,980.3042919381137,1016.1066625813555
985,1009.2380770813551,980.2346976735848,1016.0420161460722
986,1009.1729268007963,980.1651034090568,1015.9773697107888
987,1009.1077765202382,980.0955091445286,1015.9127232755055
988,1009.0426262396794,980.0259148800003,1015.8480768402222
989,1008.9774759591209,979.9563206154721,1015.7834304049389
990,1008.9123256785624,979.8867263509435,1015.7187839696556
991,1008.8471753980043,979.8171320864152,1015.6541375343722
992,1008.7820251174456,979.7475378218869,1015.589491099089
993,1008.7168748368872,979.6779435573578,1015.5248446638057
994,1008.651724556329,979.6083492928292,1015.4601982285225
995,1008.5865742757704,979.538755028301,1015.3955517932392
996,1008.5214239952114,979.4691607637726,1015.3309053579558
997,1008.4562737146529,979.3995664992452,1015.2662589226725
998,1008.3911234340949,979.3299722347169,1015.2016124873892
999,1008.3259731535363,979.2603779701878,1015.1369660521059
1000,1008.260822872978,979.1907837056596,1015.0723196168225
1001,1008.1956725924193,979.1211894411309,1015.0076731815392
1002,1008.1305223118608,979.051595176603,1014.9430267462559
1003,1008.0653720313023,978.982000912074,1014.8783803109726
1004,1008.000221750744,978.9124066475458,1014.8137338756893
1005,1007.9350714701859,978.8428123830174,1014.7490874404059
1006,1007.8699211896269,978.7732181184897,1014.6844410051226
1007,1007.8047709090685,978.7036238539613,1014.6197945698393
1008,1007.7396206285104,978.6340295894328,1014.555148134556
1009,1007.6744703479517,978.564435324904,1014.4905016992726
1010,1007.6093200673936,978.4948410603763,1014.4258552639893
1011,1007.544169786835,978.4252467958477,1014.361208828706
1012,1007.4790195062768,978.3556525313187,1014.2965623934228
1013,1007.4138692257179,978.286058266791,1014.2319159581396
1014,1007.348718945159,978.2164640022621,1014.1672695228561
1015,1007.283568664601,978.1468697377338,1014.1026230875729
1016,1007.2184183840426,978.077275473206,1014.0379766522896
1017,1007.153268103484,978.0076812086767,1013.9733302170063
1018,1007.0881178229256,977.9380869441482,1013.908683781723
1019,1007.0229675423672,977.86849267962,1013.8440373464396
1020,1006.9578172618085,977.7988984150915,1013.7793909111563
1021,1006.8926669812497,977.7293041505634,1013.714744475873
1022,1006.8275167006921,977.6597098860351,1013.6500980405897
1023,1006.7623664201336,977.5901156215067,1013.5854516053063
1024,1006.6972161395752,977.520521356978,1013.520805170023
1025,1006.6320658590166,977.4509270924501,1013.4561587347397
1026,1006.5669155784578,977.3813328279215,1013.3915122994564
1027,1006.5017652978995,977.3117385633931,1013.3268658641731
1028,1006.4366150173407,977.2421442988648,1013.2622194288898
1029,1006.3714647367824,977.1725500343359,1013.1975729936065
1030,1006.3063144562235,977.1029557698074,1013.1329265583232
1031,1006.2411641756655,977.0333615052797,1013.0682801230399
1032,1006.1760138951072,976.9637672407516,1013.0036336877566
1033,1006.1108636145489,976.8941729762228,1012.9389872524732
1034,1006.0457133339904,976.8245787116947,1012.8743408171899
1035,1005.980563053432,976.7549844471656,1012.8096943819066
1036,1005.9154127728735,976.6853901826373,1012.7450479466233
1037,1005.850262492315,976.6157959181089,1012.68040151134
1038,1005.7851122117568,976.5462016535807,1012.6157550760566
1039,1005.7199619311982,976.4766073890529,1012.5511086407734
1040,1005.6548116506394,976.4070131245239,1012.48646220549
1041,1005.5896613700813,976.3374188599953,1012.4218157702068
1042,1005.5245110895229,976.2678245954672,1012.3571693349234
1043,1005.4593608089646,976.1982303309389,1012.2925228996401
1044,1005.3942105284058,976.1286360664105,1012.2278764643568
1045,1005.3290602478476,976.0590418018814,1012.1632300290736
1046,1005.2639099672892,975.989447537354,1012.0985835937903
1047,1005.1987596867305,975.9198532728249,1012.0339371585069
1048,1005.1336094061721,975.8502590082968,1011.9692907232236
1049,1005.0684591256133,975.7806647437687,1011.9046442879403
1050,1005.0033088450546,975.7110704792403,1011.839997852657
1051,1004.9381585644963,975.6414762147119,1011.7753514173737
1052,1004.873008283938,975.5718819501835,1011.7107049820903
1053,1004.8078580033798,975.5022876856547,1011.646058546807
1054,1004.742707722821,975.4326934211265,1011.5814121115237
1055,1004.6775574422633,975.3630991565977,1011.5167656762404
1056,1004.6124071617045,975.2935048920697,1011.452119240957
1057,1004.5472568811456,975.2239106275416,1011.3874728056737
1058,1004.4821066005869,975.1543163630132,1011.3228263703904
1059,1004.4169563200286,975.0847220984851,1011.2581799351071
1060,1004.35180603947,975.0151278339572,1011.1935334998238
1061,1004.2866557589118,974.9455335694277,1011.1288870645404
1062,1004.2215054783537,974.8759393048991,1011.0642406292573
1063,1004.1563551977953,974.8063450403711,1010.999594193974
1064,1004.0912049172367,974.736750775843,1010.9349477586907
1065,1004.0260546366779,974.6671565113144,1010.8703013234074
1066,1003.9609043561197,974.5975622467857,1010.805654888124
1067,1003.8957540755612,974.5279679822579,1010.7410084528407
1068,1003.8306037950028,974.4583737177292,1010.6763620175574
1069,1003.7654535144443,974.3887794532013,1010.6117155822741
1070,1003.7003032338857,974.3191851886733,1010.5470691469907
1071,1003.6351529533274,974.2495909241435,1010.4824227117074
1072,1003.5700026727686,974.1799966596159,1010.4177762764241
1073,1003.5048523922101,974.110402395087,1010.3531298411408
1074,1003.4397021116515,974.0408081305583,1010.2884834058575
1075,1003.3745518310934,973.9712138660309,1010.2238369705741
1076,1003.3094015505349,973.9016196015024,1010.1591905352908
1077,1003.2442512699763,973.8320253369737,1010.0945441000075
1078,1003.1791009894176,973.7624310724453,1010.0298976647242
1079,1003.1139507088595,973.6928368079167,1009.965251229441
1080,1003.0488004283014,973.6232425433889,1009.9006047941576
1081,1002.9836501477428,973.55364827886,1009.8359583588743
1082,1002.9184998671848,973.4840540143317,1009.771311923591
1083,1002.8533495866261,973.4144597498038,1009.7066654883077
1084,1002.7881993060678,973.3448654852752,1009.6420190530243
1085,1002.7230490255089,973.2752712207472,1009.577372617741
1086,1002.657898744951,973.2056769562184,1009.5127261824578
1087,1002.5927484643922,973.1360826916898,1009.4480797471745
1088,1002.5275981838337,973.0664884271613,1009.3834333118912
1089,1002.462447903275,972.9968941626335,1009.3187868766078
1090,1002.3972976227174,972.9272998981049,1009.2541404413245
1091,1002.332147342158,972.8577056335764,1009.1894940060412
1092,1002.2669970615997,972.788111369048,1009.1248475707579
1093,1002.2018467810411,972.7185171045204,1009.0602011354746
1094,1002.1366965004826,972.6489228399911,1008.9955547001912
1095,1002.071546219924,972.5793285754628,1008.930908264908
1096,1002.0063959393657,972.5097343109348,1008.8662618296247
1097,1001.9412456588075,972.4401400464056,1008.8016153943414
1098,1001.8760953782485,972.3705457818781,1008.7369689590581
1099,1001.8109450976907,972.30095151735,1008.6723225237747
1100,1001.745794817132,972.2313572528212,1008.6076760884914
1101,1001.6806445365734,972.1617629882926,1008.5430296532081
1102,1001.6154942560148,972.0921687237641,1008.4783832179248
1103,1001.5503439754572,972.0225744592354,1008.4137367826414
1104,1001.4851936948984,971.9529801947072,1008.3490903473581
1105,1001.4200434143397,971.8833859301789,1008.2844439120748
1106,1001.3548931337816,971.8137916656508,1008.2197974767915
1107,1001.2897428532227,971.7441974011227,1008.1551510415082
1108,1001.2245925726643,971.6746031365934,1008.0905046062248
1109,1001.1594422921056,971.6050088720656,1008.0258581709415
1110,1001.0942920115474,971.5354146075367,1007.9612117356583
1111,1001.0291417309888,971.4658203430084,1007.896565300375
1112,1000.9639914504304,971.3962260784801,1007.8319188650918
1113,1000.8988411698722,971.3266318139518,1007.7672724298084
1114,1000.8336908893134,971.2570375494233,1007.7026259945251
1115,1000.7685406087558,971.1874432848949,1007.6379795592418
1116,1000.7033903281962,971.1178490203669,1007.5733331239585
1117,1000.6382400476384,971.048254755838,1007.5086866886751
1118,1000.5730897670798,970.9786604913097,1007.4440402533918
1119,1000.5079394865211,970.909066226782,1007.3793938181085
1120,1000.4427892059629,970.8394719622534,1007.3147473828252
1121,1000.3776389254043,970.769877697725,1007.2501009475419
1122,1000.3124886448459,970.7002834331965,1007.1854545122585
1123,1000.2473383642878,970.6306891686679,1007.1208080769752
1124,1000.1821880837292,970.5610949041398,1007.0561616416919
1125,1000.117037803171,970.4915006396114,1006.9915152064086
1126,1000.0518875226124,970.4219063750832,1006.9268687711252
1127,999.9867372420537,970.3523121105551,1006.8622223358419
1128,999.9215869614953,970.282717846026,1006.7975759005586
1129,999.8564366809368,970.2131235814975,1006.7329294652754
1130,999.791286400378,970.1435293169694,1006.6682830299922
1131,999.72613611982,970.0739350524408,1006.6036365947087
1132,999.6609858392612,970.004340787913,1006.5389901594255
1133,999.5958355587024,969.9347465233842,1006.4743437241422
1134,999.5306852781447,969.8651522588565,1006.4096972888589
1135,999.4655349975861,969.7955579943277,1006.3450508535756
1136,999.4003847170276,969.7259637297988,1006.2804044182922
1137,999.3352344364694,969.6563694652704,1006.2157579830089
1138,999.2700841559102,969.586775200742,1006.1511115477256
1139,999.2049338753519,969.5171809362138,1006.0864651124423
1140,999.1397835947934,969.4475866716855,1006.021818677159
1141,999.0746333142355,969.3779924071569,1005.9571722418756
1142,999.0094830336767,969.308398142629,1005.8925258065923
1143,998.9443327531184,969.2388038781003,1005.827879371309
1144,998.8791824725602,969.1692096135724,1005.7632329360257
1145,998.8140321920016,969.0996153490432,1005.6985865007423
1146,998.7488819114429,969.0300210845154,1005.6339400654591
1147,998.6837316308848,968.9604268199873,1005.5692936301758
1148,998.6185813503265,968.8908325554581,1005.5046471948925
1149,998.553431069768,968.8212382909302,1005.4400007596092
1150,998.4882807892092,968.7516440264012,1005.3753543243258
1151,998.4231305086504,968.6820497618729,1005.3107078890425
1152,998.3579802280922,968.6124554973444,1005.2460614537592
1153,998.292829947533,968.5428612328168,1005.181415018476
1154,998.2276796669752,968.4732669682879,1005.1167685831927
1155,998.1625293864168,968.4036727037592,1005.0521221479092
1156,998.0973791058583,968.3340784392317,1004.987475712626
1157,998.0322288253003,968.2644841747028,1004.9228292773427
1158,997.9670785447418,968.194889910175,1004.8581828420594
1159,997.9019282641826,968.125295645646,1004.793536406776
1160,997.8367779836245,968.0557013811182,1004.7288899714927
1161,997.7716277030659,967.9861071165892,1004.6642435362094
1162,997.7064774225081,967.9165128520615,1004.5995971009261
1163,997.6413271419495,967.8469185875325,1004.5349506656429
1164,997.5761768613908,967.777324323004,1004.4703042303595
1165,997.5110265808325,967.7077300584757,1004.4056577950762
1166,997.4458763002732,967.6381357939472,1004.3410113597929
1167,997.3807260197154,967.5685415294193,1004.2763649245096
1168,997.3155757391575,967.4989472648913,1004.2117184892263
1169,997.2504254585987,967.4293530003617,1004.1470720539429
1170,997.1852751780401,967.3597587358342,1004.0824256186596
1171,997.1201248974818,967.2901644713056,1004.0177791833763
1172,997.0549746169227,967.2205702067768,1003.953132748093
1173,996.9898243363642,967.1509759422487,1003.8884863128096
1174,996.924674055806,967.0813816777206,1003.8238398775263
1175,996.8595237752477,967.0117874131923,1003.759193442243
1176,996.7943734946894,966.9421931486634,1003.6945470069597
1177,996.7292232141301,966.8725988841356,1003.6299005716764
1178,996.6640729335724,966.8030046196068,1003.565254136393
1179,996.5989226530137,966.7334103550786,1003.5006077011097
1180,996.5337723724556,966.6638160905504,1003.4359612658266
1181,996.468622091897,966.5942218260215,1003.3713148305433
1182,996.4034718113385,966.5246275614926,1003.30666839526
1183,996.33832153078,966.455033296965,1003.2420219599766
1184,996.273171250221,966.3854390324365,1003.1773755246933
1185,996.2080209696632,966.3158447679081,1003.11272908941
1186,996.1428706891046,966.2462505033801,1003.0480826541267
1187,996.0777204085464,966.1766562388515,1002.9834362188433
1188,996.0125701279874,966.1070619743232,1002.91878978356
1189,995.9474198474295,966.0374677097946,1002.8541433482767
1190,995.8822695668708,965.9678734452658,1002.7894969129934
1191,995.8171192863126,965.8982791807381,1002.7248504777101
1192,995.7519690057537,965.8286849162089,1002.6602040424267
1193,995.6868187251955,965.759090651681,1002.5955576071434
1194,995.6216684446374,965.689496387153,1002.5309111718601
1195,995.5565181640789,965.6199021226242,1002.4662647365768
1196,995.4913678835201,965.5503078580964,1002.4016183012935
1197,995.4262176029615,965.480713593567,1002.3369718660102
1198,995.361067322403,965.4111193290389,1002.2723254307269
1199,995.2959170418446,965.3415250645104,1002.2076789954436
1200,995.2307667612857,965.2719307999822,1002.1430325601603
1201,995.1656164807274,965.2023365354543,1002.078386124877
1202,995.1004662001701,965.1327422709252,1002.0137396895936
1203,995.0353159196111,965.0631480063971,1001.9490932543104
1204,994.9701656390525,964.9935537418686,1001.8844468190271
1205,994.905015358494,964.9239594773401,1001.8198003837438
1206,994.8398650779353,964.8543652128116,1001.7551539484604
1207,994.7747147973773,964.7847709482838,1001.6905075131771
1208,994.709564516819,964.7151766837547,1001.6258610778938
1209,994.6444142362602,964.6455824192263,1001.5612146426105
1210,994.5792639557018,964.5759881546985,1001.4965682073272
1211,994.5141136751431,964.5063938901703,1001.4319217720438
1212,994.4489633945851,964.4367996256423,1001.3672753367605
1213,994.3838131140266,964.3672053611134,1001.3026289014772
1214,994.3186628334679,964.2976110965856,1001.237982466194
1215,994.2535125529098,964.2280168320563,1001.1733360309107
1216,994.188362272351,964.1584225675288,1001.1086895956273
1217,994.1232119917918,964.088828303,1001.044043160344
1218,994.0580617112337,964.0192340384708,1000.9793967250607
1219,993.9929114306755,963.9496397739431,1000.9147502897774
1220,993.9277611501171,963.8800455094145,1000.850103854494
1221,993.8626108695584,963.8104512448856,1000.7854574192107
1222,993.7974605890006,963.7408569803578,1000.7208109839274
1223,993.7323103084416,963.6712627158297,1000.6561645486441
1224,993.6671600278835,963.6016684513007,1000.5915181133608
1225,993.6020097473245,963.5320741867729,1000.5268716780774
1226,993.5368594667666,963.4624799222438,1000.4622252427941
1227,993.4717091862079,963.3928856577156,1000.3975788075109
1228,993.4065589056494,963.3232913931877,1000.3329323722276
1229,993.3414086250909,963.2536971286588,1000.2682859369442
1230,993.2762583445326,963.1841028641312,1000.2036395016609
1231,993.2111080639739,963.1145085996025,1000.1389930663777
1232,993.1459577834157,963.0449143350738,1000.0743466310944
1233,993.080807502857,962.9753200705451,1000.0097001958111
1234,993.0156572222985,962.905725806017,999.9450537605277
1235,992.95050694174,962.836131541489,999.8804073252444
1236,992.8853566611817,962.7665372769611,999.8157608899611
1237,992.8202063806234,962.6969430124324,999.7511144546778
1238,992.7550561000648,962.6273487479037,999.6864680193945
1239,992.6899058195063,962.5577544833754,999.6218215841111
1240,992.6247555389474,962.488160218847,999.5571751488278
1241,992.5596052583895,962.4185659543186,999.4925287135445
1242,992.4944549778309,962.34897168979,999.4278822782612
1243,992.4293046972729,962.2793774252622,999.3632358429779
1244,992.3641544167142,962.2097831607333,999.2985894076945
1245,992.2990041361552,962.1401888962054,999.2339429724112
1246,992.2338538555971,962.0705946316763,999.1692965371279
1247,992.1687035750386,962.0010003671483,999.1046501018448
1248,992.1035532944804,961.9314061026198,999.0400036665615
1249,992.0384030139218,961.8618118380912,998.975357231278
1250,991.9732527333637,961.7922175735636,998.9107107959948
1251,991.908102452805,961.722623309034,998.8460643607115
1252,991.8429521722462,961.6530290445063,998.7814179254282
1253,991.7778018916879,961.5834347799777,998.7167714901448
1254,991.7126516111291,961.5138405154494,998.6521250548615
1255,991.647501330571,961.4442462509213,998.5874786195782
1256,991.5823510500128,961.3746519863925,998.5228321842949
1257,991.5172007694545,961.3050577218643,998.4581857490116
