% Model,tin_tegs_model_6_Rcont.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 6 2024, 12:38"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (degC),Temperature (degC),"Temperature (degC), Point: 43"
0,797.905081824421,771.0972576055955,852.3932559817498
100,791.9511995465633,768.8726066113985,837.9157013212115
200,779.3964249834132,763.9814027573882,820.8197588827378
300,765.373976495683,757.7649469225355,805.3240572319861
400,751.4398093881933,750.4642619021612,791.4542052702449
500,738.0088991114459,742.8922721753519,778.4790468922632
600,726.3675008867912,735.2420958489557,767.4290851381562
700,714.7261026621362,727.5919195225614,756.379123384049
800,703.1097564914572,719.9484067072831,745.3501130696923
900,693.4725225848563,712.8313112702047,735.9762664956224
1000,683.8352886782551,705.7142158331255,726.6024199215528
1100,674.1980547716544,698.5971203960472,717.2285733474832
1200,665.732840131258,691.9668613245007,708.8380464070052
1300,657.5380914753705,685.4489491065399,700.6744393819714
1400,649.3433428194832,678.931036888578,692.5108323569377
1500,641.4711931351786,672.582325265131,684.6305163999875
1600,634.0259015748654,666.4574973323191,677.1250469382768
1700,626.8569075613074,660.4775852649981,669.8622088363165
1800,619.964211094505,654.6425890631699,662.8420020941066
1900,613.347812174458,648.9525087268341,656.0644267116472
2000,606.9764726856595,643.3266859764709,649.5023085366921
2100,600.8470150042514,637.7569160382236,643.152883342492
2200,594.9756807921256,632.2851356449426,637.0302798108124
2300,589.362470049282,626.9113447966297,631.134497941654
2400,584.0073827757208,621.6355434932842,625.4655377350163
2500,578.7863129737116,616.4287085337171,619.9184639283329
2600,573.6866362524125,611.2878876010219,614.482602228725
2700,568.7728791564368,606.2281707546684,609.2125117229839
2800,564.0450416857844,601.2495579946566,604.1081924111099
2900,559.5031238404549,596.3520493209876,599.169644293103
3000,555.0353515322583,591.525750260716,594.3051834846258
3100,550.6303548048575,586.7696543218444,589.5054836580952
3200,546.346248461889,582.0889059467162,584.8182140991319
3300,542.1830325033527,577.4835051353319,580.2433748077359
3400,538.1407069292492,572.9534518876909,575.7809657839072
3500,534.159176370941,568.4671836073946,571.3801722730027
3600,530.2323277683396,564.0214896635307,567.0358252635734
3700,526.3914065612811,559.6327804256342,562.7743449173556
3800,522.6364127497659,555.301055893707,558.5957312343494
3900,518.9673463337937,551.0263160677489,554.4999842145547
4000,515.337146624604,546.7812390207098,550.4446574490672
4100,511.7410264842733,542.5630454937947,546.4254331767332
4200,508.2034542196397,538.3859410014603,542.4643805976559
4300,504.7244298307029,534.2499255437057,538.5614997118352
4400,501.3039533174629,530.1549991205305,534.7167905192711
4500,497.9195921477237,526.1050685368278,530.9110748528233
4600,494.5690644248871,522.1005312031391,527.1424018585278
4700,491.2640335158815,518.1393558508344,523.4207428583209
4800,488.00449942070685,514.2215424799127,519.7460978522024
4900,484.79046213936334,510.34709109037414,516.1184668401726
5000,481.6063377780119,506.51251790277877,512.5255159939561
