% Model,LargeGraphiteBlock_v5_PorousMedia_rad_PBC_grid_parallel_vary_flowrate_charge.mph
% Version,COMSOL 6.0.0.405
% Date,"Mar 2 2023, 10:41"
% Table,Accumulated Probe Table 2 - 
% charge_hrs (h),base_flowrate_factor,max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T","Temperature (K), block1_T","Temperature (K), inlet_T_2","Temperature (K), outlet_T_2","Temperature (K), inlet_T 1","Temperature (K), outlet_T 1","Temperature (K), block2_T","Temperature (K), block3_T","Temperature (K), block4_T","massflowrate (kg/s), mass_flowrate","P_out (W), P_out"
4,1,1,5875.2,2673.0000000000014,2252.367686325301,2564.369118151762,2672.9999999999955,2252.213737878798,2673.000000000002,2252.0655606151645,2512.9498027726913,2455.5880560348733,2222.34550579704,15.583333333333437,-1600533.0500208526
4,1,1,5882.400000000001,2673.0000000000014,2252.5229460437317,2564.556145086632,2672.9999999999955,2252.370054609393,2673.000000000002,2252.2232503164546,2513.1838740935445,2455.850660765235,2222.467531091787,15.583333333333414,-1599933.4612133235
4,1,1,5889.6,2673.0000000000014,2252.672806028336,2564.7428096962444,2672.9999999999955,2252.5237449515776,2673.000000000002,2252.3802383836874,2513.4176185847273,2456.11292589231,2222.5897003789178,15.583333333333387,-1599336.5402523319
4,1,1,5896.8,2673.0000000000014,2252.820943614608,2564.9291154475313,2672.9999999999955,2252.67534116927,2673.000000000002,2252.5345581001434,2513.651071420888,2456.374779585341,2222.712037071507,15.58333333333338,-1598749.76525047
4,1,1,5904,2673.0000000000014,2252.97498015947,2565.115069103622,2672.9999999999955,2252.827548006118,2673.000000000002,2252.6853893655307,2513.8842213808134,2456.636322924532,2222.8345253056837,15.583333333333382,-1598176.2545023877
4,1,1,5911.2,2673.0000000000014,2253.133945725191,2565.3006668637513,2672.9999999999955,2252.9822348486578,2673.000000000002,2252.8362299435116,2514.1170194830365,2456.8977046159393,2222.9571326831647,15.583333333333362,-1597602.7083447112
4,1,1,5918.400000000001,2673.0000000000014,2253.29288378552,2565.4859002252233,2672.9999999999955,2253.1389644354676,2673.000000000002,2252.9906946389992,2514.3494305590943,2457.158954964157,2223.07983961259,15.583333333333368,-1597015.382084222
4,1,1,5925.6,2673.0000000000014,2253.4479309566273,2565.670777557902,2672.9999999999955,2253.295201492628,2673.000000000002,2253.148359665028,2514.5814605902774,2457.419989793482,2223.202665966448,15.583333333333451,-1596415.887100268
4,1,1,5932.8,2673.0000000000014,2253.598778551684,2565.855298705293,2672.9999999999955,2253.449486732468,2673.000000000002,2253.3056144897073,2514.8131744883053,2457.6806488189777,2223.325648571944,15.58333333333353,-1595817.9518385732
4,1,1,5940,2673.0000000000014,2253.749337610087,2566.039469560095,2672.9999999999955,2253.602540747876,2673.000000000002,2253.46071415149,2515.044609006064,2457.940870126793,2223.4487959200865,15.583333333333565,-1595228.211224574
4,1,1,5947.2,2673.0000000000014,2253.906116463199,2566.223299853849,2672.9999999999955,2253.756866252086,2673.000000000002,2253.613152628221,2515.275744428136,2458.2008116800953,2223.5720906080883,15.583333333333467,-1594648.5893232082
4,1,1,5954.400000000001,2673.0000000000014,2254.066765422018,2566.406778719502,2672.9999999999955,2253.913562127089,2673.000000000002,2253.7664159154947,2515.5065295376444,2458.4606372402855,2223.695503879266,15.583333333333453,-1594065.8312172461
4,1,1,5961.6,2673.0000000000014,2254.2259457158257,2566.589889730589,2672.9999999999955,2254.0715893902825,2673.000000000002,2253.923154316716,2515.736922978102,2458.7203485923424,2223.8190181967952,15.583333333333453,-1593469.8595696578
4,1,1,5968.8,2673.0000000000014,2254.3810048813907,2566.7726424141515,2672.9999999999955,2254.228536222905,2673.000000000002,2254.0819248976068,2515.966934059832,2458.9798023380226,2223.9426473892177,15.583333333333385,-1592866.1608975788
4,1,1,5976,2673.0000000000014,2254.531251960119,2566.9550439648388,2672.9999999999955,2254.382875246153,2673.000000000002,2254.2397327737226,2516.1966326368306,2459.238854412206,2224.0664267851116,15.583333333333396,-1592266.1227499708
4,1,1,5983.2,2673.0000000000014,2254.681989715315,2567.1371071822587,2672.9999999999955,2254.535855998288,2673.000000000002,2254.3945858687885,2516.4260657667996,2459.4974551038085,2224.190367705049,15.583333333333385,-1591677.319664822
4,1,1,5990.400000000001,2673.0000000000014,2254.83947697979,2567.3188347339733,2672.9999999999955,2254.690248359858,2673.000000000002,2254.5465938157377,2516.655206613207,2459.7558139433863,2224.314458518279,15.583333333333371,-1591099.334781197
4,1,1,5997.6,2673.0000000000014,2255.0018377669394,2567.5002119199244,2672.9999999999955,2254.8475205032396,2673.000000000002,2254.699390397059,2516.883998338784,2460.01408668508,2224.4386763112198,15.583333333333371,-1590518.3512468522
4,1,1,6004.8,2673.0000000000014,2255.1631632132294,2567.681227850351,2672.9999999999955,2255.0066796281117,2673.000000000002,2254.8562310494185,2517.1123949042485,2460.272213533743,2224.5629967454033,15.583333333333373,-1589921.9908063444
4,1,1,6012,2673.0000000000014,2255.319705650329,2567.861891992841,2672.9999999999955,2255.1651485698367,2673.000000000002,2255.0162467735217,2517.3404059838313,2460.5300608855246,2224.687429331987,15.583333333333377,-1589313.5576847163
4,1,1,6019.2,2673.0000000000014,2255.4697460027514,2568.042211714534,2672.9999999999955,2255.3207316948155,2673.000000000002,2255.1766088816626,2517.5681082590727,2460.7874635012836,2224.8120075647057,15.583333333333366,-1588703.8074955272
4,1,1,6026.400000000001,2673.0000000000014,2255.62107047126,2568.222189648403,2672.9999999999955,2255.4745711350843,2673.000000000002,2255.3329264957283,2517.795550387409,2461.044473304579,2224.936748704242,15.583333333333368,-1588109.4358209933
4,1,1,6033.6,2673.0000000000014,2255.7793887362127,2568.4018334647685,2672.9999999999955,2255.629499530309,2673.000000000002,2255.485427288685,2518.022701771448,2461.301295904885,2225.061640468697,15.583333333333368,-1587529.5769725547
4,1,1,6040.8,2673.0000000000014,2255.9426361531196,2568.5811377804953,2672.9999999999955,2255.787256214088,2673.000000000002,2255.638278015066,2518.24950448323,2461.558038962694,2225.1866540912492,15.583333333333373,-1586948.3875606207
4,1,1,6048,2673.0000000000014,2256.1045845580434,2568.7600849199794,2672.9999999999955,2255.946913031731,2673.000000000002,2255.7953352932223,2518.4759162662685,2461.8145901086573,2225.311765165737,15.583333333333377,-1586351.2034366545
4,1,1,6055.2,2673.0000000000014,2256.2605401332376,2568.9386862421156,2672.9999999999955,2256.1056420210193,2673.000000000002,2255.9559938544453,2518.7019506132087,2462.070785362532,2225.4369843678132,15.583333333333382,-1585740.3260340407
4,1,1,6062.400000000001,2673.0000000000014,2256.409200762667,2569.116945104974,2672.9999999999955,2256.2608871263037,2673.000000000002,2256.1172461322585,2518.9276828838633,2462.32654559364,2225.562348415502,15.583333333333382,-1585127.1911230308
4,1,1,6069.6,2673.0000000000014,2256.560024240763,2569.2948619218264,2672.9999999999955,2256.4142248716403,2673.000000000002,2256.273377086433,2519.1531461103446,2462.581974434125,2225.687877797523,15.583333333333538,-1584533.5291916125
4,1,1,6076.8,2673.0000000000014,2256.7199218729893,2569.4724581774913,2672.9999999999955,2256.569267822318,2673.000000000002,2256.4248151198417,2519.378313521738,2462.83726463268,2225.81355712958,15.58333333333366,-1583957.7113092632
4,1,1,6084,2673.0000000000014,2256.8856249850237,2569.6497185779795,2672.9999999999955,2256.727869476919,2673.000000000002,2256.576746552122,2519.6031272530554,2463.0924778224585,2225.939364339607,15.583333333333618,-1583380.0173599145
4,1,1,6091.2,2673.0000000000014,2257.049723501541,2569.826627636204,2672.9999999999955,2256.889027329312,2673.000000000002,2256.7344979527165,2519.8275550470808,2463.347454497623,2226.0652717817097,15.583333333333504,-1582780.1939510365
4,1,1,6098.400000000001,2673.0000000000014,2257.2068894180607,2570.003188092354,2672.9999999999955,2257.049449688709,2673.000000000002,2256.897265507422,2520.0516194464317,2463.60202204261,2226.1912932949035,15.583333333333442,-1582161.2974521916
4,1,1,6105.6,2673.0000000000014,2257.3565375609824,2570.1794093717176,2672.9999999999955,2257.20617295786,2673.000000000002,2257.0607644310608,2520.27538915147,2463.8561619458874,2226.3174601709998,15.583333333333437,-1581539.62004489
4,1,1,6112.8,2673.0000000000014,2257.5082916004103,2570.35529617436,2672.9999999999955,2257.3606879727618,2673.000000000002,2257.2186663436123,2520.4988896295717,2464.1100212348188,2226.443778317366,15.583333333333396,-1580939.2243393983
4,1,1,6120,2673.0000000000014,2257.6682852089193,2570.5308688444816,2672.9999999999955,2257.5163622416208,2673.000000000002,2257.370888972561,2520.7220930208605,2464.3637951152346,2226.5702346009653,15.583333333333385,-1580360.42316325
4,1,1,6127.2,2673.0000000000014,2257.8330750549667,2570.7061098220956,2672.9999999999955,2257.674819323675,2673.000000000002,2257.523003112366,2520.9449356511172,2464.6174738938003,2226.696821014814,15.583333333333382,-1579782.0344990012
4,1,1,6134.400000000001,2673.0000000000014,2257.9963431712777,2570.880996828515,2672.9999999999955,2257.83544533789,2673.000000000002,2257.68039765987,2521.1673998988354,2464.8708742084877,2226.823521118257,15.583333333333359,-1579183.5679645445
4,1,1,6141.6,2673.0000000000014,2258.153408558888,2571.0555402772625,2672.9999999999955,2257.9954921468,2673.000000000002,2257.84268218717,2521.3895068239344,2465.1238323713924,2226.950343062289,15.58333333333338,-1578566.5080969126
4,1,1,6148.8,2673.0000000000014,2258.3056178567595,2571.229748221364,2672.9999999999955,2258.1530296203473,2673.000000000002,2258.0055645736697,2521.6113269313773,2465.376371112151,2227.077307684883,15.583333333333362,-1577947.1749692995
4,1,1,6156,2673.0000000000014,2258.4605367603845,2571.4036326149026,2672.9999999999955,2258.3093333296806,2673.000000000002,2258.1641536973793,2521.8328830047576,2465.6286553271652,2227.204399195398,15.583333333333368,-1577344.1662579125
4,1,1,6163.2,2673.0000000000014,2258.619832384826,2571.5772097993927,2672.9999999999955,2258.466215054263,2673.000000000002,2258.3189533221953,2522.054138353951,2465.880891958456,2227.3316121050066,15.583333333333377,-1576755.566484494
4,1,1,6170.400000000001,2673.0000000000014,2258.7810077003783,2571.7504516033305,2672.9999999999955,2258.6240993990227,2673.000000000002,2258.4734077785497,2522.275028049512,2466.1330260183563,2227.458956907576,15.583333333333373,-1576168.2791566062
4,1,1,6177.6,2673.0000000000014,2258.9409460553343,2571.92334705837,2672.9999999999955,2258.7828023453876,2673.000000000002,2258.630690411246,2522.4955407099123,2466.3848603560805,2227.5864349324092,15.583333333333368,-1575570.238159544
4,1,1,6184.8,2673.0000000000014,2259.097973808471,2572.0959040494295,2672.9999999999955,2258.9414036050375,2673.000000000002,2258.790628654482,2522.7157059621118,2466.636210272972,2227.714053390155,15.58333333333338,-1574962.0996460358
4,1,1,6192,2673.0000000000014,2259.2548065498027,2572.268130519255,2672.9999999999955,2259.0997606330984,2673.000000000002,2258.9509810716886,2522.9355898767917,2466.887132667404,2227.841804475743,15.583333333333371,-1574352.3863049976
4,1,1,6199.2,2673.0000000000014,2259.414859865198,2572.440040582111,2672.9999999999955,2259.2588954402713,2673.000000000002,2259.109687224724,2523.1552140686767,2467.1378554965,2227.9696703285967,15.583333333333368,-1573748.9326091078
4,1,1,6206.400000000001,2673.0000000000014,2259.5748482479867,2572.611641638633,2672.9999999999955,2259.418489423729,2673.000000000002,2259.268099070993,2523.374535639798,2467.3885505772273,2228.097650224797,15.583333333333368,-1573146.5979656489
4,1,1,6213.6,2673.0000000000014,2259.7331867751896,2572.782909838356,2672.9999999999955,2259.5773619234665,2673.000000000002,2259.4269458918184,2523.5934927288185,2467.639145264458,2228.2257628936454,15.583333333333362,-1572542.6094039262
4,1,1,6220.8,2673.0000000000014,2259.8897949477237,2572.953836548329,2672.9999999999955,2259.7352423562866,2673.000000000002,2259.586198075429,2523.812079553028,2467.889408145421,2228.354015059427,15.583333333333371,-1571937.079517773
4,1,1,6228,2673.0000000000014,2260.046320618804,2573.124430744211,2672.9999999999955,2259.892712674757,2673.000000000002,2259.7450539465935,2524.03032259866,2468.1391616757605,2228.4824178503295,15.58333333333339,-1571333.0565436438
4,1,1,6235.2,2673.0000000000014,2260.207258656239,2573.2947000422696,2672.9999999999955,2260.0515036700463,2673.000000000002,2259.9027976187326,2524.2482903882606,2468.3884783867325,2228.6109516322467,15.583333333333394,-1570733.2625209482
4,1,1,6242.400000000001,2673.0000000000014,2260.371708688348,2573.4646550506545,2672.9999999999955,2260.212591072209,2673.000000000002,2260.0606597520714,2524.4659936717835,2468.637630285623,2228.739595951739,15.58333333333339,-1570133.0180692808
4,1,1,6249.6,2673.0000000000014,2260.533052388902,2573.6343014229446,2672.9999999999955,2260.374277498672,2673.000000000002,2260.221168937267,2524.683385834151,2468.8867709214924,2228.8683498485157,15.583333333333377,-1569522.7086441054
4,1,1,6256.8,2673.0000000000014,2260.6897703255254,2573.8036223715326,2672.9999999999955,2260.534314733243,2673.000000000002,2260.38353770826,2524.900421214207,2469.135829586827,2228.9972256033366,15.583333333333476,-1568905.3284539129
4,1,1,6264,2673.0000000000014,2260.843341649658,2573.9726106190633,2672.9999999999955,2260.6917341113,2673.000000000002,2260.5449241711167,2525.117093584037,2469.3845319105035,2229.126236612677,15.583333333333579,-1568291.68332662
4,1,1,6271.2,2673.0000000000014,2260.998256443982,2574.1412703924148,2672.9999999999955,2260.8479205750814,2673.000000000002,2260.7033622327012,2525.333429663668,2469.6327219413915,2229.2553953433003,15.583333333333664,-1567689.2490038252
4,1,1,6278.400000000001,2673.0000000000014,2261.16022467091,2574.309604554934,2672.9999999999955,2261.005730439408,2673.000000000002,2260.8586296802587,2525.549492396194,2469.8804898152125,2229.3846849819665,15.583333333333547,-1567098.8704123588
4,1,1,6285.6,2673.0000000000014,2261.3265773908734,2574.4776316285565,2672.9999999999955,2261.166687833796,2673.000000000002,2261.0143429832633,2525.7652901744714,2470.128106547902,2229.5140949421702,15.58333333333353,-1566506.7965299273
4,1,1,6292.8,2673.0000000000014,2261.490199270158,2574.6453528522115,2672.9999999999955,2261.32933080204,2673.000000000002,2261.1740839410168,2525.9807810936177,2470.375716237679,2229.6436172660888,15.583333333333504,-1565899.4081615456
4,1,1,6300,2673.0000000000014,2261.6483177264395,2574.8127545016696,2672.9999999999955,2261.4909228125666,2673.000000000002,2261.337581584842,2526.1959197528618,2470.623217145791,2229.773259320178,15.583333333333442,-1565277.7356205126
4,1,1,6307.2,2673.0000000000014,2261.802307920163,2574.9798239953193,2672.9999999999955,2261.6498145054347,2673.000000000002,2261.5014610849266,2526.410698730644,2470.8703327924422,2229.9030368509925,15.583333333333462,-1564654.6111346663
4,1,1,6314.400000000001,2673.0000000000014,2261.9584037617,2575.1465676221414,2672.9999999999955,2261.807248294511,2673.000000000002,2261.662017711968,2526.625144858448,2471.116935870725,2230.03295752591,15.583333333333508,-1564044.121319774
4,1,1,6321.6,2673.0000000000014,2262.1215535968126,2575.3129919428357,2672.9999999999955,2261.965919883963,2673.000000000002,2261.8183627804056,2526.839312771166,2471.363163392053,2230.1630092329447,15.58333333333348,-1563449.6452545656
4,1,1,6328.8,2673.0000000000014,2262.2886660527943,2575.4791125057063,2672.9999999999955,2262.127477338007,2673.000000000002,2261.974526097683,2527.0532214342015,2471.60925337686,2230.2931717996553,15.583333333333448,-1562855.860267825
4,1,1,6336,2673.0000000000014,2262.452126629405,2575.6449306686577,2672.9999999999955,2262.2902983596346,2673.000000000002,2262.134239441725,2527.266823385481,2471.8553609277137,2230.423441941886,15.583333333333428,-1562248.5768960074
4,1,1,6343.2,2673.0000000000014,2262.609054113964,2575.810434608344,2672.9999999999955,2262.4516397860884,2673.000000000002,2262.2978717349056,2527.4800746708484,2472.101310671908,2230.5538328859875,15.583333333333396,-1561626.3923732408
4,1,1,6350.400000000001,2673.0000000000014,2262.7619869103846,2575.975613712313,2672.9999999999955,2262.610179328524,2673.000000000002,2262.462386801509,2527.692974636725,2472.3468577402878,2230.6843669791433,15.583333333333387,-1561000.8512516508
4,1,1,6357.6,2673.0000000000014,2262.919410200894,2576.1404736065165,2672.9999999999955,2262.7678446173522,2673.000000000002,2262.623030727241,2527.9055490434635,2472.59190180284,2230.8150527244484,15.583333333333382,-1560390.0294980328
4,1,1,6364.8,2673.0000000000014,2263.085570552886,2576.3050144606073,2672.9999999999955,2262.92773692745,2673.000000000002,2262.7791936099925,2528.117844501211,2472.8365883056035,2230.9458686214753,15.583333333333382,-1559796.2461635123
4,1,1,6372,2673.0000000000014,2263.25490090392,2576.4692501003415,2672.9999999999955,2263.0911099959303,2673.000000000002,2262.936075697155,2528.329878072811,2473.0811483788298,2231.076783165889,15.583333333333385,-1559199.728174129
4,1,1,6379.2,2673.0000000000014,2263.4181874361802,2576.6331878130777,2672.9999999999955,2263.255251823156,2673.000000000002,2263.098061119896,2528.541597471856,2473.3257165933505,2231.207796293848,15.583333333333396,-1558583.8056016802
4,1,1,6386.400000000001,2673.0000000000014,2263.573033518132,2576.796821619329,2672.9999999999955,2263.4167495237484,2673.000000000002,2263.2638974733613,2528.752974997886,2473.5701079193823,2231.3389289086786,15.583333333333394,-1557953.2405070653
4,1,1,6393.6,2673.0000000000014,2263.724092736025,2576.9601346953905,2672.9999999999955,2263.5745774720276,2673.000000000002,2263.429079329584,2528.9640176329876,2473.8140976197155,2231.470216709204,15.58333333333339,-1557325.1640290646
4,1,1,6400.8,2673.0000000000014,2263.882635458627,2577.123128528323,2672.9999999999955,2263.731953301543,2673.000000000002,2263.5885462410106,2529.1747443769195,2474.057590323379,2231.6016715782557,15.583333333333377,-1556718.8176761898
4,1,1,6408,2673.0000000000014,2264.05272164853,2577.2858066473077,2672.9999999999955,2263.893174531879,2673.000000000002,2263.743165183172,2529.385184098569,2474.3007598932395,2231.733253915947,15.583333333333373,-1556130.9049184313
4,1,1,6415.2,2673.0000000000014,2264.2260188589507,2577.4481794846984,2672.9999999999955,2264.059029695952,2673.000000000002,2263.9001122262734,2529.5953590206473,2474.5438028747044,2231.8649219024765,15.583333333333373,-1555534.1399448772
4,1,1,6422.400000000001,2673.0000000000014,2264.390116616989,2577.610259897319,2672.9999999999955,2264.22517090372,2673.000000000002,2264.065084355564,2529.8052122981453,2474.7868124146635,2231.996682343105,15.583333333333371,-1554906.8609186062
4,1,1,6429.6,2673.0000000000014,2264.5433925691214,2577.772040650665,2672.9999999999955,2264.387266375665,2673.000000000002,2264.2343932970016,2530.014731313722,2475.0296281220158,2232.1285594142446,15.583333333333362,-1554263.0918869576
4,1,1,6436.8,2673.0000000000014,2264.6927946959318,2577.933507075654,2672.9999999999955,2264.5444714976115,2673.000000000002,2264.400680195543,2530.223928007581,2475.272060389628,2232.260591509538,15.583333333333359,-1553630.8136697153
4,1,1,6444,2673.0000000000014,2264.8507378473323,2578.0946601329406,2672.9999999999955,2264.700956118092,2673.000000000002,2264.5590403635606,2530.4328201829962,2475.5140455823807,2232.392795107275,15.583333333333366,-1553028.6755242192
4,1,1,6451.2,2673.0000000000014,2265.0221099327296,2578.255498543259,2672.9999999999955,2264.8621903653125,2673.000000000002,2264.7116644403536,2530.6414215341442,2475.7557156493103,2232.5251233352988,15.583333333333547,-1552448.3479095574
4,1,1,6458.400000000001,2673.0000000000014,2265.1972391791887,2578.416033133026,2672.9999999999955,2265.028719504862,2673.000000000002,2264.8675950096667,2530.8497487462373,2475.9972715878334,2232.6575438142886,15.583333333333565,-1551855.4479081873
4,1,1,6465.6,2673.0000000000014,2265.362498046658,2578.576280566954,2672.9999999999955,2265.1957252415955,2673.000000000002,2265.033453039969,2531.0577551019946,2476.238745552866,2232.790051074665,15.583333333333437,-1551224.8003909537
4,1,1,6472.8,2673.0000000000014,2265.5157640871603,2578.7362342451984,2672.9999999999955,2265.3585111471925,2673.000000000002,2265.204650841593,2531.265439904273,2476.480003093672,2232.922670696625,15.58333333333485,-1550573.8492833846
4,1,1,6480,2673.0000000000014,2265.66527645719,2578.8958777529647,2672.9999999999955,2265.5163177994805,2673.000000000002,2265.3722584971347,2531.472812783028,2476.7208729692416,2233.0554454333183,15.583333333334403,-1549936.5491077509
4,1,1,6487.2,2673.0000000000014,2265.8235033104097,2579.0552077800144,2672.9999999999955,2265.6733248690657,2673.000000000002,2265.5311065830538,2531.679883189912,2476.961319427043,2233.18839013411,15.58333333333374,-1549332.555735645
4,1,1,6494.400000000001,2673.0000000000014,2265.9952240528482,2579.2142252032513,2672.9999999999955,2265.8349975839924,2673.000000000002,2265.683886327542,2531.8866597579986,2477.201483638963,2233.321461278045,15.5833333333336,-1548751.6362205346
4,1,1,6501.6,2673.0000000000014,2266.1701275555315,2579.3729479763338,2672.9999999999955,2266.001573443122,2673.000000000002,2265.8401419377597,2532.093158118758,2477.441543453704,2233.4546259035383,15.58333333333357,-1548157.5003052691
4,1,1,6508.8,2673.0000000000014,2266.336038972072,2579.531388895035,2672.9999999999955,2266.168727725724,2673.000000000002,2266.0059870333685,2532.299343403871,2477.681495637935,2233.5878674962514,15.583333333333522,-1547526.9019700564
4,1,1,6516,2673.0000000000014,2266.48970354321,2579.6895374774344,2672.9999999999955,2266.3317434546298,2673.000000000002,2266.1773812528595,2532.5052071709288,2477.9212025772626,2233.7212034258555,15.583333333333476,-1546875.2040161632
4,1,1,6523.2,2673.0000000000014,2266.6386075059863,2579.8473791311612,2672.9999999999955,2266.489588907081,2673.000000000002,2266.3455442160744,2532.7107607414055,2478.1605187086884,2233.8546956479518,15.58333333333349,-1546235.7923756747
4,1,1,6530.400000000001,2673.0000000000014,2266.7961693126185,2580.0049127920415,2672.9999999999955,2266.6464538204054,2673.000000000002,2266.5043475393395,2532.9160187139473,2478.399438189719,2233.98837145896,15.583333333333453,-1545631.9692061723
4,1,1,6537.6,2673.0000000000014,2266.9675218668103,2580.1621449118184,2672.9999999999955,2266.807917166353,2673.000000000002,2266.657065432926,2533.120980833368,2478.638074880466,2234.1221993503464,15.583333333333453,-1545051.2848687985
4,1,1,6544.8,2673.0000000000014,2267.144356185938,2580.3190790331396,2672.9999999999955,2266.9751681825287,2673.000000000002,2266.813256273678,2533.325667234008,2478.8766097011144,2234.256132203143,15.583333333333416,-1544457.3952286332
4,1,1,6552,2673.0000000000014,2267.3150426449383,2580.475727216277,2672.9999999999955,2267.14474626556,2673.000000000002,2266.9797131543555,2533.530041160602,2479.115043681359,2234.390122128234,15.58333333333339,-1543824.4706826773
4,1,1,6559.2,2673.0000000000014,2267.472907118415,2580.6320905842863,2672.9999999999955,2267.3110057659883,2673.000000000002,2267.15326117193,2533.734093673623,2479.353226934363,2234.5241869397178,15.5833333333334,-1543164.5832705263
4,1,1,6566.400000000001,2673.0000000000014,2267.621318184577,2580.7881510116868,2672.9999999999955,2267.470763351774,2673.000000000002,2267.325186377413,2533.9378408754246,2479.591023536169,2234.658404644707,15.583333333333414,-1542510.8663308758
4,1,1,6573.6,2673.0000000000014,2267.77518439208,2580.9439096076985,2672.9999999999955,2267.6273403152118,2673.000000000002,2267.486671538859,2534.141295056016,2479.8284359120084,2234.7928076631383,15.583333333333425,-1541896.8459186656
4,1,1,6580.8,2673.0000000000014,2267.9424491799014,2581.099364281874,2672.9999999999955,2267.786719889826,2673.000000000002,2267.639593245091,2534.344457653193,2480.065568702299,2234.927366797419,15.583333333333439,-1541315.3866176584
4,1,1,6588,2673.0000000000014,2268.1187111778113,2581.2545295841655,2672.9999999999955,2267.9521426363767,2673.000000000002,2267.7932237160967,2534.547344539822,2480.302592765295,2235.062023265512,15.583333333333444,-1540731.2323567534
4,1,1,6595.2,2673.0000000000014,2268.2914525354363,2581.4094157604522,2672.9999999999955,2268.121274930645,2673.000000000002,2267.9570358470155,2534.7499164467445,2480.539513554046,2235.196718633323,15.583333333333423,-1540108.3640309505
4,1,1,6602.400000000001,2673.0000000000014,2268.450379770824,2581.564018161237,2672.9999999999955,2268.287855670568,2673.000000000002,2268.1297181780383,2534.9521693406623,2480.776182929364,2235.331489307979,15.58333333333342,-1539451.7682476144
4,1,1,6609.6,2673.0000000000014,2268.5979777185,2581.718323608647,2672.9999999999955,2268.4478281478564,2673.000000000002,2268.3022491661077,2535.1541260320814,2481.0124803818558,2235.4664297495497,15.583333333333401,-1538795.7479206403
4,1,1,6616.8,2673.0000000000014,2268.7511949870704,2581.872328755576,2672.9999999999955,2268.60470147296,2673.000000000002,2268.4645568979945,2535.3557960754906,2481.2483754479736,2235.6015686469277,15.583333333333385,-1538178.599821441
4,1,1,6624,2673.0000000000014,2268.919595318123,2582.02603626027,2672.9999999999955,2268.7647386629665,2673.000000000002,2268.617850429187,2535.557180062786,2481.4839909254183,2235.736869364287,15.583333333333371,-1537595.726717993
4,1,1,6631.2,2673.0000000000014,2269.0993043998515,2582.1794503715555,2672.9999999999955,2268.931857652982,2673.000000000002,2268.772070242235,2535.758282977743,2481.719512322915,2235.872248593933,15.583333333333373,-1537009.3315821937
4,1,1,6638.400000000001,2673.0000000000014,2269.275707481211,2582.3325885479203,2672.9999999999955,2269.103213524257,2673.000000000002,2268.9371024738225,2535.9590730279033,2481.954914840241,2236.007653981932,15.583333333333371,-1536381.8240269378
4,1,1,6645.6,2673.0000000000014,2269.434960521512,2582.4854513947603,2672.9999999999955,2269.2711514483567,2673.000000000002,2269.1120589486227,2536.159550377704,2482.1900673776227,2236.1431387414964,15.583333333333362,-1535716.581190934
4,1,1,6652.8,2673.0000000000014,2269.580305519048,2582.6380236792816,2672.9999999999955,2269.4313026838695,2673.000000000002,2269.2866048173137,2536.359742680634,2482.424848232017,2236.2787941207675,15.583333333333373,-1535052.899616225
4,1,1,6660,2673.0000000000014,2269.731787978475,2582.790302446156,2672.9999999999955,2269.587588191874,2673.000000000002,2269.4490365002152,2536.559644691504,2482.659206884326,2236.414653177278,15.583333333333368,-1534435.2802139388
4,1,1,6667.2,2673.0000000000014,2269.9007757921595,2582.9422794342645,2672.9999999999955,2269.747199570081,2673.000000000002,2269.6010013885834,2536.759257838461,2482.893317383058,2236.5506663040856,15.583333333333371,-1533857.4590533997
4,1,1,6674.400000000001,2673.0000000000014,2270.0828921899374,2583.093966630833,2672.9999999999955,2269.914744303471,2673.000000000002,2269.754366170778,2536.9585817389675,2483.127345617736,2236.6867483914743,15.583333333333377,-1533274.315029896
4,1,1,6681.6,2673.0000000000014,2270.2605158061187,2583.245383378435,2672.9999999999955,2270.086754581868,2673.000000000002,2269.9196937944066,2537.15759814137,2483.3612509140157,2236.8228579427478,15.583333333333368,-1532645.684295638
4,1,1,6688.8,2673.0000000000014,2270.419816786528,2583.396532518749,2672.9999999999955,2270.255299462557,2673.000000000002,2270.095552643058,2537.3563124609336,2483.594898502467,2236.959061644126,15.583333333333371,-1531977.0103334626
4,1,1,6696,2673.0000000000014,2270.565734618169,2583.5473938519262,2672.9999999999955,2270.416304950331,2673.000000000002,2270.2708340840272,2537.554750892885,2483.8281326169586,2237.095435095332,15.583333333333366,-1531310.5318677407
4,1,1,6703.2,2673.0000000000014,2270.718033598301,2583.6979590438405,2672.9999999999955,2270.573361270072,2673.000000000002,2270.4338313963362,2537.7528965849237,2484.060938284451,2237.232003221779,15.583333333333373,-1530690.7617539158
4,1,1,6710.400000000001,2673.0000000000014,2270.887799105351,2583.848225142906,2672.9999999999955,2270.733630123525,2673.000000000002,2270.5866410012522,2537.950742329689,2484.2935118631544,2237.368720539274,15.583333333333368,-1530109.7286994995
4,1,1,6717.6,2673.0000000000014,2271.070439164872,2583.998206914405,2672.9999999999955,2270.901625377428,2673.000000000002,2270.7408923959993,2538.1482991598073,2484.5260404554233,2237.5055090831825,15.58333333333338,-1529523.2134795294
4,1,1,6724.8,2673.0000000000014,2271.248578166857,2584.147927202357,2672.9999999999955,2271.074089234348,2673.000000000002,2270.906936014582,2538.3455579240076,2484.7584550797824,2237.642342104797,15.583333333333362,-1528891.8602937972
