% Model,LargeGraphiteBlock_v5_PorousMedia_rad_PBC_grid_parallel_vary_flowrate_charge.mph
% Version,COMSOL 6.0.0.405
% Date,"Mar 2 2023, 10:41"
% Table,Accumulated Probe Table 2 - 
% charge_hrs (h),base_flowrate_factor,max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T","Temperature (K), block1_T","Temperature (K), inlet_T_2","Temperature (K), outlet_T_2","Temperature (K), inlet_T 1","Temperature (K), outlet_T 1","Temperature (K), block2_T","Temperature (K), block3_T","Temperature (K), block4_T","massflowrate (kg/s), mass_flowrate","P_out (W), P_out"
4,5,5,1209.6000000000001,2673.0000000000014,2418.3177313172896,2345.6592581882333,2672.999999999996,2418.2306137841283,2673.0000000000023,2418.143818030854,2332.909527206456,2319.5158021822867,2251.391391870277,77.91666666666681,-4845240.779536295
4,5,5,1216.8,2673.0000000000014,2418.7173675186573,2346.4714671577717,2672.999999999996,2418.6303698868537,2673.0000000000023,2418.5436952824416,2333.6869779633234,2320.2511912118316,2251.8696695954536,77.91666666666681,-4837638.446521525
4,5,5,1224,2673.0000000000014,2419.116469405189,2347.2816153688696,2672.999999999996,2419.0295879430632,2673.0000000000023,2418.9430317466336,2334.4626580942318,2320.985099184502,2252.3477402778794,77.91666666666679,-4830046.394776548
4,5,5,1231.2,2673.0000000000014,2419.515012680261,2348.089708159573,2672.999999999996,2419.4282516606595,2673.0000000000023,2419.3418165707712,2335.236571437592,2321.7175288338494,2252.8256028095448,77.91666666666684,-4822464.8306282805
4,5,5,1238.4,2673.0000000000014,2419.9130255374635,2348.8957508550225,2672.999999999996,2419.8263783575376,2673.0000000000023,2419.740063945441,2336.008722048137,2322.4484830350357,2253.3032562450308,77.91666666666683,-4814893.48429013
4,5,5,1245.6000000000001,2673.0000000000014,2420.310464645232,2349.6997487650665,2672.999999999996,2420.223938167838,2673.0000000000023,2420.1377472625554,2336.7791137504014,2323.1779645163333,2253.7806993663776,77.91666666666684,-4807332.861626279
4,5,5,1252.8,2673.0000000000014,2420.7073975140156,2350.5017071865154,2672.999999999996,2420.6209804151194,2673.0000000000023,2420.534905506847,2337.547750578758,2323.905976139493,2254.2579315719636,77.91666666666681,-4799782.221471902
4,5,5,1260,2673.0000000000014,2421.1037530756835,2351.3016314002716,2672.999999999996,2421.0174580983776,2673.0000000000023,2420.9315027900857,2338.3146363458654,2324.6325206281745,2254.734951549572,77.9166666666668,-4792242.246121987
4,5,5,1267.2,2673.0000000000014,2421.499597285555,2352.099526675577,2672.999999999996,2421.413413922751,2673.0000000000023,2421.3275766763754,2339.0797750650913,2325.357600829903,2255.2117584967095,77.91666666666674,-4784712.221420453
4,5,5,1274.4,2673.0000000000014,2421.8948695631984,2352.8953982660323,2672.999999999996,2421.8088052257644,2673.0000000000023,2421.723091196854,2339.843170537883,2326.0812194628866,2255.688351184933,77.91666666666683,-4777192.831195402
4,5,5,1281.6000000000001,2673.0000000000014,2422.2896326027308,2353.6892514122283,2672.999999999996,2422.203676485917,2673.0000000000023,2422.1180792611935,2340.604826755941,2326.803379361305,2256.16472896103,77.91666666666677,-4769683.449779016
4,5,5,1288.8,2673.0000000000014,2422.683826810286,2354.4810913397696,2672.999999999996,2422.5979886130103,2673.0000000000023,2422.512511669169,2341.3647475092807,2327.5240832378768,2256.6408906018037,77.9166666666668,-4762184.632315955
4,5,5,1296,2673.0000000000014,2423.0774902146845,2355.2709232614147,2672.999999999996,2422.991766318966,2673.0000000000023,2422.9064075817964,2342.1229367680066,2328.2433339124336,2257.116835247038,77.91666666666686,-4754696.014523573
4,5,5,1303.2,2673.0000000000014,2423.4705890334785,2356.0587523750105,2672.999999999996,2423.384985966735,2673.0000000000023,2423.2997494649876,2342.87939831121,2328.961134092213,2257.5925616207232,77.91666666666679,-4747217.929754366
4,5,5,1310.4,2673.0000000000014,2423.863156245766,2356.8445838657817,2672.999999999996,2423.777671438734,2673.0000000000023,2423.6925533158833,2343.6341360873994,2329.677486584314,2258.0680692147093,77.91666666666679,-4739750.073875671
4,5,5,1317.6000000000001,2673.0000000000014,2424.2552110435486,2357.6284229036687,2672.999999999996,2424.1698361630856,2673.0000000000023,2424.084834569122,2344.3871538653625,2330.392394091089,2258.5433568557905,77.91666666666683,-4732292.153449527
4,5,5,1324.8,2673.0000000000014,2424.6467149753166,2358.4102746467493,2672.999999999996,2424.561453712457,2673.0000000000023,2424.476570493991,2345.138455571031,2331.105859406749,2259.0184235827687,77.91666666666673,-4724844.600624704
4,5,5,1332,2673.0000000000014,2425.037698261118,2359.190144237241,2672.999999999996,2424.952545341144,2673.0000000000023,2424.867779794198,2345.888044963524,2331.8178852275287,2259.4932684741634,77.91666666666677,-4717407.059812256
4,5,5,1339.2,2673.0000000000014,2425.4281008216844,2359.9680368051672,2672.999999999996,2425.3430672509435,2673.0000000000023,2425.258424835485,2346.635925945861,2332.5284743349866,2259.967890454233,77.91666666666681,-4709980.246502237
4,5,5,1346.4,2673.0000000000014,2425.8179859807283,2360.743957465891,2672.999999999996,2425.7330669172907,2673.0000000000023,2425.6485416379733,2347.3821022682873,2333.237629419079,2260.4422888405643,77.91666666666677,-4702563.475892359
4,5,5,1353.6000000000001,2673.0000000000014,2426.2073133325894,2361.5179113225686,2672.999999999996,2426.1225154468375,2673.0000000000023,2426.0381091660556,2348.126577809313,2333.9453532490297,2260.916462449258,77.91666666666683,-4695157.14790425
4,5,5,1360.8,2673.0000000000014,2426.596143837833,2362.2899034636825,2672.999999999996,2426.511458611849,2673.0000000000023,2426.427166445494,2348.869356311111,2334.6516485086017,2261.3904106522527,77.91666666666683,-4687760.520593283
4,5,5,1368,2673.0000000000014,2426.9844058691724,2363.059938965349,2672.999999999996,2426.899838354736,2673.0000000000023,2426.8156690518126,2349.6104416284224,2335.3565179547104,2261.8641320014135,77.9166666666668,-4680374.438542887
4,5,5,1375.2,2673.0000000000014,2427.3721509891957,2363.828022889181,2672.999999999996,2427.287693899037,2673.0000000000023,2427.2036427310227,2350.3498374966935,2336.059964265564,2262.3376260195932,77.91666666666681,-4672998.412278233
4,5,5,1382.4,2673.0000000000014,2427.759349223803,2364.5941602843313,2672.999999999996,2427.6750060131735,2673.0000000000023,2427.5910721472383,2351.087547744823,2336.761990185187,2262.8108915067605,77.91666666666679,-4665632.733360327
4,5,5,1389.6000000000001,2673.0000000000014,2428.146016911675,2365.3583561857054,2672.999999999996,2428.0617920852733,2673.0000000000023,2427.977971753578,2351.823576102529,2337.4625983864044,2263.283927994681,77.91666666666679,-4658277.127011052
4,5,5,1396.8,2673.0000000000014,2428.532169234148,2366.120615615801,2672.999999999996,2428.4480565752233,2673.0000000000023,2428.3643523603873,2352.557926372595,2338.161791599183,2263.7567341628956,77.9166666666668,-4650931.3877080735
4,5,5,1404,2673.0000000000014,2428.917723325631,2366.8809435830635,2672.999999999996,2428.8337386030134,2673.0000000000023,2428.7501613258223,2353.2906022787656,2338.8595724910624,2264.2293089034815,77.91666666666681,-4643596.516260026
4,5,5,1411.2,2673.0000000000014,2429.3028037175436,2367.6393450832384,2672.999999999996,2429.2189229979826,2673.0000000000023,2429.1354625383215,2354.0216075988487,2339.5559437792745,2264.701651586453,77.91666666666683,-4636271.298041849
4,5,5,1418.4,2673.0000000000014,2429.687328179006,2368.3958250982546,2672.999999999996,2429.6035613912954,2673.0000000000023,2429.5202157983713,2354.7509460496,2340.2509081262283,2265.173761372122,77.91666666666679,-4628956.497312817
4,5,5,1425.6000000000001,2673.0000000000014,2430.071391875655,2369.150388597379,2672.999999999996,2429.9877213698715,2673.0000000000023,2429.904482646321,2355.4786213841767,2340.9444682371222,2265.6456375812004,77.91666666666684,-4621650.944088673
4,5,5,1432.8,2673.0000000000014,2430.454839836113,2369.9030405367985,2672.999999999996,2430.371292913862,2673.0000000000023,2430.2881775618134,2356.2046373108064,2341.636626768903,2266.117278760906,77.91666666666683,-4614356.26425355
4,5,5,1440,2673.0000000000014,2430.837804945921,2370.6537858598376,2672.999999999996,2430.7543646257755,2673.0000000000023,2430.671366373909,2356.9289975606057,2342.3273864147322,2266.5886844224965,77.91666666666676,-4607071.206287541
4,5,5,1447.2,2673.0000000000014,2431.2201833152344,2371.4026294962305,2672.999999999996,2431.136864847447,2673.0000000000023,2431.0539904185603,2357.6517058326717,2343.0167498248484,2267.0598532617523,77.91666666666683,-4599796.885492076
4,5,5,1454.4,2673.0000000000014,2431.602080014342,2372.1495763626212,2672.999999999996,2431.518872120943,2673.0000000000023,2431.436108063548,2358.372765836945,2343.7047196798867,2267.530785058384,77.91666666666683,-4592532.192198093
4,5,5,1461.6000000000001,2673.0000000000014,2431.9834111242803,2372.894631362905,2672.999999999996,2431.9003249856996,2673.0000000000023,2431.817679182566,2359.0921812611455,2344.3912986237174,2268.0014782955236,77.91666666666674,-4585277.889273607
4,5,5,1468.8,2673.0000000000014,2432.3642275115076,2373.6377993875003,2672.999999999996,2432.2812582288166,2673.0000000000023,2432.198729107998,2359.8099557956325,2345.076489325338,2268.471932552624,77.91666666666683,-4578033.495107979
4,5,5,1476,2673.0000000000014,2432.7445296096407,2374.3790853149294,2672.999999999996,2432.6616688478584,2673.0000000000023,2432.5792589851044,2360.526093115237,2345.7602944217756,2268.9421465004666,77.9166666666668,-4570798.987927753
4,5,5,1483.2,2673.0000000000014,2433.12428265695,2375.118494009973,2672.999999999996,2433.041538717041,2673.0000000000023,2432.959245459435,2361.240596892246,2346.442716571549,2269.412119680389,77.91666666666679,-4563574.811739866
4,5,5,1490.4,2673.0000000000014,2433.5035523572137,2375.8560303253876,2672.999999999996,2433.4209137867574,2673.0000000000023,2433.338729767784,2361.953470787571,2347.123758404452,2269.881851229499,77.91666666666681,-4556360.182564389
4,5,5,1497.6000000000001,2673.0000000000014,2433.8822446846466,2376.5916991003905,2672.999999999996,2433.7997283305986,2673.0000000000023,2433.7176625014636,2362.6647184572726,2347.8034225685255,2270.351340083239,77.9166666666668,-4549156.039742465
4,5,5,1504.8,2673.0000000000014,2434.2604569695395,2377.3255051619863,2672.999999999996,2434.1780462928705,2673.0000000000023,2434.096097114213,2363.374343547704,2348.4817116853174,2270.820585460264,77.9166666666668,-4541961.36702983
4,5,5,1512,2673.0000000000014,2434.6380681892833,2378.0574533236813,2672.999999999996,2434.5557806501765,2673.0000000000023,2434.473958117041,2364.082349699171,2349.158628391787,2271.289586175572,77.9166666666668,-4534777.599597785
4,5,5,1519.2,2673.0000000000014,2435.0152445726776,2378.787548387288,2672.999999999996,2434.933054399448,2673.0000000000023,2434.851337202749,2364.7887405431056,2349.83417530189,2271.7583421228187,77.91666666666683,-4527602.994213378
4,5,5,1526.4,2673.0000000000014,2435.391846546649,2379.515795140781,2672.999999999996,2435.30977142631,2673.0000000000023,2435.2281682392595,2365.493519703972,2350.508355042902,2272.2268518344613,77.91666666666681,-4520438.808157449
4,5,5,1533.6000000000001,2673.0000000000014,2435.767969219151,2380.2421983598815,2672.999999999996,2435.685998114997,2673.0000000000023,2435.604506438523,2366.196690798036,2351.181170222008,2272.695114909682,77.91666666666681,-4513283.991759147
4,5,5,1540.8,2673.0000000000014,2436.143502143212,2380.9667628075786,2672.999999999996,2436.0616522843793,2673.0000000000023,2435.980284808829,2366.8982574338115,2351.8526234558403,2273.163129872583,77.91666666666676,-4506139.818642438
4,5,5,1548,2673.0000000000014,2436.518548163276,2381.6894932350224,2672.999999999996,2436.436805662811,2673.0000000000023,2436.3555537650354,2367.5982232121137,2352.5227173438916,2273.630896579049,77.91666666666679,-4499005.33033666
4,5,5,1555.2,2673.0000000000014,2436.893086191586,2382.4103943800696,2672.999999999996,2436.811448729809,2673.0000000000023,2436.7303083922334,2368.296591726186,2353.1914544919805,2274.0984138161484,77.9166666666668,-4491880.620282519
4,5,5,1562.4,2673.0000000000014,2437.267073498649,2383.129470968583,2672.999999999996,2437.185555400375,2673.0000000000023,2437.104529283997,2368.993366561763,2353.8588374916035,2274.5656810399987,77.91666666666679,-4484766.057428584
4,5,5,1569.6000000000001,2673.0000000000014,2437.6405520830253,2383.8467277137393,2672.999999999996,2437.55915004759,2673.0000000000023,2437.4782386068982,2369.6885512966387,2354.5248689385003,2275.032697238603,77.91666666666679,-4477661.220351434
4,5,5,1576.8,2673.0000000000014,2438.0134505940573,2384.5621693164458,2672.999999999996,2437.9321802586974,2673.0000000000023,2437.8513927209874,2370.382149501181,2355.1895514171006,2275.4994615651203,77.91666666666681,-4470566.938719021
4,5,5,1584,2673.0000000000014,2438.38591636019,2385.275800465523,2672.999999999996,2438.304748040381,2673.0000000000023,2438.2240727849426,2371.074164737702,2355.8528875135858,2275.965973350993,77.9166666666668,-4463481.669569765
4,5,5,1591.2,2673.0000000000014,2438.7578171487153,2385.987625837223,2672.999999999996,2438.676763777018,2673.0000000000023,2438.5962062222734,2371.7646005609677,2356.5148798045943,2276.4322316474704,77.91666666666677,-4456406.792703784
4,5,5,1598.4,2673.0000000000014,2439.129258099791,2386.6976500953824,2672.999999999996,2439.048302496723,2673.0000000000023,2438.96785037193,2372.453460518682,2357.175530865861,2276.8982358358066,77.9166666666668,-4449341.218011839
4,5,5,1605.6000000000001,2673.0000000000014,2439.500097497898,2387.4058778917706,2672.999999999996,2439.4192638106892,2673.0000000000023,2439.3389310570305,2373.140748150774,2357.834843265351,2277.3639847933614,77.91666666666688,-4442286.355720298
4,5,5,1612.8,2673.0000000000014,2439.8704867982838,2388.112313865771,2672.999999999996,2439.7897529021543,2673.0000000000023,2439.7095296797224,2373.826466989274,2358.492819568893,2277.8294781439986,77.91666666666683,-4435240.658238508
4,5,5,1620,2673.0000000000014,2440.240311383585,2388.8169626445992,2672.999999999996,2440.1596917168945,2673.0000000000023,2440.0795866840194,2374.5106205591755,2359.149462335998,2278.2947146780634,77.9166666666668,-4428205.2578251185
4,5,5,1627.2,2673.0000000000014,2440.6096757960445,2389.5198288431648,2672.999999999996,2440.529154841901,2673.0000000000023,2440.449157013348,2375.19321237837,2359.8047741237165,2278.759694055076,77.91666666666677,-4421179.109914203
4,5,5,1634.4,2673.0000000000014,2440.9784585987572,2390.220917064649,2672.999999999996,2440.898057121752,2673.0000000000023,2440.8181767692804,2375.874245956833,2360.45875748396,2279.2244149473286,77.9166666666668,-4414163.429321036
4,5,5,1641.6000000000001,2673.0000000000014,2441.346733189509,2390.920231899731,2672.999999999996,2441.266449301529,2673.0000000000023,2441.1866829196842,2376.5537247966677,2361.1114149648715,2279.688876999112,77.91666666666677,-4407157.513224777
4,5,5,1648.8,2673.0000000000014,2441.7144978501224,2391.617777927032,2672.999999999996,2441.6343272271074,2673.0000000000023,2441.5546776610527,2377.231652392241,2361.7627491093763,2280.153079303091,77.9166666666668,-4400161.319866861
4,5,5,1656,2673.0000000000014,2442.0817764610697,2392.313559712999,2672.999999999996,2442.001711201626,2673.0000000000023,2441.9221732228666,2377.908032230372,2362.4127624559255,2280.617021204411,77.9166666666668,-4393174.616744049
4,5,5,1663.2,2673.0000000000014,2442.448552991186,2393.0075818127475,2672.999999999996,2442.3685884087668,2673.0000000000023,2442.2891638532556,2378.5828677906306,2363.061457538279,2281.08070173945,77.91666666666679,-4386197.513209432
4,5,5,1670.4,2673.0000000000014,2442.814778675002,2393.6998487690075,2672.999999999996,2442.7349265033863,2673.0000000000023,2442.6556185768145,2379.2561625454746,2363.7088368861223,2281.5441200780215,77.91666666666677,-4379230.598156737
4,5,5,1677.6000000000001,2673.0000000000014,2443.1804889041705,2394.3903651127553,2672.999999999996,2443.1007502625393,2673.0000000000023,2443.021554624723,2379.92791996021,2364.354903025496,2282.00727574692,77.91666666666679,-4372273.543992624
4,5,5,1684.8,2673.0000000000014,2443.545677174437,2395.079135362844,2672.999999999996,2443.466057339443,2673.0000000000023,2443.386973435028,2380.59814349314,2364.999658478051,2282.4701678378246,77.91666666666681,-4365326.323377335
4,5,5,1692,2673.0000000000014,2443.9103979078827,2395.766164026146,2672.999999999996,2443.830885464019,2673.0000000000023,2443.7519109872624,2381.2668365945387,2365.6431057613827,2282.9327958872714,77.91666666666681,-4358388.252280086
4,5,5,1699.2,2673.0000000000014,2444.274574714069,2396.4514555978208,2672.999999999996,2444.195176018725,2673.0000000000023,2444.11631974624,2381.934002707401,2366.285247387935,2283.3951584220267,77.91666666666677,-4351460.234424008
4,5,5,1706.4,2673.0000000000014,2444.638243871955,2397.1350145613646,2672.999999999996,2444.558955506932,2673.0000000000023,2444.480213424582,2382.599645267025,2366.926085865858,2283.8572552481896,77.9166666666668,-4344542.00910921
4,5,5,1713.6000000000001,2673.0000000000014,2445.0013791935326,2397.8168453883345,2672.999999999996,2444.9222036229553,2673.0000000000023,2444.843576377555,2383.2637677015286,2367.565623698439,2284.3190852755474,77.91666666666681,-4337633.873768249
4,5,5,1720.8,2673.0000000000014,2445.364038287544,2398.496952538438,2672.999999999996,2445.2849708495937,2673.0000000000023,2445.206449135046,2383.926373431285,2368.203863385339,2284.78064844668,77.9166666666668,-4330735.0578604
4,5,5,1728,2673.0000000000014,2445.7262003127203,2399.1753404596834,2672.999999999996,2445.647236714803,2673.0000000000023,2445.568827167394,2384.5874658697835,2368.8408074216013,2285.2419434530407,77.91666666666681,-4323845.647502053
4,5,5,1735.2,2673.0000000000014,2446.0878467387065,2399.8520135885574,2672.999999999996,2446.008991075454,2673.0000000000023,2445.930695226985,2385.2470484230307,2369.4764582990906,2285.7029697167372,77.91666666666681,-4316965.932575822
4,5,5,1742.4,2673.0000000000014,2446.4489510620347,2400.526976349839,2672.999999999996,2446.37020542275,2673.0000000000023,2446.292027957903,2385.90512448948,2370.110818504329,2286.163726085522,77.91666666666681,-4310096.395139789
4,5,5,1749.6000000000001,2673.0000000000014,2446.8095560013935,2401.200233156607,2672.999999999996,2446.730918874194,2673.0000000000023,2446.6528509409563,2386.5616974603154,2370.7438905199915,2286.6242124007517,77.91666666666681,-4303236.548860437
4,5,5,1756.8,2673.0000000000014,2447.169681678264,2401.871788410456,2672.999999999996,2447.0911486704945,2673.0000000000023,2447.013184351198,2387.216770719812,2371.375676822724,2287.084428047422,77.91666666666683,-4296386.010175996
4,5,5,1764,2673.0000000000014,2447.5293078965396,2402.541646501363,2672.999999999996,2447.450880941196,2673.0000000000023,2447.3730257606417,2387.8703476448986,2372.006179886158,2287.544372011959,77.9166666666668,-4289544.825246867
4,5,5,1771.2,2673.0000000000014,2447.888410938207,2403.2098118076883,2672.999999999996,2447.8100945710994,2673.0000000000023,2447.732355458662,2388.522431605824,2372.6354021786583,2288.004043543391,77.91666666666683,-4282713.368804554
4,5,5,1778.4,2673.0000000000014,2448.2469734852166,2403.8762886963154,2672.999999999996,2448.168772281494,2673.0000000000023,2448.091153209128,2389.173025964808,2373.2633461661967,2288.4634416272597,77.91666666666683,-4275892.0255720075
4,5,5,1785.6000000000001,2673.0000000000014,2448.605031840206,2404.541081523071,2672.999999999996,2448.5269449260513,2673.0000000000023,2448.449437177989,2389.822134076929,2373.89001430947,2288.9225661769606,77.91666666666683,-4269080.450183981
4,5,5,1792.8,2673.0000000000014,2448.962626195265,2405.204194632002,2672.999999999996,2448.8846425078054,2673.0000000000023,2448.807240823289,2390.4697592900725,2374.5154090658875,2289.3814162806934,77.91666666666679,-4262278.006547448
4,5,5,1800,2673.0000000000014,2449.3197086528244,2405.8656323559476,2672.999999999996,2449.241833587401,2673.0000000000023,2449.1645428983848,2391.115904945256,2375.1395328870008,2289.8399912681784,77.91666666666681,-4255485.098596403
4,5,5,1807.2,2673.0000000000014,2449.676288555582,2406.5253990163274,2672.999999999996,2449.5985198356407,2673.0000000000023,2449.521343572886,2391.760574376355,2375.7623882206435,2290.2982901153755,77.91666666666683,-4248701.723106308
4,5,5,1814.4,2673.0000000000014,2450.0323156482277,2407.1834989231515,2672.999999999996,2449.9546655877234,2673.0000000000023,2449.8776067039207,2392.4037709104987,2376.38397750965,2290.7563122769043,77.91666666666681,-4241928.567213492
4,5,5,1821.6000000000001,2673.0000000000014,2450.3879125940375,2407.839936375102,2672.999999999996,2450.310362563049,2673.0000000000023,2450.2334046900883,2393.0454978672387,2377.0043031935224,2291.2140575876574,77.91666666666683,-4235164.254499843
4,5,5,1828.8,2673.0000000000014,2450.7429668311997,2408.4947156598664,2672.999999999996,2450.6655307236997,2673.0000000000023,2450.5886856349193,2393.6857585588446,2377.623367707976,2291.6715247204265,77.91666666666681,-4228409.771603685
4,5,5,1836,2673.0000000000014,2451.097583843437,2409.147841053493,2672.999999999996,2451.0202466133783,2673.0000000000023,2450.9435067904246,2394.324556290353,2378.241173484705,2292.1287135821926,77.91666666666676,-4221664.03006888
4,5,5,1843.2,2673.0000000000014,2451.4515914836834,2409.7993168212056,2672.999999999996,2451.374378363531,2673.0000000000023,2451.297763940516,2394.961894359853,2378.857722951301,2292.5856223949954,77.91666666666679,-4214929.011217134
4,5,5,1850.4,2673.0000000000014,2451.8051386915954,2410.4491472172926,2672.999999999996,2451.728035537158,2673.0000000000023,2451.6515306297906,2395.5977760580236,2379.473018529265,2293.0422516065705,77.91666666666681,-4208203.316842789
4,5,5,1857.6000000000001,2673.0000000000014,2452.1581655109,2411.0973364847155,2672.999999999996,2452.081173817305,2673.0000000000023,2452.004781373716,2396.2322046685345,2380.0870626370015,2293.4985998526417,77.91666666666679,-4201487.431449558
4,5,5,1864.8,2673.0000000000014,2452.5107617289104,2411.743888855056,2672.999999999996,2452.433866845042,2673.0000000000023,2452.3575752318848,2396.8651834680736,2380.6998576867736,2293.954667218825,77.91666666666683,-4194780.232215941
4,5,5,1872,2673.0000000000014,2452.8628387764015,2412.3888085487856,2672.999999999996,2452.786044128416,2673.0000000000023,2452.7098652195086,2397.496715726587,2381.311406089615,2294.410452201116,77.91666666666677,-4188082.61240126
4,5,5,1879.2,2673.0000000000014,2453.2143976906204,2413.0320997752583,2672.999999999996,2453.1377105895285,2673.0000000000023,2453.061643430939,2398.126804706631,2381.9217102499206,2294.8659545837295,77.91666666666679,-4181394.72230502
4,5,5,1886.4,2673.0000000000014,2453.5654735313424,2413.67376673273,2672.999999999996,2453.4888870356435,2673.0000000000023,2453.412926914625,2398.7554536637986,2382.5307725718444,2295.3211737996758,77.91666666666677,-4174716.2378076282
4,5,5,1893.6000000000001,2673.0000000000014,2453.916046814757,2414.313813608692,2672.999999999996,2453.8395686680005,2673.0000000000023,2453.7637151729045,2399.3826658466505,2383.1385954507446,2295.7761091430243,77.91666666666677,-4168047.1683707065
4,5,5,1900.8,2673.0000000000014,2454.2661683572733,2414.9522445792827,2672.999999999996,2454.189787264849,2673.0000000000023,2454.1140387245355,2400.0084444969357,2383.745181282588,2296.2307601558073,77.91666666666679,-4161386.9337817235
4,5,5,1908,2673.0000000000014,2454.615722631808,2415.5890638101164,2672.999999999996,2454.5394604651947,2673.0000000000023,2454.463830356312,2400.6327928492815,2384.350532452048,2296.6851254909366,77.91666666666677,-4154736.8118754933
4,5,5,1915.2,2673.0000000000014,2454.9647683865364,2416.2242754561225,2672.999999999996,2454.8886250180485,2673.0000000000023,2454.8131091854893,2401.2557141315856,2384.954651345985,2297.139205063267,77.9166666666668,-4148096.4392013834
4,5,5,1922.4,2673.0000000000014,2455.313305193049,2416.857883661108,2672.999999999996,2455.2372785488697,2673.0000000000023,2455.1618771500907,2401.87721156507,2385.5575403410094,2297.592997900036,77.91666666666683,-4141465.7789144265
4,5,5,1929.6000000000001,2673.0000000000014,2455.6614086095615,2417.4898925579732,2672.999999999996,2455.585483810681,2673.0000000000023,2455.510184663541,2402.497288363895,2386.1592018179877,2298.046503941837,77.91666666666683,-4134843.8725712537
4,5,5,1936.8,2673.0000000000014,2456.0090154005475,2418.120306268885,2672.999999999996,2455.933192459561,2673.0000000000023,2455.8580030903645,2403.115947735062,2386.75963814702,2298.499721925744,77.91666666666683,-4128231.2645798903
4,5,5,1944,2673.0000000000014,2456.3561334748583,2418.749128905239,2672.999999999996,2456.280413419969,2673.0000000000023,2456.2053314676828,2403.7331928784934,2387.3588517008848,2298.952651525061,77.9166666666668,-4121627.9732465222
4,5,5,1951.2,2673.0000000000014,2456.702726864528,2419.376364567442,2672.999999999996,2456.6271185728797,2673.0000000000023,2456.5521473778867,2404.349026987301,2387.9568448398554,2299.40529200435,77.91666666666674,-4115034.4247669727
4,5,5,1958.4,2673.0000000000014,2457.0488536284556,2420.00201734528,2672.999999999996,2456.9733500561542,2673.0000000000023,2456.8984858209606,2404.9634532476143,2388.553619926673,2299.8576430069943,77.91666666666677,-4108449.9537333557
4,5,5,1965.6000000000001,2673.0000000000014,2457.394501715228,2420.62609131786,2672.999999999996,2457.319102623268,2673.0000000000023,2457.2443452953644,2405.576474838342,2389.1491793131377,2300.309703905531,77.91666666666677,-4101874.58869261
4,5,5,1972.8,2673.0000000000014,2457.7396310427725,2421.248590553473,2672.999999999996,2457.664338672716,2673.0000000000023,2457.5896971890734,2406.18809493162,2389.743525353705,2300.761473503805,77.91666666666681,-4095308.8736066464
4,5,5,1980,2673.0000000000014,2458.08425268883,2421.8695191098373,2672.999999999996,2458.0090751839884,2673.0000000000023,2457.934543313647,2406.798316692742,2390.336660393944,2301.2129516887067,77.91666666666677,-4088752.7740348573
4,5,5,1987.2,2673.0000000000014,2458.4283481884504,2422.4888810341695,2672.999999999996,2458.3532873234853,2673.0000000000023,2458.278868948204,2407.4071432802025,2390.9285867814406,2301.664137338105,77.9166666666668,-4082206.5698459707
4,5,5,1994.4,2673.0000000000014,2458.7720221707114,2423.106680363095,2672.999999999996,2458.69706395751,2673.0000000000023,2458.6227440352172,2408.014577845911,2391.5193068539147,2302.115030777621,77.91666666666683,-4075668.9313166104
4,5,5,2001.6000000000001,2673.0000000000014,2459.1152120412376,2423.722921122697,2672.999999999996,2459.0403527335307,2673.0000000000023,2458.9661394169802,2408.6206235349,2392.1088229486554,2302.565630663972,77.91666666666681,-4069140.4127837336
4,5,5,2008.8,2673.0000000000014,2459.4579470768504,2424.3376073284903,2672.999999999996,2459.3831789023743,2673.0000000000023,2459.3090712673834,2409.225283485178,2392.6971373935316,2303.0159367889455,77.91666666666677,-4062620.706754466
4,5,5,2016,2673.0000000000014,2459.800140433479,2424.9507429854184,2672.999999999996,2459.7254779717964,2673.0000000000023,2459.651482700224,2409.828560827879,2393.284252516213,2303.4659481028225,77.91666666666679,-4056110.8947305228
4,5,5,2023.2,2673.0000000000014,2460.141825105095,2425.5623320877835,2672.999999999996,2460.0672711107827,2673.0000000000023,2459.99338691607,2410.4304586875246,2393.8701706382767,2303.915664339405,77.91666666666681,-4049610.725746917
4,5,5,2030.4,2673.0000000000014,2460.483065854405,2426.1723786194507,2672.999999999996,2460.408611722321,2673.0000000000023,2460.3348289471137,2411.030980181676,2394.4548940809527,2304.3650851330704,77.91666666666679,-4043119.343666769
4,5,5,2037.6000000000001,2673.0000000000014,2460.82376871414,2426.7808865542447,2672.999999999996,2460.7494285757984,2673.0000000000023,2460.6757611589155,2411.6301284212873,2395.038425158897,2304.814209303855,77.9166666666668,-4036637.6540998877
4,5,5,2044.8,2673.0000000000014,2461.1640520500814,2427.3878598552146,2672.999999999996,2461.0898101949806,2673.0000000000023,2461.0162444537054,2412.2279065104913,2395.620766184818,2305.263036932091,77.9166666666668,-4030164.4991938747
4,5,5,2052,2673.0000000000014,2461.503737008727,2427.9933024750744,2672.999999999996,2461.4296214342166,2673.0000000000023,2461.3561752556825,2412.8243175467546,2396.201919463184,2305.7115664829935,77.91666666666683,-4023701.848096913
4,5,5,2059.2000000000003,2673.0000000000014,2461.8430522836525,2428.597218356257,2672.999999999996,2461.769026802923,2673.0000000000023,2461.6956774174682,2413.4193646207023,2396.781887296478,2306.1597986121815,77.91666666666679,-4017247.346164476
