% Model,LargeGraphiteBlockCharge_v3_mdotbnd_discharge_full_gridindep.mph
% Version,COMSOL 6.0.0.405
% Date,"Dec 20 2024, 15:09"
% Table,Accumulated Probe Table 25 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate"
1,1,0,2173,2673.000007913284,2672.994363947043,2669.303163287659,2672.9999999999754,1.2238480060731034
1,1,36,2173,2658.756441710068,2668.6847695093684,2500.647822982685,2672.999997357533,1.2238490552579284
1,1,72,2173,2622.270451791687,2664.1956716996056,2456.6729568363403,2672.9996319117436,1.2238490552578878
1,1,108,2173,2596.945560589104,2659.944714497483,2434.323662398821,2672.98620073369,1.2238490552579344
1,1,144,2173,2578.475182833897,2655.8508260058297,2419.3348063972694,2672.9365636668945,1.2238490552579284
1,1,180,2173,2564.0124692668796,2651.8698938013576,2408.0944679254676,2672.8288088606137,1.2238490552579255
1,1,216,2173,2552.490167423821,2647.9890049391997,2399.4021373572127,2672.634061639217,1.2238490552579249
1,1,252,2173,2543.0507092938756,2644.1865537146546,2392.4646867122583,2672.352838789092,1.2238490552579255
1,1,288,2173,2535.5003071277565,2640.4674174296038,2387.058314594196,2671.9472061366014,1.2238490552579266
1,1,324,2173,2529.0452455720047,2636.8138001145235,2382.471762012782,2671.395858838419,1.2238490552579273
1,1,360,2173,2523.389347949638,2633.218493072572,2378.4637032928836,2670.6806375961573,1.223849055257926
1,1,396,2173,2518.3767890807453,2629.675005863423,2374.9273931307307,2669.798188900357,1.223849055257924
1,1,432,2173,2513.90483222484,2626.1778319137215,2371.793161151298,2668.7572507702084,1.2238490552579244
1,1,468,2173,2509.88099219895,2622.722423800476,2368.98862293997,2667.574165615517,1.2238490552579255
1,1,504,2173,2506.2193881610115,2619.305045553193,2366.4425140249227,2666.268115473634,1.2238490552579238
1,1,540,2173,2502.848322661319,2615.922631681806,2364.0969862906663,2664.8574063316646,1.2238490552579238
1,1,576,2173,2499.7124218616987,2612.5726766686066,2361.9105851837585,2663.3575957990256,1.2238490552579262
1,1,612,2173,2496.7692872839834,2609.253137438761,2359.853621585612,2661.781344704606,1.2238490552579273
1,1,648,2173,2493.9854290287935,2605.9623415459655,2357.9029988636275,2660.1391926113683,1.2238490552579244
1,1,684,2173,2491.333337060923,2602.698909751516,2356.039806972026,2658.4403829715757,1.2238490552579249
1,1,720,2173,2488.790286116109,2599.4616960144176,2354.2488545811034,2656.6932702602767,1.2238490552579262
1,1,756,2173,2486.338163423738,2596.249742113072,2352.518085926403,2654.9053284532624,1.2238490552579249
1,1,792,2173,2483.9621360781084,2593.06224710201,2350.8375755011216,2653.083028200968,1.2238490552579229
1,1,828,2173,2481.6493630599007,2589.8985422192045,2349.19931767891,2651.2318084530775,1.2238490552579255
1,1,864,2173,2479.390005157917,2586.758060823166,2347.597333544776,2649.3561936426076,1.223849055257927
1,1,900,2173,2477.1758506441306,2583.640260478399,2346.026406815209,2647.460429701496,1.2238490552579249
1,1,936,2173,2475.000493806327,2580.544731597847,2344.4826560536285,2645.547694952775,1.2238490552579238
1,1,972,2173,2472.8601040433973,2577.471214560041,2342.9636286158684,2643.6199601846993,1.2238490552579249
1,1,1008,2173,2470.754985726275,2574.424574773025,2341.4709217862705,2641.677464335608,1.2238490552579258
1,1,1044,2173,2468.6769868474366,2571.402044353862,2339.9995357055886,2639.7242774116776,1.2238490552579262
1,1,1080,2173,2466.62051069944,2568.3995919932545,2338.5448907093564,2637.7633782308317,1.2238490552579253
1,1,1116,2173,2464.5828583870266,2565.4165579092405,2337.1053416209,2635.796262777333,1.2238490552579249
1,1,1152,2173,2462.5634713684126,2562.453899492109,2335.680991152058,2633.8234543458098,1.2238490552579249
1,1,1188,2173,2460.5613012256163,2559.5116709744157,2334.271250919121,2631.845772349334,1.2238490552579244
1,1,1224,2173,2458.5752239917197,2556.5897541274494,2332.8754587919275,2629.8640069785447,1.2238490552579244
1,1,1260,2173,2456.6041742066245,2553.6880042777393,2331.4930183434453,2627.878858323577,1.223849055257926
1,1,1296,2173,2454.6473806971894,2550.806276472506,2330.1234266165475,2625.8909356343434,1.2238490552579255
1,1,1332,2173,2452.704203476432,2547.9444308552033,2328.766278320718,2623.900768583508,1.2238490552579249
1,1,1368,2173,2450.774072897499,2545.1023334425586,2327.4212570335035,2621.908819452138,1.2238490552579253
1,1,1404,2173,2448.8565656579767,2542.2798546626213,2326.0880991758218,2619.915493940364,1.2238490552579242
1,1,1440,2173,2446.951335086554,2539.476868563914,2324.7665781856394,2617.9211503537736,1.2238490552579244
1,1,1476,2173,2445.058078256661,2536.6932524283166,2323.4564949755045,2615.9261073438506,1.2238490552579249
1,1,1512,2173,2443.176537238853,2533.928886312239,2322.1576513152904,2613.9306504150304,1.2238490552579255
1,1,1548,2173,2441.306522495561,2531.18365212319,2320.869864546585,2611.9350373716106,1.2238490552579262
1,1,1584,2173,2439.447865099569,2528.457433479383,2319.592975920664,2609.9395028425215,1.2238490552579253
1,1,1620,2173,2437.600386935375,2525.7501158479186,2318.326851191855,2607.944262010501,1.2238490552579255
1,1,1656,2173,2435.7639498387475,2523.0615860771213,2317.0713770943867,2605.9495136748083,1.2238490552579262
1,1,1692,2173,2433.9384322034753,2520.3917323602755,2315.8264478377055,2603.9554427727685,1.2238490552579238
1,1,1728,2173,2432.123753221359,2517.740443827677,2314.5919577520795,2601.962222470872,1.2238490552579238
1,1,1764,2173,2430.3198589866342,2515.1076101859544,2313.3678008326588,2599.970015909781,1.2238490552579244
1,1,1800,2173,2428.526670259446,2512.4931219337413,2312.1538720950475,2597.978977661703,1.2238490552579253
1,1,1836,2173,2426.7441081438733,2509.896870296074,2310.9500775761326,2595.989254938829,1.2238490552579242
1,1,1872,2173,2424.9721007443777,2507.318747238764,2309.7563293590392,2594.000988583263,1.2238490552579258
1,1,1908,2173,2423.210598254922,2504.758645241063,2308.572544554535,2592.014313871308,1.2238490552579266
1,1,1944,2173,2421.459549885777,2502.2164573539026,2307.398640729772,2590.029361168025,1.2238490552579249
1,1,1980,2173,2419.7188868611042,2499.6920773586494,2306.234539707582,2588.046256466364,1.2238490552579238
1,1,2016,2173,2417.9885617537398,2497.1853995275683,2305.080154933678,2586.065121837864,1.2238490552579233
1,1,2052,2173,2416.2685547311553,2494.6963183425273,2303.9354012753115,2584.0860758144063,1.2238490552579242
