hours,max_ff,time,inlet_T,outlet_T,block_T,Sn_T,bottom_right_T,mass_flow,SOC,power,TPV_height,TPV_density
15,100.0,61560,2172.9999999999995,2173.119379123822,2173.6211404638148,2173.024329638216,2175.9175413323637,8.158993701719687,0.01718037290137815,241.55535280728753,0.04341243040940256,146380.8642188834
15,100.0,62100,2172.9999999999995,2173.1006648846837,2173.51946273288,2173.0207770579973,2175.4397265447737,8.158993701719544,0.0169603298590523,203.6883917104177,0.03660854130693031,146374.5577198504
15,100.0,62640,2172.9999999999995,2173.085018928007,2173.434458036169,2173.0178084602703,2175.0400777389846,8.158993701719465,0.0167746468616711,172.02988673820667,0.03091972992289012,146369.28549816832
15,100.0,63180,2172.9999999999995,2173.071947091213,2173.3634351233504,2173.0153299944286,2174.706002592258,8.158993701719467,0.016617681531664905,145.57993428903683,0.026166544632090654,146364.88088804248
15,100.0,63720,2172.9999999999995,2173.061027195274,2173.304104581489,2173.013260786145,2174.42678656163,8.158993701719481,0.01648470782904717,123.4842844660466,0.022195629392957893,146361.20153050325
15,100.0,64260,2172.9999999999995,2173.051905167426,2173.2545441776947,2173.011533543567,2174.1934304698348,8.1589937017195,0.016371775962215545,105.02649566146019,0.018878338545585238,146358.12805038207
15,100.0,64800,2172.9999999999995,2173.0442851611992,2173.2131458524113,2173.0100920908208,2173.998403315405,8.158993701719492,0.016275586055947002,89.60794312437156,0.016107161821828867,146355.56071444185
15,100.0,65340,2172.9999999999995,2173.0379189045198,2173.1785655524122,2173.0088883327153,2173.835408931752,8.158993701719503,0.016193382351173114,76.72626558281331,0.013791863136566555,146353.41584313018
15,100.0,65880,2172.9999999999995,2173.0328106489555,2173.150819701579,2173.0079234930604,2173.704539437891,8.1589937017195,0.01612265310825984,66.3900657889735,0.01193402886750986,146351.69484083226
15,100.0,66420,2172.9999999999995,2173.028384134041,2173.126777290464,2173.0070875382144,2173.591090749455,8.158993701719513,0.016061458593959688,57.433320776626935,0.010324103225967055,146350.2035446994
