% Model,tin_tegs_model.mph
% Version,COMSOL 6.1.0.357
% Date,"May 31 2024, 13:51"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K)
1542,1052.8297471750057,1019.3481923420334
1543,1052.7839651599093,1019.2762002580256
1544,1052.7381831448126,1019.2042081740176
1545,1052.6924011297165,1019.1322160900093
1546,1052.6466191146205,1019.0602240060014
1547,1052.600837099523,1018.9882319219939
1548,1052.555055084427,1018.9162398379856
1549,1052.5092730693304,1018.8442477539771
1550,1052.463491054234,1018.7722556699699
1551,1052.4177090391374,1018.7002635859614
1552,1052.3719270240413,1018.628271501954
1553,1052.3261450089444,1018.5562794179458
1554,1052.2803629938478,1018.4842873339381
1555,1052.2345809787516,1018.4122952499296
1556,1052.1887989636546,1018.3403031659221
1557,1052.1430169485586,1018.2683110819138
1558,1052.097234933462,1018.1963189979061
1559,1052.0514529183656,1018.1243269138978
1560,1052.0056709032685,1018.0523348298897
1561,1051.9598888881728,1017.9803427458816
1562,1051.9141068730762,1017.9083506618745
1563,1051.8683248579798,1017.8363585778659
1564,1051.8225428428839,1017.7643664938582
1565,1051.7767608277863,1017.6923744098503
1566,1051.7309788126904,1017.6203823258427
1567,1051.685196797594,1017.5483902418348
1568,1051.6394147824976,1017.4763981578259
1569,1051.5936327674008,1017.4044060738184
1570,1051.5478507523044,1017.3324139898103
1571,1051.5020687372082,1017.2604219058026
1572,1051.4562867221116,1017.1884298217942
1573,1051.410504707016,1017.1164377377869
1574,1051.3647226919186,1017.0444456537791
1575,1051.3189406768229,1016.9724535697708
1576,1051.2731586617258,1016.9004614857624
1577,1051.22737664663,1016.8284694017548
1578,1051.1815946315328,1016.7564773177471
1579,1051.1358126164362,1016.6844852337388
1580,1051.0900306013398,1016.6124931497305
1581,1051.044248586243,1016.5405010657224
1582,1050.9984665711468,1016.4685089817145
1583,1050.9526845560497,1016.3965168977064
1584,1050.9069025409538,1016.3245248136993
1585,1050.8611205258576,1016.2525327296909
1586,1050.8153385107612,1016.180540645683
1587,1050.7695564956648,1016.108548561675
1588,1050.7237744805677,1016.0365564776663
1589,1050.677992465472,1015.9645643936587
1590,1050.6322104503752,1015.8925723096509
1591,1050.5864284352788,1015.8205802256434
1592,1050.5406464201817,1015.7485881416354
1593,1050.4948644050855,1015.6765960576272
1594,1050.4490823899894,1015.6046039736191
1595,1050.4033003748932,1015.5326118896111
1596,1050.3575183597961,1015.4606198056024
1597,1050.3117363447002,1015.3886277215953
1598,1050.2659543296038,1015.3166356375872
1599,1050.2201723145072,1015.244643553579
1600,1050.1743902994106,1015.1726514695723
1601,1050.1286082843142,1015.1006593855635
1602,1050.082826269217,1015.0286673015554
1603,1050.037044254121,1014.9566752175474
1604,1049.9912622390245,1014.8846831335393
1605,1049.9454802239284,1014.812691049531
1606,1049.8996982088315,1014.7406989655238
1607,1049.8539161937354,1014.6687068815158
1608,1049.8081341786387,1014.596714797508
1609,1049.7623521635423,1014.5247227134997
1610,1049.716570148446,1014.4527306294914
1611,1049.6707881333493,1014.3807385454842
1612,1049.6250061182527,1014.3087464614761
1613,1049.5792241031563,1014.2367543774682
1614,1049.5334420880597,1014.1647622934597
1615,1049.487660072964,1014.0927702094518
1616,1049.4418780578671,1014.0207781254437
1617,1049.396096042771,1013.9487860414366
1618,1049.350314027674,1013.8767939574283
1619,1049.3045320125775,1013.8048018734193
1620,1049.258749997481,1013.7328097894126
1621,1049.2129679823843,1013.6608177054037
1622,1049.1671859672886,1013.5888256213966
1623,1049.1214039521915,1013.5168335373879
1624,1049.0756219370949,1013.4448414533808
1625,1049.0298399219982,1013.3728493693724
1626,1048.984057906902,1013.3008572853647
1627,1048.9382758918055,1013.228865201357
1628,1048.8924938767086,1013.1568731173487
1629,1048.8467118616134,1013.0848810333406
1630,1048.8009298465163,1013.0128889493326
1631,1048.75514783142,1012.9408968653245
1632,1048.7093658163228,1012.8689047813168
1633,1048.663583801227,1012.7969126973089
1634,1048.6178017861303,1012.7249206133013
1635,1048.5720197710343,1012.6529285292929
1636,1048.5262377559372,1012.5809364452842
1637,1048.4804557408413,1012.5089443612771
1638,1048.4346737257447,1012.4369522772696
1639,1048.3888917106478,1012.3649601932609
1640,1048.3431096955517,1012.2929681092534
1641,1048.297327680455,1012.2209760252449
1642,1048.251545665359,1012.1489839412369
1643,1048.2057636502616,1012.0769918572289
1644,1048.1599816351657,1012.0049997732211
1645,1048.114199620069,1011.9330076892131
1646,1048.0684176049729,1011.8610156052052
1647,1048.0226355898762,1011.7890235211981
1648,1047.9768535747796,1011.717031437189
1649,1047.9310715596832,1011.6450393531817
1650,1047.8852895445868,1011.5730472691739
1651,1047.8395075294904,1011.5010551851656
1652,1047.7937255143945,1011.4290631011571
1653,1047.7479434992974,1011.3570710171489
1654,1047.7021614842006,1011.2850789331417
1655,1047.656379469105,1011.2130868491336
1656,1047.6105974540078,1011.1410947651248
1657,1047.5648154389116,1011.0691026811179
1658,1047.5190334238148,1010.9971105971096
1659,1047.4732514087186,1010.9251185131018
1660,1047.427469393622,1010.8531264290939
1661,1047.3816873785256,1010.781134345086
1662,1047.3359053634297,1010.7091422610774
1663,1047.2901233483326,1010.6371501770693
1664,1047.2443413332367,1010.5651580930619
1665,1047.1985593181396,1010.4931660090533
1666,1047.1527773030439,1010.4211739250458
1667,1047.106995287947,1010.3491818410381
1668,1047.0612132728506,1010.2771897570301
1669,1047.015431257754,1010.205197673022
1670,1046.9696492426579,1010.133205589014
1671,1046.923867227561,1010.0612135050063
1672,1046.8780852124646,1009.9892214209981
1673,1046.8323031973684,1009.91722933699
1674,1046.7865211822714,1009.8452372529819
1675,1046.7407391671752,1009.7732451689741
1676,1046.6949571520788,1009.7012530849655
1677,1046.6491751369824,1009.6292610009581
1678,1046.6033931218853,1009.55726891695
1679,1046.5576111067892,1009.4852768329429
1680,1046.511829091693,1009.4132847489349
1681,1046.4660470765964,1009.341292664927
1682,1046.4202650615,1009.2693005809178
1683,1046.3744830464034,1009.197308496911
1684,1046.3287010313065,1009.1253164129032
1685,1046.2829190162104,1009.0533243288943
1686,1046.237137001114,1008.9813322448869
1687,1046.1913549860178,1008.9093401608786
1688,1046.145572970921,1008.8373480768707
1689,1046.0997909558246,1008.7653559928626
1690,1046.0540089407277,1008.6933639088545
1691,1046.0082269256316,1008.6213718248467
1692,1045.9624449105352,1008.5493797408392
1693,1045.913650071075,1008.4767551697399
1694,1045.8580795367989,1008.4027081660712
1695,1045.802509002523,1008.328661162401
1696,1045.7469384682463,1008.2546141587319
1697,1045.6913679339707,1008.1805671550625
1698,1045.635797399695,1008.1065201513942
1699,1045.5802268654184,1008.0324731477248
1700,1045.524656331142,1007.9584261440549
1701,1045.4690857968665,1007.884379140386
1702,1045.4135152625904,1007.8103321367173
1703,1045.3579447283146,1007.7362851330478
1704,1045.3023741940385,1007.6622381293786
1705,1045.2468036597625,1007.5881911257095
1706,1045.1912331254866,1007.5141441220402
1707,1045.1356625912103,1007.4400971183711
1708,1045.080092056934,1007.3660501147015
1709,1045.024521522658,1007.2920031110332
1710,1044.9689509883822,1007.2179561073626
1711,1044.913380454106,1007.143909103694
1712,1044.85780991983,1007.0698621000241
1713,1044.8022393855535,1006.9958150963555
1714,1044.746668851278,1006.9217680926862
1715,1044.6910983170017,1006.8477210890167
1716,1044.6355277827258,1006.7736740853474
1717,1044.5799572484495,1006.699627081678
1718,1044.5243867141737,1006.6255800780098
1719,1044.468816179898,1006.55153307434
1720,1044.413245645622,1006.4774860706707
1721,1044.3576751113458,1006.4034390670015
1722,1044.3021045770693,1006.3293920633326
1723,1044.2465340427927,1006.2553450596638
1724,1044.190963508518,1006.1812980559943
1725,1044.1353929742418,1006.1072510523245
1726,1044.079822439966,1006.0332040486556
1727,1044.024251905689,1005.9591570449865
1728,1043.9686813714138,1005.8851100413173
1729,1043.9131108371375,1005.8110630376474
1730,1043.8575403028606,1005.7370160339786
1731,1043.8019697685852,1005.6629690303093
1732,1043.7463992343096,1005.5889220266404
1733,1043.690828700033,1005.51487502297
1734,1043.6352581657575,1005.4408280193012
1735,1043.5796876314812,1005.3667810156326
1736,1043.5241170972056,1005.2927340119636
1737,1043.468546562929,1005.2186870082941
1738,1043.4129760286528,1005.1446400046249
1739,1043.357405494377,1005.070593000955
1740,1043.3018349601011,1004.9965459972868
1741,1043.2462644258246,1004.9224989936166
1742,1043.1906938915492,1004.8484519899478
1743,1043.1351233572727,1004.7744049862785
1744,1043.0795528229964,1004.7003579826089
1745,1043.0239822887206,1004.6263109789403
1746,1042.9684117544448,1004.5522639752702
1747,1042.9128412201685,1004.4782169716016
1748,1042.8572706858922,1004.4041699679328
1749,1042.8017001516168,1004.3301229642635
1750,1042.7461296173406,1004.2560759605941
1751,1042.690559083064,1004.1820289569247
1752,1042.6349885487882,1004.1079819532555
1753,1042.5794180145126,1004.0339349495871
1754,1042.5238474802363,1003.9598879459171
1755,1042.4682769459605,1003.8858409422486
1756,1042.4127064116842,1003.8117939385784
1757,1042.3571358774084,1003.7377469349093
1758,1042.3015653431323,1003.6636999312399
1759,1042.2459948088563,1003.589652927571
1760,1042.1904242745804,1003.5156059239014
1761,1042.134853740304,1003.4415589202325
1762,1042.079283206028,1003.3675119165624
1763,1042.023712671752,1003.293464912894
1764,1041.9681421374762,1003.2194179092248
1765,1041.9125716032,1003.1453709055561
1766,1041.8570010689239,1003.0713239018868
1767,1041.8014305346474,1002.9972768982174
1768,1041.745860000372,1002.9232298945471
1769,1041.6902894660955,1002.8491828908783
1770,1041.6347189318194,1002.7751358872098
1771,1041.5791483975433,1002.7010888835405
1772,1041.5235778632675,1002.6270418798707
1773,1041.4680073289917,1002.5529948762012
1774,1041.4124367947156,1002.4789478725331
1775,1041.3568662604398,1002.4049008688628
1776,1041.3012957261637,1002.3308538651941
1777,1041.245725191887,1002.256806861525
1778,1041.1901546576112,1002.182759857856
1779,1041.1345841233351,1002.108712854186
1780,1041.0790135890595,1002.0346658505164
1781,1041.023443054783,1001.9606188468473
1782,1040.9678725205072,1001.8865718431784
1783,1040.9123019862313,1001.8125248395095
1784,1040.856731451955,1001.7384778358397
1785,1040.8011609176797,1001.664430832171
1786,1040.7455903834032,1001.5903838285013
1787,1040.6900198491267,1001.5163368248325
1788,1040.6344493148515,1001.442289821163
1789,1040.578878780575,1001.3682428174939
1790,1040.5233082462987,1001.294195813825
1791,1040.4677377120229,1001.2201488101565
1792,1040.4121671777468,1001.146101806486
1793,1040.356596643471,1001.0720548028169
1794,1040.3010261091947,1000.9980077991474
1795,1040.2454555749182,1000.9239607954785
1796,1040.1898850406424,1000.8499137918093
1797,1040.134314506367,1000.7758667881402
1798,1040.0787439720903,1000.7018197844714
1799,1040.023173437814,1000.6277727808024
1800,1039.9676029035381,1000.5537257771325
1801,1039.9120323692623,1000.4796787734631
1802,1039.8564618349865,1000.4056317697942
1803,1039.8008913007097,1000.3315847661244
1804,1039.7453207664341,1000.2575377624557
1805,1039.6897502321578,1000.1834907587855
1806,1039.6341796978818,1000.1094437551168
1807,1039.5786091636057,1000.0353967514478
1808,1039.52303862933,999.9613497477791
1809,1039.467468095054,999.8873027441094
1810,1039.4118975607776,999.8132557404401
1811,1039.356327026502,999.7392087367712
1812,1039.300756492226,999.6651617331023
1813,1039.2451859579496,999.5911147294319
1814,1039.1896154236742,999.5170677257632
1815,1039.1340448893975,999.4430207220948
1816,1039.0784743551221,999.368973718425
1817,1039.0229038208452,999.2949267147561
1818,1038.9673332865696,999.2208797110867
1819,1038.9117627522935,999.1468327074173
1820,1038.8561922180174,999.0727857037487
1821,1038.8006216837412,998.9987387000788
1822,1038.7450511494658,998.9246916964104
1823,1038.689480615189,998.85064469274
1824,1038.6339100809132,998.7765976890713
1825,1038.5783395466374,998.7025506854011
1826,1038.5227690123613,998.6285036817324
1827,1038.4671984780855,998.5544566780627
1828,1038.4116279438094,998.4804096743949
1829,1038.356057409533,998.4063626707251
1830,1038.3004868752573,998.3323156670556
1831,1038.2449163409808,998.2582686633865
1832,1038.189345806705,998.1842216597164
1833,1038.1337752724291,998.110174656048
1834,1038.078204738153,998.0361276523786
1835,1038.022634203877,997.9620806487098
1836,1037.9670636696007,997.8880336450401
1837,1037.911493135325,997.8139866413709
1838,1037.8559226010498,997.7399396377009
1839,1037.8003520667728,997.6658926340331
1840,1037.7447815324967,997.5918456303634
1841,1037.6892109982207,997.5177986266939
1842,1037.6336404639449,997.4437516230248
1843,1037.578069929669,997.3697046193555
1844,1037.5224993953925,997.2956576156868
1845,1037.4669288611167,997.2216106120168
1846,1037.4113583268409,997.1475636083478
1847,1037.3557877925646,997.0735166046787
1848,1037.3002172582883,996.9994696010095
1849,1037.2446467240122,996.9254225973407
1850,1037.1890761897362,996.8513755936713
1851,1037.1335056554608,996.777328590002
1852,1037.077935121184,996.7032815863328
1853,1037.0223645869078,996.6292345826635
1854,1036.9667940526326,996.5551875789942
1855,1036.911223518356,996.4811405753252
1856,1036.8556529840803,996.4070935716557
1857,1036.8000824498033,996.3330465679865
1858,1036.744511915528,996.2589995643164
1859,1036.688941381252,996.1849525606477
1860,1036.6333708469754,996.1109055569785
1861,1036.5778003126995,996.03685855331
1862,1036.5222297784242,995.9628115496407
1863,1036.4666592441476,995.8887645459714
1864,1036.411088709872,995.8147175423012
1865,1036.355518175596,995.7406705386326
1866,1036.2999476413192,995.6666235349629
1867,1036.244377107044,995.5925765312945
1868,1036.1888065727676,995.5185295276249
1869,1036.1332360384913,995.4444825239559
1870,1036.0776655042155,995.3704355202866
1871,1036.0220949699396,995.2963885166179
1872,1035.9665244356636,995.2223415129474
1873,1035.910953901387,995.1482945092788
1874,1035.8553833671115,995.07424750561
1875,1035.7998128328359,995.0002005019401
1876,1035.7442422985594,994.9261534982712
1877,1035.688671764283,994.8521064946013
1878,1035.6331012300066,994.7780594909325
1879,1035.577530695731,994.7040124872635
1880,1035.5219601614554,994.6299654835943
1881,1035.4663896271793,994.5559184799246
1882,1035.4108190929028,994.4818714762557
1883,1035.3552485586272,994.4078244725864
1884,1035.299678024351,994.333777468917
1885,1035.2441074900748,994.2597304652477
1886,1035.1885369557983,994.1856834615783
1887,1035.132966421523,994.1116364579099
1888,1035.0773958872464,994.0375894542404
1889,1035.0218253529706,993.9635424505708
1890,1034.9662548186943,993.8894954469017
1891,1034.910684284419,993.815448443233
1892,1034.8551137501427,993.7414014395636
1893,1034.7995432158664,993.6673544358943
1894,1034.7439726815912,993.593307432225
1895,1034.6884021473147,993.5192604285552
1896,1034.6328316130384,993.4452134248863
1897,1034.577261078762,993.3711664212171
1898,1034.5216905444856,993.2971194175481
1899,1034.4661200102103,993.2230724138789
1900,1034.4105494759344,993.14902541021
1901,1034.3549789416586,993.0749784065404
1902,1034.2994084073819,993.000931402871
1903,1034.243837873106,992.9268843992023
1904,1034.1882673388297,992.8528373955323
1905,1034.1326968045535,992.7787903918634
1906,1034.077126270278,992.704743388194
1907,1034.021555736002,992.6306963845259
1908,1033.965985201726,992.5566493808562
1909,1033.91041466745,992.4826023771866
1910,1033.8548441331739,992.4085553735177
1911,1033.7992735988976,992.334508369848
1912,1033.743703064622,992.2604613661791
1913,1033.6881325303455,992.1864143625098
1914,1033.6325619960692,992.1123673588406
1915,1033.576991461794,992.038320355171
1916,1033.5214209275177,991.9642733515021
1917,1033.465850393241,991.8902263478326
1918,1033.4102798589656,991.8161793441632
1919,1033.3547093246896,991.7421323404942
1920,1033.299138790413,991.6680853368246
1921,1033.243568256137,991.5940383331557
1922,1033.1879977218618,991.5199913294862
1923,1033.1324271875858,991.4459443258172
1924,1033.076856653309,991.3718973221487
1925,1033.0212861190328,991.2978503184793
1926,1032.9657155847574,991.2238033148092
1927,1032.910145050481,991.1497563111405
1928,1032.8545745162046,991.0757093074712
1929,1032.7990039819288,991.0016623038019
1930,1032.7434334476536,990.9276153001329
1931,1032.6878629133769,990.8535682964637
1932,1032.632292379101,990.7795212927946
1933,1032.5767218448252,990.7054742891249
1934,1032.5211513105482,990.631427285456
1935,1032.4655807762729,990.5573802817867
1936,1032.4100102419966,990.4833332781177
1937,1032.3544397077205,990.4092862744487
1938,1032.2988691734447,990.3352392707787
1939,1032.2432986391689,990.2611922671092
1940,1032.187728104893,990.1871452634404
1941,1032.1321575706168,990.1130982597715
1942,1032.076587036341,990.0390512561019
1943,1032.0210165020642,989.9650042524329
1944,1031.9654459677884,989.8909572487628
1945,1031.9098754335125,989.8169102450943
1946,1031.8543048992367,989.742863241425
1947,1031.7987343649602,989.6688162377559
1948,1031.7431638306841,989.5947692340869
1949,1031.687593296408,989.520722230417
1950,1031.6320227621327,989.4466752267479
1951,1031.5764522278564,989.3726282230783
1952,1031.5208816935794,989.2985812194096
1953,1031.465311159304,989.2245342157407
1954,1031.4097406250278,989.1504872120712
1955,1031.3541700907517,989.0764402084019
1956,1031.2985995564757,989.0023932047326
1957,1031.2430290221998,988.9283462010636
1958,1031.1874584879233,988.8542991973944
1959,1031.1318879536482,988.7802521937256
1960,1031.0763174193721,988.7062051900559
1961,1031.0207468850951,988.6321581863872
1962,1030.9651763508198,988.5581111827172
1963,1030.9096058165435,988.4840641790479
1964,1030.854035282268,988.4100171753781
1965,1030.7984647479916,988.3359701717097
1966,1030.742894213715,988.2619231680408
1967,1030.687323679439,988.1878761643717
1968,1030.631753145164,988.1138291607023
1969,1030.576182610887,988.0397821570325
1970,1030.5206120766115,987.9657351533635
1971,1030.4650415423353,987.8916881496945
1972,1030.4094710080594,987.8176411460253
1973,1030.3539004737834,987.7435941423561
1974,1030.2983299395073,987.6695471386867
1975,1030.2427594052317,987.5955001350179
1976,1030.1871888709547,987.5214531313486
1977,1030.1316183366787,987.447406127679
1978,1030.0760478024029,987.3733591240095
1979,1030.020477268127,987.2993121203409
1980,1029.964906733851,987.2252651166716
1981,1029.9093361995754,987.1512181130024
1982,1029.8537656652989,987.0771711093328
1983,1029.7981951310226,987.0031241056639
1984,1029.742624596747,986.9290771019945
1985,1029.6870540624711,986.8550300983251
1986,1029.631483528195,986.7809830946559
1987,1029.5759129939183,986.7069360909869
1988,1029.5203424596427,986.6328890873178
1989,1029.4647719253667,986.5588420836485
1990,1029.4092013910904,986.4847950799789
1991,1029.3536308568143,986.4107480763097
1992,1029.2980603225378,986.3367010726407
1993,1029.242489788262,986.2626540689716
1994,1029.1869192539862,986.1886070653022
1995,1029.1313487197108,986.1145600616326
1996,1029.0757781854343,986.0405130579642
1997,1029.0202076511582,985.9664660542941
1998,1028.9646371168822,985.8924190506252
1999,1028.9090665826063,985.8183720469561
2000,1028.8534960483303,985.7443250432874
2001,1028.797925514054,985.6702780396175
2002,1028.7423549797786,985.5962310359486
2003,1028.6867844455019,985.5221840322793
2004,1028.6312139112265,985.4481370286096
2005,1028.575643376949,985.3740900249409
2006,1028.5200728426732,985.3000430212712
2007,1028.4645023083979,985.2259960176021
2008,1028.4089317741216,985.1519490139325
2009,1028.3533612398455,985.0779020102635
2010,1028.29779070557,985.0038550065942
2011,1028.2422201712939,984.9298080029248
2012,1028.1866496370174,984.8557609992556
2013,1028.1310791027415,984.7817139955868
2014,1028.0755085684655,984.7076669919173
2015,1028.0199380341892,984.6336199882479
2016,1027.9643674999134,984.5595729845793
2017,1027.908796965637,984.4855259809098
2018,1027.8532264313615,984.411478977241
2019,1027.7976558970852,984.3374319735716
2020,1027.742085362809,984.2633849699025
2021,1027.6865148285337,984.1893379662331
2022,1027.6309442942577,984.1152909625644
2023,1027.5753737599812,984.041243958894
2024,1027.5198032257051,983.9671969552256
2025,1027.4642326914293,983.8931499515564
2026,1027.408662157153,983.8191029478874
2027,1027.3530916228772,983.7450559442175
2028,1027.297521088601,983.6710089405491
2029,1027.241950554325,983.5969619368797
2030,1027.1863800200485,983.52291493321
2031,1027.1308094857727,983.4488679295401
2032,1027.075238951497,983.3748209258715
2033,1027.019668417221,983.3007739222023
2034,1026.9640978829448,983.226726918533
2035,1026.9085273486687,983.1526799148633
2036,1026.8529568143927,983.0786329111945
2037,1026.7973862801166,983.004585907525
2038,1026.739714617897,982.9360371643435
2039,1026.6819449855225,982.8677447908112
2040,1026.6241753531474,982.79945241728
2041,1026.5664057207728,982.7311600437481
2042,1026.5086360883977,982.6628676702167
2043,1026.450866456023,982.5945752966843
2044,1026.3930968236484,982.5262829231535
2045,1026.3353271912736,982.457990549622
2046,1026.2775575588983,982.3896981760894
2047,1026.2197879265236,982.3214058025582
2048,1026.1620182941483,982.2531134290258
2049,1026.1042486617735,982.1848210554946
2050,1026.0464790293988,982.1165286819627
2051,1025.9887093970237,982.0482363084316
2052,1025.930939764649,981.9799439348998
2053,1025.873170132274,981.9116515613678
2054,1025.8154004998996,981.8433591878367
2055,1025.7576308675243,981.7750668143049
2056,1025.6998612351492,981.7067744407732
2057,1025.6420916027748,981.6384820672413
2058,1025.5843219703995,981.5701896937097
2059,1025.5265523380244,981.5018973201782
2060,1025.4687827056505,981.4336049466461
2061,1025.4110130732752,981.365312573115
2062,1025.3532434409005,981.2970201995827
2063,1025.2954738085248,981.2287278260513
2064,1025.2377041761504,981.1604354525197
2065,1025.1799345437753,981.0921430789879
2066,1025.1221649114004,981.0238507054561
2067,1025.0643952790253,980.9555583319241
2068,1025.0066256466507,980.8872659583924
2069,1024.948856014276,980.8189735848607
2070,1024.8910863819015,980.7506812113293
2071,1024.8333167495255,980.6823888377979
2072,1024.7755471171515,980.6140964642659
2073,1024.7177774847762,980.5458040907345
2074,1024.6600078524013,980.4775117172031
2075,1024.6022382200265,980.4092193436713
2076,1024.5444685876519,980.3409269701393
2077,1024.486698955276,980.272634596607
2078,1024.4289293229021,980.2043422230762
2079,1024.371159690527,980.1360498495442
2080,1024.3133900581522,980.0677574760124
2081,1024.2556204257776,979.9994651024807
2082,1024.1978507934027,979.931172728949
2083,1024.1400811610272,979.8628803554172
2084,1024.0823115286528,979.794587981886
2085,1024.024541896278,979.7262956083542
2086,1023.9667722639028,979.6580032348227
2087,1023.9090026315279,979.5897108612912
2088,1023.8512329991534,979.5214184877598
2089,1023.7934633667782,979.4531261142276
2090,1023.7356937344036,979.3848337406957
2091,1023.6779241020283,979.3165413671643
2092,1023.6201544696536,979.2482489936331
2093,1023.562384837279,979.1799566201007
2094,1023.5046152049036,979.1116642465689
2095,1023.4468455725286,979.0433718730377
2096,1023.3890759401544,978.9750794995058
2097,1023.3313063077795,978.9067871259746
2098,1023.2735366754044,978.8384947524426
2099,1023.2157670430296,978.7702023789112
2100,1023.1579974106538,978.7019100053794
2101,1023.1002277782793,978.6336176318478
2102,1023.0424581459043,978.5653252583161
2103,1022.9846885135298,978.4970328847841
2104,1022.9269188811558,978.4287405112525
2105,1022.8691492487803,978.3604481377207
2106,1022.8113796164052,978.2921557641888
2107,1022.7536099840303,978.2238633906576
2108,1022.6958403516553,978.1555710171259
2109,1022.6380707192804,978.0872786435939
2110,1022.5803010869056,978.0189862700619
2111,1022.522531454531,977.9506938965307
2112,1022.4647618221562,977.8824015229992
2113,1022.4069921897808,977.8141091494671
2114,1022.3492225574057,977.7458167759353
2115,1022.2914529250311,977.6775244024035
2116,1022.2336832926563,977.609232028872
2117,1022.1759136602816,977.5409396553407
2118,1022.1181440279065,977.4726472818086
2119,1022.0603743955318,977.4043549082766
2120,1022.002604763157,977.3360625347451
2121,1021.9448351307819,977.2677701612139
2122,1021.8870654984074,977.199477787682
2123,1021.8292958660321,977.1311854141513
2124,1021.7715262336573,977.0628930406191
2125,1021.7137566012827,976.9946006670875
2126,1021.6559869689074,976.9263082935549
2127,1021.5982173365322,976.8580159200237
2128,1021.5404477041576,976.7897235464924
2129,1021.482678071783,976.7214311729606
2130,1021.424908439408,976.6531387994291
2131,1021.3671388070327,976.584846425897
2132,1021.3093691746577,976.5165540523656
2133,1021.2515995422824,976.4482616788338
2134,1021.1938299099089,976.3799693053016
2135,1021.1360602775331,976.3116769317696
2136,1021.0782906451583,976.2433845582387
2137,1021.0205210127831,976.1750921847074
2138,1020.9627513804087,976.1067998111756
2139,1020.9049817480336,976.0385074376435
2140,1020.8472121156589,975.9702150641131
2141,1020.7894424832838,975.9019226905799
2142,1020.7316728509096,975.8336303170486
2143,1020.6739032185341,975.765337943516
2144,1020.6161335861598,975.697045569985
2145,1020.5583639537846,975.6287531964533
2146,1020.5005943214096,975.5604608229223
2147,1020.4428246890346,975.4921684493902
2148,1020.3850550566599,975.423876075859
2149,1020.3272854242848,975.3555837023265
2150,1020.2695157919101,975.2872913287946
2151,1020.2117461595352,975.2189989552634
2152,1020.1539765271599,975.1507065817315
2153,1020.0962068947853,975.0824142082002
2154,1020.0384372624109,975.0141218346682
2155,1019.9806676300356,974.9458294611361
2156,1019.9228979976613,974.8775370876054
2157,1019.8651283652863,974.8092447140731
2158,1019.8073587329113,974.7409523405418
2159,1019.7495891005362,974.6726599670101
2160,1019.6918194681615,974.6043675934786
2161,1019.6340498357863,974.536075219947
2162,1019.5762802034116,974.467782846415
2163,1019.5185105710374,974.399490472883
2164,1019.4607409386617,974.3311980993519
2165,1019.4029713062872,974.2629057258201
2166,1019.3452016739129,974.1946133522885
2167,1019.2874320415367,974.1263209787563
2168,1019.229662409162,974.0580286052253
2169,1019.1718927767871,973.9897362316932
2170,1019.1141231444127,973.9214438581618
2171,1019.0563535120375,973.8531514846295
2172,1018.9985838796628,973.7848591110981
2173,1018.9408142472879,973.7165667375666
2174,1018.8830446149129,973.6482743640347
2175,1018.8252749825381,973.5799819905035
2176,1018.7675053501636,973.5116896169708
2177,1018.709735717788,973.4433972434399
2178,1018.6519660854137,973.3751048699082
2179,1018.5941964530386,973.3068124963767
2180,1018.5364268206639,973.2385201228445
2181,1018.4786571882885,973.1702277493126
2182,1018.4208875559134,973.101935375781
2183,1018.3631179235394,973.0336430022492
2184,1018.3053482911639,972.9653506287183
2185,1018.2475786587892,972.8970582551866
2186,1018.189809026414,972.8287658816544
2187,1018.1320393940392,972.7604735081236
2188,1018.0742697616647,972.6921811345911
2189,1018.0165001292894,972.6238887610604
2190,1017.9587304969149,972.5555963875281
2191,1017.90096086454,972.4873040139967
2192,1017.8431912321643,972.4190116404649
2193,1017.7854215997902,972.3507192669332
2194,1017.7276519674153,972.2824268934019
2195,1017.6698823350399,972.2141345198689
2196,1017.6121127026656,972.145842146338
2197,1017.5543430702901,972.0775497728067
2198,1017.4965734379155,972.0092573992752
2199,1017.4388038055406,971.9409650257431
2200,1017.3810341731667,971.872672652211
2201,1017.3232645407908,971.80438027868
2202,1017.265494908416,971.7360879051475
2203,1017.2077252760408,971.6677955316161
2204,1017.1499556436664,971.5995031580843
2205,1017.0921860112909,971.5312107845526
2206,1017.0344163789165,971.4629184110213
2207,1016.9766467465416,971.3946260374896
2208,1016.9188771141671,971.3263336639576
2209,1016.8611074817918,971.2580412904261
2210,1016.8033378494166,971.1897489168945
2211,1016.7455682170423,971.1214565433622
2212,1016.6877985846673,971.0531641698309
2213,1016.6300289522917,970.9848717962998
2214,1016.5722593199173,970.9165794227678
2215,1016.5144896875424,970.8482870492365
2216,1016.4567200551678,970.7799946757038
2217,1016.3989504227932,970.7117023021723
2218,1016.341180790418,970.6434099286415
2219,1016.2834111580436,970.5751175551089
2220,1016.2256415256683,970.5068251815779
2221,1016.1678718932933,970.4385328080458
2222,1016.1101022609186,970.3702404345149
2223,1016.0523326285435,970.3019480609825
2224,1015.9945629961688,970.233655687451
2225,1015.936793363794,970.1653633139199
2226,1015.879023731419,970.0970709403877
2227,1015.821254099044,970.0287785668559
2228,1015.763484466669,969.9604861933237
2229,1015.7057148342942,969.8921938197934
2230,1015.6479452019192,969.8239014462612
2231,1015.5901755695447,969.7556090727297
2232,1015.5324059371698,969.6873166991975
2233,1015.4746363047946,969.6190243256656
2234,1015.4168666724197,969.5507319521339
