% Model,LargeGraphiteBlock_v5_PorousMedia_rad_PBC_grid_parallel_all_charge.mph
% Version,COMSOL 6.0.0.405
% Date,"Jan 19 2024, 22:01"
% Table,Accumulated Probe Table 2 - 
% charge_hrs (h),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T","Temperature (K), block1_T","Temperature (K), inlet_T_2","Temperature (K), outlet_T_2","Temperature (K), inlet_T 1","Temperature (K), outlet_T 1","Temperature (K), block2_T","Temperature (K), block3_T","Temperature (K), block4_T"
4,5328,2672.9999999999986,2259.071646701076,2343.810960146001,2672.9999999999936,2261.626485465541,2673.0000000000027,2260.6399935531554,2343.878875230379,2343.9058548926273,2343.5148542087627
4,5472,2672.9999999999986,2262.544282553244,2347.8806232500065,2672.9999999999936,2265.1349028379545,2673.0000000000027,2264.1403622143375,2347.9581112167834,2347.9847789676774,2347.5780485016503
4,5616,2672.9999999999986,2266.0477417684588,2351.91557349138,2672.9999999999936,2268.673196349471,2673.0000000000027,2267.6698234906626,2352.003623478921,2352.0300975546447,2351.606475360311
4,5760,2672.9999999999986,2269.5799919122665,2355.9173427477185,2672.9999999999936,2272.2403605973614,2673.0000000000027,2271.2279044485886,2356.0155788637207,2356.0419683468886,2355.60209306231
4,5904,2672.9999999999986,2273.141474530289,2359.884818645172,2672.9999999999936,2275.833307744619,2673.0000000000027,2274.8132816237608,2359.9934638539103,2360.019758641089,2359.562839250303
4,6048,2672.9999999999986,2276.7303131609387,2363.8162494317216,2672.9999999999936,2279.449747072603,2673.0000000000027,2278.4236845179453,2363.9368198585084,2363.9630073715975,2363.4870145979144
4,6192,2672.9999999999986,2280.342257160767,2367.7135249604453,2672.9999999999936,2283.0872783520535,2673.0000000000027,2282.0556328658377,2367.845987196048,2367.8721437766244,2367.3774770995683
4,6336,2672.9999999999986,2283.97257829497,2371.5760938954904,2672.9999999999936,2286.7425463907766,2673.0000000000027,2285.70567560762,2371.7205227265645,2371.74666472811,2371.2328257863273
4,6480,2672.9999999999986,2287.6187446871104,2375.4018074426967,2672.9999999999936,2290.413442948997,2673.0000000000027,2289.371800890861,2375.5597989573016,2375.585956066357,2375.0508903487753
4,6624,2672.9999999999986,2291.283733262663,2379.191422525912,2672.9999999999936,2294.097990065117,2673.0000000000027,2293.052533695087,2379.3626071752765,2379.3890105478254,2378.833762563501
4,6768,2672.9999999999986,2294.9615154140256,2382.9487861559746,2672.9999999999936,2297.790596195218,2673.0000000000027,2296.742752122296,2383.1320739898174,2383.1588290909194,2382.5842931309753
4,6912,2672.9999999999986,2298.6487877079926,2386.6724947280354,2672.9999999999936,2301.489861051505,2673.0000000000027,2300.440233114699,2386.8679539137743,2386.89513648719,2386.301054235736
4,7056,2672.9999999999986,2302.34383390129,2390.3626785963893,2672.9999999999936,2305.195120729062,2673.0000000000027,2304.143789441386,2390.569990086845,2390.597709175174,2389.9846150657777
4,7200,2672.9999999999986,2306.0453281133255,2394.020102946042,2672.9999999999936,2308.905186855409,2673.0000000000027,2307.8523247029675,2394.2384881874573,2394.266811278789,2393.635575900112
4,7344,2672.9999999999986,2309.7537573529085,2397.6402164824935,2672.9999999999936,2312.620277133898,2673.0000000000027,2311.5657616906483,2397.8700165708856,2397.8989960351582,2397.249247931932
4,7488,2672.9999999999986,2313.469983235117,2401.220734493839,2672.9999999999936,2316.3405824552806,2673.0000000000027,2315.2842473735736,2401.462652680976,2401.492389448695,2400.823654147857
4,7632,2672.9999999999986,2317.1933607059373,2404.7618874007876,2672.9999999999936,2320.0645982034102,2673.0000000000027,2319.0070113511238,2405.0162716707055,2405.0468816190196,2404.3589366532246
4,7776,2672.9999999999986,2320.920907032456,2408.263142550473,2672.9999999999936,2323.7894829752454,2673.0000000000027,2322.731865026592,2408.5314206011503,2408.5629808204085,2407.8542768036373
4,7920,2672.9999999999986,2324.6480393974875,2411.7257721503365,2672.9999999999936,2327.5121125189867,2673.0000000000027,2326.455570165797,2412.009380162207,2412.0419890850076,2411.3112447186486
4,8064,2672.9999999999986,2328.3712064135475,2415.15243995285,2672.9999999999936,2331.2291772058693,2673.0000000000027,2330.174499710926,2415.451532508841,2415.485301750667,2414.7324318445458
4,8208,2672.9999999999986,2332.0881270957625,2418.5433528466488,2672.9999999999936,2334.9379342685256,2673.0000000000027,2333.8856599478304,2418.8584560136096,2418.8934506056544,2418.117643556344
4,8352,2672.9999999999986,2335.797411017158,2421.8991989245287,2672.9999999999936,2338.6368741320784,2673.0000000000027,2337.5872340079936,2422.2305369645806,2422.266866207811,2421.467959695714
4,8496,2672.9999999999986,2339.497634119072,2425.2218016832344,2672.9999999999936,2342.324791354916,2673.0000000000027,2341.2780450818536,2425.5679425570647,2425.6057627443306,2424.785309032794
4,8640,2672.9999999999986,2343.1875233718565,2428.5100281210985,2672.9999999999936,2346.0007315363255,2673.0000000000027,2344.957223468094,2428.8700118363863,2428.909431592836,2428.0681178666073
4,8784,2672.9999999999986,2346.866938422232,2431.763048694797,2672.9999999999936,2349.6646668714116,2673.0000000000027,2348.624417548258,2432.1362859146257,2432.177430261985,2431.3160138690373
4,8928,2672.9999999999986,2350.5360696704824,2434.9819696881887,2672.9999999999936,2353.3164750675387,2673.0000000000027,2352.2794411528025,2435.3667247434,2435.409725658026,2434.5302949705083
4,9072,2672.9999999999986,2354.1945996898116,2438.1651642063143,2672.9999999999936,2356.9555743732512,2673.0000000000027,2355.9219838459253,2438.5608165392755,2438.6056985695286,2437.708683399657
4,9216,2672.9999999999986,2357.8412458938424,2441.311417965749,2672.9999999999936,2360.5816913865788,2673.0000000000027,2359.551729662224,2441.718498331516,2441.7652684155305,2440.8503480065606
4,9360,2672.9999999999986,2361.474297999719,2444.42233822631,2672.9999999999936,2364.193835100746,2673.0000000000027,2363.167816533151,2444.840351250008,2444.889033047006,2443.957154363028
4,9504,2672.9999999999986,2365.0920539205317,2447.496904813043,2672.9999999999936,2367.7899973293684,2673.0000000000027,2366.768600400228,2447.926327956111,2447.9768588448082,2447.0272466033466
4,9648,2672.9999999999986,2368.6932097609447,2450.5342786896576,2672.9999999999936,2371.368698841012,2673.0000000000027,2370.3523966044413,2450.976615657122,2451.0289732436418,2450.06020814054
4,9792,2672.9999999999986,2372.27645528418,2453.536975933638,2672.9999999999936,2374.928436833628,2673.0000000000027,2373.9175359467076,2453.992010990756,2454.0462658092797,2453.0590708437635
4,9936,2672.9999999999986,2375.840275052064,2456.5046242166036,2672.9999999999936,2378.467227001905,2673.0000000000027,2377.462266316131,2456.972418272453,2457.02860290594,2456.0225064723027
4,10080,2672.9999999999986,2379.3835105542403,2459.436433440556,2672.9999999999936,2381.9842714346723,2673.0000000000027,2380.9854918854803,2459.917796486407,2459.976045293944,2458.950164709602
4,10224,2672.9999999999986,2382.9056604592433,2462.335297768422,2672.9999999999936,2385.4792054399663,2673.0000000000027,2384.486584349736,2462.828887264902,2462.889447901888,2461.845721667718
4,10368,2672.9999999999986,2386.406511441277,2465.20082620512,2672.9999999999936,2388.9509881526856,2673.0000000000027,2387.964816825833,2465.7055073086485,2465.768482873449,2464.707627392558
4,10512,2672.9999999999986,2389.8857709228882,2468.031555984047,2672.9999999999936,2392.399661713018,2673.0000000000027,2391.419993150573,2468.5474824232115,2468.612973303256,2467.5347785563836
4,10656,2672.9999999999986,2393.3428030917516,2470.830209940892,2672.9999999999936,2395.8256080238793,2673.0000000000027,2394.852227126832,2471.355663293573,2471.423827526287,2470.3309589024047
4,10800,2672.9999999999986,2396.7767341247863,2473.596040429373,2672.9999999999936,2399.2278686092973,2673.0000000000027,2398.261080864023,2474.1299197917297,2474.200662323203,2473.093963738321
4,10944,2672.9999999999986,2400.1869920352415,2476.326840952152,2672.9999999999936,2402.606163387866,2673.0000000000027,2401.6462112984036,2476.870007643551,2476.9431977138206,2475.8216976537624
4,11088,2672.9999999999986,2403.573176005082,2479.025499628331,2672.9999999999936,2405.9605704067103,2673.0000000000027,2405.007369391085,2479.576931377977,2479.6525954581266,2478.5184012725513
4,11232,2672.9999999999986,2406.9345536419873,2481.6914164273103,2672.9999999999936,2409.2895537245745,2673.0000000000027,2408.343544554959,2482.2506443403695,2482.3285988914163,2481.181784542545
4,11376,2672.9999999999986,2410.270243196535,2484.322126633753,2672.9999999999936,2412.592434089782,2673.0000000000027,2411.653932354584,2484.8908282574635,2484.970915572882,2483.809349036886
4,11520,2672.9999999999986,2413.579542892262,2486.9212260665577,2672.9999999999936,2415.869469693935,2673.0000000000027,2414.938254967541,2487.4986386570768,2487.581017123657,2486.406599456423
4,11664,2672.9999999999986,2416.8619450829615,2489.488570242641,2672.9999999999936,2419.1191086714675,2673.0000000000027,2418.1955758923646,2490.074056792022,2490.158711692662,2488.971593587073
4,11808,2672.9999999999986,2420.1172723599852,2492.021405129425,2672.9999999999936,2422.3405869386474,2673.0000000000027,2421.425142553764,2492.616560244666,2492.703483062494,2491.5013232165256
4,11952,2672.9999999999986,2423.3453714328475,2494.5240070566547,2672.9999999999936,2425.534571682664,2673.0000000000027,2424.6269089063708,2495.1273765284695,2495.216924180303,2494.002529089396
4,12096,2672.9999999999986,2426.5455849633554,2496.9964801523392,2672.9999999999936,2428.699789226181,2673.0000000000027,2427.8001739840743,2497.6065282234745,2497.698766938255,2496.4733188494947
4,12240,2672.9999999999986,2429.717363844676,2499.435296084858,2672.9999999999936,2431.8357262668756,2673.0000000000027,2430.944480942696,2500.0533795940046,2500.1481935649663,2498.909510658946
4,12384,2672.9999999999986,2432.860662021265,2501.845124368587,2672.9999999999936,2434.943779804261,2673.0000000000027,2434.060366778162,2502.469419054439,2502.5670354930594,2501.318805519787
4,12528,2672.9999999999986,2435.9754374067015,2504.226057495187,2672.9999999999936,2438.0228871309696,2673.0000000000027,2437.1475048312236,2504.854836447141,2504.9551146232543,2503.6990214532107
4,12672,2672.9999999999986,2439.0614565192263,2506.573421061454,2672.9999999999936,2441.0722644289854,2673.0000000000027,2440.205416120109,2507.2088058987683,2507.311370375138,2506.044221098997
4,12816,2672.9999999999986,2442.1184318788914,2508.8923896799015,2672.9999999999936,2444.093560607089,2673.0000000000027,2443.234676799611,2509.53291332121,2509.6379251458197,2508.3632280103175
4,12960,2672.9999999999986,2445.145852876197,2511.183366605547,2672.9999999999936,2447.085728604909,2673.0000000000027,2446.2349323457856,2511.8273403430726,2511.9346669539264,2510.6539439125518
4,13104,2672.9999999999986,2448.1436370241786,2513.440626091931,2672.9999999999936,2450.0477158893696,2673.0000000000027,2449.205592394908,2514.090940365555,2514.2001814878836,2512.9087515318492
4,13248,2672.9999999999986,2451.1121326330044,2515.6702227734104,2672.9999999999936,2452.9815666374434,2673.0000000000027,2452.147435439001,2516.325459321003,2516.4369279570615,2515.138288563836
4,13392,2672.9999999999986,2454.0510417341065,2517.8731911404934,2672.9999999999936,2455.8861663344624,2673.0000000000027,2455.060135350837,2518.5312117551707,2518.644943205289,2517.341101699732
4,13536,2672.9999999999986,2456.959796550001,2520.0425473276205,2672.9999999999936,2458.7597178752826,2673.0000000000027,2457.942673146906,2520.7067697077355,2520.8224053006215,2519.507643054988
4,13680,2672.9999999999986,2459.838422901173,2522.1853052383585,2672.9999999999936,2461.6043208578662,2673.0000000000027,2460.795599646906,2522.854058374921,2522.972095591902,2521.6505784827486
4,13824,2672.9999999999986,2462.6869360033816,2524.3033070581973,2672.9999999999936,2464.418862794433,2673.0000000000027,2463.618457875414,2524.97352106992,2525.0941204169512,2523.769207077132
4,13968,2672.9999999999986,2465.505280876326,2526.387948381203,2672.9999999999936,2467.2012179255844,2673.0000000000027,2466.410094247412,2527.0634226775223,2527.186051941152,2525.851292499356
4,14112,2672.9999999999986,2468.2935713882234,2528.4471426474247,2672.9999999999936,2469.954344247909,2673.0000000000027,2469.171582600226,2529.125997828641,2529.251048391431,2527.9114485448918
4,14256,2672.9999999999986,2471.0514225161946,2530.483582828512,2672.9999999999936,2472.677834721695,2673.0000000000027,2471.903139315685,2531.1619631276135,2531.2894707567466,2529.9497444090543
4,14400,2672.9999999999986,2473.7786166296946,2532.486454067022,2672.9999999999936,2475.3692987725703,2673.0000000000027,2474.6038063671813,2533.1692164947626,2533.298322452559,2531.9503840238767
