% Model,tin_tegs_model_2_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 1 2024, 12:17"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K),Temperature (K)
2175,936.7525573807694,906.9656779289872,954.1217930965631
2176,936.6960673324248,906.9114325400145,954.0652429055508
2177,936.6395772840796,906.8571871510421,954.0086927145383
2178,936.5830872357343,906.8029417620695,953.9521425235263
2179,936.5265971873886,906.7486963730962,953.8955923325121
2180,936.4701071390438,906.6944509841242,953.8390421415012
2181,936.413617090698,906.6402055951507,953.7824919504875
2182,936.3571270423535,906.5859602061787,953.7259417594744
2183,936.3006369940083,906.5317148172056,953.669391568463
2184,936.244146945663,906.4774694282333,953.6128413774504
2185,936.1876568973178,906.423224039261,953.5562911864381
2186,936.1311668489731,906.3689786502875,953.4997409954245
2187,936.0746768006275,906.3147332613156,953.443190804412
2188,936.0181867522823,906.2604878723421,953.3866406134002
2189,935.9616967039374,906.20624248337,953.3300904223877
2190,935.9052066555918,906.1519970943975,953.2735402313742
2191,935.848716607247,906.0977517054243,953.2169900403628
2192,935.7922265589015,906.0435063164518,953.16043984935
2193,935.7357365105562,905.9892609274793,953.1038896583381
2194,935.6792464622109,905.9350155385071,953.0473394673246
2195,935.622756413866,905.8807701495346,952.9907892763121
2196,935.5662663655205,905.8265247605617,952.9342390852987
2197,935.5097763171756,905.7722793715884,952.8776888942875
2198,935.4532862688301,905.7180339826162,952.8211387032735
2199,935.3967962204854,905.6637885936431,952.7645885122624
2200,935.3403061721401,905.6095432046706,952.7080383212488
2201,935.2838161237946,905.5552978156975,952.6514881302373
2202,935.2273260754497,905.5010524267258,952.5949379392235
2203,935.1708360271043,905.4468070377519,952.5383877482116
2204,935.1143459787595,905.3925616487802,952.4818375572003
2205,935.0578559304142,905.3383162598072,952.4252873661861
2206,935.0013658820693,905.2840708708344,952.3687371751745
2207,934.9448758337238,905.2298254818619,952.3121869841617
2208,934.8883857853789,905.1755800928888,952.2556367931494
2209,934.8318957370334,905.1213347039165,952.1990866021366
2210,934.7754056886881,905.0670893149447,952.1425364111234
2211,934.7189156403437,905.0128439259713,952.085986220112
2212,934.662425591998,904.9585985369986,952.0294360290995
2213,934.6059355436527,904.9043531480262,951.9728858380872
2214,934.5494454953077,904.8501077590532,951.9163356470746
2215,934.4929554469624,904.7958623700813,951.8597854560624
2216,934.4364653986173,904.7416169811082,951.8032352650483
2217,934.3799753502722,904.6873715921355,951.7466850740367
2218,934.3234853019271,904.6331262031628,951.6901348830236
2219,934.2669952535816,904.5788808141905,951.6335846920116
2220,934.2105052052366,904.5246354252178,951.5770345009981
2221,934.1540151568915,904.4703900362447,951.5204843099865
2222,934.097525108546,904.4161446472721,951.4639341189742
2223,934.041035060201,904.3618992582993,951.4073839279613
2224,933.9845450118555,904.3076538693269,951.3508337369489
2225,933.928054963511,904.2534084803539,951.294283545936
2226,933.8715649151653,904.1991630913819,951.2377333549243
2227,933.8150748668204,904.1449177024091,951.1811831639105
2228,933.7585848184751,904.0906723134361,951.1246329728991
2229,933.7020947701295,904.0364269244641,951.0680827818862
2230,933.6456047217844,903.9821815354909,951.0115325908731
2231,933.5891146734393,903.9279361465183,950.9549823998611
2232,933.5326246250941,903.8736907575455,950.8984322088492
2233,933.4761345767484,903.8194453685726,950.8418820178367
2234,933.4196445284039,903.7651999796005,950.7853318268236
2235,933.363154480058,903.7109545906272,950.728781635811
2236,933.3066644317133,903.656709201655,950.6722314447978
2237,933.2501743833678,903.6024638126827,950.6156812537855
2238,933.1936843350234,903.5482184237097,950.5591310627742
2239,933.1371942866773,903.493973034737,950.5025808717608
2240,933.0807042383324,903.4397276457647,950.446030680748
2241,933.024214189987,903.3854822567914,950.389480489735
2242,932.9677241416422,903.3312368678195,950.3329302987233
2243,932.9112340932968,903.2769914788462,950.276380107711
2244,932.8547440449522,903.2227460898738,950.219829916699
2245,932.7982539966067,903.168500700901,950.1632797256859
2246,932.7417639482613,903.1142553119287,950.1067295346743
2247,932.6852738999155,903.0600099229562,950.0501793436604
2248,932.6287838515714,903.0057645339833,949.9936291526477
2249,932.5722938032259,902.9515191450107,949.9370789616357
2250,932.5158037548808,902.8972737560374,949.8805287706228
2251,932.4593137065357,902.8430283670656,949.8239785796106
2252,932.4028236581904,902.7887829780926,949.7674283885984
2253,932.3463336098454,902.7345375891198,949.7108781975852
2254,932.2898435615,902.680292200147,949.6543280065728
2255,932.2333535131547,902.6260468111744,949.597777815559
2256,932.1768634648097,902.5718014222012,949.5412276245482
2257,932.1203734164645,902.5175560332294,949.4846774335347
2258,932.0638833681188,902.4633106442565,949.4281272425227
2259,932.0073933197746,902.4090652552837,949.3715770515101
2260,931.9509032714286,902.3548198663115,949.3150268604974
2261,931.8944132230837,902.3005744773385,949.2584766694848
2262,931.8379231747383,902.246329088365,949.2019264784728
2263,931.7814331263935,902.1920836993929,949.1453762874597
2264,931.724943078048,902.13783831042,949.0888260964474
2265,931.6684530297033,902.0835929214479,949.0322759054351
2266,931.6119629813578,902.0293475324754,948.9757257144229
2267,931.5554729330125,901.9751021435031,948.91917552341
2268,931.498982884667,901.9208567545295,948.8626253323981
2269,931.4424928363222,901.8666113655573,948.806075141386
2270,931.3860027879773,901.8123659765841,948.7495249503721
2271,931.3295127396317,901.7581205876116,948.6929747593605
2272,931.2730226912867,901.7038751986394,948.6364245683467
2273,931.2165326429409,901.649629809666,948.5798743773344
2274,931.1600425945962,901.5953844206938,948.5233241863216
2275,931.1035525462509,901.5411390317211,948.4667739953096
2276,931.0470624979058,901.486893642748,948.4102238042976
2277,930.9905724495605,901.4326482537758,948.3536736132847
2278,930.9340824012153,901.3784028648033,948.2971234222714
2279,930.8775923528701,901.3241574758305,948.2405732312599
2280,930.8211023045249,901.2699120868577,948.1840230402463
2281,930.7646122561797,901.2156666978852,948.1274728492348
2282,930.7081222078349,901.1614213089119,948.0709226582214
2283,930.6516321594895,901.1071759199397,948.0143724672103
2284,930.5951421111444,901.0529305309667,947.9578222761969
2285,930.5386520627992,900.9986851419947,947.9012720851846
2286,930.482162014454,900.9444397530218,947.8447218941711
2287,930.4256719661083,900.8901943640492,947.7881717031598
2288,930.3691819177635,900.8359489750761,947.7316215121472
2289,930.3126918694184,900.7817035861035,947.6750713211344
2290,930.2562018210734,900.7274581971313,947.6185211301232
2291,930.1997117727279,900.6732128081582,947.5619709391101
2292,930.1432217243826,900.6189674191859,947.5054207480977
2293,930.0867316760377,900.5647220302135,947.4488705570839
2294,930.0302416276922,900.5104766412405,947.3923203660717
2295,929.973751579347,900.4562312522681,947.3357701750599
2296,929.917261531002,900.4019858632955,947.2792199840462
2297,929.8607714826568,900.3477404743226,947.222669793034
2298,929.8042814343116,900.2934950853498,947.1661196020215
2299,929.7477913859666,900.2392496963774,947.1095694110089
2300,929.6913013376212,900.1850043074045,947.0530192199968
2301,929.6348112892762,900.130758918432,946.9964690289839
2302,929.5783212409311,900.0765135294589,946.9399188379712
2303,929.5218311925854,900.0222681404872,946.8833686469584
2304,929.4653411442405,899.9680227515134,946.8268184559461
2305,929.4088510958952,899.9137773625412,946.770268264933
2306,929.3523610475503,899.859531973569,946.7137180739218
2307,929.295870999205,899.8052865845962,946.6571678829087
2308,929.2393809508599,899.7510411956234,946.6006176918972
2309,929.1828909025144,899.6967958066508,946.5440675008836
2310,929.1264008541693,899.6425504176779,946.4875173098708
2311,929.0699108058242,899.5883050287049,946.4309671188587
2312,929.0134207574787,899.5340596397328,946.3744169278473
2313,928.9569307091338,899.4798142507601,946.3178667368334
2314,928.9004406607884,899.4255688617874,946.2613165458206
2315,928.8439506124435,899.3713234728151,946.2047663548082
2316,928.7874605640984,899.3170780838418,946.148216163796
2317,928.7309705157527,899.2628326948698,946.0916659727832
2318,928.6744804674075,899.208587305897,946.0351157817712
2319,928.6179904190626,899.1543419169242,945.9785655907577
2320,928.5615003707177,899.1000965279518,945.922015399746
2321,928.5050103223726,899.0458511389792,945.865465208734
2322,928.4485202740275,898.9916057500056,945.8089150177207
2323,928.3920302256824,898.937360361034,945.752364826708
2324,928.3355401773367,898.8831149720606,945.6958146356956
2325,928.2790501289918,898.8288695830882,945.6392644446836
2326,928.2225600806461,898.7746241941155,945.5827142536701
2327,928.166070032301,898.7203788051429,945.5261640626582
2328,928.1095799839561,898.6661334161706,945.469613871646
2329,928.053089935611,898.6118880271974,945.4130636806331
2330,927.9965998872653,898.5576426382254,945.3565134896207
2331,927.9401098389203,898.5033972492525,945.299963298608
2332,927.8836197905752,898.4491518602795,945.2434131075956
2333,927.8271297422303,898.3949064713073,945.1868629165833
2334,927.7706396938851,898.3406610823343,945.1303127255702
2335,927.7141496455395,898.2864156933609,945.0737625345574
2336,927.6576595971945,898.2321703043888,945.0172123435447
2337,927.6011695488493,898.1779249154171,944.9606621525331
2338,927.5446795005043,898.1236795264433,944.9041119615204
2339,927.4881894521586,898.069434137471,944.8475617705084
2340,927.4316994038136,898.0151887484985,944.7910115794953
2341,927.3752093554689,897.9609433595255,944.7344613884816
2342,927.3187193071232,897.9066979705528,944.677911197471
2343,927.2622292587783,897.8524525815802,944.6213610064573
2344,927.2057392104325,897.7982071926075,944.5648108154459
2345,927.1492491620884,897.7439618036344,944.5082606244321
2346,927.0927591137423,897.6897164146619,944.4517104334196
2347,927.0362690653977,897.6354710256896,944.3951602424077
2348,926.9797790170521,897.5812256367171,944.3386100513942
2349,926.9232889687069,897.5269802477443,944.2820598603819
2350,926.8667989203616,897.4727348587719,944.2255096693699
2351,926.8103088720169,897.4184894697989,944.1689594783579
2352,926.7538188236712,897.3642440808267,944.1124092873451
2353,926.6973287753264,897.3099986918538,944.055859096332
2354,926.640838726981,897.2557533028809,943.99930890532
2355,926.584348678636,897.2015079139088,943.9427587143069
2356,926.5278586302907,897.1472625249356,943.8862085232946
2357,926.4713685819456,897.0930171359631,943.8296583322818
2358,926.4148785336006,897.0387717469908,943.7731081412699
2359,926.358388485255,896.984526358018,943.7165579502564
2360,926.3018984369102,896.9302809690448,943.6600077592444
2361,926.2454083885649,896.8760355800729,943.6034575682321
2362,926.1889183402196,896.8217901910998,943.5469073772193
2363,926.1324282918742,896.767544802127,943.4903571862073
2364,926.0759382435297,896.7132994131547,943.4338069951947
2365,926.0194481951844,896.6590540241817,943.3772568041823
2366,925.9629581468388,896.6048086352092,943.3207066131699
2367,925.9064680984941,896.550563246236,943.2641564221567
2368,925.8499780501486,896.4963178572648,943.2076062311448
2369,925.7934880018036,896.4420724682907,943.1510560401317
2370,925.7369979534584,896.3878270793184,943.0945058491202
2371,925.6805079051129,896.3335816903459,943.0379556581063
2372,925.624017856768,896.2793363013734,942.9814054670943
2373,925.5675278084227,896.2250909124007,942.9248552760812
2374,925.5110377600778,896.1708455234282,942.8683050850689
2375,925.4545477117323,896.1166001344553,942.8117548940578
2376,925.3980576633868,896.0623547454825,942.7552047030453
2377,925.3415676150423,896.0081093565096,942.6986545120315
2378,925.2850775666968,895.953863967537,942.6421043210179
2379,925.2285875183513,895.8996185785645,942.5855541300058
2380,925.1720974700062,895.845373189592,942.5290039389936
2381,925.1156074216607,895.7911278006192,942.4724537479813
2382,925.059117373316,895.7368824116465,942.4159035569684
2383,925.0026273249707,895.6826370226735,942.3593533659565
2384,924.9461372766252,895.6283916337014,942.3028031749433
2385,924.8896472282805,895.5741462447282,942.2462529839311
2386,924.8331571799351,895.519900855756,942.1897027929191
2387,924.7766671315902,895.465655466783,942.1331526019068
2388,924.7201770832446,895.4114100778111,942.076602410894
2389,924.6636870348995,895.3571646888382,942.0200522198817
2390,924.6071969865543,895.3029192998653,941.9635020288692
2391,924.5507069382091,895.2486739108934,941.9069518378558
2392,924.4942168898639,895.1944285219196,941.8504016468435
2393,924.4377268415187,895.1401831329474,941.7938514558303
2394,924.3812367931735,895.0859377439749,941.7373012648187
2395,924.3247467448283,895.0316923550021,941.6807510738064
2396,924.268256696483,894.9774469660296,941.6242008827936
2397,924.2117666481378,894.9232015770566,941.5676506917813
2398,924.1552765997931,894.8689561880839,941.5111005007682
2399,924.0987865514473,894.8147107991116,941.4545503097555
2400,924.0422965031029,894.7604654101398,941.3980001187435
2401,923.9858064547572,894.7062200211662,941.3414499277308
2402,923.9293164064127,894.6519746321937,941.2848997367184
2403,923.872826358067,894.5977292432207,941.2283495457065
2404,923.8163363097223,894.5434838542485,941.171799354693
2405,923.7598462613768,894.4892384652755,941.1152491636815
2406,923.7033562130318,894.4349930763033,941.0586989726679
2407,923.646866164686,894.3807476873304,941.0021487816557
2408,923.590376116341,894.3265022983575,940.9455985906428
2409,923.5338860679955,894.2722569093854,940.8890483996303
2410,923.4773960196505,894.2180115204119,940.8324982086177
2411,923.4209059713052,894.16376613144,940.7759480176057
2412,923.3644159229597,894.109520742467,940.7193978265923
2413,923.3079258746152,894.0552753534942,940.6628476355809
2414,923.2514358262703,894.0010299645216,940.6062974445672
2415,923.1949457779242,893.9467845755486,940.5497472535548
2416,923.1384557295797,893.8925391865756,940.4931970625421
2417,923.0819656812345,893.8382937976036,940.4366468715301
2418,923.0254756328889,893.7840484086311,940.3800966805181
2419,922.9689855845438,893.7298030196588,940.323546489505
2420,922.9124955361987,893.6755576306858,940.2669962984922
2421,922.8560054878532,893.6213122417132,940.2104461074807
2422,922.799515439508,893.567066852741,940.153895916467
2423,922.7430253911633,893.5128214637675,940.0973457254552
2424,922.6865353428175,893.4585760747948,940.0407955344426
2425,922.6300452944726,893.4043306858225,939.9842453434301
2426,922.5735552461277,893.3500852968499,939.9276951524174
2427,922.5170651977824,893.2958399078776,939.8711449614058
2428,922.4605751494371,893.2415945189044,939.8145947703923
2429,922.4040851010919,893.187349129932,939.75804457938
2430,922.347595052747,893.1331037409589,939.7014943883681
2431,922.2911050044014,893.078858351987,939.6449441973547
2432,922.2346149560569,893.0246129630141,939.5883940063425
2433,922.1781249077112,892.9703675740409,939.5318438153299
2434,922.1216348593659,892.9161221850685,939.4752936243175
2435,922.0651448110208,892.8618767960961,939.4187434333055
2436,922.0086547626761,892.8076314071236,939.362193242293
2437,921.95216471433,892.7533860181509,939.3056430512796
2438,921.8956746659856,892.6991406291778,939.2490928602679
2439,921.8391846176396,892.6448952402058,939.1925426692545
2440,921.7826945692954,892.5906498512323,939.1359924782423
2441,921.7262045209494,892.5364044622601,939.0794422872291
2442,921.6697144726049,892.4821590732873,939.0228920962165
2443,921.6132244242594,892.4279136843145,938.9663419052042
2444,921.5567343759145,892.3736682953421,938.9097917141914
2445,921.500244327569,892.3194229063695,938.8532415231795
2446,921.4437542792238,892.2651775173966,938.7966913321667
2447,921.3872642308787,892.2109321284241,938.7401411411546
2448,921.3307741825332,892.156686739451,938.6835909501422
2449,921.2742841341884,892.1024413504784,938.6270407591295
2450,921.2177940858429,892.0481959615057,938.5704905681173
2451,921.1648095488019,891.9980817895358,938.5164199828916
2452,921.1118250117605,891.9479676175654,938.4623493976665
2453,921.0588404747184,891.8978534455958,938.4082788124421
2454,921.0058559376779,891.847739273626,938.3542082272169
2455,920.9528714006359,891.7976251016557,938.3001376419921
2456,920.8998868635948,891.7475109296856,938.246067056767
2457,920.8469023265533,891.6973967577158,938.1919964715422
2458,920.7939177895114,891.6472825857455,938.1379258863167
2459,920.7409332524704,891.5971684137753,938.0838553010918
2460,920.6879487154291,891.5470542418054,938.0297847158668
2461,920.6349641783873,891.4969400698353,937.9757141306416
2462,920.5819796413462,891.4468258978649,937.9216435454179
2463,920.5289951043047,891.3967117258946,937.8675729601928
2464,920.4760105672635,891.3465975539248,937.8135023749664
2465,920.4230260302221,891.2964833819548,937.7594317897417
2466,920.3700414931803,891.2463692099851,937.7053612045165
2467,920.3170569561399,891.1962550380149,937.6512906192913
2468,920.2640724190975,891.146140866045,937.5972200340672
2469,920.2110878820563,891.0960266940742,937.5431494488408
2470,920.1581033450151,891.0459125221043,937.4890788636158
2471,920.1051188079734,890.9957983501345,937.4350082783923
2472,920.0521342709319,890.9456841781642,937.3809376931667
2473,919.9991497338902,890.8955700061947,937.3268671079423
2474,919.9461651968495,890.8454558342248,937.272796522716
2475,919.893180659808,890.7953416622545,937.2187259374908
2476,919.8401961227663,890.7452274902843,937.1646553522672
2477,919.787211585725,890.6951133183142,937.1105847670411
2478,919.7342270486835,890.6449991463445,937.0565141818156
2479,919.6812425116423,890.5948849743743,937.0024435965906
2480,919.6282579746008,890.5447708024041,936.9483730113662
2481,919.5752734375595,890.4946566304338,936.894302426141
2482,919.5222889005183,890.444542458464,936.8402318409163
2483,919.4693043634763,890.394428286494,936.7861612556902
2484,919.4163198264355,890.3443141145242,936.7320906704659
2485,919.363335289394,890.2941999425535,936.6780200852412
2486,919.3103507523522,890.2440857705833,936.6239495000153
2487,919.2573662153112,890.1939715986136,936.5698789147913
2488,919.2043816782698,890.1438574266436,936.5158083295665
2489,919.1513971412281,890.0937432546732,936.4617377443406
2490,919.0984126041872,890.0436290827032,936.4076671591158
2491,919.0454280671458,889.9935149107339,936.3535965738906
2492,918.9924435301045,889.943400738763,936.2995259886665
2493,918.9394589930629,889.8932865667933,936.2454554034407
2494,918.8864744560217,889.8431723948229,936.1913848182148
2495,918.8334899189801,889.7930582228536,936.1373142329911
2496,918.7805053819382,889.7429440508832,936.0832436477658
2497,918.7275208448978,889.6928298789126,936.0291730625408
2498,918.674536307856,889.6427157069434,935.9751024773157
2499,918.6215517708142,889.5926015349729,935.9210318920898
2500,918.5685672337728,889.5424873630025,935.8669613068657
2501,918.5155826967315,889.4923731910322,935.812890721641
2502,918.4625981596905,889.4422590190627,935.7588201364158
2503,918.4096136226489,889.3921448470925,935.7047495511911
2504,918.3566290856079,889.3420306751228,935.6506789659647
2505,918.3036445485659,889.2919165031522,935.59660838074
2506,918.2506600115245,889.2418023311823,935.5425377955156
2507,918.1976754744829,889.1916881592122,935.4884672102901
2508,918.1446909374414,889.1415739872422,935.4343966250652
2509,918.0917064004002,889.0914598152724,935.3803260398411
2510,918.0387218633588,889.0413456433026,935.3262554546158
2511,917.9857373263172,888.9912314713322,935.2721848693909
2512,917.9327527892768,888.9411172993624,935.2181142841657
2513,917.8797682522348,888.8910031273924,935.1640436989398
2514,917.8267837151928,888.8408889554215,935.1099731137152
2515,917.7737991781521,888.7907747834519,935.0559025284899
2516,917.7208146411103,888.7406606114822,935.0018319432653
2517,917.6678301040689,888.6905464395115,934.9477613580406
2518,917.6148455670277,888.6404322675421,934.8936907728156
2519,917.5618610299867,888.5903180955721,934.8396201875909
2520,917.5088764929448,888.540203923602,934.7855496023657
2521,917.4558919559032,888.4900897516316,934.7314790171401
2522,917.4029074188619,888.4399755796613,934.6774084319153
2523,917.3499228818208,888.3898614076915,934.6233378466898
2524,917.2969383447793,888.3397472357215,934.5692672614654
2525,917.2439538077382,888.289633063751,934.5151966762404
2526,917.1909692706967,888.2395188917814,934.4611260910159
2527,917.1379847336551,888.189404719811,934.4070555057899
2528,917.0850001966138,888.1392905478408,934.3529849205648
2529,917.0320156595723,888.0891763758711,934.2989143353408
2530,916.979031122531,888.0390622039008,934.244843750115
2531,916.9260465854893,887.9889480319306,934.1907731648904
2532,916.8730620484481,887.9388338599606,934.1367025796649
2533,916.820077511407,887.888719687991,934.0826319944388
2534,916.7670929743656,887.8386055160205,934.0285614092144
2535,916.7141084373238,887.788491344051,933.9744908239894
2536,916.6611239002826,887.7383771720804,933.920420238765
2537,916.6081393632413,887.6882630001104,933.8663496535394
2538,916.5551548261999,887.638148828141,933.8122790683148
2539,916.5021702891584,887.5880346561703,933.7582084830907
2540,916.4491857521169,887.5379204842004,933.7041378978652
2541,916.3962012150756,887.4878063122305,933.65006731264
2542,916.3432166780342,887.4376921402603,933.5959967274141
2543,916.2902321409928,887.38757796829,933.5419261421894
2544,916.2372476039512,887.3374637963202,933.4878555569638
2545,916.1842630669096,887.2873496243502,933.4337849717394
2546,916.1312785298688,887.2372354523801,933.3797143865139
2547,916.0782939928272,887.1871212804097,933.3256438012896
2548,916.0253094557858,887.1370071084398,933.271573216064
2549,915.9723249187442,887.08689293647,933.2175026308391
2550,915.9193403817027,887.0367787644993,933.1634320456142
2551,915.8663558446611,886.9866645925305,933.10936146039
2552,915.8133713076198,886.9365504205598,933.0552908751645
2553,915.7603867705787,886.8864362485893,933.0012202899396
2554,915.707402233537,886.8363220766201,932.9471497047145
2555,915.6544176964965,886.7862079046495,932.8930791194897
2556,915.6014331594548,886.7360937326796,932.8390085342638
2557,915.5484486224126,886.6859795607096,932.7849379490398
2558,915.4954640853719,886.6358653887396,932.7308673638136
2559,915.4424795483299,886.5857512167688,932.6767967785892
2560,915.3894950112889,886.5356370447994,932.6227261933645
2561,915.3365104742472,886.4855228728292,932.5686556081396
2562,915.2835259372059,886.4354087008589,932.5145850229138
2563,915.2305414001651,886.3852945288893,932.4605144376892
2564,915.1775568631238,886.3351803569185,932.4064438524641
2565,915.1245723260818,886.285066184949,932.3523732672393
2566,915.0715877890408,886.2349520129786,932.2983026820137
2567,915.0186032519993,886.1848378410092,932.244232096789
2568,914.9656187149577,886.1347236690389,932.1901615115627
2569,914.912634177916,886.0846094970684,932.1360909263391
2570,914.8596496408746,886.0344953250983,932.0820203411139
2571,914.8066651038332,885.9843811531291,932.0279497558886
2572,914.7536805667921,885.9342669811583,931.973879170664
2573,914.7006960297505,885.8841528091885,931.9198085854396
2574,914.6477114927092,885.8340386372181,931.8657380002144
2575,914.5947269556677,885.7839244652479,931.8116674149891
2576,914.5417424186268,885.7338102932779,931.7575968297635
2577,914.4887578815852,885.6836961213078,931.7035262445382
2578,914.4357733445436,885.6335819493383,931.6494556593138
2579,914.3827888075023,885.5834677773685,931.5953850740887
2580,914.3298042704605,885.5333536053982,931.5413144888635
2581,914.2768197334193,885.4832394334278,931.4872439036387
2582,914.2238351963781,885.4331252614587,931.4331733184139
2583,914.1708506593366,885.3830110894885,931.3791027331883
2584,914.1178661222951,885.3328969175175,931.3250321479633
2585,914.0648815852537,885.2827827455475,931.2709615627384
2586,914.0118970482122,885.2326685735782,931.2168909775143
2587,913.9589125111708,885.182554401607,931.162820392289
2588,913.9059279741297,885.1324402296368,931.1087498070634
2589,913.8529434370882,885.0823260576674,931.0546792218385
2590,913.7999589000468,885.0322118856972,931.0006086366138
2591,913.7469743630053,884.9820977137268,930.9465380513878
2592,913.6939898259641,884.9319835417572,930.8924674661633
2593,913.6410052889227,884.8818693697874,930.8383968809387
2594,913.5880207518811,884.8317551978171,930.784326295714
2595,913.5350362148399,884.7816410258464,930.7302557104884
2596,913.4820516777987,884.7315268538773,930.6761851252627
2597,913.4290671407572,884.6814126819067,930.6221145400374
2598,913.3760826037159,884.6312985099366,930.5680439548131
2599,913.323098066674,884.5811843379671,930.5139733695881
2600,913.2701135296327,884.531070165997,930.4599027843637
2601,913.2171289925913,884.4809559940265,930.4058321991384
2602,913.1641444555501,884.4308418220565,930.3517616139138
2603,913.1111599185089,884.3807276500864,930.2976910286891
2604,913.0581753814671,884.3306134781164,930.2436204434639
2605,913.0051908444261,884.2804993061462,930.1895498582381
2606,912.9522063073841,884.2303851341767,930.1354792730119
2607,912.8992217703429,884.1802709622066,930.0814086877875
2608,912.8462372333015,884.1301567902364,930.0273381025632
2609,912.7932526962602,884.0800426182658,929.9732675173389
2610,912.740268159219,884.0299284462964,929.9191969321137
2611,912.6872836221777,883.9798142743265,929.8651263468876
2612,912.6342990851361,883.929700102356,929.811055761663
2613,912.5813145480947,883.8795859303863,929.7569851764381
2614,912.5283300110531,883.8294717584159,929.7029145912123
2615,912.4753454740114,883.7793575864455,929.648844005987
2616,912.4223609369701,883.7292434144754,929.5947734207624
2617,912.3693763999287,883.6791292425054,929.5407028355384
2618,912.3163918628879,883.6290150705363,929.4866322503136
2619,912.2634073258466,883.5789008985656,929.4325616650877
2620,912.2104227888047,883.5287867265954,929.3784910798637
2621,912.1574382517632,883.4786725546254,929.3244204946374
2622,912.1044537147218,883.4285583826551,929.2703499094126
2623,912.0514691776805,883.3784442106856,929.2162793241878
2624,911.998484640639,883.3283300387152,929.1622087389627
2625,911.9455001035974,883.278215866745,929.1081381537375
2626,911.892515566557,883.2281016947749,929.0540675685133
2627,911.8395310295149,883.1779875228052,928.9999969832879
2628,911.7865464924736,883.127873350835,928.9459263980623
2629,911.7335619554327,883.077759178865,928.8918558128377
2630,911.6805774183907,883.0276450068949,928.8377852276127
2631,911.6275928813494,882.9775308349251,928.7837146423877
2632,911.5746083443082,882.9274166629543,928.7296440571637
2633,911.5216238072666,882.877302490985,928.6755734719378
2634,911.4686392702256,882.8271883190143,928.6215028867132
2635,911.415654733184,882.7770741470447,928.5674323014885
2636,911.3626701961424,882.726959975074,928.5133617162624
2637,911.3096856591008,882.6768458031041,928.4592911310383
2638,911.2567011220596,882.626731631134,928.405220545812
2639,911.2037165850185,882.5766174591645,928.3511499605879
2640,911.1507320479769,882.5265032871936,928.2970793753623
2641,911.0977475109357,882.4763891152242,928.2430087901373
2642,911.0447629738935,882.426274943254,928.1889382049118
2643,910.9917784368523,882.3761607712843,928.1348676196875
2644,910.938793899811,882.3260465993144,928.0807970344622
2645,910.8858093627694,882.275932427344,928.0267264492375
2646,910.832824825728,882.2258182553743,927.9726558640126
2647,910.7798402886868,882.1757040834042,927.9185852787871
2648,910.7268557516456,882.1255899114336,927.8645146935626
2649,910.6738712146043,882.075475739464,927.8104441083372
2650,910.6208866775627,882.0253615674931,927.7563735231113
2651,910.5679021405211,881.975247395524,927.7023029378872
2652,910.5149176034797,881.9251332235534,927.6482323526628
2653,910.4619330664385,881.8750190515831,927.5941617674362
2654,910.408948529397,881.8249048796133,927.5400911822126
2655,910.3559639923558,881.7747907076434,927.4860205969874
2656,910.3029794553144,881.724676535673,927.4319500117622
2657,910.2499949182724,881.674562363703,927.3778794265367
2658,910.1970103812316,881.6244481917331,927.3238088413119
2659,910.1440258441901,881.5743340197632,927.2697382560865
2660,910.0910413071484,881.5242198477923,927.215667670862
2661,910.0380567701076,881.4741056758229,927.1615970856365
2662,909.9850722330659,881.4239915038532,927.1075265004116
2663,909.9320876960245,881.3738773318831,927.0534559151866
2664,909.8791031589828,881.3237631599123,926.9993853299617
2665,909.8261186219418,881.2736489879428,926.9453147447373
2666,909.7731340849006,881.2235348159727,926.8912441595114
2667,909.7201495478588,881.173420644002,926.837173574287
2668,909.6671650108174,881.1233064720326,926.7831029890617
2669,909.6141804737758,881.0731923000621,926.7290324038363
2670,909.5611959367345,881.0230781280927,926.6749618186113
2671,909.5082113996934,880.9729639561218,926.6208912333864
2672,909.4552268626524,880.9228497841526,926.5668206481616
2673,909.4022423256105,880.8727356121829,926.5127500629376
2674,909.3492577885696,880.8226214402125,926.4586794777115
2675,909.2962732515275,880.772507268242,926.404608892485
2676,909.2432887144863,880.7223930962721,926.3505383072618
2677,909.1903041774455,880.672278924302,926.2964677220364
2678,909.1373196404035,880.6221647523315,926.2423971368114
2679,909.0843351033622,880.5720505803616,926.1883265515868
2680,909.0313505663206,880.521936408392,926.1342559663618
2681,908.9783660292796,880.4718222364214,926.0801853811365
2682,908.9253814922379,880.4217080644516,926.026114795911
2683,908.8723969551968,880.3715938924814,925.972044210686
2684,908.8194124181549,880.3214797205112,925.9179736254613
2685,908.7664278811138,880.2713655485413,925.8639030402364
2686,908.7134433440724,880.2212513765717,925.8098324550109
2687,908.6604588070307,880.1711372046012,925.7557618697865
2688,908.6074742699896,880.1210230326312,925.7016912845613
2689,908.5544897329484,880.0709088606612,925.6476206993368
2690,908.5015051959068,880.0207946886909,925.5935501141118
2691,908.448520658865,879.9706805167211,925.5394795288855
2692,908.3955361218241,879.9205663447508,925.4854089436611
2693,908.3425515847825,879.8704521727814,925.4313383584364
2694,908.2895670477407,879.8203380008111,925.3772677732109
