% Model,tin_tegs_model_2_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 1 2024, 12:17"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K),Temperature (K)
1113,1001.2891170043815,971.319083646611,1016.3928313949568
1114,1001.2248065050744,971.2523415175702,1016.3328293238001
1115,1001.1604960057662,971.1855993885292,1016.2728272526424
1116,1001.0961855064587,971.118857259488,1016.2128251814862
1117,1001.0318750071509,971.0521151304478,1016.1528231103314
1118,1000.9675645078433,970.9853730014065,1016.0928210391738
1119,1000.9032540085359,970.9186308723666,1016.0328189680175
1120,1000.8389435092287,970.8518887433249,1015.9728168968602
1121,1000.7746330099201,970.7851466142844,1015.9128148257045
1122,1000.7103225106129,970.718404485244,1015.8528127545484
1123,1000.6460120113052,970.6516623562032,1015.7928106833916
1124,1000.5817015119974,970.5849202271622,1015.7328086122351
1125,1000.5173910126896,970.5181780981222,1015.672806541079
1126,1000.4530805133821,970.4514359690804,1015.6128044699209
1127,1000.3887700140745,970.3846938400401,1015.552802398765
1128,1000.3244595147669,970.317951711,1015.4928003276086
1129,1000.2601490154598,970.251209581959,1015.4327982564527
1130,1000.1958385161513,970.1844674529171,1015.3727961852962
1131,1000.1315280168438,970.1177253238774,1015.3127941141389
1132,1000.0672175175356,970.0509831948362,1015.2527920429832
1133,1000.0029070182284,969.984241065796,1015.192789971826
1134,999.9385965189211,969.917498936755,1015.1327879006691
1135,999.8742860196131,969.8507568077139,1015.0727858295127
1136,999.8099755203053,969.7840146786734,1015.0127837583569
1137,999.745665020998,969.7172725496318,1014.9527816871998
1138,999.6813545216902,969.6505304205918,1014.8927796160438
1139,999.6170440223826,969.5837882915503,1014.8327775448877
1140,999.5527335230748,969.5170461625104,1014.7727754737302
1141,999.4884230237669,969.4503040334689,1014.7127734025742
1142,999.4241125244596,969.3835619044291,1014.6527713314181
1143,999.3598020251516,969.3168197753881,1014.5927692602619
1144,999.2954915258441,969.2500776463474,1014.5327671891047
1145,999.2311810265364,969.1833355173064,1014.4727651179481
1146,999.1668705272291,969.1165933882655,1014.4127630467914
1147,999.1025600279211,969.0498512592253,1014.3527609756354
1148,999.0382495286136,968.9831091301842,1014.292758904479
1149,998.973939029306,968.9163670011428,1014.232756833322
1150,998.9096285299978,968.8496248721023,1014.1727547621659
1151,998.8453180306901,968.7828827430617,1014.1127526910084
1152,998.7810075313823,968.7161406140209,1014.0527506198526
1153,998.7166970320751,968.6493984849802,1013.9927485486963
1154,998.6523865327679,968.5826563559397,1013.9327464775387
1155,998.5880760334597,968.5159142268991,1013.8727444063837
1156,998.523765534152,968.4491720978576,1013.8127423352265
1157,998.459455034844,968.3824299688167,1013.7527402640708
1158,998.3951445355366,968.3156878397765,1013.6927381929132
1159,998.3308340362291,968.2489457107359,1013.6327361217571
1160,998.2665235369211,968.1822035816953,1013.5727340506014
1161,998.2022130376135,968.1154614526545,1013.5127319794442
1162,998.1379025383059,968.0487193236137,1013.4527299082874
1163,998.0735920389988,967.9819771945721,1013.392727837132
1164,998.0092815396906,967.9152350655327,1013.3327257659745
1165,997.9449710403828,967.8484929364912,1013.2727236948181
1166,997.8806605410756,967.7817508074501,1013.2127216236612
1167,997.8163500417678,967.7150086784098,1013.1527195525057
1168,997.7520395424601,967.6482665493686,1013.0927174813487
1169,997.6877290431523,967.5815244203278,1013.0327154101934
1170,997.6234185438449,967.5147822912872,1012.9727133390357
1171,997.5591080445372,967.4480401622463,1012.912711267879
1172,997.4947975452293,967.3812980332052,1012.8527091967227
1173,997.4304870459221,967.3145559041653,1012.7927071255654
1174,997.3661765466139,967.2478137751245,1012.7327050544088
1175,997.301866047306,967.1810716460839,1012.6727029832527
1176,997.2375555479988,967.1143295170431,1012.6127009120961
1177,997.1732450486908,967.0475873880018,1012.5526988409396
1178,997.1089345493838,966.9808452589613,1012.4926967697836
1179,997.0446240500759,966.9141031299206,1012.4326946986272
1180,996.9803135507683,966.84736100088,1012.3726926274713
1181,996.9160030514602,966.7806188718387,1012.3126905563139
1182,996.851692552153,966.7138767427986,1012.2526884851578
1183,996.7873820528453,966.6471346137575,1012.1926864140008
1184,996.7230715535375,966.580392484716,1012.132684342845
1185,996.6587610542298,966.5136503556756,1012.0726822716889
1186,996.594450554922,966.446908226635,1012.0126802005311
1187,996.5301400556144,966.380166097594,1011.9526781293754
1188,996.4658295563071,966.3134239685534,1011.8926760582191
1189,996.4015190569993,966.2466818395133,1011.8326739870624
1190,996.337208557691,966.1799397104719,1011.772671915906
1191,996.2728980583837,966.113197581431,1011.7126698447493
1192,996.208587559076,966.0464554523907,1011.6526677735927
1193,996.1442770597683,965.9797133233498,1011.592665702436
1194,996.0799665604604,965.9129711943093,1011.5326636312793
1195,996.0156560611532,965.8462290652683,1011.472661560123
1196,995.9513455618458,965.7794869362274,1011.4126594889664
1197,995.8870350625376,965.7127448071868,1011.3526574178113
1198,995.82272456323,965.6460026781455,1011.2926553466531
1199,995.7584140639228,965.5792605491052,1011.2326532754969
1200,995.6941035646146,965.5125184200637,1011.1726512043408
1201,995.6297930653068,965.4457762910242,1011.1126491331843
1202,995.5654825659998,965.3790341619833,1011.0526470620279
1203,995.5011720666911,965.3122920329422,1010.9926449908714
1204,995.4368615673843,965.2455499039011,1010.9326429197154
1205,995.3725510680762,965.1788077748606,1010.8726408485584
1206,995.3082405687688,965.1120656458198,1010.8126387774013
1207,995.2439300694608,965.0453235167786,1010.7526367062453
1208,995.1796195701538,964.9785813877385,1010.6926346350884
1209,995.1153090708456,964.9118392586975,1010.6326325639324
1210,995.0509985715381,964.8450971296566,1010.5726304927766
1211,994.9866880722303,964.7783550006162,1010.5126284216196
1212,994.9223775729228,964.7116128715755,1010.4526263504638
1213,994.8580670736147,964.6448707425345,1010.3926242793058
1214,994.7937565743073,964.5781286134941,1010.3326222081494
1215,994.7294460750003,964.5113864844532,1010.2726201369942
1216,994.6651355756918,964.4446443554122,1010.2126180658364
1217,994.6008250763838,964.3779022263719,1010.15261599468
1218,994.5365145770766,964.3111600973303,1010.0926139235239
1219,994.4722040777691,964.2444179682902,1010.0326118523652
1220,994.4078935784611,964.1776758392489,1009.9726097812106
1221,994.3435830791536,964.1109337102089,1009.9126077100542
1222,994.2792725798463,964.0441915811678,1009.8526056388979
1223,994.2149620805384,963.9774494521272,1009.7926035677413
1224,994.1506515812312,963.9107073230861,1009.7326014965846
1225,994.0863410819229,963.8439651940453,1009.6725994254286
1226,994.0220305826153,963.7772230650048,1009.612597354272
1227,993.9577200833078,963.7104809359636,1009.5525952831151
1228,993.8934095840003,963.6437388069235,1009.4925932119583
1229,993.8290990846923,963.5769966778827,1009.4325911408015
1230,993.7647885853847,963.5102545488411,1009.3725890696458
1231,993.7004780860773,963.4435124198009,1009.312586998489
1232,993.6361675867693,963.3767702907599,1009.2525849273329
1233,993.5718570874619,963.310028161719,1009.1925828561758
1234,993.5075465881542,963.2432860326778,1009.1325807850202
1235,993.443236088846,963.176543903637,1009.0725787138639
1236,993.3789255895389,963.1098017745973,1009.012576642706
1237,993.3146150902318,963.0430596455559,1008.9525745715503
1238,993.2503045909231,962.976317516516,1008.8925725003938
1239,993.1859940916157,962.909575387475,1008.8325704292373
1240,993.1216835923083,962.8428332584341,1008.7725683580809
1241,993.0573730930005,962.7760911293934,1008.712566286924
1242,992.9930625936929,962.7093490003521,1008.6525642157669
1243,992.9287520943848,962.642606871312,1008.592562144612
1244,992.8644415950776,962.5758647422707,1008.5325600734548
1245,992.8001310957698,962.5091226132297,1008.4725580022975
1246,992.7358205964617,962.4423804841898,1008.4125559311416
1247,992.6715100971545,962.3756383551487,1008.3525538599849
1248,992.6071995978468,962.3088962261081,1008.2925517888285
1249,992.5428890985387,962.2421540970672,1008.2325497176721
1250,992.4785785992317,962.1754119680267,1008.1725476465157
1251,992.4142680999234,962.1086698389851,1008.1125455753597
1252,992.349957600616,962.0419277099447,1008.0525435042031
1253,992.2856471013082,961.9751855809039,1007.9925414330455
1254,992.221336602001,961.9084434518628,1007.9325393618894
1255,992.157026102693,961.841701322823,1007.872537290733
1256,992.0927156033855,961.7749591937819,1007.8125352195761
1257,992.0284051040777,961.7082170647409,1007.7525331484201
1258,991.9640946047699,961.6414749357004,1007.6925310772633
1259,991.8997841054618,961.5747328066597,1007.6325290061073
1260,991.8354736061543,961.5079906776185,1007.5725269349515
1261,991.7711631068468,961.4412485485775,1007.5125248637943
1262,991.7068526075395,961.3745064195369,1007.4525227926381
1263,991.6425421082317,961.3077642904965,1007.3925207214814
1264,991.5782316089243,961.2410221614563,1007.3325186503254
1265,991.5139211096165,961.1742800324155,1007.2725165791691
1266,991.449610610308,961.107537903374,1007.2125145080117
1267,991.3853001110011,961.0407957743332,1007.1525124368554
1268,991.320989611693,960.9740536452921,1007.0925103656984
1269,991.2566791123858,960.9073115162518,1007.0325082945424
1270,991.192368613078,960.8405693872106,1006.9725062233857
1271,991.1280581137704,960.7738272581705,1006.9125041522298
1272,991.0637476144627,960.7070851291292,1006.8525020810722
1273,990.999437115155,960.6403430000892,1006.7925000099166
1274,990.935126615847,960.5736008710485,1006.73249793876
1275,990.8708161165392,960.5068587420076,1006.6724958676036
1276,990.806505617232,960.4401166129671,1006.6124937964472
1277,990.742195117924,960.373374483926,1006.5524917252906
1278,990.6778846186169,960.3066323548849,1006.4924896541328
1279,990.613574119309,960.239890225844,1006.4324875829776
1280,990.5492636200012,960.1731480968037,1006.3724855118206
1281,990.484953120694,960.1064059677622,1006.3124834406643
1282,990.4206426213856,960.0396638387225,1006.2524813695081
1283,990.3563321220782,959.9729217096817,1006.1924792983516
1284,990.2920216227707,959.9061795806404,1006.1324772271945
1285,990.2277111234632,959.8394374515996,1006.072475156038
1286,990.1634006241547,959.7726953225591,1006.0124730848819
1287,990.0990901248474,959.7059531935183,1005.9524710137258
1288,990.03477962554,959.639211064477,1005.8924689425685
1289,989.9704691262325,959.5724689354366,1005.832466871413
1290,989.9061586269243,959.5057268063958,1005.7724648002558
1291,989.8418481276173,959.4389846773552,1005.7124627290995
1292,989.7775376283093,959.3722425483143,1005.652460657944
1293,989.7132271290013,959.3055004192737,1005.5924585867864
1294,989.6489166296938,959.2387582902331,1005.53245651563
1295,989.5846061303864,959.1720161611922,1005.4724544444731
1296,989.5202956310787,959.1052740321513,1005.4124523733175
1297,989.4559851317712,959.0385319031103,1005.3524503021597
1298,989.3916746324635,958.9717897740694,1005.2924482310034
1299,989.3273641331555,958.9050476450287,1005.2324461598477
1300,989.2630536338484,958.8383055159878,1005.1724440886909
1301,989.19874313454,958.7715633869476,1005.1124420175337
1302,989.1344326352325,958.7048212579067,1005.0524399463782
1303,989.0701221359247,958.6380791288667,1004.9924378752213
1304,989.0058116366174,958.5713369998256,1004.9324358040658
1305,988.94150113731,958.5045948707846,1004.8724337329094
1306,988.8771906380017,958.4378527417437,1004.8124316617522
1307,988.8128801386946,958.3711106127033,1004.7524295905959
1308,988.7485696393865,958.304368483662,1004.6924275194397
1309,988.6842591400787,958.2376263546214,1004.6324254482817
1310,988.6199486407714,958.1708842255807,1004.572423377126
1311,988.5556381414634,958.10414209654,1004.5124213059703
1312,988.4913276421557,958.0373999674995,1004.4524192348133
1313,988.4270171428485,957.970657838459,1004.3924171636572
1314,988.3627066435408,957.9039157094177,1004.3324150925009
1315,988.2983961442325,957.8371735803767,1004.2724130213436
1316,988.234085644925,957.7704314513364,1004.2124109501864
1317,988.1697751456175,957.7036893222953,1004.1524088790301
1318,988.1054646463102,957.6369471932544,1004.092406807874
1319,988.0411541470023,957.5702050642144,1004.0324047367172
1320,987.9768436476943,957.5034629351734,1003.9724026655612
1321,987.912533148387,957.4367208061329,1003.9124005944035
1322,987.8482226490789,957.3699786770918,1003.8523985232486
1323,987.7839121497715,957.3032365480508,1003.7923964520903
1324,987.7196016504638,957.2364944190102,1003.7323943809346
1325,987.655291151156,957.169752289969,1003.6723923097782
1326,987.5909806518484,957.1030101609283,1003.6123902386213
1327,987.5266701525409,957.0362680318872,1003.5523881674652
1328,987.462359653233,956.9695259028474,1003.4923860963091
1329,987.3980491539252,956.9027837738063,1003.4323840251523
1330,987.3337386546177,956.8360416447653,1003.3723819539961
1331,987.2694281553107,956.7692995157253,1003.3123798828389
1332,987.2051176560025,956.7025573866839,1003.2523778116837
1333,987.1408071566944,956.6358152576429,1003.1923757405267
1334,987.0764966573871,956.5690731286021,1003.1323736693693
1335,987.0121861580794,956.5023309995614,1003.0723715982132
1336,986.9478756587714,956.4355888705206,1003.0123695270566
1337,986.8835651594648,956.3688467414803,1002.9523674558995
1338,986.8192546601564,956.3021046124397,1002.8923653847451
1339,986.7549441608489,956.2353624833984,1002.8323633135867
1340,986.6906336615407,956.1686203543579,1002.7723612424312
1341,986.6263231622335,956.1018782253171,1002.7123591712746
1342,986.5620126629254,956.0351360962761,1002.6523571001171
1343,986.4977021636184,955.9683939672356,1002.5923550289618
1344,986.4333916643104,955.9016518381948,1002.532352957804
1345,986.3690811650026,955.8349097091541,1002.4723508866488
1346,986.3047706656952,955.7681675801127,1002.4123488154919
1347,986.2404601663869,955.701425451073,1002.3523467443356
1348,986.1761496670795,955.6346833220321,1002.2923446731794
1349,986.1118391677721,955.5679411929905,1002.2323426020224
1350,986.0475286684641,955.5011990639503,1002.1723405308653
1351,985.9832181691565,955.4344569349096,1002.1123384597089
1352,985.9189076698486,955.367714805869,1002.052336388553
1353,985.8545971705419,955.3009726768282,1001.9923343173964
1354,985.7902866712337,955.2342305477872,1001.9323322462395
1355,985.7259761719256,955.1674884187461,1001.8723301750834
1356,985.6616656726184,955.1007462897056,1001.8123281039265
1357,985.5973551733105,955.0340041606652,1001.7523260327698
1358,985.5330446740029,954.9672620316244,1001.692323961614
1359,985.4687341746949,954.9005199025838,1001.6323218904573
1360,985.4044236753879,954.8337777735427,1001.5723198193015
1361,985.3401131760796,954.7670356445018,1001.5123177481454
1362,985.2758026767722,954.7002935154607,1001.4523156769882
1363,985.2114921774644,954.6335513864198,1001.3923136058304
1364,985.1471816781574,954.5668092573799,1001.3323115346747
1365,985.0828711788492,954.5000671283383,1001.2723094635177
1366,985.0185606795412,954.4333249992983,1001.2123073923619
1367,984.9542501802337,954.3665828702576,1001.1523053212053
1368,984.8899396809261,954.2998407412166,1001.0923032500492
1369,984.8256291816186,954.2330986121757,1001.0323011788925
1370,984.7613186823106,954.1663564831351,1000.9722991077356
1371,984.6970081830034,954.0996143540938,1000.9122970365788
1372,984.6326976836954,954.0328722250536,1000.8522949654237
1373,984.5683871843881,953.9661300960128,1000.792292894267
1374,984.5040766850806,953.8993879669717,1000.73229082311
1375,984.4397661857732,953.8326458379314,1000.672288751954
1376,984.3754556864648,953.7659037088908,1000.6122866807976
1377,984.3111451871576,953.6991615798495,1000.5522846096404
1378,984.2468346878496,953.6324194508092,1000.4922825384842
1379,984.182524188542,953.5656773217676,1000.4322804673279
1380,984.1182136892344,953.4989351927277,1000.3722783961707
1381,984.0539031899267,953.4321930636863,1000.3122763250143
1382,983.9895926906189,953.3654509346455,1000.2522742538578
1383,983.9252821913109,953.2987088056046,1000.1922721827025
1384,983.8609716920033,953.2319666765643,1000.1322701115441
1385,983.7966611926956,953.165224547524,1000.0722680403885
1386,983.7323506933886,953.0984824184826,1000.0122659692313
1387,983.6680401940806,953.0317402894419,999.9522638980759
1388,983.6037296947734,952.9649981604005,999.8922618269187
1389,983.5394191954654,952.8982560313607,999.8322597557623
1390,983.4751086961578,952.8315139023196,999.772257684605
1391,983.4107981968496,952.7647717732785,999.7122556134498
1392,983.3464876975423,952.6980296442382,999.6522535422923
1393,983.2821771982349,952.6312875151973,999.592251471137
1394,983.2178666989266,952.5645453861564,999.5322493999801
1395,983.1535561996194,952.4978032571161,999.472247328824
1396,983.0892457003116,952.4310611280747,999.4122452576671
1397,983.0249352010045,952.3643189990341,999.3522431865109
1398,982.9606247016959,952.297576869993,999.2922411153543
1399,982.8963142023883,952.2308347409524,999.2322390441971
1400,982.8320037030812,952.1640926119117,999.1722369730406
1401,982.7676932037732,952.0973504828715,999.1122349018841
1402,982.7033827044655,952.0306083538306,999.0522328307268
1403,982.6390722051586,951.9638662247896,998.992230759572
1404,982.5747617058504,951.8971240957492,998.9322286884147
1405,982.5104512065429,951.830381966708,998.872226617258
1406,982.4461407072349,951.7636398376674,998.812224546102
1407,982.3818302079269,951.6968977086265,998.752222474945
1408,982.3175197086198,951.6301555795859,998.6922204037886
1409,982.2532092093114,951.5634134505448,998.6322183326317
1410,982.1888987100041,951.4966713215042,998.5722162614761
1411,982.1245882106967,951.4299291924636,998.5122141903192
1412,982.0602777113893,951.3631870634231,998.4522121191629
1413,981.9959672120814,951.2964449343818,998.3922100480067
1414,981.9316567127734,951.2297028053415,998.3322079768492
1415,981.8673462134659,951.1629606763,998.2722059056931
1416,981.8030357141589,951.0962185472599,998.2122038345376
1417,981.7387252148505,951.0294764182188,998.1522017633793
1418,981.6744147155431,950.962734289178,998.0921996922244
1419,981.6101042162353,950.8959921601377,998.032197621068
1420,981.5457937169275,950.8292500310971,997.9721955499116
1421,981.4814832176199,950.762507902056,997.9121934787544
1422,981.4171727183121,950.6957657730156,997.8521914075981
1423,981.3528622190046,950.6290236439746,997.7921893364422
1424,981.2885517196971,950.5622815149337,997.7321872652847
1425,981.224241220389,950.4955393858929,997.6721851941278
1426,981.1599307210819,950.4287972568528,997.6121831229723
1427,981.0956202217743,950.3620551278115,997.5521810518153
1428,981.0313097224661,950.2953129987703,997.4921789806596
1429,980.966999223159,950.2285708697299,997.4321769095029
1430,980.9026887238508,950.1618287406892,997.3721748383458
1431,980.838378224543,950.0950866116485,997.3121727671903
1432,980.7740677252356,950.0283444826075,997.2521706960323
1433,980.7097572259283,949.9616023535672,997.1921686248762
1434,980.6454467266203,949.8948602245263,997.132166553719
1435,980.5811362273129,949.8281180954857,997.0721644825633
1436,980.5168257280051,949.7613759664449,997.012162411408
1437,980.4525152286972,949.694633837404,996.9521603402512
1438,980.38820472939,949.6278917083636,996.8921582690947
1439,980.323894230082,949.5611495793229,996.8321561979375
1440,980.2595837307746,949.4944074502813,996.7721541267828
1441,980.1952732314668,949.4276653212412,996.7121520556252
1442,980.1309627321593,949.3609231922002,996.6521499844689
1443,980.0666522328513,949.2941810631595,996.5921479133114
1444,980.0023417335439,949.2274389341184,996.5321458421549
1445,979.9380312342361,949.1606968050778,996.4721437709983
1446,979.8737207349283,949.0939546760376,996.4121416998428
1447,979.8094102356207,949.0272125469963,996.3521396286857
1448,979.7450997363128,948.9604704179555,996.2921375575291
1449,979.6807892370056,948.8937282889144,996.2321354863734
1450,979.6164787376973,948.8269861598743,996.172133415217
1451,979.5561714167391,948.7676739684498,996.1134803205348
1452,979.4958640957806,948.7083617770255,996.0548272258534
1453,979.4355567748216,948.6490495856011,995.9961741311708
1454,979.3752494538631,948.5897373941774,995.9375210364905
1455,979.3149421329049,948.5304252027531,995.8788679418072
1456,979.254634811946,948.4711130113296,995.8202148471262
1457,979.1943274909879,948.4118008199049,995.7615617524449
1458,979.1340201700295,948.3524886284819,995.7029086577627
1459,979.073712849071,948.293176437057,995.6442555630807
1460,979.0134055281122,948.2338642456334,995.5856024683987
1461,978.9530982071541,948.1745520542094,995.526949373719
1462,978.8927908861955,948.1152398627856,995.4682962790368
1463,978.8324835652367,948.0559276713609,995.409643184354
1464,978.7721762442784,947.9966154799371,995.350990089672
1465,978.7118689233199,947.9373032885121,995.2923369949905
1466,978.6515616023612,947.877991097089,995.2336839003096
1467,978.5912542814025,947.8186789056646,995.1750308056282
1468,978.5309469604439,947.7593667142402,995.1163777109472
1469,978.4706396394855,947.7000545228166,995.0577246162643
1470,978.4103323185273,947.6407423313922,994.9990715215824
1471,978.3500249975688,947.5814301399678,994.9404184269009
1472,978.2897176766098,947.5221179485442,994.8817653322188
1473,978.2294103556521,947.4628057571201,994.8231122375386
1474,978.169103034693,947.4034935656964,994.7644591428557
1475,978.1087957137343,947.3441813742724,994.705806048174
1476,978.0484883927761,947.2848691828478,994.6471529534924
1477,977.9881810718176,947.2255569914237,994.5884998588116
1478,977.927873750859,947.1662447999992,994.52984676413
1479,977.8675664299001,947.1069326085759,994.4711936694474
1480,977.8072591089423,947.0476204171522,994.4125405747657
1481,977.7469517879834,946.9883082257281,994.3538874800846
1482,977.6866444670248,946.9289960343036,994.295234385403
1483,977.6263371460662,946.8696838428798,994.236581290721
1484,977.5660298251082,946.8103716514552,994.1779281960403
1485,977.5057225041492,946.7510594600315,994.1192751013581
1486,977.4454151831902,946.6917472686072,994.060622006676
1487,977.3851078622322,946.6324350771829,994.0019689119941
1488,977.3248005412736,946.573122885759,993.9433158173127
1489,977.2644932203153,946.5138106943355,993.8846627226305
1490,977.2041858993564,946.4544985029108,993.8260096279495
1491,977.1438785783984,946.3951863114867,993.7673565332684
1492,977.0835712574402,946.3358741200628,993.7087034385863
1493,977.0232639364813,946.2765619286388,993.6500503439045
1494,976.9629566155219,946.2172497372143,993.5913972492223
1495,976.9026492945643,946.1579375457909,993.5327441545417
1496,976.8423419736054,946.0986253543666,993.4740910598589
1497,976.7820346526471,946.0393131629419,993.4154379651761
1498,976.7217273316884,945.9800009715184,993.3567848704952
1499,976.6614200107298,945.9206887800937,993.2981317758152
1500,976.6011126897714,945.8613765886702,993.2394786811327
1501,976.5408053688134,945.8020643972457,993.1808255864505
1502,976.4804980478546,945.7427522058224,993.1221724917691
1503,976.4201907268958,945.6834400143975,993.063519397087
1504,976.3598834059374,945.6241278229744,993.0048663024062
1505,976.2995760849791,945.5648156315497,992.946213207725
1506,976.23926876402,945.5055034401257,992.887560113043
1507,976.1789614430622,945.4461912487022,992.8289070183615
1508,976.118654122103,945.3868790572776,992.7702539236798
1509,976.0583468011449,945.3275668658537,992.7116008289976
1510,975.9980394801863,945.2682546744289,992.652947734316
1511,975.9377321592275,945.208942483005,992.5942946396342
1512,975.877424838269,945.1496302915812,992.5356415449522
1513,975.8171175173106,945.090318100157,992.4769884502708
1514,975.7568101963519,945.0310059087332,992.418335355589
1515,975.6965028753935,944.9716937173094,992.3596822609078
1516,975.6361955544353,944.9123815258852,992.3010291662262
1517,975.5758882334763,944.853069334461,992.2423760715448
1518,975.5155809125181,944.7937571430365,992.1837229768632
1519,975.4552735915596,944.7344449516123,992.1250698821804
1520,975.3949662706012,944.6751327601883,992.0664167874992
1521,975.3346589496427,944.6158205687643,992.0077636928173
1522,975.2743516286839,944.5565083773405,991.9491105981373
1523,975.2140443077253,944.497196185916,991.890457503454
1524,975.1537369867666,944.4378839944923,991.8318044087738
1525,975.0934296658087,944.3785718030676,991.7731513140907
1526,975.0331223448499,944.3192596116437,991.7144982194093
1527,974.9728150238917,944.2599474202202,991.6558451247284
1528,974.9125077029327,944.2006352287963,991.597192030046
1529,974.8522003819744,944.141323037372,991.5385389353654
1530,974.7918930610157,944.0820108459479,991.4798858406829
1531,974.7315857400573,944.0226986545232,991.4212327460021
1532,974.671278419099,943.9633864630997,991.3625796513202
1533,974.6109710981402,943.9040742716758,991.3039265566379
1534,974.5506637771819,943.844762080252,991.2452734619563
1535,974.4903564562234,943.7854498888279,991.1866203672746
1536,974.4300491352649,943.726137697403,991.1279672725932
1537,974.3697418143063,943.666825505979,991.069314177911
1538,974.3094344933478,943.6075133145547,991.0106610832296
1539,974.249127172389,943.5482011231309,990.9520079885474
1540,974.188819851431,943.4888889317069,990.8933548938668
1541,974.1285125304724,943.429576740283,990.8347017991841
1542,974.0682052095138,943.370264548859,990.7760487045032
1543,974.007897888555,943.3109523574345,990.7173956098208
1544,973.9475905675966,943.251640166011,990.6587425151394
1545,973.8872832466378,943.1923279745865,990.6000894204581
1546,973.8269759256793,943.133015783162,990.541436325776
1547,973.7666686047207,943.073703591738,990.4827832310953
1548,973.7063612837628,943.0143914003144,990.4241301364127
1549,973.6460539628039,942.9550792088905,990.365477041732
1550,973.5857466418455,942.8957670174664,990.3068239470506
1551,973.525439320887,942.8364548260428,990.2481708523677
1552,973.4651319999284,942.7771426346179,990.1895177576866
1553,973.4048246789696,942.7178304431944,990.1308646630038
1554,973.3445173580112,942.65851825177,990.0722115683219
1555,973.284210037053,942.599206060346,990.0135584736399
1556,973.223902716094,942.5398938689218,989.9549053789603
1557,973.1635953951363,942.4805816774983,989.8962522842772
1558,973.1032880741772,942.4212694860735,989.8375991895963
1559,973.042980753219,942.3619572946495,989.7789460949136
1560,972.98267343226,942.3026451032258,989.7202930002333
1561,972.9223661113022,942.2433329118013,989.661639905552
1562,972.8620587903426,942.1840207203772,989.6029868108694
1563,972.8017514693847,942.1247085289527,989.5443337161876
1564,972.7414441484264,942.0653963375296,989.4856806215058
1565,972.6811368274672,942.0060841461052,989.4270275268248
1566,972.6208295065092,941.9467719546809,989.3683744321426
1567,972.5605221855506,941.8874597632574,989.309721337462
1568,972.5002148645924,941.8281475718326,989.2510682427794
1569,972.4399075436332,941.7688353804091,989.192415148098
1570,972.3796002226748,941.7095231889849,989.1337620534147
1571,972.319292901717,941.6502109975603,989.0751089587344
1572,972.2589855807579,941.5908988061364,989.0164558640535
1573,972.1986782597994,941.5315866147126,988.9578027693711
1574,972.1383709388407,941.4722744232876,988.8991496746893
1575,972.0780636178828,941.4129622318651,988.8404965800079
1576,972.0177562969236,941.3536500404398,988.781843485325
1577,971.9574489759651,941.2943378490158,988.7231903906443
1578,971.8971416550067,941.2350256575918,988.6645372959629
1579,971.8368343340484,941.1757134661678,988.6058842012818
1580,971.7765270130894,941.1164012747436,988.5472311065993
1581,971.7162196921307,941.0570890833203,988.4885780119175
1582,971.6559123711731,940.997776891896,988.4299249172353
1583,971.5956050502145,940.9384647004712,988.371271822554
1584,971.5352977292557,940.8791525090476,988.3126187278725
1585,971.4749904082972,940.8198403176237,988.2539656331909
1586,971.4146830873385,940.7605281261991,988.1953125385096
1587,971.3543757663804,940.701215934775,988.1366594438275
1588,971.2940684454217,940.6419037433515,988.0780063491468
1589,971.2337611244631,940.582591551927,988.0193532544646
1590,971.1734538035042,940.5232793605031,987.9607001597834
1591,971.1131464825461,940.4639671690786,987.9020470651006
1592,971.0528391615877,940.4046549776554,987.8433939704188
1593,970.9925318406291,940.3453427862305,987.7847408757382
1594,970.9322245196709,940.2860305948068,987.7260877810563
1595,970.8719171987123,940.2267184033826,987.6674346863754
1596,970.8116098777534,940.1674062119585,987.6087815916924
1597,970.7513025567953,940.1080940205346,987.5501284970113
1598,970.6909952358361,940.0487818291106,987.4914754023292
1599,970.6306879148779,939.989469637687,987.4328223076476
1600,970.5703805939187,939.9301574462622,987.3741692129668
1601,970.5100732729611,939.8708452548381,987.3155161182846
1602,970.4497659520023,939.8115330634147,987.2568630236032
1603,970.3894586310435,939.7522208719904,987.1982099289206
1604,970.3291513100852,939.6929086805663,987.1395568342399
1605,970.268843989127,939.6335964891424,987.0809037395585
1606,970.2085366681684,939.5742842977179,987.0222506448763
1607,970.14822934721,939.5149721062938,986.9635975501945
1608,970.0879220262512,939.4556599148696,986.9049444555135
1609,970.0276147052924,939.3963477234457,986.846291360831
1610,969.9673073843344,939.3370355320216,986.7876382661494
1611,969.9070000633753,939.2777233405968,986.7289851714677
1612,969.8466927424164,939.2184111491738,986.6703320767863
1613,969.7863854214584,939.1590989577498,986.6116789821044
1614,969.7260781004998,939.0997867663253,986.5530258874228
1615,969.6657707795416,939.0404745749016,986.4943727927414
1616,969.6054634585828,938.9811623834769,986.4357196980591
1617,969.5451561376244,938.9218501920528,986.3770666033777
1618,969.4848488166656,938.8625380006287,986.3184135086958
1619,969.4245414957079,938.8032258092046,986.2597604140144
1620,969.364234174749,938.7439136177808,986.2011073193322
1621,969.3039268537906,938.6846014263572,986.1424542246511
1622,969.2436195328318,938.6252892349328,986.0838011299702
