% Model,LargeGraphiteBlockCharge_v3_mdotbnd_charge_discharge_reverse_2.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 3 2022, 17:12"
% Table,Accumulated Probe Table 24 - 
% hours (h),max_flowrate_factor,Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), Sn_block_1","Temperature (K), bottom_right_T","Outward mass flow rate across feature selection (kg/s), mass_flowrate",Global Variable Probe 1
72,10,27540,2173.00962649192,2669.0068784198393,2467.905138701605,2447.8889907086436,2670.621736602241,0.06493076196248519,32.20547949897855
72,10,27720,2173.0093051121535,2668.83913218674,2466.5643413733387,2446.548244981992,2670.513097321102,0.06495273311254046,32.20550242721267
72,10,27900,2173.0089732279675,2668.665763704631,2465.223544656507,2445.207495629966,2670.400440863793,0.06497543577156951,32.20551595435864
72,10,28080,2173.0085961505233,2668.485829910741,2463.882740638114,2443.8666547332336,2670.2830844327677,0.06499942450589728,32.205735050188075
72,10,28260,2173.008254855487,2668.301293605551,2462.5419293498126,2442.525765349226,2670.162426944993,0.0650240761322391,32.20597225945217
72,10,28440,2173.008013019516,2668.1115474901785,2461.2011133282017,2441.184917881379,2670.0380177981374,0.06504904665062494,32.20601291067139
72,10,28620,2173.007682158108,2667.915959721295,2459.8602961740985,2439.844123218023,2669.909386693243,0.06507473051483664,32.20602279198642
72,10,28800,2173.0073254465788,2667.7140505538373,2458.5194784671658,2438.503324916038,2669.776174246051,0.06510136532177886,32.20608323834847
72,10,28980,2173.007090702752,2667.50416992362,2457.17867465703,2437.1626891128226,2669.637136776172,0.06512828457050034,32.20574649477793
72,10,29160,2173.0068636199403,2667.28780351796,2455.8378834995924,2435.8221196945196,2669.4933509253297,0.06515626634248832,32.20550056801081
72,10,29340,2173.0065494458927,2667.0631913098564,2454.497074596094,2434.481217131157,2669.343560572426,0.06518680785753272,32.205975383924056
72,10,29520,2173.006307077716,2666.8309199427686,2453.156254692221,2433.1403094808,2669.1881343813816,0.0652179549630164,32.20623136146205
72,10,29700,2173.0061225442673,2666.5926876905064,2451.8154456534003,2431.7996129960206,2669.0282816617714,0.06524884764859679,32.205954590621154
72,10,29880,2173.005851017612,2666.346610511875,2450.474631950585,2430.458796318874,2668.8626424253075,0.06528170048698206,32.20612369932472
72,10,30060,2173.005622665038,2666.0923251976155,2449.1338105990617,2429.1179473583115,2668.6909153767137,0.06531575774302723,32.20633160892593
72,10,30240,2173.005447610734,2665.831735803132,2447.7930006393476,2427.7772842017994,2668.514470339367,0.06534967247548418,32.20603652068176
72,10,30420,2173.0052048986354,2665.563095816454,2446.452188106745,2426.43650616488,2668.3320391536868,0.06538545203623805,32.20612035167759
72,10,30600,2173.005021366344,2665.286031613859,2445.1113690826846,2425.0956626060233,2668.143316828134,0.06542256345318188,32.206285629714536
72,10,30780,2173.004823289959,2665.000908778376,2443.7705526808854,2423.7549033402083,2667.94854478501,0.06546041149098417,32.20626620802526
72,10,30960,2173.004605075608,2664.70872097072,2442.4297507114247,2422.4143025926487,2667.7484407167717,0.06549862326973724,32.205942647193126
72,10,31140,2173.004458276181,2664.4074515699112,2441.088940117336,2421.073482597576,2667.5415211961435,0.06553920527356481,32.20616164952194
72,10,31320,2173.0043007973504,2664.097283619487,2439.748127151664,2419.732683650628,2667.327866932362,0.06558076571636434,32.206253851409166
72,10,31500,2173.004126659593,2663.7795885209134,2438.407328911632,2418.392084271014,2667.1084744230966,0.06562251078245464,32.20591803775861
72,10,31680,2173.003961186182,2663.4537439012684,2437.066545736206,2417.05156109921,2666.8828877844467,0.06566546599203653,32.20561352767917
72,10,31860,2173.0038118822317,2663.119007308747,2435.725770229841,2415.710980088868,2666.650555719499,0.0657100973558763,32.205517207070685
72,10,32040,2173.003679739091,2662.7750967235047,2434.3849970283477,2414.3703164804465,2666.4112510856557,0.06575624073273224,32.20552719923847
72,10,32220,2173.003556709663,2662.421828556023,2433.0442245227637,2413.02961310633,2666.1648085154684,0.06580372255120581,32.205544172068485
72,10,32400,2173.003430668234,2662.0590310187367,2431.703452848473,2411.688906801133,2665.9110733061157,0.06585251990533751,32.20554365689826
72,10,32580,2173.003288248353,2661.6851444250738,2430.362668436388,2410.348046572706,2665.648861049242,0.06590359411962189,32.20589070309405
72,10,32760,2173.003158964721,2661.3036284469413,2429.0218727696974,2409.0071138790245,2665.3808187994737,0.06595573381252233,32.20621578569897
72,10,32940,2173.0030694208344,2660.9134516511353,2427.6810707181203,2407.666248710508,2665.1061339449057,0.06600849458151535,32.20622982171384
72,10,33120,2173.002941179913,2660.513447912967,2426.340265715697,2406.325446138861,2664.823860716638,0.06606274600777184,32.206282782425966
