% Model,LargeGraphiteBlockDischarge_v3_finemesh_transient_k_10.mph
% Version,COMSOL 6.0.0.405
% Date,"Aug 9 2022, 18:29"
% Table,Accumulated Probe Table 2 - 
% hours (h),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_1","Temperature (K), outlet_T_2","Temperature (K), outlet_T_3","Temperature (K), outlet_T_4","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), block_2","Temperature (K), block_3","Temperature (K), block_4","Temperature (K), block_5","Temperature (K), Sn_block_1","Temperature (K), Sn_block_2","Temperature (K), Sn_block_3","Temperature (K), Sn_block_4","Temperature (K), Sn_block_5"
30,12000,2173.5920388974946,2556.749820950845,2668.1896583427942,2672.9187575948285,2672.999230194214,2672.999998150039,2410.4455826184426,2650.7725061833316,2672.441525681317,2672.9931074297933,2672.999950271446,2357.4566472226256,2635.616548469601,2671.8092012660645,2672.9825124728886,2672.9998511285007
30,12100,2173.5809196880105,2554.96952230017,2668.0302008849285,2672.9147163010325,2672.9991794674725,2672.999997775341,2408.629273524576,2650.23476988771,2672.418382705913,2672.9927088812715,2672.999946445991,2355.885359726634,2634.8556777139756,2671.7650992583663,2672.9815844646323,2672.999840716799
30,12200,2173.5700170716977,2553.181785037458,2667.867088580824,2672.9105146542483,2672.9991259305893,2672.999997372617,2406.82121339591,2649.689539432257,2672.394507896403,2672.992291280646,2672.999942377236,2354.3230281141796,2634.0868612582026,2671.719780871791,2672.980616197273,2672.999829694999
30,12300,2173.5593323720473,2551.386464793461,2667.700127865655,2672.9061406869655,2672.9990693742825,2672.9999969393452,2405.021650619652,2649.136602900662,2672.369866020189,2672.9918533948253,2672.9999380458007,2352.7699596479256,2633.30994046617,2671.6731971798868,2672.979605064634,2672.999818016549
30,12400,2173.5489049312564,2549.5864856109342,2667.528474798211,2672.9015550247746,2672.9990089741755,2672.9999964675944,2403.232359741416,2648.5743661824654,2672.3442782379507,2672.9913900825977,2672.9999333801006,2351.2284632456845,2632.523476935858,2671.6250580857786,2672.978540605529,2672.9998055051246
30,12500,2173.5386523786783,2547.7795003151377,2667.353509892964,2672.896816037535,2672.9989457217775,2672.999995966289,2401.4503088907927,2648.0055958161074,2672.3180068550932,2672.9909079772005,2672.9999284621645,2349.694763565942,2631.7300952482137,2671.5758003029523,2672.9774370902906,2672.999792368679
30,12600,2173.52859808881,2545.964846686816,2667.174567002051,2672.891891737835,2672.998879075577,2672.999995428989,2399.676625943319,2647.42928573385,2672.2909340912656,2672.9904035607756,2672.9999232413925,2348.1701820405165,2630.928711570714,2671.525234919224,2672.97628709406,2672.99977848444
30,12700,2173.5187433038027,2544.1473761823254,2666.9914893749065,2672.8867725574087,2672.998808791609,2672.9999948530253,2397.91154480517,2646.8452374283793,2672.2630218043105,2672.9898754186875,2672.999917694229,2346.6552302653,2630.1194806316994,2671.473301082679,2672.9750878744926,2672.9997637981924
30,12800,2173.509124088449,2542.323784261714,2666.8035889104117,2672.8814174157574,2672.998733902294,2672.9999942276004,2396.1568748126424,2646.251845016292,2672.234075450818,2672.989317583796,2672.9999117324915,2345.151513301636,2629.3006562095256,2671.4196847315775,2672.973827596913,2672.999748096559
30,12900,2173.4996650625817,2540.49364697238,2666.612144573916,2672.8758836646603,2672.9986555796563,2672.999993564248,2394.4095352480385,2645.6518935781073,2672.2043827092934,2672.98873782263,2672.9999054585137,2343.655758984699,2628.475079511914,2671.3648690501045,2672.9725221707504,2672.9997316342265
30,13000,2173.490387663974,2538.6596334057517,2666.4165147817057,2672.8701412108267,2672.9985731533184,2672.9999928555258,2392.670653344163,2645.044386052302,2672.173815611956,2672.9881320602935,2672.9998988101015,2342.1692754217556,2627.641930526251,2671.3086465678443,2672.9711634579016,2672.999714262434
30,13100,2173.4812930642024,2536.8219271430444,2666.216671045827,2672.8641854529733,2672.998486337897,2672.9999920977234,2390.9404752023693,2644.4291197257558,2672.142333541761,2672.9874987015232,2672.9998917586736,2340.6921076839,2626.800969802484,2671.250953409014,2672.9697487934386,2672.9996959144796
30,13200,2173.4724143508197,2534.976513046271,2666.011709559005,2672.857957111433,2672.998394045316,2672.9999912765998,2389.220825281507,2643.8044909157575,2672.109725136508,2672.9868308270957,2672.9998841961265,2339.2261315561614,2625.950363322222,2671.1914678320672,2672.9682639809394,2672.9996763360555
30,13300,2173.4636824832496,2533.1283936217314,2665.8029709773655,2672.851528329991,2672.9982976600195,2672.999990408094,2387.508571324083,2643.1733043599147,2672.076304513245,2672.9861375055334,2672.9998762495366,2337.768285287483,2625.093271794809,2671.130693496702,2672.966727550908,2672.9996558387893
30,13400,2173.4551171383687,2531.2771323953502,2665.589911965478,2672.8448703341023,2672.998196385506,2672.9999894824555,2385.804857288234,2642.5345603772075,2672.0419332139254,2672.9854140500897,2672.9998678430798,2336.319600170313,2624.228735838544,2671.0684070110906,2672.965130520168,2672.9996342434356
30,13500,2173.4467194201607,2529.420753810295,2665.3724544578345,2672.8379676864797,2672.998089917045,2672.999988494378,2384.1099325888204,2641.888056680517,2672.0065679184872,2672.984658627841,2672.9998589424076,2334.880179821258,2623.356414794326,2671.0045482758164,2672.9634693123517,2672.9996114733553
30,13600,2173.4385197073348,2527.560480841173,2665.149589343375,2672.83075667088,2672.9979768855546,2672.9999874272353,2382.4256257332718,2641.2322009936183,2671.969980202613,2672.983863263624,2672.9998494157394,2333.4519224457276,2622.4747778013375,2670.9387801544353,2672.961727859642,2672.99958722168
30,13700,2173.430454713843,2525.697541927455,2664.922846247732,2672.8233291641477,2672.997858926803,2672.9999863005596,2380.748781862896,2640.569794227211,2671.932512116353,2672.983038525852,2672.9998394195154,2332.0315791649105,2621.5866670307796,2670.87163215403,2672.9599283201323,2672.9995618597072
30,13800,2173.4225425134855,2523.8301761315283,2664.691603291729,2672.815641471023,2672.997735165444,2672.9999851014677,2379.080553588111,2639.8998403581745,2671.8940141702797,2672.9821790220403,2672.9998288614784,2330.620236086553,2620.6910220687278,2670.8028717410325,2672.9580600266027,2672.9995351733432
30,13900,2173.4147841455215,2521.959926962415,2664.4557088927663,2672.8076735531367,2672.9976052456445,2672.999983824649,2377.421175845798,2639.2221509791384,2671.8544403012024,2672.981282656564,2672.999817700292,2329.2181910247764,2619.7878547071077,2670.7324451602362,2672.9561186071305,2672.9995070732048
30,14000,2173.407207521569,2520.0870416918306,2664.214130773668,2672.799369706413,2672.997467502645,2672.9999824495326,2375.7724845320818,2638.535144054408,2671.813544015531,2672.9803403020583,2672.999805776279,2327.827438836374,2618.875901779011,2670.6599658914442,2672.9540864807377,2672.9994771920533
30,14100,2173.3997545838893,2518.21016163137,2663.968505602219,2672.7908194091724,2672.9973240201016,2672.9999809989818,2374.1313049425694,2637.8416142662463,2671.771696027833,2672.9793641654305,2672.999793281395,2326.4445162946013,2617.95753416257,2670.58600641029,2672.9519881844285,2672.9994459866384
30,14200,2173.3924419447158,2516.331282296745,2663.718188878568,2672.781972341415,2672.9971737115443,2672.9999794583305,2372.4987888146175,2637.1405771833747,2671.7287355788667,2672.9783480606907,2672.9997801041377,2325.070531562093,2617.0318295306934,2670.510334354112,2672.949811457474,2672.99941320165
30,14300,2173.3852705809513,2514.4521317089943,2663.4630444380186,2672.772819423544,2672.997016039228,2672.9999778216998,2370.875169585603,2636.4318479488,2671.6846138032256,2672.977289636194,2672.999766195131,2323.7057935372145,2616.098919044164,2670.4328865896155,2672.9475521521654,2672.9993787247145
30,14400,2173.3782661547107,2512.5681297644105,2663.2020517375418,2672.763294397106,2672.996849174545,2672.999976061631,2369.262299165285,2635.7138518664747,2671.639065546829,2672.9761784689163,2672.999751362048,2322.3522795554045,2615.157130701411,2670.353251176269,2672.9451906755216,2672.9993421232875
30,14500,2173.3713753660095,2510.6827765279263,2662.936921712292,2672.7534893273682,2672.996675546113,2672.9999742084146,2367.656974341768,2634.9893771525512,2671.5924923156394,2672.9750286020826,2672.9997358384007,2321.006528872933,2614.2090488954186,2670.272064153859,2672.9427542820827,2672.9993039431147
30,14600,2173.36461349428,2508.797589935315,2662.666974377949,2672.7433605077003,2672.9964938123,2672.9999722443235,2366.0603475178013,2634.2574486674444,2671.5447220473625,2672.973833008498,2672.9997194901825,2319.669772913933,2613.25402588002,2670.1890713273165,2672.9402296700637,2672.99926387837
30,14700,2173.3579814574036,2506.910149243676,2662.3919919628843,2672.7328983329094,2672.996303512259,2672.9999701603747,2364.4726554700546,2633.5178838831857,2671.495702778428,2672.9725890643363,2672.999702259286,2318.342286224898,2612.291953681761,2670.104187410611,2672.937612400247,2672.999221806477
30,14800,2173.351502864781,2505.019270244734,2662.110822130165,2672.72201405177,2672.99610253965,2672.99996792294,2362.8957514691906,2632.7691296922508,2671.4451500532555,2672.9712849116154,2672.999683915051,2317.0257078689056,2611.3210692217226,2670.0169854796477,2672.9348798186543,2672.999177220522
30,14900,2173.345128749026,2503.129107818385,2661.825358074821,2672.710822846708,2672.9958934432784,2672.9999655714437,2361.326412460249,2632.0139571532764,2671.393496608239,2672.969936639108,2672.9996647397807,2315.716811925277,2610.344280987688,2669.928137677415,2672.9320629890817,2672.9991307516816
30,15000,2173.338873172582,2501.238005036209,2661.534855437563,2672.6992747427994,2672.9956747861524,2672.99996308294,2359.765796110844,2631.2514014755525,2671.340558016417,2672.968536266672,2672.999644573064,2314.416791922597,2609.360683781337,2669.837361379379,2672.9291471261786,2672.999082039586
30,15100,2173.332760879648,2499.345461735466,2661.238047448714,2672.6872684327277,2672.9954442373055,2672.9999604175937,2358.215927311371,2630.4797771787466,2671.2860111848377,2672.96706979716,2672.999623134056,2313.127549543224,2608.368562229717,2669.7441767177875,2672.9261058792945,2672.999030479839
30,15200,2173.3267466982256,2497.45315640736,2660.936881156736,2672.6749363113154,2672.9952046788876,2672.9999576190535,2356.6736282384168,2629.7017916403584,2671.2303054924128,2672.965554755104,2672.99960074343,2311.8459985075533,2607.370763970317,2669.6492775043534,2672.922972978193,2672.998976795587
30,15300,2173.320843869867,2495.5593876961116,2660.6306060663983,2672.6622235955906,2672.994954474606,2672.999954660102,2355.1400595026307,2628.9164880647527,2671.173246923313,2672.96398239447,2672.999577218518,2310.5733217574016,2606.3663239842313,2669.552368922948,2672.9197323501985,2672.9989205851602
30,15400,2173.3150532204963,2493.664176573539,2660.3189403182123,2672.6491010454415,2672.9946931470463,2672.9999515286872,2353.6154569901905,2628.12369309762,2671.1147781646873,2672.9623494832063,2672.9995524817655,2309.309711700108,2605.3548077649807,2669.4533681972794,2672.916377883251,2672.9988616974674
30,15500,2173.3093951860133,2491.7712137064,2660.0007840593285,2672.6354764217763,2672.994417572508,2672.9999481796076,2352.1016624922313,2627.3218956839014,2671.054580779805,2672.960641279932,2672.999526218641,2308.0569539986664,2604.3353068903525,2669.351828583805,2672.9128819653683,2672.9987994297685
30,15600,2173.303827481067,2489.877931266941,2659.6780810610708,2672.6214969743714,2672.9941314588486,2672.999944666672,2350.5954413624654,2626.5138197995143,2670.9931445971756,2672.9588780531158,2672.999498819951,2306.8118646300472,2603.3102993169155,2669.2484705405273,2672.9092841042043,2672.9987346523276
30,15700,2173.2983622851093,2487.983797321791,2659.3500223090173,2672.6070854915783,2672.993833119584,2672.9999409577135,2349.097951182561,2625.6985277075482,2670.9302631831915,2672.95704991404,2672.9994700692405,2305.5753815086064,2602.2786267014844,2669.1429950774204,2672.905565762272,2672.998666909866
30,15800,2173.293000369039,2486.0911480821223,2659.016498711198,2672.592219969404,2672.9935217238403,2672.9999370391533,2347.6094197648795,2624.875854021941,2670.8658765892865,2672.9551532575465,2672.999439874673,2304.3476293203116,2601.240395977929,2669.035337209415,2672.9017200964395,2672.9985960043978
30,15900,2173.2877605652097,2484.1994764031047,2658.6764202774166,2672.576821182284,2672.9931938594664,2672.9999328553777,2346.1316909293537,2624.0443085638562,2670.7996464517273,2672.9531715460525,2672.9994078646428,2303.1306560274256,2600.1943948239527,2668.9250012577854,2672.89771797072,2672.9985211295916
30,16000,2173.282603954345,2482.3074357340543,2658.3316381502423,2672.5610154936476,2672.9928540004403,2672.999928471507,2344.661529445101,2623.2065809817964,2670.7320965627896,2672.9511277117936,2672.9993745063757,2301.9211730741154,2599.1427528872173,2668.812748540148,2672.89360122981,2672.9984433348845
30,16100,2173.2775417639746,2480.4165826694434,2657.981373672824,2672.544730218758,2672.992499725366,2672.999923849337,2343.200084252733,2622.3617520258695,2670.6630077639616,2672.9490106147687,2672.9993395427,2300.7203186709457,2598.084873556232,2668.6982764499135,2672.889348850202,2672.9983620510575
30,16200,2173.272574716719,2478.5279904430927,2657.6254421167882,2672.527968533298,2672.992130093053,2672.999918974211,2341.7475787579488,2621.5096640822508,2670.5923165818017,2672.94681629893,2672.9993028662316,2299.528444414591,2597.0208225230213,2668.5814965542195,2672.8849555681254,2672.9982770418783
30,16300,2173.2677201771867,2476.6398832114137,2657.2626995530386,2672.5106072354647,2672.991741685296,2672.999913777124,2340.3058504595456,2620.6488603880375,2670.519664042735,2672.9445261541914,2672.9992640390383,2298.34714962708,2595.9490159414613,2668.461886776093,2672.8803888665975,2672.9981874140476
30,16400,2173.2629423028475,2474.7530020240592,2656.895058589533,2672.492799251955,2672.991339349618,2672.9999083391713,2338.8716678723013,2619.781987855196,2670.4456079739466,2672.9421660945654,2672.999223616481,2297.173056115491,2594.872019441978,2668.340268153826,2672.8756944826014,2672.998094370725
30,16500,2173.2582514496025,2472.8684046338726,2656.521773800608,2672.474488415196,2672.9909205154936,2672.999902615001,2337.4461738764626,2618.9081479039487,2670.369915713626,2672.939723710808,2672.9991812972476,2296.0074263040924,2593.7891427527557,2668.2163100215666,2672.870850922046,2672.9979972632177
30,16600,2173.2536482945375,2470.9854181202713,2656.142707141873,2672.4556484598484,2672.9904843630193,2672.999896582579,2336.0295901712193,2618.0271894055704,2670.292521273892,2672.9371946099636,2672.999136957991,2294.850571044575,2592.7001016014874,2668.0899232596735,2672.865851367091,2672.997895858116
30,16700,2173.2491488572496,2469.1043679665618,2655.75669161253,2672.4361347734316,2672.9900261645294,2672.999890157145,2334.6237444664694,2617.1376863161313,2670.2130450485533,2672.9345579340284,2672.9990900821717,2293.7040680522773,2591.6037620755014,2667.960605149762,2672.860657313814,2672.9977890576984
30,16800,2173.244720108646,2467.2253849333474,2655.3658054910557,2672.416153266738,2672.9895517290797,2672.9998834417793,2333.225413694472,2616.2422371227453,2670.1320808049395,2672.9318429043215,2672.9990413268224,2292.564949190914,2590.5023841949164,2667.829194485504,2672.8553229824006,2672.9976782494223
30,16900,2173.240371605487,2465.348444927605,2654.969313628705,2672.3956171154005,2672.9890584987047,2672.9998763802832,2331.8357360329237,2615.3399634543266,2670.0493836538376,2672.92903565025,2672.998990339341,2291.4341917563065,2589.395200350449,2667.6953372311973,2672.8498243147837,2672.9975627231365
30,17000,2173.2361039821762,2463.4739829300192,2654.5669306710106,2672.3744844557,2672.98854539277,2672.9998689465547,2330.454927913451,2614.430721733679,2669.9648853613294,2672.9261312577337,2672.998936975736,2290.3118662751767,2588.2822756216333,2667.5589530798634,2672.844151999397,2672.997442208958
30,17100,2173.231932025676,2461.603152070648,2654.157205779441,2672.352635014726,2672.988007047936,2672.9998610471266,2329.0847991777687,2613.5131278140852,2669.878183785306,2672.923106474886,2672.9988806322867,2289.199773442546,2587.162503492649,2667.4194922413444,2672.838264306699,2672.9973154167037
30,17200,2173.227825283114,2459.7335578502007,2653.742477368839,2672.3302688182594,2672.987450375235,2672.999852800669,2327.722143129797,2612.589726550477,2669.789908202938,2672.9199940838066,2672.998822084952,2288.0948855350966,2586.0378063231838,2667.2778162077,2672.832221439249,2672.9971840100998
30,17300,2173.2237925785284,2457.866182328504,2653.3219166873055,2672.3072874412815,2672.9868720098625,2672.9998441364783,2326.3680913977396,2611.6596609055496,2669.699800214808,2672.9167786183298,2672.998760920737,2286.9981933653,2584.9075186301034,2667.1335771306776,2672.8259959772486,2672.9970471484385
30,17400,2173.219834506199,2456.0025798721,2652.895253009998,2672.2836752503217,2672.9862702891755,2672.9998350283736,2325.022858197189,2610.722793235809,2669.607787763686,2672.9134547199,2672.998696971578,2285.909963740175,2583.7716409147715,2666.986704787498,2672.819578868588,2672.9969044615164
30,17500,2173.21596472209,2454.1428647409184,2652.4613144244972,2672.2593006815177,2672.9856400990975,2672.9998253612403,2323.6882432030893,2609.7777721636526,2669.5134477396796,2672.909996608589,2672.9986295350386,2284.832157389121,2582.6290566406005,2666.8366009254405,2672.812927354623,2672.99675452692
30,17600,2173.2121551327527,2452.2862781733966,2652.0221774206343,2672.234348438169,2672.984989284962,2672.9998152727785,2322.3610510057497,2608.8270903022976,2669.4174464362254,2672.9064409062626,2672.9985595233525,2283.7613157354444,2581.4820082574497,2666.6841930055866,2672.8061050408796,2672.996599309005
30,17700,2173.2084138894834,2450.4335724587017,2651.5769492367144,2672.208733611,2672.984313439623,2672.999804690222,2321.0424007793367,2607.8699198796658,2669.3195110981424,2672.9027704522387,2672.9984864558232,2282.698365801499,2580.3298119036053,2666.52912482358,2672.7990817632926,2672.996437784719
30,17800,2173.204741548611,2448.5838495228204,2651.1256780618132,2672.1824404304416,2672.983611115377,2672.999793582817,2319.732503775629,2606.9061295627516,2669.219567095736,2672.8989793706573,2672.998410140316,2281.643719929492,2579.1723088351273,2666.3713073270587,2672.7918486309836,2672.996269550151
30,17900,2173.2011507274733,2446.73743553596,2650.6673518351754,2672.155284179942,2672.982876559143,2672.9997818020993,2318.4331444354852,2605.9344074552814,2669.117171913602,2672.8950389767756,2672.998329760534,2280.598968302703,2578.0083974833647,2666.2101456319724,2672.7843551637566,2672.9960930041343
30,18000,2173.1976154959284,2444.894608203919,2650.2036958218114,2672.1275220427397,2672.9821176249575,2672.999769526165,2317.1411496013748,2604.957181697447,2669.013028764297,2672.890990143445,2672.9982463803526,2279.561100345731,2576.8400385498694,2666.0466141078164,2672.7766731805737,2672.9959102911926
30,18100,2173.1941433874904,2443.0553118489684,2649.733937539981,2672.0990548720847,2672.981330225756,2672.9997566640086,2315.857628801982,2603.97364702937,2668.906851615127,2672.8868138942807,2672.998159442826,2278.53135011039,2575.6667056336855,2665.880313398123,2672.7687709348866,2672.9957202809487
30,18200,2173.190734923004,2441.220171004531,2649.2580391424926,2672.069830064693,2672.9805138431198,2672.9997431682523,2314.582787948504,2602.9836805579484,2668.7985633008934,2672.882503728105,2672.998068730111,2277.5098918766007,2574.488459713186,2665.711135572642,2672.760637767707,2672.995522643304
30,18300,2173.187401765776,2439.391701354444,2648.7744356991793,2672.0396866530623,2672.979660273012,2672.999728875579,2313.318392521716,2601.986017973785,2668.6876975459063,2672.8780279383805,2672.997973295555,2276.497985347211,2573.304258338869,2665.5384836288695,2672.75221956362,2672.995315444388
30,18400,2173.1841199703786,2437.5657795259885,2648.285471583539,2672.008905266818,2672.97877889317,2672.9997139990287,2312.0612948549174,2600.9830194858814,2668.5749944874588,2672.8734320518024,2672.997874379624,2275.4928821622393,2572.1159061574713,2665.3633494200803,2672.743596737118,2672.995101166557
30,18500,2173.180896502674,2435.7432445310383,2647.7903993000637,2671.9773434062354,2672.977865787015,2672.9996984201307,2310.8125924704323,2599.9739083750005,2668.4601548357214,2672.868695091921,2672.997771340022,2274.495605228059,2570.9228693279906,2665.1853120276683,2672.734732832846,2672.99487858237
30,18600,2173.177731850381,2433.926500276078,2647.288904340617,2671.94496433302,2672.976919251812,2672.999682090658,2309.5724855983663,2598.9585725529305,2668.343098001108,2672.863809969174,2672.9976639245415,2273.5062136901097,2569.725102244124,2665.0042957769324,2672.725615480265,2672.994647192551
30,18700,2173.174636799996,2432.115295329756,2646.779663711787,2671.9116285219347,2672.9759302654656,2672.999664835587,2308.3427210887844,2597.9357888055065,2668.223335266135,2672.8587418606476,2672.997551041952,2272.526440650806,2568.5217467107127,2664.8196695151696,2672.716187984201,2672.9944048095354
30,18800,2173.171589227691,2430.3068594284964,2646.265345860882,2671.877564561774,2672.9749109190566,2672.9996468780346,2307.120181089842,2596.907843607263,2668.1016464994236,2672.8535410806753,2672.9974341366537,2271.5534592981307,2567.314493594732,2664.6324665480856,2672.706536104035,2672.9941544448498
30,18900,2173.1685955770386,2428.503772791825,2645.7450154542666,2671.8426509360597,2672.973855536933,2672.999628086873,2305.9059491982375,2595.873990214334,2667.9777198502607,2672.848184486599,2672.9973124672238,2270.58812915528,2566.102686663539,2664.442297589493,2672.69662025518,2672.993894583538
30,19000,2173.1656563043302,2426.706849986752,2645.2182543818126,2671.806890051952,2672.972761555425,2672.9996084253034,2304.700221685861,2594.834121816216,2667.8514724233187,2672.8426644031383,2672.9971857448636,2269.6306563352005,2564.8864231609778,2664.2490826986455,2672.686428520813,2672.993624619335
30,19100,2173.1627813892264,2424.9142802228457,2644.6837682105347,2671.770062050429,2672.9716203710063,2672.9995876609464,2303.504724820307,2593.787061024099,2667.722394668763,2672.8369424315283,2672.9970527156593,2268.6826765464652,2563.6649521586605,2664.0521167356733,2672.6758958359796,2672.9933421714354
30,19200,2173.159950381836,2423.1268669497854,2644.143838895545,2671.732463308498,2672.9704445132716,2672.9995660748245,2302.31636746927,2592.7350269541457,2667.591302985977,2672.8310742299695,2672.9969150475813,2267.741135535921,2562.4397780244876,2663.8524822585255,2672.665118019918,2672.9930505252933
30,19300,2173.157169245452,2421.345506985775,2643.5974890495972,2671.69398964558,2672.969227503734,2672.999543518389,2301.136219286371,2591.677302338323,2667.4578707872297,2672.825034488786,2672.996771889164,2266.806983743131,2561.2104927373816,2663.6497665374445,2672.6540536542075,2672.9927479905546
30,19400,2173.1544384072126,2419.568348437674,2643.044566820956,2671.65458324789,2672.967967712026,2672.999519927493,2299.9644765928656,2590.613785498705,2667.322011437163,2672.8188148216705,2672.996622915843,2265.880507488538,2559.977128170186,2663.443846573765,2672.6426889767795,2672.9924340471816
30,19500,2173.15176710444,2417.7975009055453,2642.483940707816,2671.614014122398,2672.966654814823,2672.999495031205,2298.8028428818216,2589.543349254187,2667.183193555064,2672.8123730184284,2672.9964666902915,2264.9632060920344,2558.738687218334,2663.234030868772,2672.630955197827,2672.9921059372546
30,19600,2173.1491364256003,2416.0323949605017,2641.917873577481,2671.572644645772,2672.965302607451,2672.999469178011,2297.648262690192,2588.468129144791,2667.0422721295217,2672.8057705173396,2672.996305136483,2264.0523164040164,2557.4968857384447,2663.021494585318,2672.618955016565,2672.9917673644873
30,19700,2173.146551891679,2414.2721825669246,2641.3455614634754,2671.5303120027625,2672.963904858365,2672.999442180556,2296.5017912218923,2587.387437769937,2666.898907630182,2672.7989795463063,2672.9961372820476,2263.148891376442,2556.2512773489548,2662.805797716553,2672.606641293544,2672.991416490918
30,19800,2173.1440139023707,2412.5170726867223,2640.766808455632,2671.486972742067,2672.9624590879134,2672.9994139656214,2295.363617258217,2586.3011851031342,2666.7530114955575,2672.791991014845,2672.9959627566395,2262.2530625666554,2555.0017472551804,2662.5867980169314,2672.5940010218033,2672.991052629943
30,19900,2173.1415310112543,2410.770855415217,2640.1802955938397,2671.442449363542,2672.9609520672366,2672.999384247709,2294.2354149826333,2585.2082961929386,2666.604031660268,2672.7847589501057,2672.99577991155,2261.3661377482654,2553.747788608619,2662.363800062336,2672.5809617842174,2672.9906725334204
30,20000,2173.13908572163,2409.028638533642,2639.5881833564567,2671.3970277206276,2672.9594015609214,2672.999353397666,2293.114170328517,2584.1108236108707,2666.4528603795798,2672.7773507696133,2672.9955909609007,2260.4855272917744,2552.490713605067,2662.1379850213416,2672.5676320137686,2672.990280618613
30,20100,2173.1366831469577,2407.2911718138025,2638.9895726312475,2671.3505647656616,2672.9578006352294,2672.9993212097265,2292.0009249816435,2583.0081123036075,2666.29914396788,2672.7697360757315,2672.995394796578,2259.612131626199,2551.2299083653434,2661.908868639776,2672.553963693417,2672.9898748037554
30,20200,2173.1343236611906,2405.5609333395955,2638.3845423509174,2671.303066049551,2672.9561455628823,2672.9992876191473,2290.895864021809,2581.9000772036056,2666.142791820413,2672.761905104916,2672.9951910010454,2258.7460274104046,2549.9654969927683,2661.676350689359,2672.5399445168887,2672.9894542858297
30,20300,2173.1320151879636,2403.8391604084545,2637.772048003649,2671.2542503388154,2672.954423259495,2672.999252247976,2289.800639026671,2580.7856894238653,2665.983232098512,2672.7538075106227,2672.994977700009,2257.8887325699116,2548.696868695479,2661.4397823454747,2672.5254879398294,2672.989015516328
30,20400,2173.1297415329564,2402.121643850083,2637.153849061546,2671.204483525028,2672.95265277627,2672.9992155663467,2288.7122719010204,2579.6669227404045,2665.821394110608,2672.745517246355,2672.9947574322027,2257.037589642665,2547.4252201061154,2661.2002920565055,2672.5107177003774,2672.988563421854
30,20500,2173.1275074341524,2400.41021404634,2636.5291580600983,2671.1536479476476,2672.950823994831,2672.999177340935,2287.631787006077,2578.5431542790247,2665.6569109070556,2672.737001284907,2672.99452893252,2256.193408845603,2546.1502905791413,2660.957405481082,2672.495582213392,2672.988095540338
30,20600,2173.12531324148,2398.705999215058,2635.8980813597514,2671.101666206763,2672.9489336902066,2672.999137469043,2286.5593656607502,2577.4143054406977,2665.4896896072187,2672.7282489511895,2672.9942917268804,2255.356359078844,2544.8721980641835,2660.7110591871783,2672.4800617512024,2672.9876109930387
30,20700,2173.123166297843,2397.0088123576666,2635.258760928436,2671.04827328506,2672.9469704548,2672.9990955312337,2285.4966321890834,2576.2794047202137,2665.319134542473,2672.719205393251,2672.994043688551,2254.527974929376,2543.590172199783,2660.4604711386633,2672.464071581244,2672.987105892713
30,20800,2173.121051608115,2395.317168286048,2634.613752153663,2670.9939154938666,2672.9449523435937,2672.999052075657,2284.4406511893962,2575.140338212715,2665.1462120045003,2672.709951723325,2672.993787716321,2253.705536297721,2542.3055006549753,2660.2068377913483,2672.447746928547,2672.986585734366
30,20900,2173.1189735640255,2393.632307066092,2633.962604692951,2670.938393232739,2672.942869043024,2672.99900681465,2283.392429861893,2573.9965140677045,2664.970543109716,2672.7004519685743,2672.9935223746093,2252.889991089499,2541.017894668927,2659.9497426919193,2672.4310250170047,2672.9860478099235
30,21000,2173.1169324930156,2391.9536853751247,2633.3050978273577,2670.8816557039395,2672.940719128194,2672.9989596343266,2282.3521444468192,2572.8478612104286,2664.79203309912,2672.6906946921436,2672.993247134602,2252.0816380826855,2539.7273511238627,2659.6891094639977,2672.413889069807,2672.9854911939665
30,21100,2173.114935202419,2390.2833565347846,2632.6399789912657,2670.8234493219197,2672.9384853631936,2672.998910083005,2281.321393566621,2571.6934593634523,2664.6100679191973,2672.680620349637,2672.992959576987,2251.2816749968447,2538.433188562408,2659.4241295443094,2672.396249723953,2672.984911267809
30,21200,2173.112967801755,2388.619502055154,2631.9695459934237,2670.7641359798336,2672.9361899849487,2672.9988587601256,2280.2972873809526,2570.535101468147,2664.425653049347,2672.670317160945,2672.99266300474,2250.487488995513,2537.136556470615,2659.1561144808093,2672.378240770054,2672.9843143789403
30,21300,2173.1110343631904,2386.962189752105,2631.292444370669,2670.703583237045,2672.933824695957,2672.998805341208,2279.2808147346213,2569.372230209154,2664.238396524645,2672.6597460277153,2672.992355800756,2249.7000300641953,2535.8372363447106,2658.8845774937845,2672.359803016552,2672.98369760642
30,21400,2173.1091351930345,2385.3116692408694,2630.608322187151,2670.6418164491806,2672.931385891388,2672.998749722523,2278.272146720282,2568.204786684098,2664.0481993313315,2672.648894841435,2672.9920373712803,2248.919402606316,2534.5352691625767,2658.6093448441416,2672.3409273152847,2672.9830598958897
30,21500,2173.107276604303,2383.670293953412,2629.9167495972583,2670.5784288520927,2672.928853460355,2672.9986913248576,2277.272850175327,2567.0319079076803,2663.85442574063,2672.6376988919556,2672.9917049885094,2248.146876297048,2533.2300900340997,2658.3296450764765,2672.321503891125,2672.9823962405194
