% Model,LargeGraphiteBlockDischarge_v3_finemesh_transient_k_10.mph
% Version,COMSOL 6.0.0.405
% Date,"Aug 10 2022, 23:49"
% Table,Accumulated Probe Table 2 - 
% hours (h),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_1","Temperature (K), outlet_T_2","Temperature (K), outlet_T_3","Temperature (K), outlet_T_4","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), block_2","Temperature (K), block_3","Temperature (K), block_4","Temperature (K), block_5","Temperature (K), Sn_block_1","Temperature (K), Sn_block_2","Temperature (K), Sn_block_3","Temperature (K), Sn_block_4","Temperature (K), Sn_block_5"
1,1000,2173.72380610911,2221.929192505413,2265.985307178939,2306.358376870841,2343.2606281364956,2376.9152533961014,2582.255297954551,2593.2947343763926,2603.155258426461,2611.8692140180733,2619.5662268201336,2199.1836718248755,2244.9213712796836,2287.069633875228,2325.644931090531,2360.8756838198883
1,1100,2173.7160734391155,2220.853081078314,2264.0172681411022,2303.6471740442034,2339.940712309074,2373.1074069405654,2575.448233536697,2587.040824843578,2597.4254141791607,2606.629587124647,2614.783176380525,2198.600993627758,2243.3729891240587,2284.7071540877687,2322.609584609742,2357.294597676019
1,1200,2173.685320927893,2219.872471783217,2262.228222064071,2301.1868853823535,2336.9319065065033,2369.659595784668,2568.780587344512,2580.904132085386,2591.79251715247,2601.468736649596,2610.0627130591333,2198.067684307733,2241.964226040424,2282.561562057549,2319.856948175051,2354.0508920581105
1,1300,2173.6821520986673,2218.967050850581,2260.5790347960265,2298.9220703282617,2334.1661150181835,2366.4939125632773,2562.244040774715,2574.877204892031,2586.250168429529,2596.381314823554,2605.400510021657,2197.5772280130127,2240.6647184613985,2280.585345128339,2317.325113459894,2351.0709696721638
1,1400,2173.666500273582,2218.1202197877287,2259.0391074838763,2296.8106095127237,2331.591006809675,2363.550575892877,2555.8310475948006,2568.9534458916205,2580.7927214762763,2591.362589677239,2600.7927096550256,2197.1173653763735,2239.449898958233,2278.74153585224,2314.9663949236287,2348.298405463563
1,1500,2173.6544895063303,2217.333777102077,2257.6119710738217,2294.8580305888704,2329.214193048146,2360.8380444185996,2549.589022160419,2563.1719310187414,2575.4518745517707,2586.4379009331615,2596.2591615705674,2196.6897590538115,2238.3233239764104,2277.0346318993634,2312.7872519586917,2345.7415551117847
1,1600,2173.642552090301,2216.5694098256813,2256.225834285083,2292.962638588425,2326.9084655259517,2358.2081044015426,2543.4333737053553,2557.4620652407357,2570.169555939945,2581.560256463128,2591.762639707305,2196.2742119329782,2237.229089482416,2275.377373659136,2310.6726758186214,2343.261938824609
1,1700,2173.634185935007,2215.828673019495,2254.883187203801,2291.1275587586542,2324.677262404286,2355.6646170859935,2537.3784710583395,2551.8357014258754,2564.955414806292,2576.73737175425,2587.309181450152,2195.8718344034983,2236.169061009651,2273.772602412,2308.625991824618,2340.863176738702
1,1800,2173.6200600975144,2215.112531635076,2253.5863821014864,2289.3560694239386,2322.524280115077,2353.211692778312,2531.44514186633,2546.31006215142,2559.823499920463,2571.9804944714174,2582.907594903422,2195.4820179959206,2235.1444307388165,2272.2230678278565,2306.650690445916,2338.5491033619555
1,1900,2173.608009024561,2214.4116292644494,2252.3162422584055,2287.6207598028664,2320.415184113535,2350.808772465316,2525.594621854033,2540.853002031173,2554.7475573712927,2567.2685377008042,2578.5412967849425,2195.100911647367,2234.1408948725393,2270.705174968023,2304.715638418653,2336.282165076286
1,2000,2173.6022742536443,2213.7289673119426,2251.07909144082,2285.930350606113,2318.360501543729,2348.46759680571,2519.856708405483,2535.489236413206,2549.747782903956,2562.6177338757934,2574.22306265208,2194.7298495443974,2233.1634498432695,2269.2265842360357,2302.8305568672713,2334.0736087582077
1,2100,2173.584747746408,2213.060090414124,2249.866695010845,2284.2733363769785,2316.345916519322,2346.1713925558206,2514.213720898146,2530.2042511158993,2544.812375058926,2558.01866197706,2569.9455354138586,2194.365769506478,2232.205997658973,2267.777474172646,2300.9825173578256,2331.9078289649583
1,2200,2173.5861123781806,2212.4049691072996,2248.6777233396388,2282.647181692786,2314.3677334294653,2343.9154865122287,2508.663308322784,2524.9961235161177,2539.9398322394923,2553.4701819658308,2565.7078767358644,2194.0106827270033,2231.2677149408037,2266.3557970691054,2299.1683263403884,2329.7806122960314
1,2300,2173.5632985690368,2211.760628616433,2247.5092863165482,2281.048762646211,2312.4224375904478,2341.696222131001,2503.203902772464,2519.8637482174927,2535.129368132289,2548.9717457895244,2561.5097290829935,2193.659326580462,2230.345226859273,2264.9584981568228,2297.3846655313596,2327.6883036028294
1,2400,2173.5594569954656,2211.1295616741827,2246.362797537475,2279.478671420062,2310.5100679350917,2339.5130135244062,2497.8380196189983,2514.809230614569,2530.382819352744,2544.524923887246,2557.3524197831557,2193.3169704551483,2229.4404963094453,2263.5866429751864,2295.6318658925284,2325.6306425128937
1,2500,2173.546849268573,2210.5084761070293,2245.2340866967124,2277.9321405807495,2308.625277685155,2337.359859631838,2492.555039201997,2509.823919284732,2525.6931877425527,2540.124170386826,2553.2316562218966,2192.9793354114213,2228.550069720195,2262.235685486725,2293.904796892881,2323.6019710451887
1,2600,2173.5429623990303,2209.8987555624403,2244.124372021343,2276.410107822802,2306.76871115772,2335.23724862585,2487.357971238697,2504.9104002456643,2521.062700065477,2535.7713825730525,2549.1490244029756,2192.64890168786,2227.6751641483233,2260.906677187406,2292.204287727668,2321.6028119950693
1,2700,2173.528463156094,2209.2984576376034,2243.032044803815,2274.9111254809463,2304.9390364263154,2333.1439659184834,2482.2465388300798,2500.0686309960583,2516.4914483941507,2531.4667423129813,2545.104770339537,2192.3224691813807,2226.814028516936,2259.5981983989345,2290.5289628551163,2319.6318851983556
1,2800,2173.524075435397,2208.7089790709624,2241.9575789796127,2273.435013408644,2303.135566646794,2331.078882849025,2477.218210681402,2495.296570671077,2511.977870383853,2527.2090887438776,2541.09807229974,2192.0030449383617,2225.967478319242,2258.310321869648,2288.878359753805,2317.6883213624833
1,2900,2173.509502165267,2208.128362257735,2240.8992308929896,2271.9801694475022,2301.356774557587,2329.040408884556,2472.2706155009623,2490.592416552223,2507.5205998415395,2522.997420671089,2537.1282328716434,2191.687450224373,2225.1337024934683,2257.0413800439424,2287.250908431796,2315.7705884475104
1,3000,2173.5066448071248,2207.5584840937568,2239.8582655206233,2270.547465599834,2299.6032650885254,2327.0290533455754,2467.404510443058,2485.9568840814795,2503.1203416839912,2518.83242179635,2533.195899379471,2191.3790022759704,2224.3142932150413,2255.792414942987,2285.6473359872402,2313.879147813543
1,3100,2173.4928163321188,2206.9971111725513,2238.832867698513,2269.1352752912608,2297.873546350143,2325.043418952828,2462.6171914633733,2481.3878914418156,2498.7754976093383,2514.712901463263,2529.300221364284,2191.074173009323,2223.5072330780035,2254.5617245983753,2284.066093305744,2312.01254205446
1,3200,2173.489289102797,2206.4454818297077,2237.823664899086,2267.74380524609,2296.16750213778,2323.0831150092495,2457.9072743041443,2476.8843488499897,2494.4852776651073,2510.638319650613,2525.4408658117873,2190.7756976898963,2222.713423137143,2253.3496997954853,2282.5072240924023,2310.1706042363858
1,3300,2173.4761892497045,2205.9022501835393,2236.8295921809417,2266.372230068444,2294.4844570973364,2321.147596191843,2453.2740033178384,2472.4457992637012,2490.249425415411,2506.6085771795074,2521.6178570993534,2190.4809409703425,2221.9316421457265,2252.1554117495048,2280.9699786007855,2308.352725616151
1,3400,2173.472457457708,2205.368468139495,2235.851182873859,2265.0207169011155,2292.8243580812195,2319.236629764893,2448.7159580555335,2468.0711237487976,2486.067122522148,2502.6231059866286,2517.830835238823,2190.1922672258206,2221.162683159105,2250.979208526857,2279.454393574693,2306.558736020232
1,3500,2173.458986079526,2204.8425413635136,2234.887167622641,2263.6882076725956,2291.186322949307,2317.3495372517455,2444.231558792593,2463.7591605265116,2481.937517690156,2498.681313381704,2514.0794186662174,2189.9069424778395,2220.405117006,2249.8199193715873,2277.9595011870624,2304.787779344685
1,3600,2173.456795106114,2204.326231426764,2233.9387333337318,2262.3755447709573,2289.570942130636,2315.4867621317826,2439.82091146984,2459.5100716220572,2477.8608572155,2494.783509463847,2510.3639581459624,2189.6281061224004,2219.660402152742,2248.6785252318127,2276.4860195537244,2303.040387352286
1,3700,2173.444014195267,2203.8175447657077,2233.0042754372903,2261.0813734946223,2287.977026654678,2313.6471324345534,2435.4817675864,2455.3221280961907,2473.8358095171043,2490.9286988297868,2506.683744947906,2189.3524028612746,2218.926748605317,2247.553578939137,2275.0326859948295,2301.3154929118914
1,3800,2173.441118384761,2203.317666241971,2232.0844430744155,2259.8059640869938,2286.404612646277,2311.8305576171774,2431.2127641720404,2451.194237149461,2469.8615620836513,2487.1163054476433,2503.0384018865925,2189.082482245568,2218.2050670731182,2246.4455249296284,2273.5996364145176,2299.6130258115236
1,3900,2173.4290404988956,2202.825292192555,2231.17825335749,2258.548582511581,2284.8531734321937,2310.0366960996776,2427.0131416979807,2447.1259204768703,2465.9378248511834,2483.346192170905,2499.4279101517777,2188.8158349987457,2217.4942283284186,2245.3535059626142,2272.186234756259,2297.932469992989
1,4000,2173.425939000872,2202.3414638118115,2230.2863174848753,2257.309520722316,2283.3227710173805,2308.2655207781913,2422.881781479369,2443.1162913002577,2462.0639562478023,2479.6179209378593,2495.8520015986005,2188.5547390549104,2216.7950079118095,2244.2779656740104,2270.792654931793,2296.273851065751
1,4100,2173.41463476014,2201.8649785043,2229.407669308595,2256.088019602631,2281.8127791644547,2306.5164418108175,2418.8176161491833,2439.1645954685246,2458.2394289033446,2475.9311523163547,2492.3104919010016,2188.2969171864643,2216.1063237659946,2243.218040635759,2269.4182237285668,2294.6366487890778
1,4200,2173.412427304681,2201.396849040755,2228.5428124129367,2254.8842426823426,2280.3231562333117,2304.7893015440823,2414.819069952346,2435.2695468216093,2454.463249838222,2472.2851470183127,2488.8028587172917,2188.044589829645,2215.4289378794565,2242.174050085944,2268.0629852004186,2293.0207333400044
1,4300,2173.4001296523543,2200.935575038234,2227.6907122945668,2253.697520813169,2278.8535043320385,2303.0839171457524,2410.8862362159634,2431.431398922417,2450.735743705113,2468.680279532994,2485.329503907929,2187.7949454499276,2214.761616329267,2241.1451468819173,2266.7264033462693,2291.425770347775
1,4400,2173.3977421179707,2200.482443496147,2226.852063984398,2252.528078789363,2277.403755722966,2301.3999827313482,2407.0171192631906,2427.6484862936936,2447.0555896774267,2465.1155262042553,2481.889660981916,2187.550779728836,2214.105316516296,2240.131796370444,2265.4085367114617,2289.8515651030616
1,4500,2173.3865980795267,2200.036031114338,2226.0257998323223,2251.3750965780723,2275.9732422018446,2299.737006408661,2403.210594746813,2423.91999183083,2443.4221957614413,2461.590481419186,2478.4830800928867,2187.309497580729,2213.4587785989033,2239.1330537117346,2264.1086630216478,2288.297564754474
1,4600,2173.384077572276,2199.597447351315,2225.2125298356686,2250.2389082164964,2274.562120429942,2298.095019460483,2399.4659096063465,2420.2453259811687,2439.8351494441185,2458.1048857232067,2475.109628427016,2187.0733168831134,2212.822845024282,2238.1493551021795,2262.827027427457,2286.7638839246606
1,4700,2173.3736049222875,2199.1654849551924,2224.4113276679736,2249.118787823896,2273.1698187150464,2296.4735747649133,2395.7821554534885,2416.6238524845558,2436.2940051032474,2454.6584525148355,2471.7691515347133,2186.8400036132102,2212.196480404019,2237.1799043604497,2261.562979762694,2285.250010489311
1,4800,2173.3708726747636,2198.74096307528,2223.6226921597663,2248.014960537597,2271.7963798198653,2294.8725873519206,2392.1581771901424,2413.0546275109245,2432.7980452161114,2451.250657069331,2468.4612882959286,2186.6115226384054,2211.5803201527037,2236.2250421801314,2260.3166307800525,2283.7558911732503
1,4900,2173.3610275074493,2198.3228509390033,2222.84580835709,2246.9267903602063,2270.441318431002,2293.291681624864,2388.5931483877994,2409.5370720342075,2429.346870277556,2447.8812472474724,2465.185906967705,2186.385904547109,2210.9734370308565,2235.2840581352984,2259.0874204669126,2282.281068028517
1,5000,2173.3591004010777,2197.9121133731496,2222.081122054045,2245.85442509297,2269.10457405843,2291.730695197896,2385.0857242077996,2406.0700713950373,2425.939602564483,2444.5495546654515,2461.942520541437,2186.1651099690093,2210.376533106821,2234.3572335925587,2257.875397561469,2280.82545174534
1,5100,2173.348424949165,2197.5074046512173,2221.327730891741,2244.797270181024,2267.7857790386665,2290.1893871981524,2381.6360017925567,2402.6538640651816,2422.5765453983763,2441.2559286245328,2458.731507988139,2185.9466617999597,2209.788509586759,2233.443830464077,2256.680102368709,2279.3888039562044
1,5200,2173.3463198866484,2197.109807268071,2220.586224745373,2243.755517539721,2266.4848509261733,2288.6675557036415,2378.2421448104833,2399.286887419252,2419.256428426285,2437.9993583265373,2455.552086878461,2185.7329914428783,2209.210176936225,2232.544207285557,2255.50156373893,2277.9709256568685
1,5300,2173.336690223142,2196.7181244769413,2219.8557139862023,2242.7284892247458,2265.2012791814514,2287.16478744765,2374.9032549423796,2395.9684872648763,2415.978777914476,2434.7795188670075,2452.4040558326237,2185.521880093264,2208.640464283335,2231.6575982520844,2254.339178342116,2276.5713204419776
1,5400,2173.334448041965,2196.3332616577363,2219.1366474210986,2241.716383792032,2263.9351038777672,2285.6809699132955,2371.6184804983063,2392.697968424949,2412.7430701577487,2431.5960349524607,2449.28716639442,2185.3151834164414,2208.080047129281,2230.784323392514,2253.193065997799,2275.1899899359682
1,5500,2173.3253285163473,2195.9542459819127,2218.4282496154165,2240.718613877981,2262.685858131068,2284.2158132409186,2368.387188354675,2389.4749078762147,2409.5490218476093,2428.4487422315096,2446.20135276729,2185.1110123291924,2207.5280940753005,2229.9237129215835,2252.0627124607204,2273.8265456865674
1,5600,2173.3229394411965,2195.5818121700745,2217.730971134254,2239.7353768992584,2261.4535765353135,2282.769252657019,2365.208402580709,2386.298497449013,2406.3960063225577,2425.3371737433936,2443.146286247703,2184.91107373724,2206.9851656609453,2229.0760589012666,2250.94822803156,2272.4809768431683
1,5700,2173.3143920000884,2195.214968871643,2217.0441055977367,2238.7661058346157,2260.2378211963814,2281.3408698909298,2362.0813038448873,2383.1681340003734,2403.2835835338196,2422.2610255992226,2440.1217780491957,2184.713648459868,2206.450411931144,2228.2407364235437,2249.849107113054,2271.1528736102555
1,5800,2173.312698897323,2194.854554656917,2216.3680283526455,2237.810932450478,2259.038553449552,2279.9305221292243,2359.004741881504,2380.082847436427,2400.210977048991,2419.2196931748476,2437.1273734127235,2184.5204296740735,2205.924431153107,2227.417995457882,2248.7653795412484,2269.842112139673
1,5900,2173.3034159028257,2194.4994446109813,2215.701947285576,2236.869345707473,2257.855441468076,2278.538122208262,2355.9787677886065,2377.042817922736,2397.1784305759716,2416.2134680318036,2434.163394862204,2184.3292696706653,2205.4062724353016,2226.6071803445716,2247.6966418184657,2268.5484621648584
1,6000,2173.3015861833887,2194.150589925473,2215.0463911581423,2235.941501464201,2256.688412534968,2277.1633883433733,2353.0018400830354,2374.0467122688656,2394.184843660338,2413.241457625402,2431.2291375378686,2184.1422951508252,2204.8966481554057,2225.8086249410453,2246.642924417034,2267.2717838139492
1,6100,2173.293227442129,2193.8069625895105,2214.400548593627,2235.0267804493046,2255.536960792211,2275.805860234187,2350.0731774976316,2371.093955331837,2391.2297881777313,2410.303359506433,2428.3244067089922,2183.9575672882415,2204.3946622723747,2225.0216300800316,2245.603675536223,2266.0116374937656
1,6200,2173.2911824548733,2193.4692924832384,2213.7648101106633,2234.1253563255896,2254.4011570439206,2274.465590216565,2347.1920326058253,2368.1839276104533,2388.3127864072635,2407.3988213918715,2425.4489581475104,2183.7766688484135,2203.900877826718,2224.2464691769574,2244.5789953058443,2264.767994324981
1,6300,2173.28257525519,2193.1365596424557,2213.1384160170455,2233.23660498979,2253.2804858953778,2273.1421318934226,2344.3574336783813,2365.315872488423,2385.433246837184,2404.5273934449447,2422.6024635101926,2183.597826981117,2203.4143702955257,2223.4824447424908,2243.568311670479,2263.540362354155
1,6400,2173.2816039355735,2192.809914738246,2212.5221231870073,2232.3610671887113,2252.1753116459063,2271.835727032424,2341.5693926952385,2362.4898403779716,2382.591284943523,2401.6892437187244,2419.7851316380566,2183.423093980758,2202.9360730905123,2222.730193985164,2242.572088643546,2262.329106054194
1,6500,2173.273416755277,2192.4880566137,2211.9148851228424,2231.4978796482383,2251.084892571905,2270.545717070662,2338.826633598855,2359.7048077110967,2379.7860624171612,2398.8837018461877,2416.9964420261135,2183.250249627835,2202.464882281633,2221.9887724870728,2241.5895346561138,2261.1335634014495
1,6600,2173.2719099621218,2192.1717854749686,2211.3171790187885,2230.6472572520247,2250.0092771043724,2269.272144705755,2336.1283072388187,2356.96004675798,2377.016997149563,2396.110314804199,2414.236056202294,2183.081085023786,2202.001402954534,2221.2585176896505,2240.6207669507576,2259.9537066581374
1,6700,2173.264248572606,2191.8602574347838,2210.728344654298,2229.8086926684477,2248.9480964907834,2268.014671476073,2333.473790865128,2354.255105440065,2374.2837586969467,2393.36885581778,2411.50383504648,2182.9139365078036,2201.5448625056133,2220.538849361837,2239.6653381949995,2258.789173233827
1,6800,2173.2626164209823,2191.5541725268536,2210.1487552227904,2228.9823592780294,2247.9014015541143,2266.7731956834405,2330.862388489127,2351.5893958006695,2371.5858845345597,2390.658974454247,2408.7995259197055,2182.7503007738496,2201.095800571756,2219.8300362175178,2238.723345296649,2257.6399415099427
1,6900,2173.255402549277,2191.2526835851413,2209.5778307327782,2228.1678096148034,2246.868810355436,2265.5474272162596,2328.293568422571,2348.962541066973,2368.923109621109,2387.98049928285,2406.123036766119,2182.588666766305,2200.653507408327,2219.1315679511995,2237.794397756497,2256.5057138055577
1,7000,2173.2535935463693,2190.956391005469,2209.0158438415892,2227.3651138820737,2245.8502423821124,2264.3372999332883,2325.7663886157134,2346.3737251395464,2366.2947636190243,2385.332891721351,2403.4739486985586,2182.4303581706167,2200.2183803146163,2218.4435982609375,2236.878494575779,2255.3864050578477
1,7100,2173.2461206408025,2190.6644779078106,2208.462103919054,2226.5737128819706,2244.8452548193027,2263.142412866166,2323.280085836907,2343.8223577974227,2363.700380132654,2382.7157965615097,2400.8520042019,2182.2738584322615,2199.7897025597645,2217.7655104484893,2235.9751233628544,2254.2815836952796
1,7200,2173.2452411797526,2190.3778925410206,2207.917274343565,2225.794074873709,2243.8542217474314,2261.962978202196,2320.834645240041,2341.308462684097,2361.1400392368,2380.129343745951,2398.2573708652853,2182.120948147448,2199.3683043458996,2217.097857443892,2235.084685093576,2253.1915220177502
5,0,2176.081218031804,2672.927386228288,2673.000209364071,2672.999970702967,2672.9079277030633,2673.000006768008,2672.0333424584355,2672.9999749759077,2672.9999954956697,2672.9969409999544,2672.9999791465652,2535.8019316125947,2672.995581467593,2672.99967506452,2672.855674729509,2672.993508797547
5,100,2174.5137191194913,2495.690152495809,2633.3915101976904,2667.2833109552807,2672.312333827543,2672.90935248543,2661.9958150199705,2670.6692601121867,2672.6486414046394,2672.9554788129967,2672.994203025079,2355.703221072127,2577.8050992387566,2655.2920839440344,2670.6513692827884,2672.7158192564493
5,200,2174.2628374289434,2451.742158327198,2591.9562041754616,2649.1326815788398,2667.0593009912286,2671.662047902914,2653.8662436228265,2666.8854544654923,2671.3176925970643,2672.5915071479885,2672.9089865901515,2329.0377108887333,2531.8327349128626,2625.814640689362,2660.091878483445,2669.9273495243438
5,300,2174.148918156162,2429.44319405008,2567.782947368328,2633.438031004542,2659.8942191137908,2669.015343946182,2646.524379281022,2663.031541537421,2669.5822423836044,2671.9214926978434,2672.68016788426,2315.7139139822775,2507.3041836941716,2605.5261217009147,2649.0171515194124,2665.3626314310413
5,400,2174.080589845096,2415.2108767841846,2551.2984543238927,2620.940833414754,2652.7738187624554,2665.7372744871004,2639.6170796367282,2659.194622081489,2667.6708392834767,2671.0715227221144,2672.3405379298247,2307.263326322971,2491.161023006914,2590.769923760114,2639.2921351259747,2660.3638673186583
5,500,2174.0222032930196,2404.2810329558856,2538.278474111238,2610.5108637076873,2646.23897670448,2662.347441565358,2632.963884347172,2655.3888320324927,2665.6795606897745,2670.1208540121997,2671.925289794666,2300.7936417957117,2478.6096189895834,2578.83587247065,2630.8360114428815,2655.5299948513252
5,600,2173.972927210875,2395.9464973051668,2528.087908726023,2601.94597274,2640.4211530076245,2659.000765788751,2626.5498918229973,2651.6207247588504,2663.623032470093,2669.079669919679,2671.4363053385496,2295.876468600569,2468.9281445764805,2569.294553310813,2623.64232792381,2651.0232530992566
5,700,2173.9356300828617,2389.377213342435,2519.892929214004,2594.80273789188,2635.2847124095683,2655.8139475285243,2620.3346793676924,2647.8905605123873,2661.520575590842,2667.9677856768176,2670.885087628042,2292.010986890878,2461.2276931970937,2561.4933133867744,2617.4891461681887,2646.9070387890324
5,800,2173.912719387487,2384.0242141147664,2513.1026669580224,2588.7017820516976,2630.7004900735724,2652.8003083833014,2614.274122521543,2644.1925827622376,2659.3858456742346,2666.802974701514,2670.28534127782,2288.8677644135305,2454.9042287292077,2554.9377969765837,2612.128246270827,2643.135665875856
5,900,2173.898750999831,2379.4583008469654,2507.2644721420515,2583.3662323689755,2626.592018726015,2649.9998643044323,2608.3449852848935,2640.5260456246165,2657.2292516633042,2665.596854496269,2669.6447481069,2286.188313668575,2449.491096850389,2549.2572473323744,2607.387382242926,2639.7012058858195
5,1000,2173.870039744691,2375.375098669038,2502.045263650397,2578.5759223535147,2622.8686264918383,2647.416692368332,2602.52955446499,2636.8897698312157,2655.05828245725,2664.358388620527,2668.9698257764358,2283.7891802424483,2444.653251956337,2544.170384001035,2603.1134360689834,2636.5654872659675
5,1100,2173.8489326188983,2371.7133973614646,2497.3642893814354,2574.253991785394,2619.467353534429,2645.0128892335033,2596.8198626869216,2633.2814924782706,2652.8744328175894,2663.090747584056,2668.263933965547,2281.6324344630893,2440.316381611853,2539.5967548980097,2599.235972905235,2633.6767640413773
5,1200,2173.8398215587345,2368.4116217661,2493.148344754218,2570.3387736332875,2616.347504517076,2642.7677146490923,2591.20963443915,2629.699457700959,2650.678907502914,2661.7963825177253,2667.529536587521,2279.6822342180612,2436.410656229735,2535.46776022973,2595.7037633976643,2631.0050056274777
5,1300,2173.8161660163973,2365.3597395477323,2489.26538610648,2566.72161553808,2613.4409836507825,2640.648996850386,2585.688168805328,2626.1407722268737,2648.473860152566,2660.479487983527,2666.770770673768,2277.8760622941986,2432.8100927032833,2531.6609346223927,2592.4289671173683,2628.501775540793
5,1400,2173.801021169517,2362.5067213920415,2485.6474521709915,2563.3476630399596,2610.7143449156333,2638.641173369307,2580.25030067105,2622.6039507580235,2646.2602391325127,2659.1420438663604,2665.9896381836884,2276.183024063136,2429.4504572316446,2528.1131420457605,2589.3666905575897,2626.1426306378244
5,1500,2173.7886231480875,2359.8240676118216,2482.2611646394566,2560.1915933755054,2608.154228236152,2636.740660461833,2574.9061445534157,2619.0913470276405,2644.0373743460427,2657.7823761029626,2665.184248405593,2274.5868813256884,2426.299964649036,2524.794828888105,2586.49799332805,2623.9196673038673
5,1600,2173.7752871797825,2357.2554836126465,2479.0301551404177,2557.1835451519787,2605.709610520788,2634.916737364117,2569.6395153169656,2615.5985873018235,2641.807014126427,2656.4047475782595,2664.3592603287857,2273.0562314926974,2423.2893297931832,2521.6311986984533,2583.7620576294385,2621.792389451351
5,1700,2173.7598737488597,2354.7733927973436,2475.9151549328553,2554.286832154269,2603.3531365990266,2633.152587253956,2564.4450815661876,2612.1241787933022,2639.5697648916957,2655.0107027031995,2663.516388521332,2271.5756679323226,2420.383888250102,2518.583340671361,2581.1266168864363,2619.738885884573
5,1800,2173.7440741168366,2352.360586733688,2472.891436217144,2551.4772671344035,2601.0660374347726,2631.4361037276462,2559.3201648256863,2608.66737300308,2637.32594497203,2653.601060861931,2662.656556736383,2270.13574654716,2417.5618962282174,2515.62614258962,2578.569988161457,2617.7437631904895
5,1900,2173.730112103392,2350.0054501424784,2469.941399342797,2548.7368814724136,2598.833922307081,2629.7574482724417,2554.262909914651,2605.227691842674,2635.075795306006,2652.176387344003,2661.7804037503265,2268.729918349849,2414.807990488642,2512.7415222304285,2576.075793609964,2615.7949177439637
5,2000,2173.7188326357814,2347.69928641934,2467.0520020250424,2546.0518774379384,2596.6452462292514,2628.108477621743,2549.2718281388065,2601.804803170617,2632.8195368394227,2650.737126254951,2660.8884208046793,2267.35368154583,2412.110827584202,2509.9158050739047,2573.631200581802,2613.882531658966
