hours,max_ff,time,inlet_T,outlet_T,block_1,Sn_block_1,bottom_right_T,mass_flow,SOC,power
1,1,1512.0,2673,2404.7,2312.6,2525.3,2232.7,1.2238,0.2832927637961774,81429.69392000006
1,1,1548.0,2673,2406.6,2315.3,2526.6,2234.7,1.2238,0.2888174908934984,80853.03936000004
1,1,1584.0,2673,2408.4,2318.1,2527.8,2236.7,1.2238,0.2943039881605219,80306.73503999999
1,1,1620.0,2673,2410.3,2320.8,2529.1,2238.7,1.2238,0.29975225559724783,79730.08047999995
1,1,1656.0,2673,2412.1,2323.5,2530.3,2240.7,1.2238,0.3051622932036762,79183.77616000004
1,1,1692.0,2673,2413.9,2326.2,2531.6,2242.7,1.2238,0.3105351342184638,78637.47183999998
1,1,1728.0,2673,2415.7,2328.8,2532.8,2244.8,1.2238,0.31587077864161056,78091.16752000006
1,1,1764.0,2673,2417.5,2331.5,2534.0,2246.8,1.2238,0.32116922647311646,77544.8632
1,1,1800.0,2673,2419.3,2334.1,2535.2,2248.8,1.2238,0.3264304777129815,76998.55887999995
1,1,1836.0,2673,2421.1,2336.7,2536.4,2250.8,1.2238,0.33165453236120573,76452.25456000003
