hours,max_ff,time,inlet_T,outlet_T,block_1,Sn_block_1,bottom_right_T,mass_flow,SOC,power
1,10,6480.0,2673,2666.503611319912,2617.7867896092284,2669.749648737409,2602.402587884122,12.238490552579238,0.9344858004137622,19717.485888810264
1,10,6516.0,2673,2666.5814657204082,2618.4485079309197,2669.789301041708,2603.208912094436,12.238490552579215,0.9358202736681556,19481.186443263043
1,10,6552.0,2673,2666.658385715221,2619.102364028464,2669.82849245079,2604.0061492551713,12.23849055257918,0.9371387543926942,19247.7230550678
1,10,6588.0,2673,2666.7343775869176,2619.748404938225,2669.867224619867,2604.794346783772,12.238490552579211,0.9384414350387674,19017.07665571725
1,10,6624.0,2673,2666.8094542670274,2620.3867146371413,2669.905494357507,2605.5735955096497,12.238490552579222,0.9397285060724107,18789.20799613718
1,10,6660.0,2673,2666.883639098513,2621.0173829998785,2669.943292758348,2606.343994157437,12.238490552579222,0.9410001542114879,18564.046227035495
1,10,6696.0,2673,2666.9569464495485,2621.640499820801,2669.980611936828,2607.105642147676,12.238490552579238,0.9422565622772469,18341.54773891101
1,10,6732.0,2673,2667.029386763138,2622.256154303564,2670.017453902722,2607.858638120799,12.238490552579231,0.9434979105272454,18121.68083572495
1,10,6768.0,2673,2667.100803206244,2622.8630053893216,2670.053760201155,2608.6014194730883,12.238490552579252,0.9447243943452318,17904.921528590447
1,10,6804.0,2673,2667.171488948316,2623.46368818227,2670.089704910285,2609.337035757473,12.238490552579238,0.9459361950275851,17690.380005526353
1,10,6840.0,2673,2667.2411791856034,2624.056095866905,2670.125172969904,2610.063032854949,12.238490552579217,0.9471334909397124,17478.859984485312
1,10,6876.0,2673,2667.310161924628,2624.6425004563685,2670.160277614065,2610.782046317491,12.238490552579217,0.9483164580495254,17269.48732372378
1,10,6912.0,2673,2667.378355481977,2625.2221446414387,2670.194956403785,2611.4931923294994,12.238490552579231,0.9494852510059795,17062.509944298272
1,10,6948.0,2673,2667.445749564383,2625.794899660577,2670.2291929768444,2612.196317654155,12.238490552579256,0.9506400339617976,16857.959087774092
1,10,6984.0,2673,2667.5121939120977,2626.3594761197123,2670.2629201452287,2612.889915147828,12.238490552579243,0.9517809876593256,16656.290814372427
1,10,7020.0,2673,2667.577962378119,2626.9183139321826,2670.2963107020482,2613.5768199039376,12.238490552579222,0.9529082800702654,16456.673940357443
1,10,7056.0,2673,2667.6428122157527,2627.4694522804234,2670.329259971581,2614.2547385903667,12.238490552579238,0.954022075952166,16259.845237304196
1,10,7092.0,2673,2667.706999686983,2628.0150053776842,2670.361875545437,2614.9261331891253,12.238490552579224,0.9551225386660691,16065.026912762492
1,10,7128.0,2673,2667.7704467672,2628.554268993404,2670.3941026758785,2615.5901780128456,12.23849055257925,0.9562098131561031,15872.45578279013
1,10,7164.0,2673,2667.8331482305016,2629.0871233036955,2670.4259210989057,2616.2467299026384,12.238490552579256,0.9572840529685064,15682.14770876075
1,10,7200.0,2673,2667.8951081465593,2629.613605096048,2670.457336855265,2616.8958277620677,12.238490552579243,0.9583454117689879,15494.09033862757
1,10,7236.0,2673,2667.9563303951504,2630.1337830962475,2670.4883705025964,2617.5375465363745,12.238490552579238,0.9593940424018564,15308.271896702105
1,10,7272.0,2673,2668.016821570023,2630.6477318730467,2670.5190364152004,2618.171967682442,12.238490552579243,0.9604300966292116,15124.672369999018
1,10,7308.0,2673,2668.0765862760213,2631.1555263215578,2670.549342708508,2618.799173225386,12.23849055257925,0.9614537250560253,14943.27778214333
1,10,7344.0,2673,2668.135625885473,2631.6572404468147,2670.5792917366066,2619.419244595549,12.238490552579243,0.9624650776696599,14764.083967922672
1,10,7380.0,2673,2668.1939542047585,2632.152946801635,2670.6088774984096,2620.0322624187093,12.238490552579243,0.9634643028890925,14587.04902296097
1,10,7416.0,2673,2668.2515873382954,2632.642716448053,2670.6380922031008,2620.638306474496,12.238490552579238,0.9644515460426762,14412.124068004823
1,10,7452.0,2673,2668.308540089349,2633.1266192122907,2670.66692932458,2621.2374556637687,12.238490552579265,0.965426949265136,14239.264172987412
1,10,7488.0,2673,2668.3646877706524,2633.603599970597,2670.695333071223,2621.828465018147,12.238490552579249,0.9663906660452907,14068.847781927221
1,10,7524.0,2673,2668.4202656377697,2634.0757308339107,2670.7234540689724,2622.413764884866,12.238490552579231,0.9673428384471581,13900.160859918493
1,10,7560.0,2673,2668.475067985657,2634.5413558156242,2670.751210007695,2622.991399794977,12.238490552579231,0.9682836054813589,13733.827751732812
1,10,7596.0,2673,2668.529307840682,2635.0022615764765,2670.7786875206625,2623.5634699343327,12.238490552579222,0.9692131054020169,13569.201891314859
1,10,7632.0,2673,2668.582922372641,2635.45785296786,2670.80583793638,2624.1292710989624,12.238490552579243,0.9701314609437847,13406.473977485828
1,10,7668.0,2673,2668.635908296154,2635.908028577573,2670.832641649933,2624.688681266472,12.238490552579238,0.9710388016729068,13245.653981851086
1,10,7704.0,2673,2668.6881508682845,2636.3517737123984,2670.859030396711,2625.2404996674923,12.238490552579215,0.9719352693512586,13087.09016593635
1,10,7740.0,2673,2668.7398613138485,2636.791006500426,2670.885149537748,2625.7869854692285,12.238490552579215,0.9728209957714349,12930.141431659456
1,10,7776.0,2673,2668.7909718191245,2637.2251724201237,2670.9109764165764,2626.32747910155,12.238490552579238,0.9736960979076479,12775.013603541838
1,10,7812.0,2673,2668.8413442751826,2637.653176304605,2670.936458804074,2626.8606792161,12.238490552579231,0.9745607140116871,12622.125862302715
1,10,7848.0,2673,2668.891203951297,2638.076831770272,2670.961683121459,2627.3887278991792,12.238490552579224,0.9754149733292373,12470.794482882486
1,10,7884.0,2673,2668.940492591264,2638.4956005057347,2670.9866010861388,2627.910985541896,12.238490552579238,0.9762589878488556,12321.196281345216
1,10,7920.0,2673,2668.9892050733274,2638.9093901496954,2671.0111969052027,2628.427340687864,12.238490552579222,0.9770928761078173,12173.346802966957
1,10,7956.0,2673,2669.0372340583913,2639.31726836641,2671.0354138966313,2628.936684682839,12.238490552579231,0.9779167682637533,12027.571837538351
1,10,7992.0,2673,2669.0847721098403,2639.720998674526,2671.059385850016,2629.4411040063696,12.238490552579265,0.978730785668239,11883.286927138794
1,10,8028.0,2673,2669.131646350813,2640.1191643454754,2671.08304690645,2629.938911347873,12.238490552579222,0.9795350476386802,11741.01677822387
1,10,8064.0,2673,2669.1780399120707,2640.513293853492,2671.1064748923527,2630.4319184317656,12.23849055257925,0.9803296724329678,11600.205562257375
1,10,8100.0,2673,2669.2238958164066,2640.9028785434184,2671.129631083333,2630.919517864717,12.238490552579238,0.9811147652737974,11461.026213362646
1,10,8136.0,2673,2669.269211491487,2641.287831825809,2671.1524967498567,2631.4016044651485,12.238490552579234,0.9818904375369996,11323.486538946325
1,10,8172.0,2673,2669.3138927202385,2641.667285516689,2671.175003495701,2631.877142550492,12.238490552579234,0.9826568105994619,11187.872501550273
1,10,8208.0,2673,2669.358119955692,2642.042879672421,2671.1972744115287,2632.3480809212797,12.238490552579266,0.983413996927482,11053.636399940768
1,10,8244.0,2673,2669.4018356366923,2642.414140063825,2671.2192937586483,2632.813850704932,12.238490552579243,0.9841620962891853,10920.95294060809
1,10,8280.0,2673,2669.4449236837204,2642.78013012229,2671.2410195677885,2633.2733294782506,12.238490552579215,0.9849012263946415,10790.17444180056
1,10,8316.0,2673,2669.487571115229,2643.142401287737,2671.262529212176,2633.72836495788,12.238490552579243,0.9856314976239421,10660.733275273322
1,10,8352.0,2673,2669.529726304075,2643.500493424588,2671.283783325744,2634.1784055061294,12.238490552579249,0.9863530063674641,10532.78613692507
1,10,8388.0,2673,2669.571386404746,2643.854327583508,2671.3047652635523,2634.623355052056,12.23849055257926,0.9870658546441355,10406.341663301888
1,10,8424.0,2673,2669.6124644256597,2644.203105838043,2671.3254156346875,2635.0622574516087,12.238490552579217,0.9877701537555725,10281.663886526236
1,10,8460.0,2673,2669.653122187132,2644.548336326458,2671.345853854263,2635.4969123865,12.238490552579231,0.988466007271487,10158.26165836902
1,10,8496.0,2673,2669.69330746826,2644.88958320172,2671.3660644364927,2635.926794586532,12.238490552579243,0.9891535074369021,10036.29347687559
1,10,8532.0,2673,2669.7329142128046,2645.225985655994,2671.386008791507,2636.3508676441197,12.238490552579243,0.9898327628513028,9916.081238181958
1,10,8568.0,2673,2669.7721165341322,2645.558969610977,2671.4057530121577,2636.770837800997,12.238490552579238,0.9905038750819665,9797.096482858635
1,10,8604.0,2673,2669.8108693784657,2645.888111853692,2671.4252583597518,2637.1861957113506,12.238490552579231,0.9911669323607004,9679.475955682086
1,10,8640.0,2673,2669.8491683802217,2646.2133397423568,2671.444511034121,2637.596852696071,12.238490552579243,0.991822028025716,9563.232906833238
1,10,8676.0,2673,2669.886930565085,2646.533920052977,2671.463462589502,2638.0019259053465,12.238490552579243,0.9924692644398821,9448.61917544486
1,10,8712.0,2673,2669.924305560789,2646.8512393203077,2671.482222534107,2638.4030771475987,12.238490552579249,0.9931087370789029,9335.18061955234
1,10,8748.0,2673,2669.9611573600764,2647.16418397462,2671.500742237295,2638.7989627374786,12.238490552579224,0.9937405400111059,9223.330040990972
1,10,8784.0,2673,2669.997633724709,2647.473955657515,2671.5190809382875,2639.191025572055,12.238490552579231,0.994364766090249,9112.61896129186
1,10,8820.0,2673,2670.033689231153,2647.7801544044805,2671.53720633362,2639.578781993266,12.238490552579234,0.9949814975956851,9003.185247496076
1,10,8856.0,2673,2670.0693196642733,2648.0827120388462,2671.555102115389,2639.9621482990624,12.238490552579231,0.9955908219358316,8895.041693152456
1,10,8892.0,2673,2670.104449511936,2648.3809458223445,2671.5727126995325,2640.340299814205,12.238490552579231,0.9961928347571659,8788.417488586929
1,10,8928.0,2673,2670.139219171752,2648.6761453305085,2671.5901396700265,2640.7147885208,12.238490552579234,0.9967876250016782,8682.886506599674
1,10,8964.0,2673,2670.173585966243,2648.967937853369,2671.607371642456,2641.0851614791127,12.238490552579238,0.9973752715141322,8578.578279553232
1,10,9000.0,2673,2670.2074625164223,2649.255587384428,2671.624379144521,2641.450524982161,12.238490552579234,0.9979558665777672,8475.758015401258
1,10,9036.0,2673,2670.240994728765,2649.540313431954,2671.641217022861,2641.812350420508,12.238490552579224,0.9985294964282935,8373.982866737966
1,10,9072.0,2673,2670.274141698065,2649.821754079256,2671.657852064227,2642.170198594002,12.238490552579243,0.9990962364518494,8273.376986824116
1,10,9108.0,2673,2670.306897580169,2650.099847185607,2671.674271273399,2642.5239930760195,12.238490552579243,0.9996561668650916,8173.958113513404
1,10,9144.0,2673,2670.3391907741143,2650.373965477037,2671.69042996807,2642.872972645671,12.238490552579231,1.0002093758869262,8075.9435661580565
1,10,9180.0,2673,2670.3711517639795,2650.645294742731,2671.7064242035285,2643.218570371381,12.238490552579243,1.0007559456519843,7978.937306574065
1,10,9216.0,2673,2670.402741657899,2650.9134925087733,2671.7222433767624,2643.560368097871,12.238490552579238,1.0012959488308564,7883.0573772385005
1,10,9252.0,2673,2670.433882113873,2651.177882182244,2671.737857202526,2643.8975407272624,12.238490552579231,1.001829470207674,7788.5415575298375
1,10,9288.0,2673,2670.464707045658,2651.4395844553296,2671.753312056017,2644.231446794909,12.238490552579224,1.0023565888244501,7694.983399694072
1,10,9324.0,2673,2670.49517855808,2651.6982664513794,2671.768575809122,2644.561680823291,12.238490552579231,1.0028773738017893,7602.497921102766
1,10,9360.0,2673,2670.525197849357,2651.9530328119085,2671.7835640245858,2644.8871546580763,12.238490552579231,1.0033919083849199,7511.384999556401
1,10,9396.0,2673,2670.5549249611818,2652.2053921186885,2671.798419027739,2645.209698259645,12.23849055257925,1.003900269491272,7421.158885205218
1,10,9432.0,2673,2670.5842139708648,2652.454113394,2671.8131100252303,2645.527807337238,12.238490552579222,1.0044025325793877,7332.262474666859
1,10,9468.0,2673,2670.61318654986,2652.700028077796,2671.8276075764184,2645.842495101056,12.238490552579217,1.004898775613641,7244.326477356008
1,10,9504.0,2673,2670.6418058651384,2652.942898220545,2671.841892669746,2646.1534714557324,12.238490552579249,1.0053890677922197,7157.462686881585
1,10,9540.0,2673,2670.670143081467,2653.183424000374,2671.856047360237,2646.461586549535,12.238490552579243,1.0058734747658824,7071.455107809514
1,10,9576.0,2673,2670.698054950166,2653.4204338559507,2671.870023871142,2646.7654064967105,12.238490552579222,1.0063520696336745,6986.738520747892
1,10,9612.0,2673,2670.725712323855,2653.6552186621147,2671.8838566149216,2647.0665070408913,12.238490552579249,1.006824922642381,6902.794363110067
1,10,9648.0,2673,2670.7529926357024,2653.8866734509947,2671.897458497609,2647.363538219653,12.238490552579249,1.0072920990495133,6819.994643083942
1,10,9684.0,2673,2670.7800018373073,2654.1158918885158,2671.910936258665,2647.657833212049,12.238490552579234,1.0077536658294008,6738.017782132807
1,10,9720.0,2673,2670.806608119615,2654.3418207144737,2671.924247039237,2647.9480996383595,12.238490552579231,1.0082096926281732,6657.26383993719
1,10,9756.0,2673,2670.8329230286586,2654.5651694999324,2671.9373839336085,2648.2352057750913,12.238490552579234,1.008660251185697,6577.394258037581
1,10,9792.0,2673,2670.858928886904,2654.785856820539,2671.950349636187,2648.519050561657,12.238490552579231,1.0091054035425944,6498.462690326773
1,10,9828.0,2673,2670.8846722560893,2655.004332522868,2671.9631889159505,2648.8001828052757,12.238490552579243,1.0095452087549397,6420.327815146082
1,10,9864.0,2673,2670.910118220986,2655.2202906379102,2671.9758879696374,2649.078225207325,12.238490552579234,1.0099797246753972,6343.095605300404
1,10,9900.0,2673,2670.935201558974,2655.4331824352357,2671.9884125629987,2649.3525019047324,12.23849055257925,1.0104090195036752,6266.964020942742
1,10,9936.0,2673,2670.9600300679667,2655.6439093048616,2672.000802443869,2649.624118300761,12.23849055257925,1.010833157040262,6191.605879702266
1,10,9972.0,2673,2670.984519622857,2655.8517287611207,2672.0130019821113,2649.892161456485,12.238490552579222,1.011252198639582,6117.276513533969
1,10,10008.0,2673,2671.008760274971,2656.057439026158,2672.025071902885,2650.157610522215,12.238490552579204,1.0116662050437149,6043.702603546939
1,10,10044.0,2673,2671.032719114733,2656.260774894501,2672.0370047902193,2650.420137356366,12.238490552579222,1.012075231090397,5970.984035095166
1,10,10080.0,2673,2671.056392491973,2656.4616921823167,2672.0488036570873,2650.679685223936,12.238490552579231,1.0124793353950114,5899.131886978021
1,10,10116.0,2673,2671.079730198349,2656.6597389200037,2672.060444361981,2650.935694597829,12.238490552579222,1.0128785821380328,5828.298548825727
1,10,10152.0,2673,2671.102832158841,2656.8557707963496,2672.0719616855645,2651.189218652597,12.238490552579224,1.013273030362815,5758.18073376899
1,10,10188.0,2673,2671.1256687119453,2657.049539193731,2672.083333566146,2651.4399501468233,12.23849055257925,1.0136627318525269,5688.868468792736
1,10,10224.0,2673,2671.148182230136,2657.24055336135,2672.094523565584,2651.6872828512523,12.238490552579243,1.0140477474097394,5620.536661831053
1,10,10260.0,2673,2671.170462567329,2657.429624181052,2672.105598504865,2651.932215229761,12.23849055257925,1.0144281345071338,5552.91259316227
1,10,10296.0,2673,2671.192482369693,2657.6165121378976,2672.1165527941025,2652.1744493891433,12.238490552579222,1.0148039441593826,5486.079285648422
1,10,10332.0,2673,2671.2141923889358,2657.8007456555993,2672.1273673605315,2652.4133994049607,12.238490552579231,1.0151752352963037,5420.186215029945
1,10,10368.0,2673,2671.235686285546,2657.9831058203627,2672.1380705359184,2652.6500299810064,12.238490552579222,1.0155420622586904,5354.949108080992
1,10,10404.0,2673,2671.256933878011,2658.1633605271795,2672.1486399561372,2652.8840532404315,12.23849055257925,1.0159044728281799,5290.459570088347
1,10,10440.0,2673,2671.2778602873677,2658.3409043919755,2672.1590223640274,2653.1147195245153,12.238490552579217,1.0162625256420996,5226.944869611338
1,10,10476.0,2673,2671.298580769038,2658.516756059526,2672.169312702103,2653.343287456017,12.238490552579231,1.0166162751657575,5164.055189658279
1,10,10512.0,2673,2671.319002791003,2658.690038798041,2672.179479876013,2653.5686664563395,12.238490552579265,1.0169657735164976,5102.071378382466
1,10,10548.0,2673,2671.33919710732,2658.86134860545,2672.189501879859,2653.7915969877345,12.23849055257926,1.0173110750619376,5040.778686916114
1,10,10584.0,2673,2671.3591886682684,2659.0309834217887,2672.1994281468365,2654.012446684408,12.238490552579249,1.0176522242807566,4980.101387526567
1,10,10620.0,2673,2671.3789503125518,2659.1986719443994,2672.209245879661,2654.230877049997,12.238490552579231,1.0179892658800935,4920.121918704033
1,10,10656.0,2673,2671.398482375137,2659.364367932835,2672.2189494797376,2654.446829176923,12.238490552579231,1.0183222473389988,4860.839263775194
1,10,10692.0,2673,2671.417783208613,2659.5280809618216,2672.228533780382,2654.660313787539,12.238490552579231,1.0186512162721346,4802.258422873627
1,10,10728.0,2673,2671.4368511522002,2659.689831577445,2672.237995469088,2654.871355444357,12.238490552579215,1.0189762206359925,4744.384436705986
1,10,10764.0,2673,2671.455688762055,2659.849642442968,2672.2473352965008,2655.079981266338,12.238490552579222,1.0192973082945458,4687.209546965801
1,10,10800.0,2673,2671.4742997443836,2660.007536717206,2672.256559276239,2655.286218643302,12.238490552579243,1.0196145264646912,4630.722504778273
1,10,10836.0,2673,2671.4926865570364,2660.163537607774,2672.2656738651235,2655.4900947679143,12.238490552579231,1.0199279217264048,4574.915850208301
1,10,10872.0,2673,2671.510852493353,2660.317668127677,2672.2746836093147,2655.691636535177,12.238490552579238,1.020237540065405,4519.779587491026
1,10,10908.0,2673,2671.528801471435,2660.4699509170473,2672.283589740774,2655.890870521929,12.238490552579243,1.0205434267222648,4465.301824616747
1,10,10944.0,2673,2671.546539830515,2660.6204080228704,2672.292388605568,2656.087822991098,12.238490552579252,1.0208456258776886,4411.463321092427
1,10,10980.0,2673,2671.5640690352698,2660.769060947215,2672.30107510504,2656.2825199066942,12.238490552579234,1.0211441809060176,4358.259631409721
1,10,11016.0,2673,2671.5813869708263,2660.9159309013594,2672.3096476028663,2656.474986950821,12.238490552579238,1.0214391352487764,4305.697174516372
1,10,11052.0,2673,2671.5984524775936,2661.0606972081146,2672.3180891624525,2656.664821712808,12.23849055257925,1.0217305368189542,4253.900875766525
1,10,11088.0,2673,2671.615341480346,2661.20398969102,2672.326447664382,2656.8528103727967,12.238490552579217,1.0220184299373234,4202.640292410298
1,10,11124.0,2673,2671.631996566768,2661.345305352316,2672.334701828113,2657.038320859041,12.238490552579243,1.0223028570118002,4152.089679189237
1,10,11160.0,2673,2671.6484881416527,2661.4851870649163,2672.3428735810635,2657.222032404591,12.23849055257926,1.022583859107814,4102.035347300384
1,10,11196.0,2673,2671.6647946306275,2661.623453825048,2672.350945264319,2657.4037174887108,12.238490552579238,1.0228614722452445,4052.5427781069307
1,10,11232.0,2673,2671.680907465867,2661.7600747381875,2672.3589108751653,2657.5833368136136,12.238490552579238,1.0231357355585045,4003.63797620653
1,10,11268.0,2673,2671.696783816957,2661.8947415431235,2672.3667524256257,2657.760502451527,12.238490552579234,1.0234066934928847,3955.4509381463804
1,10,11304.0,2673,2671.7124949546787,2662.0280373154064,2672.374516200897,2657.935944780676,12.238490552579265,1.0236743875549892,3907.765346723494
1,10,11340.0,2673,2671.7279893701457,2662.1594940223936,2672.3821838083345,2658.109073509921,12.238490552579234,1.0239388572094643,3860.737538910614
1,10,11376.0,2673,2671.743332446948,2662.289616765001,2672.38977604844,2658.280522745952,12.238490552579224,1.0242001404873122,3814.169065988454
1,10,11412.0,2673,2671.758503126933,2662.41823717355,2672.397276244229,2658.4500800788896,12.238490552579243,1.0244582708394745,3768.1238425170304
1,10,11448.0,2673,2671.7734929813737,2662.545326499317,2672.4046780868102,2658.617708828869,12.238490552579238,1.0247132847637144,3722.627450912287
1,10,11484.0,2673,2671.7882624264794,2662.670597936657,2672.411964124377,2658.783046841217,12.238490552579238,1.0249652237188323,3677.8000337428816
1,10,11520.0,2673,2671.802878241865,2662.794593892334,2672.419177481481,2658.9467760030593,12.238490552579243,1.0252141263535384,3633.438905150895
1,10,11556.0,2673,2671.8172936541273,2662.9168789433484,2672.42630122761,2659.108345239809,12.238490552579234,1.025460029249341,3589.6860292287674
1,10,11592.0,2673,2671.831568315445,2663.037923032669,2672.43335540618,2659.268346551791,12.238490552579234,1.0257029676570102,3546.3603529242946
1,10,11628.0,2673,2671.8456822579365,2663.157569532463,2672.440324443154,2659.426581649159,12.238490552579243,1.0259429727268163,3503.5224816679715
1,10,11664.0,2673,2671.8596273338862,2663.2757916954915,2672.447202065666,2659.583016300771,12.238490552579231,1.026180078514159,3461.1971449619127
1,10,11700.0,2673,2671.87336718954,2663.3923226864545,2672.4539717353305,2659.7373124290866,12.238490552579231,1.026414323672686,3419.4946817454243
1,10,11736.0,2673,2671.886964366725,2663.5076670787703,2672.460673424848,2659.890106624661,12.238490552579252,1.026645744150083,3378.2252684653117
1,10,11772.0,2673,2671.900375725809,2663.621419758313,2672.4672910852732,2660.0408844431377,12.238490552579238,1.0268743738892459,3337.5198401855046
1,10,11808.0,2673,2671.913656191206,2663.7340179540074,2672.473844256742,2660.190198548521,12.238490552579231,1.027100245615373,3297.2116933131015
1,10,11844.0,2673,2671.9267865444767,2663.845316014411,2672.480319261475,2660.3378638355084,12.238490552579231,1.027323388364235,3257.359158607978
1,10,11880.0,2673,2671.939759225621,2663.9552890800783,2672.486710119824,2660.4838483546805,12.238490552579231,1.0275438339385652,3217.9851817729395
1,10,11916.0,2673,2671.9525413579736,2664.0636888609674,2672.492999853027,2660.627836509373,12.238490552579224,1.0277616183193374,3179.1895482751147
1,10,11952.0,2673,2671.965190883553,2664.170984699021,2672.499225497057,2660.7704225802736,12.238490552579238,1.027976774897572,3140.7963956489148
1,10,11988.0,2673,2671.9776945736185,2664.27704101143,2672.505382602737,2660.9114332847284,12.238490552579211,1.0281893324441558,3102.84587504998
1,10,12024.0,2673,2671.990027060229,2664.381590053326,2672.511460752385,2661.0505266749037,12.238490552579265,1.0283993237180937,3065.4149818740116
1,10,12060.0,2673,2672.002237030639,2664.485075404214,2672.517476825285,2661.188266036389,12.238490552579265,1.0286067790688525,3028.355943210402
1,10,12096.0,2673,2672.014305291632,2664.587365278724,2672.52341754796,2661.3244833638323,12.238490552579265,1.0288117257983385,2991.7270132704125
1,10,12132.0,2673,2672.0261975556587,2664.6882003368946,2672.529262141468,2661.458848221735,12.238490552579243,1.0290141967345194,2955.632259757231
1,10,12168.0,2673,2672.037966082193,2664.7880088013817,2672.5350452613893,2661.5919048672545,12.238490552579211,1.0292142228483596,2919.913067556206
1,10,12204.0,2673,2672.0495980618125,2664.886664101876,2672.540763860848,2661.723490998877,12.238490552579224,1.029411831034528,2884.608315131845
1,10,12240.0,2673,2672.061094419555,2664.9841450549798,2672.5464190171924,2661.8535784507158,12.238490552579211,1.0296070494156837,2849.7151948577844
1,10,12276.0,2673,2672.0724324831635,2665.080232282916,2672.551999014648,2661.981885889861,12.238490552579231,1.0297999083615825,2815.3025203372376
1,10,12312.0,2673,2672.0836549158607,2665.1753412419853,2672.55751944508,2662.1089431915043,12.238490552579238,1.0299904361763534,2781.2408024749266
1,10,12348.0,2673,2672.094745827785,2665.269351191143,2672.5629690594515,2662.2345958537203,12.238490552579238,1.0301786583976873,2747.578269315022
1,10,12384.0,2673,2672.105675997876,2665.362023857312,2672.568330832153,2662.358539008433,12.238490552579243,1.030364605224497,2714.4036110329625
1,10,12420.0,2673,2672.1164926638976,2665.4537530108714,2672.5736381024412,2662.481274927192,12.238490552579231,1.0305483049940654,2681.5734541339043
1,10,12456.0,2673,2672.127185010078,2665.544422373833,2672.578887938172,2662.602653837544,12.238490552579231,1.0307297822802628,2649.1206260610534
1,10,12492.0,2673,2672.1377306165714,2665.633803013179,2672.5840715552013,2662.722381137849,12.238490552579256,1.0309090650911306,2617.1131743116102
1,10,12528.0,2673,2672.148170847375,2665.722274168028,2672.589202075817,2662.840942061149,12.238490552579243,1.0310861794772481,2585.425553130186
1,10,12564.0,2673,2672.158489732156,2665.8097231489496,2672.5942681602623,2662.958191895364,12.238490552579243,1.031261148865318,2554.1062348013384
1,10,12600.0,2673,2672.168649648804,2665.895868825571,2672.5992437383543,2663.0737702315187,12.238490552579256,1.0314340022196438,2523.2694079104813
1,10,12636.0,2673,2672.178710227965,2665.981182900827,2672.604174146321,2663.1882806976746,12.238490552579231,1.0316047662304297,2492.7340847631613
1,10,12672.0,2673,2672.188630380343,2666.065245786641,2672.6090493231595,2663.301182497091,12.238490552579249,1.031773465672041,2462.624977355688
1,10,12708.0,2673,2672.198440308557,2666.148372815012,2672.6138598300154,2663.412881080028,12.238490552579238,1.0319401264437398,2432.8504163409293
1,10,12744.0,2673,2672.2081292939292,2666.230509951985,2672.6186037342177,2663.523306874786,12.23849055257925,1.0321047724315522,2403.442934467614
1,10,12780.0,2673,2672.2177192974514,2666.311823035925,2672.6232999598906,2663.6326722579824,12.238490552579274,1.0322674263598588,2374.3358769264164
1,10,12816.0,2673,2672.227199757425,2666.3921980868913,2672.627945287599,2663.740829706889,12.238490552579258,1.0324281097751733,2345.5613000111844
1,10,12852.0,2673,2672.236550445601,2666.471430926051,2672.6325310474967,2663.8475150726345,12.23849055257926,1.0325868474054734,2317.180599402692
1,10,12888.0,2673,2672.245807507599,2666.5498574303588,2672.6370693985878,2663.9531605510597,12.238490552579258,1.032743662334027,2289.0840678834657
1,10,12924.0,2673,2672.254956597016,2666.6273776896273,2672.641550759387,2664.0576371071425,12.238490552579249,1.032898575391632,2261.315248872357
1,10,12960.0,2673,2672.2639713008152,2666.703795106544,2672.645959485252,2664.1606909904817,12.238490552579231,1.0330516116206783,2233.954309787202
1,10,12996.0,2673,2672.272892473748,2666.779434321587,2672.65032208544,2664.262740208945,12.238490552579243,1.033202794571322,2206.8772505045554
1,10,13032.0,2673,2672.281711148901,2666.8541994171787,2672.6546365988997,2664.363660134364,12.238490552579217,1.0333521444988123,2180.111286912535
1,10,13068.0,2673,2672.290409540029,2666.927901564217,2672.6588960655554,2664.4632056185346,12.238490552579231,1.0334996844227495,2153.710402857652
1,10,13104.0,2673,2672.299021219954,2667.0008535906823,2672.663112043242,2664.561780479126,12.238490552579243,1.0336454357315377,2127.572699934089
1,10,13140.0,2673,2672.3075324508827,2667.072962603005,2672.6672758580107,2664.659264299035,12.238490552579238,1.0337894177640676,2101.7398743442095
1,10,13176.0,2673,2672.3159190077104,2667.144045719734,2672.671372419721,2664.755420232232,12.238490552579243,1.03393165378186,2076.285452811267
1,10,13212.0,2673,2672.324218173591,2667.214404884495,2672.6754254504376,2664.8506384315865,12.238490552579231,1.034072165697174,2051.0962755318806
1,10,13248.0,2673,2672.332421243279,2667.28395085237,2672.679433254349,2664.944802570505,12.238490552579231,1.03421097246937,2026.1987641937133
1,10,13284.0,2673,2672.340529647855,2667.352668721349,2672.683397302173,2665.037892475519,12.238490552579231,1.0343480938094336,2001.588575259413
1,10,13320.0,2673,2672.3485269092903,2667.4204037762656,2672.687308457067,2665.129706514772,12.238490552579231,1.0344835509831214,1977.3157219457878
1,10,13356.0,2673,2672.356442358731,2667.487448964346,2672.691177386446,2665.220624515881,12.238490552579238,1.0346173639281029,1953.2911799526698
1,10,13392.0,2673,2672.3642452670592,2667.553568018471,2672.694984944261,2665.310339593988,12.238490552579252,1.0347495527264972,1929.6082166275773
1,10,13428.0,2673,2672.3719665663184,2667.61901517686,2672.698750733216,2665.399181498613,12.23849055257925,1.034880137439456,1906.1729487143916
1,10,13464.0,2673,2672.379597718078,2667.683705965725,2672.702473149645,2665.48703984362,12.238490552579231,1.0350091358142435,1883.011291593038
1,10,13500.0,2673,2672.3871396462964,2667.747626363273,2672.706154266981,2665.573895609235,12.238490552579195,1.0351365663849115,1860.1204409152033
1,10,13536.0,2673,2672.394578315376,2667.810632512504,2672.7097876880193,2665.6595605788525,12.23849055257926,1.035262449040312,1837.5429967646564
