% Model,LargeGraphiteBlockDischarge_v3_longblock_sweep_LUDk_Ar.mph
% Version,COMSOL 6.0.0.405
% Date,"Aug 20 2024, 16:05"
% Table,Accumulated Probe Table 24 - 
% run_num,H (m),D_C (m),k_C (W/(m*K)),U_Ar (m/s),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_5","Temperature (K), block","Temperature (K), Sn_block","Temperature (K), bottom_right_corner"
1,2,0.2,10,5,737930.7692307691,2172.9999999999995,2345.6438490408786,2301.1062084297887,2290.5345045362888,2347.975677731248
1,2,0.2,10,5,750876.923076923,2172.9999999999995,2341.609593678963,2298.1091107050643,2287.7842163464497,2343.886444535736
1,2,0.2,10,5,763823.0769230768,2172.9999999999995,2337.6614515524884,2295.1763377286657,2285.093726956934,2339.8843616715317
1,2,0.2,10,5,776769.2307692306,2172.9999999999995,2333.802824075114,2292.3102757344823,2282.4655801578547,2335.9728006368596
1,2,0.2,10,5,789715.3846153845,2172.9999999999995,2330.0343879484517,2289.511356882482,2279.8995525455366,2332.15243975024
1,2,0.2,10,5,802661.5384615383,2172.9999999999995,2326.3546842317237,2286.778547078168,2277.3932121378925,2328.4219249460757
1,2,0.2,10,5,815607.6923076921,2172.9999999999995,2322.761306604514,2284.110233834686,2274.943972851446,2324.779074286705
1,2,0.2,10,5,828553.846153846,2172.9999999999995,2319.2517960391265,2281.504738547352,2272.5510635094356,2321.2215878914308
1,2,0.2,10,5,841499.9999999999,2172.9999999999995,2315.824044281369,2278.960500418133,2270.2154513031455,2317.747315720482
1,2,0.2,10,5,854446.1538461538,2172.9999999999995,2312.476410554536,2276.476077799039,2267.9374216005754,2314.3543239435976
1,2,0.2,10,5,867392.3076923075,2172.9999999999995,2309.207596353716,2274.0500958181865,2265.7149340138344,2311.040874943398
1,2,0.2,10,5,880338.4615384614,2172.9999999999995,2306.016228268797,2271.680885228023,2263.543209646702,2307.8050288639743
1,2,0.2,10,5,893284.6153846153,2172.9999999999995,2302.9008484901556,2269.367430701269,2261.421485699204,2304.6455613852463
1,2,0.2,10,5,906230.769230769,2172.9999999999995,2299.857978606716,2267.1081812094126,2259.3493670658936,2301.560246226294
1,2,0.2,10,5,919176.9230769229,2172.9999999999995,2296.8856390442184,2264.902194013865,2257.3245367971685,2298.547427612957
1,2,0.2,10,5,932123.0769230768,2172.9999999999995,2293.9817369903276,2262.747985963458,2255.3461879886177,2295.6047154240205
1,2,0.2,10,5,945069.2307692306,2172.9999999999995,2291.159051386529,2260.6540050274143,2253.4241898477453,2292.7438531310945
1,2,0.2,10,5,958015.3846153845,2172.9999999999995,2288.4054836432247,2258.6110005055557,2251.5499346713077,2289.9525658329376
1,2,0.2,10,5,970961.5384615383,2172.9999999999995,2285.7172789836336,2256.616161921401,2249.720472874486,2287.227203206724
1,2,0.2,10,5,983907.6923076921,2172.9999999999995,2283.0923537647386,2254.668027889564,2247.9341764702353,2284.5658164470683
1,2,0.2,10,5,996853.846153846,2172.9999999999995,2280.5289754619803,2252.7654410807827,2246.1897301428667,2281.9667781299236
1,2,0.2,10,5,1009799.9999999998,2172.9999999999995,2278.0254789950836,2250.9073299892666,2244.4858755870423,2279.428529171031
1,2,0.2,10,5,1022746.1538461536,2172.9999999999995,2275.5803272467488,2249.092659247709,2242.821490266043,2276.9495660533607
1,2,0.2,10,5,1035692.3076923075,2172.9999999999995,2273.1920945885045,2247.3204175571386,2241.1956158626663,2274.5284493208674
1,2,0.2,10,5,1048638.4615384613,2172.9999999999995,2270.859451108274,2245.5896148624674,2239.6074273888908,2272.163807150128
1,2,0.2,10,5,1061584.6153846153,2172.9999999999995,2268.5811556218846,2243.899282195457,2238.0562078318535,2269.8543319147443
1,2,0.2,10,5,1074530.769230769,2172.9999999999995,2266.3560304533225,2242.248471928658,2236.5412810664056,2267.5987691042087
1,2,0.2,10,5,1087476.923076923,2172.9999999999995,2264.1829286877096,2240.6362578633925,2235.061934726536,2265.3959024899955
1,2,0.2,10,5,1100423.0769230768,2172.9999999999995,2262.060705227529,2239.061735389098,2233.61739904162,2263.244539751039
1,2,0.2,10,5,1113369.2307692305,2172.9999999999995,2259.988203126126,2237.5240217733253,2232.2068564507404,2261.1435027353064
1,2,0.2,10,5,1126315.3846153845,2172.9999999999995,2257.9642540895807,2236.022256132655,2230.829459110253,2259.091624032825
1,2,0.2,10,5,1139261.5384615383,2172.9999999999995,2255.9876899559513,2234.555598742385,2229.484345645967,2257.0877490707644
1,2,0.2,10,5,1152207.692307692,2172.9999999999995,2254.057358801311,2233.1232298624523,2228.1706661791463,2255.1307414005496
1,2,0.2,10,5,1165153.846153846,2172.9999999999995,2252.17213833918,2231.724348657236,2226.887612212886,2253.2194885104377
1,2,0.2,10,5,1178099.9999999998,2172.9999999999995,2250.330945335411,2230.358172541079,2225.6344372924036,2251.352906560971
1,2,0.2,10,5,1191046.1538461535,2172.9999999999995,2248.532739512169,2229.0239369100027,2224.4104567405566,2249.529943011225
1,2,0.2,10,5,1203992.3076923075,2172.9999999999995,2246.776521910329,2227.7208949693477,2223.215030120893,2247.749576788971
1,2,0.2,10,5,1216938.4615384613,2172.9999999999995,2245.0613294699388,2226.448317430664,2222.0475388843593,2246.010816483129
1,2,0.2,10,5,1229884.6153846153,2172.9999999999995,2243.3862275742094,2225.205492046406,2220.9073687869472,2244.312697321416
1,2,0.2,10,5,1242830.769230769,2172.9999999999995,2241.7503009141083,2223.9917231240024,2219.7939009776087,2242.6542776619963
1,2,0.2,10,5,1255776.9230769228,2172.9999999999995,2240.1526470860026,2222.8063311270607,2218.706512323799,2241.034635960016
1,2,0.2,10,5,1268723.0769230768,2172.9999999999995,2238.5923738857823,2221.64865238113,2217.644581524004,2239.452868888066
1,2,0.2,10,5,1281669.2307692305,2172.9999999999995,2237.068600796746,2220.518038812703,2216.607496500363,2237.9080907962166
1,2,0.2,10,5,1294615.3846153845,2172.9999999999995,2235.5804629902445,2219.4138576460277,2215.5946600835996,2236.3994342194123
1,2,0.2,10,5,1307561.5384615383,2172.9999999999995,2234.1271156194584,2218.3354910271337,2214.605493095264,2234.9260508679245
1,2,0.2,10,5,1320507.692307692,2172.9999999999995,2232.707736649523,2217.28233560399,2213.639435382754,2233.4871125454997
1,2,0.2,10,5,1333453.846153846,2172.9999999999995,2231.321527935908,2216.253802110124,2212.6959455663127,2232.0818116275746
1,2,0.2,10,5,1346399.9999999998,2172.9999999999995,2229.967714718754,2215.2493149894763,2211.774499774617,2230.709360958231
1,2,0.2,10,5,1359346.1538461535,2172.9999999999995,2228.645543812362,2214.2683120696474,2210.8745893707396,2229.368993213316
1,2,0.2,10,5,1372292.3076923075,2172.9999999999995,2227.3542811076986,2213.3102442703657,2209.995718063784,2228.0599599056386
1,2,0.2,10,5,1385238.4615384613,2172.9999999999995,2226.0932091150767,2212.3745753264,2209.1373993079173,2226.7815302714453
1,2,0.2,10,5,1398184.615384615,2172.9999999999995,2224.861625176338,2211.4607815119007,2208.2991548555706,2225.53299027019
1,2,0.2,10,5,1411130.769230769,2172.9999999999995,2223.658840656159,2210.5683513607014,2207.4805147164116,2224.313641855479
1,2,0.2,10,5,1424076.9230769228,2172.9999999999995,2222.484181023598,2209.6967853847777,2206.68101808599,2223.12280255901
1,2,0.2,10,5,1437023.0769230768,2172.9999999999995,2221.336986432665,2208.845595793789,2205.900214500028,2221.9598053202426
1,2,0.2,10,5,1449969.2307692305,2172.9999999999995,2220.216612353509,2208.0143062181924,2205.1376646252766,2220.8239984345055
1,2,0.2,10,5,1462915.3846153843,2172.9999999999995,2219.122429943901,2207.2024514364307,2204.3929404593855,2219.714745491632
