% Model,LargeGraphiteBlockDischarge_v3_finemesh.mph
% Version,COMSOL 5.6.0.401
% Date,"Apr 30 2022, 12:31"
% Table,Accumulated Probe Table 2 - 
% hours (h),Time (s) (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_1","Temperature (K), outlet_T_2","Temperature (K), outlet_T_3","Temperature (K), outlet_T_4","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), block_2","Temperature (K), block_3","Temperature (K), block_4","Temperature (K), block_5","Temperature (K), Sn_block_1","Temperature (K), Sn_block_2","Temperature (K), Sn_block_3","Temperature (K), Sn_block_4","Temperature (K), Sn_block_5"
30,93800,2173.0000017451684,2173.0078995229483,2173.96070666478,2195.0502793906926,2313.473237786561,2516.82956530499,2173.0023726460186,2173.339507245449,2182.767703483475,2254.7452658894863,2434.621482849164,2173.001966891746,2173.2893944897173,2181.6475808389428,2248.419579812212,2423.6898811693954
30,93900,2173.0000017193106,2173.0077816865482,2173.9485470671143,2194.841916027832,2312.648827355754,2515.8999195534698,2173.002337182191,2173.335116227345,2182.669216148604,2254.1867669511184,2433.651455643969,2173.0019374909857,2173.2856380488615,2181.5595272271203,2247.894127535084,2422.7254473639728
30,94000,2173.00000169392,2173.0076660541326,2173.9365728071343,2194.6356776938637,2311.8281690407607,2514.9678249167378,2173.00230235345,2173.3307918404744,2182.5718303255526,2253.6317716698304,2432.682063711863,2173.00190862323,2173.2819382458824,2181.4724870465807,2247.3720959099624,2421.76199087848
30,94100,2173.0000016688496,2173.0075518855833,2173.9247186010543,2194.4307487271085,2311.0097420118936,2514.0346670082863,2173.0022679608473,2173.326513380634,2182.4752084819565,2253.0792258959955,2431.7131393963887,2173.001880110682,2173.278278025479,2181.3861356807615,2246.8523815590925,2420.7992353127206
30,94200,2173.000001644145,2173.007439330802,2173.9130057399207,2194.22767507591,2310.194334095822,2513.100266125571,2173.0022340652777,2173.3222873602517,2182.379460960812,2252.529498277655,2430.744770712251,2173.00185200761,2173.274663333776,2181.3005827049255,2246.3354135528552,2419.8372186176925
30,94300,2173.0000016198082,2173.007328528702,2173.9014417264057,2194.026423620269,2309.38216932178,2512.1638636232037,2173.002200672846,2173.318114546305,2182.284603929821,2251.982656802131,2429.7769943353032,2173.001824327603,2173.2710944323803,2181.2158437923626,2245.8213023962912,2418.8761309590363
30,94400,2173.0000015959126,2173.007219729392,2173.8900442607833,2193.826949323838,2308.5733500787865,2511.226048085195,2173.002167878631,2173.3140051546907,2182.1908132865988,2251.439289657891,2428.8099533405393,2173.001797142503,2173.267580001062,2181.132045241206,2245.310557664899,2417.9161510894924
30,94500,2173.000001572318,2173.0071120984203,2173.878763485859,2193.6290473503022,2307.7670805654943,2510.287262020438,2173.002135495141,2173.3099394777587,2182.097760857906,2250.898350422409,2427.8434529072288,2173.0017702959763,2173.2641032720467,2181.048913765162,2244.80221547691,2416.956806806542
30,94600,2173.000001549067,2173.007005971248,2173.867622039178,2193.4329114295274,2306.9639529612605,2509.346594608556,2173.002103579567,2173.305923689445,2182.005553313573,2250.360204089041,2426.877593556284,2173.0017438412187,2173.2606690140246,2180.9665585415933,2244.2966292203987,2415.9983692688584
30,94700,2173.000001526164,2173.006901573832,2173.856616932304,2193.2382796139837,2306.163961182619,2508.4045289078113,2173.002072137843,2173.3019585202037,2181.914207025408,2249.8249187112556,2425.9124100682106,2173.0017177807895,2173.2572778372746,2180.8849818165136,2243.79378274581,2415.040914719602
30,94800,2173.000001503674,2173.006799135712,2173.84576755224,2193.045716961258,2305.3678204242174,2507.4615872897816,2173.002041259499,2173.2980536938476,2181.823891147661,2249.293075444466,2424.9480648502104,2173.001692180241,2173.2539391987257,2180.804330752746,2243.2942734519484,2414.0844806165264
30,94900,2173.000001481468,2173.006697903911,2173.8350372947293,2192.854672705351,2304.574322935334,2506.5169626351385,2173.0020107677396,2173.294190429091,2181.7342886753217,2248.7636359307703,2423.984333893888,2173.0016669031766,2173.250636167424,2180.7243338304443,2242.79712259571,2413.128896903096
30,95000,2173.0000014595853,2173.006598094497,2173.8244387134782,2192.665061870376,2303.7837510300774,2505.5710177789674,2173.00198071654,2173.290374596015,2181.645503657244,2248.2369619701935,2423.0213251087393,2173.0016419933004,2173.24737341395,2180.645076536926,2242.3026158542903,2412.174254035899
30,95100,2173.0000014380303,2173.006499728316,2173.8139660142624,2192.476930645632,2302.99635798325,2504.6242853997574,2173.0019511116143,2173.2866069206516,2181.55755171801,2247.71311952875,2422.059075875809,2173.0016174501534,2173.2441522907216,2180.5665726408006,2241.81083159707,2411.220519047941
30,95200,2173.000001416864,2173.0064031231177,2173.8036473441807,2192.2910294007634,2302.212847367987,2503.6752085210396,2173.0019220370964,2173.2828966799298,2181.4705955951886,2247.192682312952,2421.097772193717,2173.001593349131,2173.240980927208,2180.4889768737567,2241.3224371934402,2410.2681175355206
30,95300,2173.0000013959657,2173.006307778471,2173.793437132873,2192.1063639735135,2301.4318477039155,2502.725330795222,2173.001893326653,2173.279226007356,2181.3843295668125,2246.674623940034,2420.1371537095906,2173.001569551628,2173.2378431769994,2180.4119958203073,2240.8363467677095,2409.3166258776514
30,95400,2173.00000137537,2173.0062138137105,2173.7833468895024,2191.9231012407754,2300.6538605326964,2501.774567542524,2173.001865031214,2173.275600495541,2181.298854248166,2246.1593023111122,2419.1773392972177,2173.0015460942072,2173.23474399132,2180.335719991936,2240.352894984017,2408.366070021588
30,95500,2173.0000013550834,2173.006121247171,2173.7733811896014,2191.7415407294616,2299.8789352230556,2500.8222659465314,2173.00183715599,2173.272020830056,2181.214183987938,2245.646783344601,2418.218369565364,2173.0015229840074,2173.231684252454,2180.260177566454,2239.872186130272,2407.4166316105348
30,95600,2173.000001335164,2173.0060303278865,2173.763567835411,2191.5618952185887,2299.1073701618725,2499.868969247343,2173.0018097801812,2173.268495796178,2181.1304768723853,2245.1376377329625,2417.2604373422546,2173.0015002939904,2173.2286714951524,2180.1855128842817,2239.3947041061588,2406.4685666825567
30,95700,2173.0000013154945,2173.0059404214726,2173.753855063856,2191.3835180532005,2298.3384698752984,2498.914936504601,2173.0017827473066,2173.2650083691587,2181.0474368844352,2244.630848571103,2416.3032550166313,2173.001477885696,2173.2256911169407,2180.1114456817,2238.9194736642676,2405.5213621956896
30,95800,2173.000001296111,2173.005851727619,2173.7442510681285,2191.2067304233406,2297.572760029643,2497.959335122983,2173.0017561051623,2173.2615639009587,2180.9651603819325,2244.126768612603,2415.3469542404155,2173.0014557990753,2173.2227475633877,2180.038068181173,2238.446921173122,2404.5753000844456
30,95900,2173.0000012770192,2173.0057644818853,2173.7347680708904,2191.0314503493964,2296.8103899705275,2497.002523355486,2173.001729858585,2173.258163050061,2180.883661495949,2243.6254611988793,2414.3915777406387,2173.001434043764,2173.2198413013994,2179.9653968661764,2237.977109750188,2403.630456589489
30,96000,2173.0000012582746,2173.0056789834402,2173.7254439055196,2190.8578795400235,2296.052001563148,2496.0451819849404,2173.0017040823805,2173.2548141071147,2180.8030932273728,2243.127488679155,2413.4373384553737,2173.001412677282,2173.216979648261,2179.893558683664,2237.510471781858,2402.6868601501405
30,96100,2173.0000012397654,2173.00559443434,2173.7162047725,2190.685731982153,2295.296116501955,2495.0862362783214,2173.001678629098,2173.2515009481726,2180.723169165596,2242.631844813618,2412.4839206410547,2173.0013915766617,2173.214148810112,2179.8223000881785,2237.046079280268,2401.744369691899
30,96200,2173.000001221525,2173.00551101833,2173.7070666032378,2190.515071770971,2294.5430935174572,2494.126107660081,2173.0016535436525,2173.2482286827,2180.643982825947,2242.1388787175647,2411.531464195881,2173.001370784866,2173.211353083823,2179.7517130110473,2236.584285292571,2400.8030788080064
30,96300,2173.0000012035584,2173.005428849003,2173.6980525433237,2190.345737396298,2293.7932822941743,2493.1656914842247,2173.0016288307515,2173.244997889295,2180.565548300931,2241.6486533778093,2410.5800111048143,2173.001350303405,2173.208592985094,2179.6818083003545,2236.1251403612914,2399.8628994406895
30,96400,2173.0000011859156,2173.0053481832774,2173.6891724144816,2190.178219586072,2293.0475164383847,2492.2035986524547,2173.0016045607235,2173.24181651539,2180.4880128303903,2241.161723634386,2409.6297931674944,2173.001330182137,2173.205875076942,2179.612711045083,2235.6692454969216,2398.924341900152
30,96500,2173.000001168499,2173.0052685312007,2173.680376300794,2190.0119608650493,2292.3042154052223,2491.2409088617255,2173.0015805946327,2173.238669213914,2180.4110998854862,2240.677094946512,2408.6804620066587,2173.0013103149945,2173.203186355677,2179.54417675107,2235.215587287653,2397.9868814929728
30,96600,2173.000001151338,2173.005190006767,2173.6716907304008,2189.847044932263,2291.5638419113793,2490.2777569352393,2173.0015569750435,2173.235560784301,2180.3349000594408,2240.1951134242795,2407.732166083703,2173.001290737241,2173.200531046421,2179.476284716186,2234.764417119121,2397.050521257833
30,96700,2173.0000011344337,2173.005112627259,2173.663114720589,2189.6836264073536,2290.826579847999,2489.31328917293,2173.001533706369,2173.2324917935607,2180.259426453719,2239.715842580689,2406.7849499962717,2173.00127144828,2173.197909657342,2179.409045865512,2234.3158087522133,2396.1154894038837
30,96800,2173.000001117834,2173.005036666745,2173.6546621651537,2189.5220443695202,2290.092718764168,2488.347723891876,2173.001510854585,2173.2294698358746,2180.1848211070755,2239.2398320949246,2405.839056817259,2173.001252508111,2173.195328662965,2179.342593765816,2233.870379978597,2395.182135999928
30,96900,2173.0000011014436,2173.0049616269853,2173.646308453668,2189.3615701832446,2289.3614714250966,2487.3817655137705,2173.00148828912,2173.226480250508,2180.110817162558,2238.7660975564445,2404.894113297836,2173.0012338050547,2173.192775384246,2179.2766821963437,2233.4271679697185,2394.249790033388
30,97000,2173.000001085291,2173.0048876424707,2173.638056979628,2189.20249595253,2288.633759748824,2486.414682542088,2173.0014660500315,2173.2235276111637,2180.03750168275,2238.2949784985703,2403.9502795897424,2173.0012153698785,2173.1902536685675,2179.2113828571946,2232.986505944791,2393.3188197929517
30,97100,2173.0000010693807,2173.0048148217957,2173.6298968455026,2189.04487355177,2287.909508265448,2485.44664023366,2173.001444141182,2173.2206124878708,2179.9648872685743,2237.8265348759733,2403.0076027756018,2173.0011972094903,2173.187764144755,2179.14671624302,2232.548454047401,2392.3893301092585
30,97200,2173.000001053757,2173.004743350124,2173.6218636588433,2188.8887183790835,2287.1885873244228,2484.4785515068243,2173.001422624821,2173.217742059114,2179.893111703971,2237.3613095512815,2402.06634051234,2173.0011793746944,2173.185313051244,2179.082820601456,2232.113461366508,2391.461352130424
30,97300,2173.00000103833,2173.0046726596893,2173.6139164672413,2188.7337507423094,2286.4704760848585,2483.5093816933054,2173.0014013781406,2173.214902414429,2179.8219171288947,2236.8983302091165,2401.1260913603246,2173.0011617619507,2173.182888243899,2179.019441952266,2231.6806212117954,2390.534675832466
30,97400,2173.0000010231283,2173.004602955102,2173.6060566017645,2188.580263812916,2285.7555456785053,2482.5393052733093,2173.001380438616,2173.2120979354186,2179.751387475869,2236.4379323644716,2400.1870237831654,2173.0011444054057,2173.180493608941,2178.956654535024,2231.2502898957787,2389.609431461077
30,97500,2173.000001008153,2173.004534335693,2173.5982932105176,2188.4281357479163,2285.043525113685,2481.5690436544505,2173.001359809994,2173.2093291465562,2179.681534984938,2235.980176715665,2399.2491853138886,2173.001127308272,2173.178129853093,2178.8944834885456,2230.8225036750036,2388.68542549415
30,97600,2173.000000993449,2173.0044669401373,2173.590659635513,2188.2775339792342,2284.335436236879,2480.5972638653175,2173.001339551252,2173.2066028557,2179.612492580916,2235.525597554398,2398.312854372763,2173.0011105138174,2173.1758024240453,2178.833049526778,2230.397752868814,2387.7632230028353
30,97700,2173.000000978929,2173.0044004215697,2173.5830997408298,2188.1281459116785,2283.630069111374,2479.625018561847,2173.0013195463534,2173.203905852995,2179.5440109114484,2235.0732345147712,2397.377599391586,2173.0010939317294,2173.1734999951395,2178.7721159609014,2229.9751735999494,2386.842362591956
30,97800,2173.000000964621,2173.004334913965,2173.5756254195517,2187.9800421939412,2282.9273808787575,2478.652531019089,2173.0012998306165,2173.2012422980374,2179.4761712558757,2234.6234203189993,2396.443596651377,2173.0010775921846,2173.171226355174,2178.7117587506077,2229.5550718426416,2385.9228305722168
30,97900,2173.0000009505275,2173.0042703150675,2173.568247907456,2187.833178258606,2282.2276250126074,2477.6793514463607,2173.001280407768,2173.1986126776733,2179.408985461208,2234.176215880045,2395.510894994551,2173.001061493762,2173.168981858989,2178.65198811771,2229.137447853801,2385.004829686303
30,98000,2173.000000936687,2173.004206799256,2173.5609826710124,2187.6879845498847,2281.532105132168,2476.705816600997,2173.001261333085,2173.1960234827297,2179.342581152895,2233.7321484999443,2394.5797795881804,2173.0010456821137,2173.1667716927464,2178.592909328184,2228.722848548404,2384.088779328589
30,98100,2173.000000923021,2173.0041441332733,2173.553792626605,2187.5438525073496,2280.838992768352,2475.7319778142264,2173.0012424973647,2173.1934621300957,2179.2767179765247,2233.290269372667,2393.6497964623595,2173.0010300700415,2173.1645853464934,2178.5343270240087,2228.310364752837,2383.173854192543
30,98200,2173.0000009095547,2173.0040823552386,2173.5466916177184,2187.400936175637,2280.1487942072713,2474.7570363750306,2173.001223934017,2173.19093255799,2179.2114744362057,2232.850906013235,2392.7211333164964,2173.001014681786,2173.162426228253,2178.476308119072,2227.900273362558,2382.2604549235034
30,98300,2173.0000008962893,2173.0040214503,2173.539678483845,2187.259366869778,2279.4621365870807,2473.781590222294,2173.001205646482,2173.1884352395277,2179.1468617183755,2232.414116198624,2391.7938403295543,2173.0009995216315,2173.160294782998,2178.4188522373856,2227.492651705445,2381.3487652239555
30,98400,2173.000000883263,2173.0039617368825,2173.5327684737176,2187.1192703586385,2278.7791602175134,2472.806138056357,2173.001187686657,2173.185976360231,2179.083003536025,2231.9804189423426,2390.8682209142244,2173.0009846391254,2173.1581965536884,2178.3620775182394,2227.0880399450184,2380.438783146335
30,98500,2173.0000008704005,2173.0039027479265,2173.5259349618464,2186.980165365626,2278.0985330901312,2471.8296864886534,2173.0011699519296,2173.1835439520264,2179.0196679604605,2231.548879402865,2389.9437948464624,2173.000969940211,2173.1561209412725,2178.3057748595493,2226.685465965767,2379.5302502180825
30,98600,2173.000000857726,2173.003844541343,2173.5191839986255,2186.8423275537616,2277.4212111026004,2470.8527893235077,2173.0011524737424,2173.1811417629838,2178.956930586143,2231.1198198238285,2389.0207554337735,2173.0009554507865,2173.1540710103504,2178.2500033195683,2226.285247954766,2378.623391892657
30,98700,2173.0000008452403,2173.0037872288653,2173.512512534042,2186.705732583516,2276.747118008184,2469.876223910526,2173.0011352551255,2173.1787702464057,2178.8948024802858,2230.69329746236,2388.0991532093717,2173.0009411792435,2173.15204751196,2178.194781139717,2225.887488962074,2377.717988572511
30,98800,2173.0000008329807,2173.0037309707413,2173.5059428770187,2186.5706350321047,2276.076549304302,2468.8986881086366,2173.001118345154,2173.1764352762566,2178.8334026935104,2230.2698245144825,2387.1793057194277,2173.0009271645513,2173.150055596137,2178.140224377509,2225.492684695684,2376.8146865853773
30,98900,2173.0000008208744,2173.003675367962,2173.499443761388,2186.436646917279,2275.4087923610427,2467.9209759483783,2173.001101647126,2173.1741254778062,2178.7725067564434,2229.848478636653,2386.2607064965355,2173.000913323238,2173.148085039148,2178.0861100371885,2225.099907756146,2375.9128967737524
30,99000,2173.0000008089446,2173.003620569463,2173.4930214014867,2186.3037828611273,2274.7439142893604,2466.9432396214206,2173.001085190562,2173.1718444248045,2178.7121877395894,2229.4295782101044,2385.3435576679553,2173.000899683456,2173.1461389664346,2178.0325093045353,2224.7094989951183,2375.012586125324
30,99100,2173.0000007971935,2173.003566653081,2173.4866802526203,2186.1720192652624,2274.081782465015,2465.9646820746116,2173.001068978545,2173.1695925430968,2178.6524561984256,2229.013180576522,2384.4279129480424,2173.0008862481804,2173.1442178434527,2177.9794437878304,2224.3215115974904,2374.1139263386667
30,99200,2173.000000785654,2173.00351367767,2173.480437345087,2186.0417657225653,2273.423758415691,2464.98603874449,2173.001053057192,2173.16737539993,2178.593426965764,2228.5997899695876,2383.5140988715793,2173.000873049944,2173.1423263356646,2177.9270050547307,2223.936347229737,2373.2174285342885
30,99300,2173.0000007742597,2173.0034612942463,2173.4742572706937,2185.9124514421287,2272.76834867433,2464.0076791110832,2173.0010373352698,2173.165182178257,2178.5348842808717,2228.1884956398058,2382.6015860758803,2173.000860019091,2173.1404555341283,2177.875003856687,2223.553196481731,2372.3222025820073
30,99400,2173.0000007630315,2173.003409637839,2173.468153347274,2185.784223469809,2272.115862108202,2463.0285414835453,2173.001021840696,2173.163016260473,2178.4768987166585,2227.779610169446,2381.6905867255173,2173.0008471783244,2173.1386082915187,2177.8235102571657,2223.1723653364465,2371.428655238844
30,99500,2173.0000007519707,2173.0033587931853,2173.462128975357,2185.6573047624565,2271.4668994711287,2462.049123310423,2173.0010065764013,2173.160878047561,2178.4194798714916,2227.373187887104,2380.781154946494,2173.0008345262404,2173.1367846027592,2177.772524903772,2222.7938553269064,2370.5370673638627
30,99600,2173.0000007411095,2173.003308960472,2173.456192371167,2185.531748327842,2270.8213649697527,2461.070330017464,2173.0009915857227,2173.1587728562945,2178.362738826954,2226.9697277017763,2379.873629060356,2173.0008221003154,2173.134989130136,2177.722143395568,2222.4181854272974,2369.647511623306
30,99700,2173.000000730385,2173.0032597263494,2173.450317486948,2185.4070477005907,2270.177997410059,2460.0906828832044,2173.000976782956,2173.156690418451,2178.306467169068,2226.568333392587,2378.9674580077217,2173.0008098321614,2173.1332132372345,2177.672187895066,2222.0445537595333,2368.7594701337657
30,99800,2173.000000719817,2173.0032111515197,2173.444515568893,2185.283538906013,2269.537875188632,2459.110929118835,2173.0009621943805,2173.1546339553724,2178.250732403811,2226.169312598216,2378.062858875864,2173.0007977397695,2173.131459405667,2177.622710594715,2221.6731877648463,2367.8732313865785
30,99900,2173.000000709406,2173.0031632811924,2173.4387860135275,2185.161191792217,2268.9012029080905,2458.131818115872,2173.0009478225356,2173.1526038449892,2178.1955442136987,2225.7727195437888,2377.1598855950647,2173.0007858263275,2173.12972804438,2177.573717997382,2221.3041244305064,2366.988666190254
30,100000,2173.0000006991836,2173.0031162401096,2173.4331402229855,2185.040113168797,2268.268213598995,2457.1514249653105,2173.0009337082606,2173.1506051392244,2178.141009698279,2225.3790418184385,2376.2588983933942,2173.000774129726,2173.128023917769,2177.5253210152014,2220.937893877629,2366.10625522523
30,100100,2173.00000068909,2173.0030697553784,2173.4275567156515,2184.9200474862087,2267.6377686084256,2456.1714235855943,2173.000919770961,2173.148628059579,2178.086927448199,2224.9873964982453,2375.3593178668916,2173.0007625781227,2173.1263381967615,2177.477327332383,2220.573561940062,2365.225530178532
30,100200,2173.0000006791424,2173.003023972389,2173.4220422183644,2184.801051463635,2267.0101367966827,2455.1921292198363,2173.000906035225,2173.1466756552068,2178.0333629309516,2224.598088557721,2374.461366146211,2173.0007511923136,2173.124673418347,2177.4297923832437,2220.211429523929,2364.3465268936984
30,100300,2173.000000669344,2173.0029789425394,2173.416595462352,2184.683036305188,2266.385437038176,2454.212179252926,2173.0008925035163,2173.1447482905237,2177.980325582677,2224.211171319653,2373.5651018783306,2173.000739978129,2173.1230301977203,2177.3827366001283,2219.8516214039114,2363.469311867595
30,100400,2173.0000006597224,2173.002934707115,2173.4112361742286,2184.566394477037,2265.764552612179,2453.232267756154,2173.0008792145254,2173.142850758082,2177.9279182661076,2223.8271251376073,2372.6708890489585,2173.000728963393,2173.121412481877,2177.336249372403,2219.494555743474,2362.5944629521123
30,100500,2173.0000006502223,2173.0028910054834,2173.4059333407117,2184.450646367131,2265.1461811906274,2452.2528927271333,2173.000866092133,2173.14097376133,2177.875947376399,2223.4450814326588,2371.77812929225,2173.000718085668,2173.119812274134,2177.2901447649556,2219.139363755248,2361.721107966807
30,100600,2173.00000064086,2173.0028479264693,2173.4006888267827,2184.3358544579096,2264.530839572159,2451.273010193426,2173.0008531594963,2173.1391202124987,2177.8244762448862,2223.0653378098223,2370.88705691559,2173.000707368371,2173.1182322860714,2177.244489532778,2218.786391690535,2360.8495682364983
30,100700,2173.0000006316372,2173.0028054540235,2173.395507336969,2184.2221730442825,2263.918840294313,2450.2931148693624,2173.0008404190316,2173.1372904714226,2177.7735134561776,2222.687944702698,2369.997729379519,2173.000696811356,2173.1166727851446,2177.199298066372,2218.4356930281283,2359.9800776059656
30,100800,2173.000000622581,2173.002763751982,2173.3904140426957,2184.1097882419735,2263.3100259685707,2449.3144840660802,2173.0008279070294,2173.135489089501,2177.7231584189435,2222.31337817611,2369.1105176674546,2173.0006864395095,2173.1151373461216,2177.154646795597,2218.087665293429,2359.1128410033425
30,100900,2173.000000613639,2173.0027226128063,2173.3853723525635,2183.998222820142,2262.7036115248884,2448.3349605231956,2173.00081555182,2173.133707238013,2177.673224072967,2221.940782353934,2368.2248081691514,2173.0006761994287,2173.113618592952,2177.110371968534,2217.7415487514236,2358.24719567878
30,101000,2173.0000006048267,2173.002682043988,2173.380386806322,2183.8876975678877,2262.1005705565167,2447.355305221015,2173.0008033753566,2173.131947689379,2177.6237709238326,2221.5704488493393,2367.3408406740805,2173.000666108254,2173.1121189542546,2177.06652965702,2217.39758596813,2357.383474021533
30,101100,2173.000000596146,2173.0026420475865,2173.375464520726,2183.7782094852823,2261.5008026798796,2446.3767863416706,2173.000791379909,2173.130210770533,2177.5748076563505,2221.2024284422996,2366.4586709621685,2173.0006561656514,2173.1106387382033,2177.0231215765184,2217.0557681972487,2356.521668817326
30,101200,2173.0000005876223,2173.002602829667,2173.3706218881343,2183.6699120943726,2260.904424303685,2445.397873527583,2173.000779599491,2173.1285007915653,2177.526430130124,2220.837186818287,2365.578689374186,2173.0006464022044,2173.109181574526,2176.980240863571,2216.7166310869443,2355.662195783847
30,101300,2173.000000579206,2173.0025640638955,2173.365828783897,2183.5625115931603,2260.310794201837,2444.4193479837504,2173.0007679667533,2173.126809370055,2177.4784577185474,2220.4738806618907,2364.7002554379665,2173.0006367617993,2173.1077401509583,2176.9377275233364,2216.3793735805248,2354.8044668278344
30,101400,2173.0000005709117,2173.002525798834,2173.361094769616,2183.4560579704116,2259.720068195149,2443.4415387956033,2173.0007565023284,2173.125139133838,2177.4309491135737,2220.112799117185,2363.8236133309706,2173.0006272589985,2173.1063167467023,2176.8956232827595,2216.0442008992613,2353.948653789701
30,101500,2173.0000005627403,2173.002488126173,2173.3564217258313,2183.350495383966,2259.1319191821526,2442.4633684371834,2173.000745208265,2173.123490387506,2177.3839129590842,2219.7539935693935,2362.9488245528155,2173.000617897007,2173.1049118665865,2176.8539367679623,2215.711178978548,2353.0948304443878
30,101600,2173.0000005547186,2173.0024512064033,2173.351818127947,2183.246161116761,2258.5474249060453,2441.485742718656,2173.0007341167575,2173.1218672419504,2177.3374414524183,2219.3979217519063,2362.0762822415686,2173.0006087057996,2173.103528899916,2176.8127694584878,2215.380797600651,2352.243487368178
30,101700,2173.000000546797,2173.002414730445,2173.3472629604944,2183.1426798539355,2257.9658651366854,2440.509062446051,2173.000723164291,2173.120261730445,2177.29136063153,2219.0437539101626,2361.2053275122244,2173.000599628464,2173.1021609766913,2176.7719484118375,2215.052182569235,2351.393804148739
30,101800,2173.00000053899,2173.0023787579066,2173.342764351765,2183.040089466211,2257.386883841375,2439.532093635828,2173.0007123702444,2173.1186763445207,2177.245727101305,2218.6917741725874,2360.336214485916,2173.0005906820024,2173.1008103178015,2176.731524082611,2214.725647001857,2350.5460740503713
30,101900,2173.0000005313,2173.002343307433,2173.3383219097964,2182.9384801775172,2256.8104286584694,2438.5550835949316,2173.000701736671,2173.117111380728,2177.2005487371566,2218.342032725584,2359.4690029995268,2173.000581870459,2173.0994771408323,2176.6915124676575,2214.401308860467,2349.700402775922
30,102000,2173.000000523749,2173.0023084793434,2173.333946960947,2182.838078307375,2256.2383969915845,2437.5798023043294,2173.0006912938006,2173.1155707576504,2177.1559142608435,2217.9949774335623,2358.604096953294,2173.000573214941,2173.098164742921,2176.6519796102702,2214.079501437071,2348.857171656263
30,102100,2173.0000005162924,2173.002274081014,2173.329620071625,2182.7383628657462,2255.668701114302,2436.603902643778,2173.0006809817774,2173.1140468914364,2177.1116562093775,2217.6497934623894,2357.7408246367672,2173.0005646673635,2173.096866686815,2176.6127801237653,2213.759447306317,2348.0156647021595
30,102200,2173.0000005089487,2173.0022401717706,2173.325345194896,2182.6395385214705,2255.101560247703,2435.627997336061,2173.000670818947,2173.112542152406,2177.0678289001476,2217.306759018805,2356.8794439845337,2173.0005562455003,2173.0955849424195,2176.573974968634,2213.4414620156967,2347.1761928533892
30,102300,2173.0000005017405,2173.002206901776,2173.321133346584,2182.5419214751046,2254.5386072844276,2434.654017849239,2173.0006608374224,2173.1110607113433,2177.024527707849,2216.9663604490042,2356.0204013426373,2173.0005479726115,2173.094323143857,2176.535642473998,2213.1259526355816,2346.339359998807
30,102400,2173.0000004946223,2173.0021740565426,2173.316967728854,2182.445025797732,2253.977905757261,2433.6796166324116,2173.0006509809764,2173.1095953951876,2176.9815925880375,2216.627808071412,2355.1630213564263,2173.000539803193,2173.0930752315403,2176.497630531875,2212.8121982078005,2345.504307328424
30,102500,2173.0000004876074,2173.0021416714208,2173.312854307232,2182.348992062556,2253.419460380813,2432.70550107624,2173.000641267156,2173.1081484829247,2176.9390764700784,2216.2913777758076,2354.307565390576,2173.000531753842,2173.091842991174,2176.4599970466625,2212.5004964111286,2344.671195633364
30,102600,2173.0000004806975,2173.0021097517943,2173.308794181785,2182.2539025915084,2252.864216007903,2431.7329880154825,2173.0006316977815,2173.1067202389363,2176.8969867679484,2215.957116168084,2353.454091157449,2173.0005238242934,2173.0906265666977,2176.422749624041,2212.1908514237393,2343.840156934157
30,102700,2173.0000004739113,2173.002078405123,2173.30479518168,2182.1598447344318,2252.313091818918,2430.76017063521,2173.000622299942,2173.105314233911,2176.85540688213,2215.6254585828774,2352.603025136723,2173.000516034905,2173.0894291485315,2176.3859526416772,2211.883638417089,2343.0117502269813
30,102800,2173.0000004672115,2173.0020474305575,2173.3008370003677,2182.0665261666118,2251.763972818881,2429.7876438240246,2173.000613019918,2173.1039235444186,2176.814179600252,2215.2956151335775,2351.753660788975,2173.000508344638,2173.088244820172,2176.3494715521324,2211.5781705943277,2342.185118573811
30,102900,2173.0000004606086,2173.0020168952697,2173.296926870416,2181.974113440159,2251.2174859013708,2428.8164962805204,2173.0006038741967,2173.1025503387677,2176.7733557238876,2214.9678556947792,2350.906262372628,2173.000500765292,2173.0870754250973,2176.3133492713478,2211.2746804939834,2341.3605757386863
30,103000,2173.0000004541043,2173.001986855255,2173.2930668444064,2181.8825690943468,2250.6740890696606,2427.8457696425785,2173.0005948644143,2173.1011948775495,2176.7329425333155,2214.6422275476716,2350.0608917745562,2173.0004932965385,2173.085921240605,2176.2775887277658,2210.9731889209297,2340.5382484232914
30,103100,2173.000000447717,2173.001957374358,2173.289266952054,2181.792067345345,2250.1341167064666,2426.875707419208,2173.000586016222,2173.0998605593372,2176.6930200789916,2214.319158224498,2349.217979535424,2173.000485964419,2173.0847851775384,2176.242274355901,2210.674142801401,2339.718411388309
30,103200,2173.0000004414105,2173.001928226433,2173.285508527921,2181.702324783386,2249.596699467929,2425.9066711563974,2173.0005772789964,2173.098540796336,2176.6534370175546,2213.997869201778,2348.376803036673,2173.0004787235152,2173.0836615429266,2176.2072654961225,2210.376794171947,2338.9003952243697
30,103300,2173.000000435195,2173.0018994915954,2173.2817957517386,2181.6133598235674,2249.0623202266233,2424.9375472673614,2173.0005686681875,2173.0972376484433,2176.6142425456396,2213.6786250732953,2347.537637787445,2173.0004715857917,2173.082552108704,2176.1725987591553,2210.081370607889,2338.0846086777533
