% Model,LargeGraphiteBlockDischarge_v3_finemesh.mph
% Version,COMSOL 5.6.0.401
% Date,"Apr 30 2022, 12:31"
% Table,Accumulated Probe Table 2 - 
% hours (h),Time (s) (s),"Temperature (K), inlet_T","Temperature (K), outlet_T_1","Temperature (K), outlet_T_2","Temperature (K), outlet_T_3","Temperature (K), outlet_T_4","Temperature (K), outlet_T_5","Temperature (K), block_1","Temperature (K), block_2","Temperature (K), block_3","Temperature (K), block_4","Temperature (K), block_5","Temperature (K), Sn_block_1","Temperature (K), Sn_block_2","Temperature (K), Sn_block_3","Temperature (K), Sn_block_4","Temperature (K), Sn_block_5"
30,194700,2173.000000027657,2173.000004176468,2173.0000092877926,2173.000132626539,2173.0070779606003,2173.1902882736886,2173.0000022380937,2173.0000067631518,2173.000051461151,2173.002645149454,2173.0803673416362,2173.0000022071863,2173.000006688375,2173.0000452132344,2173.002279805817,2173.070523467621
30,194800,2173.000000027657,2173.0000041765006,2173.0000092756486,2173.0001310353528,2173.0069932229717,2173.188288825823,2173.000002238084,2173.000006759317,2173.0000509169413,2173.0026131185687,2173.079502768538,2173.000002207166,2173.000006685165,2173.0000447515213,2173.0022521602764,2173.06976179716
30,194900,2173.000000027657,2173.000004176494,2173.0000092637906,2173.0001294681047,2173.0069096738084,2173.1863134251084,2173.0000022380727,2173.0000067555475,2173.000050381394,2173.0025815479894,2173.078649027731,2173.00000220715,2173.000006682007,2173.0000442972528,2173.002224909169,2173.069009749814
30,195000,2173.000000027657,2173.0000041763283,2173.000009252059,2173.0001279182525,2173.006826896972,2173.184355721647,2173.000002238062,2173.0000067518217,2173.0000498518066,2173.00255029517,2173.0778027695774,2173.0000022071317,2173.000006678886,2173.0000438479774,2173.002197934892,2173.0682642741626
30,195100,2173.000000027657,2173.0000041762232,2173.000009240429,2173.000126389134,2173.006745075385,2173.182416665409,2173.000002238052,2173.000006748145,2173.000049329016,2173.0025194053387,2173.0769650736465,2173.0000022071335,2173.000006675773,2173.0000434045,2173.002171276825,2173.067526397976
30,195200,2173.000000027657,2173.0000041762755,2173.000009228927,2173.0001248803687,2173.006664268643,2173.180496537819,2173.0000022380455,2173.00000674452,2173.000048813125,2173.00248888385,2173.0761360893835,2173.000002207155,2173.00000667272,2173.0000429669294,2173.002144933766,2173.0667962533466
30,195300,2173.000000027657,2173.0000041762974,2173.000009217501,2173.0001233946973,2173.006584529884,2173.1786010425203,2173.000002238042,2173.000006740959,2173.000048305448,2173.002458801697,2173.0753175055943,2173.000002207177,2173.0000066697944,2173.000042536261,2173.0021189685867,2173.066075203035
30,195400,2173.000000027657,2173.00000417635,2173.0000092063115,2173.000121925423,2173.0065055707237,2173.1767209263867,2173.0000022380386,2173.0000067374503,2173.0000478034226,2173.002429022531,2173.074506111158,2173.0000022071863,2173.000006666891,2173.000042110405,2173.002093270306,2173.0653605565667
30,195500,2173.000000027657,2173.000004176457,2173.0000091953775,2173.0001204749537,2173.0064275768027,2173.1748590333777,2173.000002238034,2173.000006733989,2173.00004730785,2173.00239958923,2173.0737029394354,2173.0000022071777,2173.0000066640187,2173.0000416900584,2173.002067870426,2173.0646531993375
30,195600,2173.000000027657,2173.00000417638,2173.0000091844345,2173.0001190429352,2173.0063505207163,2173.1730170862115,2173.0000022380286,2173.000006730574,2173.000046818813,2173.002370507151,2173.072908128264,2173.0000022071654,2173.0000066611547,2173.000041275225,2173.002042773579,2173.063953211095
30,195700,2173.000000027657,2173.000004176102,2173.0000091736965,2173.0001176338687,2173.006274509002,2173.1711971547466,2173.000002238021,2173.0000067272113,2173.0000463375686,2173.002341843968,2173.072123305323,2173.000002207129,2173.0000066582897,2173.000040867028,2173.002018042565,2173.0632621256227
30,195800,2173.000000027657,2173.0000041761077,2173.0000091632596,2173.0001162409776,2173.0061992740657,2173.1693928546606,2173.0000022380104,2173.000006723894,2173.0000458616837,2173.002313469577,2173.071345383909,2173.0000022070953,2173.0000066555067,2173.000040463398,2173.0019935580776,2173.062577083585
30,195900,2173.000000027657,2173.0000041761946,2173.000009152885,2173.000114865617,2173.0061249188907,2173.1676067338485,2173.0000022379995,2173.0000067206183,2173.0000453919106,2173.0022854249646,2173.0705753551474,2173.000002207083,2173.000006652781,2173.0000400648955,2173.0019693562813,2173.0618989564086
30,196000,2173.000000027657,2173.000004176023,2173.000009142599,2173.000113508087,2173.006051405543,2173.16583813936,2173.000002237992,2173.000006717396,2173.00004492834,2173.00225771526,2173.06981335621,2173.00000220709,2173.000006650094,2173.000039671683,2173.001945448603,2173.061228002072
30,196100,2173.000000027657,2173.0000041759376,2173.000009132694,2173.000112172764,2173.0059789208744,2173.1640910465435,2173.0000022379827,2173.000006714221,2173.0000444721595,2173.0022304049753,2173.069060945123,2173.0000022070844,2173.000006647422,2173.0000392848915,2173.001921887161,2173.0605656059797
30,196200,2173.000000027657,2173.000004176024,2173.000009122766,2173.0001108511046,2173.0059072025056,2173.1623595563033,2173.0000022379763,2173.0000067110855,2173.000044021061,2173.002203370036,2173.068315158684,2173.0000022070926,2173.000006644784,2173.0000389023216,2173.0018985613374,2173.0599090548203
30,196300,2173.000000027657,2173.0000041760277,2173.000009112813,2173.000109545521,2173.005836284604,2173.1606446735636,2173.0000022379713,2173.0000067079886,2173.000043575762,2173.002176649674,2173.0675769519153,2173.0000022070985,2173.000006642176,2173.000038524575,2173.0018755086003,2173.059259251253
30,196400,2173.000000027657,2173.00000417596,2173.0000091030397,2173.0001082578174,2173.005766140665,2173.158947070113,2173.0000022379627,2173.000006704941,2173.0000431363437,2173.002150248928,2173.0668464537957,2173.000002207079,2173.0000066396137,2173.0000381518653,2173.0018527327256,2173.0586162788195
30,196500,2173.000000027657,2173.000004176008,2173.000009093475,2173.0001069910995,2173.005697044072,2173.157271471844,2173.0000022379586,2173.0000067019464,2173.0000427039276,2173.0021242291846,2173.066125157824,2173.000002207096,2173.000006637151,2173.000037785168,2173.0018302839544,2173.057981293478
30,196600,2173.000000027657,2173.0000041759745,2173.000009084008,2173.0001057381855,2173.005628641523,2173.1556093105255,2173.0000022379572,2173.0000066989933,2173.0000422763314,2173.002098472061,2173.0654102237036,2173.0000022071245,2173.0000066347197,2173.00003742254,2173.00180806521,2173.0573519359923
30,196700,2173.000000027657,2173.000004175837,2173.000009074788,2173.0001045013682,2173.005560996455,2173.153963239907,2173.0000022379536,2173.0000066960743,2173.000041854238,2173.0020730149063,2173.0647025657563,2173.0000022071076,2173.0000066322787,2173.0000370645944,2173.0017861063207,2173.056729032606
30,196800,2173.000000027657,2173.0000041757635,2173.000009065787,2173.0001032806304,2173.0054941760864,2173.1523347417155,2173.0000022379486,2173.000006693199,2173.0000414377214,2173.0020478622655,2173.0640023055153,2173.0000022070803,2173.000006629857,2173.0000367113807,2173.0017644073914,2173.056112693237
30,196900,2173.000000027657,2173.0000041758685,2173.0000090569065,2173.000102078646,2173.0054283376753,2173.1507254420976,2173.0000022379418,2173.0000066903744,2173.0000410278485,2173.0020230726846,2173.0633108834963,2173.0000022070662,2173.0000066274924,2173.0000363637737,2173.0017430243893,2173.0555042145747
30,197000,2173.000000027657,2173.0000041759376,2173.000009048128,2173.00010089042,2173.0053631045334,2173.149130097694,2173.0000022379313,2173.0000066875805,2173.0000406225467,2173.001998533405,2173.0626255684597,2173.00000220701,2173.000006625144,2173.000036020081,2173.001721858172,2173.0549011116345
30,197100,2173.000000027657,2173.000004175879,2173.0000090393482,2173.000099717693,2173.0052986002465,2173.1475508763347,2173.000002237919,2173.0000066848256,2173.000040222454,2173.0019742800905,2173.061947238148,2173.0000022069826,2173.000006622819,2173.0000356808046,2173.0017009368576,2173.054304134017
30,197200,2173.000000027657,2173.0000041757703,2173.0000090305784,2173.0000985601737,2173.0052348926124,2173.1459874853945,2173.0000022379118,2173.000006682112,2173.000039827649,2173.0019503172525,2173.061276011095,2173.000002207013,2173.000006620562,2173.0000353460146,2173.001680268244,2173.0537134820047
30,197300,2173.000000027657,2173.000004175822,2173.0000090220724,2173.0000974212935,2173.0051721059995,2173.1444439548636,2173.0000022379027,2173.0000066794405,2173.0000394391477,2173.0019267006837,2173.060613263075,2173.000002206996,2173.0000066183434,2173.000035016636,2173.0016599019546,2173.0531303707176
30,197400,2173.000000027657,2173.0000041758503,2173.0000090137096,2173.0000962948116,2173.005109915075,2173.1429138415924,2173.000002237895,2173.000006676803,2173.0000390549767,2173.001903322802,2173.0599563761343,2173.0000022069976,2173.0000066161074,2173.000034690921,2173.00163973947,2173.052552408723
30,197500,2173.000000027657,2173.000004175808,2173.0000090053445,2173.0000951820125,2173.0050484271346,2173.1413982072727,2173.000002237891,2173.0000066741973,2173.0000386757542,2173.0018802176505,2173.0593061942686,2173.0000022070303,2173.000006613932,2173.0000343693387,2173.0016198132894,2173.051980370179
30,197600,2173.000000027657,2173.000004175789,2173.0000089970413,2173.0000940838113,2173.0049876803528,2173.139898029998,2173.000002237885,2173.0000066716343,2173.00003830154,2173.001857389458,2173.0586628292076,2173.000002207022,2173.000006611807,2173.0000340519955,2173.0016001285453,2173.0514143425385
30,197700,2173.000000027657,2173.000004175754,2173.0000089890477,2173.000093003156,2173.004927804214,2173.1384173420242,2173.0000022378827,2173.000006669119,2173.000037933303,2173.0018348913586,2173.0580276019505,2173.0000022070367,2173.0000066097077,2173.00003373975,2173.001580725859,2173.0508554413504
30,197800,2173.000000027657,2173.0000041755957,2173.0000089811338,2173.000091934214,2173.0048685034867,2173.1369484025436,2173.000002237886,2173.0000066666303,2173.0000375691743,2173.0018126209243,2173.057398001618,2173.0000022070863,2173.000006607653,2173.0000334309943,2173.001561520203,2173.0503015362397
30,197900,2173.000000027657,2173.000004175503,2173.000008973376,2173.0000908795405,2173.004809890984,2173.135493805026,2173.0000022378854,2173.0000066641765,2173.000037209734,2173.001790610525,2173.0567748351245,2173.0000022070813,2173.000006605597,2173.0000331262404,2173.0015425419406,2173.049753314016
30,198000,2173.000000027657,2173.000004175557,2173.0000089657947,2173.000089841976,2173.004752171977,2173.1340578003756,2173.0000022378836,2173.0000066617636,2173.0000368560018,2173.0017689166616,2173.0561595199115,2173.0000022070476,2173.000006603537,2173.000032826389,2173.001523835772,2173.049212056903
30,198100,2173.000000027657,2173.0000041756025,2173.00000895825,2173.000088815396,2173.004694986053,2173.132633490015,2173.0000022378813,2173.000006659374,2173.000036506218,2173.0017474422757,2173.055549661519,2173.0000022070403,2173.00000660152,2173.0000325298415,2173.001505318481,2173.0486756382634
30,198200,2173.000000027657,2173.0000041756794,2173.0000089508376,2173.0000878020032,2173.0046384149728,2173.131223580162,2173.0000022378745,2173.0000066570196,2173.0000361609386,2173.0017262187407,2173.0549460415273,2173.000002206999,2173.000006599545,2173.0000322370497,2173.0014870189,2173.0481446977938
30,198300,2173.000000027657,2173.000004175727,2173.0000089435534,2173.0000868020743,2173.004582543997,2173.1298286692504,2173.0000022378654,2173.000006654694,2173.000035820226,2173.0017052498483,2173.0543487648306,2173.0000022069626,2173.000006597583,2173.000031948173,2173.0014689391483,2173.047619365052
30,198400,2173.000000027657,2173.0000041756034,2173.0000089361943,2173.000085817274,2173.0045274918684,2173.1284505142107,2173.0000022378595,2173.0000066524226,2173.000035484951,2173.00168458457,2173.053759065945,2173.0000022069753,2173.0000065957247,2173.000031663944,2173.00145112073,2173.047100788209
30,198500,2173.000000027657,2173.0000041756343,2173.000008928942,2173.0000848437776,2173.004472942688,2173.1270847101428,2173.000002237851,2173.0000066501702,2173.000035153425,2173.001664128748,2173.0531745990734,2173.000002206953,2173.000006593868,2173.000031382856,2173.001433486389,2173.0465868239567
30,198600,2173.000000027657,2173.000004175732,2173.0000089219416,2173.0000838833594,2173.0044190402105,2173.125732510683,2173.0000022378376,2173.0000066479524,2173.000034826161,2173.0016439120395,2173.0525961177,2173.0000022069044,2173.000006591997,2173.000031105421,2173.0014160592214,2173.046078120769
30,198700,2173.000000027657,2173.0000041756543,2173.0000089149394,2173.0000829349096,2173.0043658094187,2173.1243935943744,2173.000002237827,2173.0000066457605,2173.000034503234,2173.001623938104,2173.0520237269916,2173.000002206902,2173.000006590172,2173.000030831703,2173.0013988388314,2173.0455748168733
30,198800,2173.000000027657,2173.000004175568,2173.00000890798,2173.00008200069,2173.004313274407,2173.1230718147194,2173.0000022378204,2173.000006643611,2173.000034185473,2173.0016042537763,2173.0514586049662,2173.0000022069275,2173.000006588379,2173.0000305623253,2173.001381869493,2173.045077922996
30,198900,2173.000000027657,2173.0000041755948,2173.000008901287,2173.0000810776064,2173.0042612892917,2173.121761485362,2173.0000022378163,2173.0000066414823,2173.000033871257,2173.001584768976,2173.0508985064475,2173.0000022069476,2173.0000065865834,2173.0000302959775,2173.0013650739056,2173.0445854421782
30,199000,2173.000000027657,2173.000004175546,2173.000008894696,2173.0000801664823,2173.004209954306,2173.120463647983,2173.000002237813,2173.0000066393904,2173.0000335610944,2173.0015655119873,2173.05034415589,2173.000002206967,2173.000006584833,2173.0000300330507,2173.0013484736487,2173.044098037397
30,199100,2173.000000027657,2173.0000041754042,2173.0000088881316,2173.000079267212,2173.0041592062066,2173.119179304734,2173.000002237813,2173.0000066373236,2173.000033255037,2173.001546486346,2173.0497956479053,2173.0000022069908,2173.000006583132,2173.000029773564,2173.001332072978,2173.0436158052044
30,199200,2173.000000027657,2173.000004175488,2173.0000088818015,2173.000078383106,2173.004109121108,2173.1179116350027,2173.0000022378117,2173.0000066352936,2173.0000329538716,2173.001527736684,2173.0492541128688,2173.0000022069767,2173.0000065813883,2173.0000295183077,2173.001315912767,2173.043139677386
30,199300,2173.000000027657,2173.000004175528,2173.0000088754928,2173.000077508355,2173.0040595927053,2173.1166539450282,2173.0000022378076,2173.0000066332836,2173.000032656067,2173.001509177268,2173.048717400503,2173.000002206944,2173.0000065797117,2173.0000292658983,2173.001299915281,2173.042667794136
30,199400,2173.000000027657,2173.000004175429,2173.000008869133,2173.000076643914,2173.004010641764,2173.115408862721,2173.000002237802,2173.000006631312,2173.0000323621052,2173.0014908351513,2173.0481862012343,2173.0000022069275,2173.0000065780746,2173.000029016683,2173.001284104701,2173.0422007821103
30,199500,2173.000000027657,2173.0000041754065,2173.000008862849,2173.0000757907583,2173.003962220461,2173.114177197181,2173.0000022377985,2173.000006629353,2173.0000320720337,2173.001472713699,2173.0476606066545,2173.0000022069325,2173.0000065764257,2173.0000287707844,2173.0012684869457,2173.0417387746693
30,199600,2173.000000027657,2173.00000417546,2173.000008856765,2173.0000749518863,2173.00391452963,2173.1129602038477,2173.0000022377944,2173.0000066274397,2173.0000317866034,2173.0014548551935,2173.0471417091794,2173.0000022069366,2173.000006574847,2173.0000285288916,2173.0012530961094,2173.041282744093
30,199700,2173.000000027657,2173.0000041753456,2173.0000088507177,2173.000074122061,2173.0038673191257,2173.111754411156,2173.0000022377935,2173.0000066255534,2173.0000315043644,2173.001437178037,2173.046627435415,2173.000002206969,2173.000006573297,2173.0000282896503,2173.0012378609367,2173.040830766691
30,199800,2173.000000027657,2173.000004175224,2173.0000088447737,2173.0000733026977,2173.0038206203235,2173.110560941327,2173.0000022377935,2173.000006623686,2173.000031225764,2173.001419708006,2173.046118449293,2173.000002206982,2173.0000065717113,2173.000028053526,2173.00122280589,2173.0403834411704
30,199900,2173.000000027657,2173.0000041752237,2173.0000088389124,2173.0000724945016,2173.003774485502,2173.1093791040676,2173.000002237791,2173.0000066218427,2173.0000309508614,2173.0014024482084,2173.0456148435806,2173.0000022069507,2173.000006570164,2173.00002782057,2173.0012079325975,2173.0399409092943
30,200000,2173.000000027657,2173.000004175278,2173.0000088329766,2173.000071699087,2173.0037290371242,2173.1082123948113,2173.000002237788,2173.0000066200328,2173.000030680356,2173.001385439244,2173.045117658379,2173.0000022069453,2173.000006568646,2173.0000275912535,2173.001193274559,2173.039504019136
30,200100,2173.000000027657,2173.000004175405,2173.000008827216,2173.000070912044,2173.003684019285,2173.1070558719653,2173.000002237786,2173.000006618242,2173.0000304128685,2173.001368603236,2173.0446249096076,2173.000002206949,2173.0000065671175,2173.000027364549,2173.0011787678063,2173.0390709748713
30,200200,2173.000000027657,2173.0000041755975,2173.000008821669,2173.000070135247,2173.003639517687,2173.1059101234027,2173.000002237781,2173.000006616474,2173.000030148836,2173.001351964624,2173.044137238348,2173.0000022069166,2173.000006565638,2173.0000271408217,2173.001164431702,2173.038642378314
30,200300,2173.000000027657,2173.0000041755798,2173.0000088160905,2173.0000693691654,2173.0035955662024,2173.104776262814,2173.0000022377744,2173.000006614735,2173.000029888307,2173.001335526467,2173.0436547288236,2173.0000022069003,2173.0000065642053,2173.0000269200054,2173.001150267058,2173.038218375679
30,200400,2173.000000027657,2173.000004175241,2173.0000088106804,2173.000068615025,2173.0035522563594,2173.103657553318,2173.0000022377703,2173.0000066130215,2173.0000296319404,2173.001319327148,2173.0431783787067,2173.0000022069144,2173.000006562731,2173.0000267027385,2173.0011363094,2173.0377998573554
30,200500,2173.000000027657,2173.0000041751646,2173.0000088055863,2173.000067869143,2173.0035093651677,2173.1025479443306,2173.000002237767,2173.0000066113316,2173.000029378449,2173.001303292409,2173.042706286532,2173.000002206913,2173.000006561326,2173.0000264879386,2173.0011224935843,2173.0373850935425
30,200600,2173.000000027657,2173.0000041752037,2173.0000088005045,2173.000067133018,2173.0034669566735,2173.1014494468973,2173.000002237763,2173.000006609671,2173.0000291282254,2173.001287445803,2173.04223906263,2173.0000022069084,2173.000006559968,2173.000026275869,2173.0011088384817,2173.0369746056995
30,200700,2173.000000027657,2173.0000041750586,2173.000008795213,2173.0000664065174,2173.0034250445706,2173.1003628394883,2173.000002237758,2173.0000066080265,2173.000028881317,2173.001271790307,2173.041776787727,2173.0000022069003,2173.000006558584,2173.0000260666147,2173.0010953493447,2173.036568468757
30,200800,2173.000000027657,2173.0000041750905,2173.0000087899757,2173.0000656911,2173.003383754378,2173.0992888803758,2173.0000022377526,2173.0000066064144,2173.000028638373,2173.0012563625073,2173.041320426475,2173.0000022068803,2173.0000065572385,2173.000025860809,2173.0010820595717,2173.0361675369163
30,200900,2173.000000027657,2173.000004175275,2173.000008784848,2173.0000649837816,2173.003342873509,2173.0982246902395,2173.0000022377485,2173.000006604822,2173.000028398139,2173.0012410917907,2173.0408681484714,2173.000002206885,2173.0000065559375,2173.000025657215,2173.0010689038304,2173.0357702323267
30,201000,2173.000000027657,2173.0000041753083,2173.000008779719,2173.000064285658,2173.003302461671,2173.097171637268,2173.000002237745,2173.00000660325,2173.000028161011,2173.0012260004996,2173.04042053955,2173.0000022068966,2173.000006554603,2173.000025456196,2173.0010559027437,2173.0353770700444
30,201100,2173.000000027657,2173.000004175249,2173.0000087746457,2173.0000635968363,2173.0032625416084,2173.0961289377724,2173.000002237741,2173.000006601691,2173.0000279270207,2173.0012110912585,2173.0399776809927,2173.000002206888,2173.000006553276,2173.0000252579216,2173.001043060064,2173.0349881121
30,201200,2173.000000027657,2173.0000041752546,2173.0000087697294,2173.000062919353,2173.00322317587,2173.09509948168,2173.000002237737,2173.0000066001735,2173.000027696779,2173.0011963990687,2173.0395404921173,2173.0000022068893,2173.000006552046,2173.000025062808,2173.0010304040047,2173.0346041481785
30,201300,2173.000000027657,2173.000004175153,2173.0000087649532,2173.000062249198,2173.003184197076,2173.094079342091,2173.0000022377376,2173.0000065986733,2173.000027469117,2173.0011818565395,2173.03910722007,2173.0000022069257,2173.0000065507948,2173.000024869896,2173.0010178772413,2173.0342236155166
30,201400,2173.000000027657,2173.000004174972,2173.000008760377,2173.0000615871068,2173.0031456861666,2173.093069008288,2173.00000223774,2173.0000065971844,2173.0000272443917,2173.0011674848633,2173.0386784291713,2173.000002206946,2173.000006549522,2173.000024679559,2173.0010054988916,2173.033847009876
30,201500,2173.000000027657,2173.000004175016,2173.000008755819,2173.0000609353474,2173.0031077375443,2173.0920713429423,2173.0000022377417,2173.0000065957256,2173.000027023255,2173.0011533213697,2173.0382551036596,2173.000002206935,2173.0000065483114,2173.0000244921484,2173.0009932978605,2173.0334752422646
30,201600,2173.000000027657,2173.0000041751373,2173.000008751219,2173.000060291218,2173.0030701524843,2173.0910826212175,2173.000002237742,2173.0000065942863,2173.0000268045906,2173.001139302176,2173.0378355735684,2173.000002206929,2173.0000065470977,2173.0000243068494,2173.000981221507,2173.0331068207483
30,201700,2173.000000027657,2173.000004175182,2173.0000087467456,2173.000059655456,2173.003033005353,2173.090103550122,2173.00000223774,2173.0000065928616,2173.0000265887547,2173.0011254477854,2173.037420385812,2173.000002206912,2173.0000065458835,2173.00002412402,2173.0009692890694,2173.0327422248456
30,201800,2173.000000027657,2173.000004175142,2173.000008742353,2173.0000590281516,2173.0029963215243,2173.089134541456,2173.000002237735,2173.000006591459,2173.000026375776,2173.001111760698,2173.0370096131714,2173.0000022068707,2173.0000065447202,2173.00002394359,2173.000957501211,2173.032381553028
30,201900,2173.000000027657,2173.0000041751055,2173.0000087378494,2173.0000584093923,2173.002960070735,2173.088176354232,2173.0000022377285,2173.000006590079,2173.000026165642,2173.0010982398708,2173.036603231079,2173.000002206837,2173.0000065435866,2173.0000237654917,2173.0009458559894,2173.032024745136
30,202000,2173.000000027657,2173.0000041751146,2173.0000087334533,2173.000057800198,2173.0029243183258,2173.08722961467,2173.000002237723,2173.0000065887225,2173.000025958886,2173.0010849163737,2173.036202072445,2173.000002206853,2173.000006542431,2173.000023590394,2173.0009343830284,2173.0316725214525
30,202100,2173.000000027657,2173.000004175064,2173.000008729103,2173.0000571984706,2173.0028890091994,2173.0862926450427,2173.000002237718,2173.00000658738,2173.000025754906,2173.0010717560112,2173.0358052402926,2173.0000022068516,2173.0000065413074,2173.0000234175654,2173.000923049029,2173.031324142788
30,202200,2173.000000027657,2173.0000041751027,2173.00000872476,2173.0000566035246,2173.002854032369,2173.0853639960114,2173.000002237715,2173.0000065860568,2173.0000255531927,2173.0010587289644,2173.035411947414,2173.000002206871,2173.000006540204,2173.000023246629,2173.0009118298344,2173.0309788561085
30,202300,2173.000000027657,2173.0000041751355,2173.0000087206017,2173.000056016537,2173.0028194668557,2173.0844446931183,2173.0000022377153,2173.0000065847516,2173.0000253540843,2173.0010458550937,2173.0350227277468,2173.0000022069007,2173.0000065391264,2173.000023077946,2173.000900744214,2173.030637143103
30,202400,2173.000000027657,2173.0000041750905,2173.0000087166263,2173.0000554375283,2173.0027853392744,2173.08353502796,2173.0000022377158,2173.000006583469,2173.0000251576175,2173.001033136829,2173.0346376535745,2173.0000022069034,2173.0000065380827,2173.0000229114758,2173.000889793243,2173.0302991088165
30,202500,2173.000000027657,2173.0000041750172,2173.000008712638,2173.0000548662993,2173.0027516174737,2173.082635167267,2173.000002237713,2173.000006582208,2173.0000249637706,2173.0010205732233,2173.03425670464,2173.000002206886,2173.000006537042,2173.000022747185,2173.0008789743397,2173.02996470541
30,202600,2173.000000027657,2173.000004175066,2173.0000087087515,2173.0000543041547,2173.0027183777856,2173.081746411217,2173.0000022377153,2173.0000065809645,2173.000024773039,2173.0010081931155,2173.0338806603536,2173.000002206918,2173.0000065359804,2173.0000225856734,2173.0008683153633,2173.0296346341365
30,202700,2173.000000027657,2173.0000041750463,2173.000008704953,2173.000053748169,2173.002685480968,2173.0808655875426,2173.0000022377167,2173.000006579729,2173.0000245844444,2173.0009959393565,2173.033507999636,2173.0000022069094,2173.000006534923,2173.000022425952,2173.0008577648528,2173.0293075845025
30,202800,2173.000000027657,2173.000004174937,2173.000008701104,2173.0000531994083,2173.0026529471097,2173.079993813465,2173.0000022377108,2173.0000065785157,2173.0000243982904,2173.0009838299607,2173.03313920865,2173.0000022068493,2173.0000065338772,2173.0000222682283,2173.000847337063,2173.0289839014913
30,202900,2173.000000027657,2173.000004174984,2173.000008697213,2173.0000526579324,2173.0026207784726,2173.0791308328467,2173.0000022377067,2173.000006577315,2173.000024214612,2173.000971867192,2173.032774354054,2173.0000022068452,2173.0000065328695,2173.00002211266,2173.0008370364076,2173.0286636517712
30,203000,2173.000000027657,2173.0000041750504,2173.0000086934374,2173.000052124728,2173.00258912122,2173.0782784588364,2173.0000022377,2173.0000065761433,2173.000024033881,2173.000960079119,2173.032414198593,2173.0000022068193,2173.0000065319273,2173.000021959584,2173.0008268877596,2173.028347578995
30,203100,2173.000000027657,2173.000004175016,2173.000008689681,2173.000051597327,2173.0025577787446,2173.0774337697094,2173.0000022376894,2173.0000065749855,2173.000023855168,2173.000948411495,2173.0320572892797,2173.0000022067816,2173.0000065309873,2173.0000218081777,2173.0008168423833,2173.0280343355935
30,203200,2173.000000027657,2173.0000041750136,2173.0000086859277,2173.000051076802,2173.0025267722253,2173.076597583332,2173.0000022376844,2173.0000065738377,2173.0000236787787,2173.0009368814653,2173.0317040922923,2173.000002206812,2173.0000065300032,2173.000021658758,2173.000806916493,2173.027724354501
30,203300,2173.000000027657,2173.000004175006,2173.0000086822456,2173.000050563189,2173.0024961401723,2173.075770066214,2173.0000022376835,2173.0000065727054,2173.0000235047282,2173.000925491095,2173.031354669435,2173.000002206853,2173.0000065290283,2173.000021511346,2173.0007971117484,2173.0274177699143
30,203400,2173.000000027657,2173.000004174884,2173.000008678636,2173.0000500563497,2173.002465885277,2173.0749515305024,2173.00000223768,2173.0000065715944,2173.000023333001,2173.0009142395406,2173.031009000809,2173.000002206839,2173.000006528108,2173.000021365862,2173.0007874256667,2173.0271145076126
30,203500,2173.000000027657,2173.0000041749645,2173.000008675107,2173.000049557858,2173.0024360513826,2173.074143430724,2173.0000022376857,2173.0000065705,2173.0000231640392,2173.0009031527366,2173.0306677954013,2173.0000022069053,2173.0000065272047,2173.000021222752,2173.0007778815225,2173.0268151162804
30,203600,2173.000000027657,2173.000004175089,2173.000008671777,2173.0000490650323,2173.0024065288167,2173.0733422285557,2173.0000022376903,2173.000006569417,2173.000022996966,2173.000892179296,2173.0303296697975,2173.0000022069335,2173.000006526308,2173.0000210812514,2173.0007684363345,2173.026518489678
30,203700,2173.000000027657,2173.0000041750127,2173.0000086686164,2173.0000485785195,2173.0023773639696,2173.0725492729935,2173.0000022376867,2173.000006568351,2173.000022832053,2173.0008813353447,2173.0299950653966,2173.0000022068616,2173.000006525414,2173.0000209415566,2173.000759102325,2173.0262249486855
30,203800,2173.000000027657,2173.000004174909,2173.0000086654045,2173.0000480984113,2173.0023485529405,2173.071764609254,2173.000002237686,2173.0000065672966,2173.0000226693396,2173.0008706228427,2173.029664041833,2173.0000022068584,2173.0000065245076,2173.0000208037513,2173.0007498808445,2173.025934488876
30,203900,2173.000000027657,2173.000004174942,2173.000008662106,2173.000047625759,2173.0023201501076,2173.0709894410024,2173.000002237687,2173.0000065662625,2173.000022509241,2173.000860066923,2173.0293372936544,2173.000002206874,2173.0000065236504,2173.000020668206,2173.000740795616,2173.025647853442
30,204000,2173.000000027657,2173.0000041748676,2173.0000086588434,2173.000047158082,2173.0022920162733,2173.070221332014,2173.000002237677,2173.000006565249,2173.0000223509346,2173.0008496190817,2173.0290134987645,2173.00000220679,2173.0000065228214,2173.000020534099,2173.000731802944,2173.02536382285
30,204100,2173.000000027657,2173.0000041748035,2173.0000086555383,2173.0000466964534,2173.0022642079257,2173.0694612850607,2173.000002237668,2173.0000065642425,2173.0000221946743,2173.0008392947107,2173.0286930807442,2173.0000022067584,2173.0000065219774,2173.000020401713,2173.000722916241,2173.025082719751
30,204200,2173.000000027657,2173.000004174923,2173.0000086521895,2173.000046241204,2173.002236757385,2173.068709136059,2173.0000022376657,2173.0000065632485,2173.0000220405004,2173.000829095581,2173.028376095032,2173.000002206815,2173.0000065211343,2173.000020271148,2173.0007141384594,2173.024804667492
