% Model,tin_tegs_model_2_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 1 2024, 12:13"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K),"Temperature (K), Point: 51"
184,1059.2098591799095,1038.3124157385341,1098.5600082227968
185,1059.160885196645,1038.256437467512,1098.4775829776713
186,1059.1112507910632,1038.1982959711486,1098.398131903899
187,1059.0616163854818,1038.1401544747841,1098.3186808301264
188,1059.0119819798995,1038.0820129784208,1098.2392297563538
189,1058.9623475743176,1038.0238714820575,1098.1597786825814
190,1058.9127131687355,1037.9657299856929,1098.080327608809
191,1058.8630787631535,1037.90758848933,1098.0008765350367
192,1058.8134443575723,1037.8494469929653,1097.921425461264
193,1058.7638099519904,1037.7913054966011,1097.8419743874917
194,1058.7141755464083,1037.7331640002378,1097.7625233137194
195,1058.6645411408265,1037.6750225038734,1097.6830722399468
196,1058.614906735245,1037.6168810075096,1097.6036211661744
197,1058.5652723296623,1037.5587395111456,1097.5241700924018
198,1058.5156379240805,1037.5005980147819,1097.4447190186295
199,1058.466003518499,1037.442456518418,1097.3652679448571
200,1058.4163691129168,1037.384315022054,1097.2858168710845
201,1058.366734707335,1037.3261735256913,1097.2063657973122
202,1058.317100301754,1037.2680320293264,1097.1269147235398
203,1058.2674658961716,1037.2098905329624,1097.0474636497675
204,1058.2178314905898,1037.151749036598,1096.9680125759949
205,1058.1681970850075,1037.0936075402349,1096.8885615022223
206,1058.118562679426,1037.035466043871,1096.80911042845
207,1058.0689282738435,1036.9773245475064,1096.7296593546776
208,1058.0192938682617,1036.9191830511434,1096.6502082809052
209,1057.9696594626805,1036.8610415547794,1096.5707572071326
210,1057.920025057098,1036.8029000584147,1096.4913061333602
211,1057.8703906515161,1036.7447585620514,1096.4118550595877
212,1057.8207562459352,1036.6866170656886,1096.3324039858153
213,1057.771121840353,1036.6284755693239,1096.252952912043
214,1057.7214874347706,1036.5703340729601,1096.1735018382703
215,1057.6718530291887,1036.5121925765964,1096.094050764498
216,1057.6222186236075,1036.454051080232,1096.0145996907256
217,1057.5725842180254,1036.3959095838688,1095.935148616953
218,1057.5229498124434,1036.3377680875046,1095.8556975431807
219,1057.473315406862,1036.2796265911409,1095.776246469408
220,1057.4224011082163,1036.217944830339,1095.701573080775
221,1057.3711668363048,1036.1553780034278,1095.6280941134264
222,1057.3199325643934,1036.0928111765163,1095.5546151460778
223,1057.2686982924813,1036.0302443496055,1095.4811361787295
224,1057.2174640205706,1035.9676775226949,1095.4076572113809
225,1057.1662297486591,1035.905110695784,1095.3341782440327
226,1057.1149954767473,1035.8425438688732,1095.2606992766841
227,1057.0637612048363,1035.7799770419626,1095.1872203093355
228,1057.0125269329249,1035.7174102150504,1095.1137413419872
229,1056.9612926610127,1035.6548433881405,1095.0402623746386
230,1056.9100583891009,1035.5922765612293,1094.9667834072902
231,1056.8588241171897,1035.529709734318,1094.8933044399419
232,1056.8075898452785,1035.4671429074076,1094.8198254725933
233,1056.7563555733666,1035.4045760804959,1094.746346505245
234,1056.7051213014554,1035.3420092535857,1094.6728675378963
235,1056.6538870295444,1035.279442426674,1094.599388570548
236,1056.602652757633,1035.2168755997632,1094.5259096031994
237,1056.5514184857213,1035.1543087728526,1094.452430635851
238,1056.5001842138097,1035.0917419459413,1094.3789516685026
239,1056.4489499418971,1035.0291751190307,1094.305472701154
240,1056.397715669987,1034.9666082921194,1094.2319937338057
241,1056.3464813980754,1034.9040414652086,1094.158514766457
242,1056.2952471261635,1034.8414746382966,1094.0850357991087
243,1056.2440128542523,1034.7789078113867,1094.0115568317601
244,1056.1927785823411,1034.7163409844754,1093.9380778644118
245,1056.1415443104295,1034.653774157564,1093.8645988970634
246,1056.090310038518,1034.5912073306536,1093.7911199297148
247,1056.039075766607,1034.528640503743,1093.7176409623664
248,1055.9878414946945,1034.4660736768317,1093.6441619950178
249,1055.9366072227836,1034.403506849921,1093.5706830276695
250,1055.885372950872,1034.3409400230094,1093.4972040603209
251,1055.8341386789602,1034.2783731960992,1093.4237250929725
252,1055.7829044070495,1034.2158063691877,1093.3502461256242
253,1055.7316701351376,1034.1532395422769,1093.2767671582756
254,1055.6804358632262,1034.0906727153656,1093.2032881909272
255,1055.627313064807,1034.023049233107,1093.13429050201
256,1055.5741902663876,1033.955425750849,1093.0652928130928
257,1055.5210674679684,1033.88780226859,1092.9962951241757
258,1055.4679446695488,1033.820178786331,1092.9272974352584
259,1055.41482187113,1033.752555304073,1092.8582997463413
260,1055.3616990727103,1033.684931821814,1092.789302057424
261,1055.308576274292,1033.6173083395556,1092.720304368507
262,1055.2554534758717,1033.5496848572964,1092.6513066795899
263,1055.2023306774522,1033.4820613750387,1092.5823089906728
264,1055.1492078790327,1033.4144378927797,1092.5133113017555
265,1055.0960850806139,1033.3468144105213,1092.4443136128384
266,1055.0429622821948,1033.279190928262,1092.375315923921
267,1054.989839483775,1033.211567446004,1092.306318235004
268,1054.9367166853563,1033.1439439637456,1092.237320546087
269,1054.8835938869368,1033.076320481487,1092.1683228571696
270,1054.830471088517,1033.0086969992283,1092.0993251682526
271,1054.7773482900986,1032.94107351697,1092.0303274793355
272,1054.7242254916785,1032.8734500347114,1091.9613297904184
273,1054.6711026932596,1032.8058265524521,1091.892332101501
274,1054.6179798948401,1032.7382030701935,1091.823334412584
275,1054.5648570964206,1032.6705795879354,1091.7543367236667
276,1054.5117342980009,1032.6029561056764,1091.6853390347496
277,1054.4586114995823,1032.5353326234185,1091.6163413458326
278,1054.4054887011628,1032.4677091411588,1091.5473436569152
279,1054.352365902743,1032.4000856589012,1091.4783459679982
280,1054.2992431043242,1032.3324621766412,1091.4093482790809
281,1054.2461203059042,1032.2648386943831,1091.3403505901638
282,1054.1929975074856,1032.1972152121252,1091.2713529012467
283,1054.1398747090668,1032.129591729866,1091.2023552123296
284,1054.0867519106473,1032.0619682476085,1091.1333575234123
285,1054.033629112228,1031.9943447653488,1091.0643598344952
286,1053.9805063138083,1031.9267212830905,1090.9953621455782
287,1053.9273835153892,1031.8590978008322,1090.926364456661
288,1053.8742607169697,1031.7914743185731,1090.8573667677438
289,1053.820809194123,1031.7231512271167,1090.7890254925585
290,1053.766042773568,1031.6520296988656,1090.7233098723002
291,1053.711276353013,1031.580908170616,1090.6575942520424
292,1053.656509932458,1031.5097866423653,1090.591878631784
293,1053.601743511903,1031.4386651141149,1090.5261630115263
294,1053.5469770913478,1031.3675435858652,1090.460447391268
295,1053.492210670793,1031.2964220576146,1090.3947317710101
296,1053.4374442502371,1031.2253005293637,1090.3290161507518
297,1053.3826778296825,1031.1541790011129,1090.2633005304938
298,1053.3279114091276,1031.0830574728627,1090.1975849102357
299,1053.273144988572,1031.0119359446132,1090.1318692899777
300,1053.2183785680174,1030.9408144163617,1090.0661536697196
301,1053.163612147462,1030.8696928881113,1090.0004380494615
302,1053.1088457269066,1030.7985713598607,1089.9347224292035
303,1053.0540793063517,1030.727449831612,1089.8690068089454
304,1052.9993128857968,1030.6563283033604,1089.8032911886874
305,1052.9445464652413,1030.58520677511,1089.7375755684293
306,1052.8897800446864,1030.5140852468592,1089.6718599481712
307,1052.8350136241315,1030.44296371861,1089.6061443279132
308,1052.7802472035764,1030.3718421903593,1089.540428707655
309,1052.725480783021,1030.300720662109,1089.474713087397
310,1052.6707143624662,1030.229599133858,1089.408997467139
311,1052.6159479419107,1030.1584776056086,1089.343281846881
312,1052.561181521356,1030.0873560773575,1089.2775662266229
313,1052.5064151008007,1030.0162345491071,1089.2118506063648
314,1052.4516486802456,1029.945113020857,1089.1461349861067
315,1052.396882259691,1029.8739914926061,1089.0804193658487
316,1052.3421158391359,1029.802869964356,1089.0147037455906
317,1052.2873494185799,1029.7317484361056,1088.9489881253326
318,1052.2325829980252,1029.6606269078547,1088.8832725050745
319,1052.17781657747,1029.5895053796055,1088.8175568848164
320,1052.1230501569148,1029.518383851355,1088.7518412645584
321,1052.06828373636,1029.4472623231047,1088.6861256443003
322,1052.0135173158046,1029.376140794855,1088.6204100240423
323,1051.9587508952498,1029.3050192666035,1088.5546944037842
324,1051.9033168097878,1029.2330858750947,1088.4899602370692
325,1051.846881226967,1029.159934688698,1088.4266982506688
326,1051.7904456441452,1029.086783502302,1088.3634362642686
327,1051.7340100613242,1029.0136323159068,1088.300174277868
328,1051.6775744785023,1028.9404811295096,1088.2369122914677
329,1051.6211388956817,1028.867329943113,1088.1736503050674
330,1051.5647033128605,1028.794178756717,1088.1103883186672
331,1051.508267730039,1028.7210275703208,1088.0471263322668
332,1051.4518321472176,1028.647876383924,1087.9838643458663
333,1051.3953965643952,1028.5747251975286,1087.920602359466
334,1051.3389609815747,1028.501574011132,1087.8573403730657
335,1051.2825253987533,1028.4284228247352,1087.7940783866654
336,1051.2260898159316,1028.3552716383385,1087.7308164002652
337,1051.1696542331108,1028.2821204519425,1087.6675544138648
338,1051.1132186502887,1028.2089692655459,1087.6042924274643
339,1051.0567830674674,1028.1358180791497,1087.541030441064
340,1051.0003474846465,1028.0626668927541,1087.4777684546636
341,1050.943911901825,1027.9895157063577,1087.4145064682634
342,1050.887476319004,1027.9163645199608,1087.3512444818632
343,1050.8310407361823,1027.843213333564,1087.2879824954628
344,1050.7746051533616,1027.7700621471681,1087.2247205090623
345,1050.7181695705397,1027.6969109607714,1087.161458522662
346,1050.6617339877184,1027.6237597743757,1087.0981965362616
347,1050.6052984048968,1027.5506085879797,1087.0349345498614
348,1050.5488628220758,1027.477457401583,1086.9716725634612
349,1050.4924272392539,1027.4043062151864,1086.9084105770607
350,1050.4359916564329,1027.3311550287901,1086.8451485906603
351,1050.3795560736112,1027.258003842394,1086.78188660426
352,1050.3231204907897,1027.1848526559972,1086.7186246178596
353,1050.266684907969,1027.1117014696006,1086.6553626314594
354,1050.2102493251477,1027.0385502832041,1086.592100645059
355,1050.153813742326,1026.965399096808,1086.5288386586587
356,1050.0973781595044,1026.8922479104117,1086.4655766722583
357,1050.040942576683,1026.819096724016,1086.402314685858
358,1049.984506993862,1026.7459455376202,1086.3390526994576
359,1049.927067960395,1026.6716593765448,1086.2768936752384
360,1049.86895995983,1026.596616565684,1086.21546995914
361,1049.8108519592658,1026.5215737548242,1086.1540462430412
362,1049.752743958701,1026.446530943963,1086.0926225269427
363,1049.6946359581364,1026.3714881331027,1086.031198810844
364,1049.6365279575718,1026.2964453222417,1085.9697750947455
365,1049.5784199570069,1026.2214025113817,1085.908351378647
366,1049.520311956443,1026.146359700522,1085.8469276625485
367,1049.4622039558787,1026.0713168896607,1085.78550394645
368,1049.4040959553142,1025.9962740788,1085.7240802303513
369,1049.3459879547495,1025.9212312679401,1085.6626565142528
370,1049.2878799541847,1025.846188457079,1085.6012327981541
371,1049.2297719536207,1025.7711456462193,1085.5398090820556
372,1049.1716639530564,1025.6961028353587,1085.4783853659571
373,1049.1135559524914,1025.6210600244972,1085.4169616498586
374,1049.0554479519265,1025.546017213637,1085.3555379337602
375,1048.9973399513626,1025.470974402777,1085.2941142176614
376,1048.9392319507986,1025.3959315919165,1085.232690501563
377,1048.8811239502334,1025.3208887810565,1085.1712667854642
378,1048.823015949669,1025.2458459701952,1085.1098430693658
379,1048.7649079491043,1025.1708031593353,1085.0484193532673
380,1048.70679994854,1025.0957603484742,1084.9869956371688
381,1048.6486919479753,1025.0207175376138,1084.9255719210703
382,1048.59058394741,1024.9456747267534,1084.8641482049716
383,1048.532475946846,1024.8706319158932,1084.802724488873
384,1048.4743679462815,1024.7955891050326,1084.7413007727744
385,1048.4162599457168,1024.7205462941722,1084.6798770566759
386,1048.358151945153,1024.6455034833116,1084.6184533405774
387,1048.3000439445877,1024.5704606724503,1084.557029624479
388,1048.2419359440232,1024.4954178615903,1084.4956059083804
389,1048.1838279434596,1024.4203750507297,1084.4341821922817
390,1048.1257199428946,1024.3453322398702,1084.3727584761832
391,1048.06761194233,1024.270289429009,1084.3113347600847
392,1048.0095039417652,1024.1952466181488,1084.249911043986
393,1047.9513959412013,1024.1202038072881,1084.1884873278875
394,1047.8920512297316,1024.0439208146229,1084.1281564584103
395,1047.8323973405352,1023.967327776506,1084.0680988005888
396,1047.7727434513383,1023.8907347383887,1084.008041142767
397,1047.713089562142,1023.8141417002721,1083.9479834849456
398,1047.6534356729462,1023.7375486621557,1083.8879258271238
399,1047.5937817837494,1023.6609556240388,1083.827868169302
400,1047.5341278945534,1023.5843625859213,1083.7678105114805
401,1047.4744740053575,1023.5077695478053,1083.7077528536588
402,1047.4148201161613,1023.4311765096886,1083.6476951958373
403,1047.3551662269651,1023.3545834715715,1083.5876375380155
404,1047.2955123377687,1023.2779904334546,1083.5275798801938
405,1047.2358584485726,1023.2013973953376,1083.4675222223723
406,1047.1762045593764,1023.124804357221,1083.4074645645505
407,1047.11655067018,1023.0482113191043,1083.3474069067288
408,1047.0568967809834,1022.9716182809868,1083.2873492489073
409,1046.9972428917874,1022.8950252428705,1083.2272915910855
410,1046.9375890025908,1022.818432204754,1083.1672339332638
411,1046.8779351133956,1022.7418391666363,1083.1071762754423
412,1046.8182812241985,1022.6652461285195,1083.0471186176205
413,1046.7586273350028,1022.5886530904025,1082.9870609597988
414,1046.6989734458068,1022.5120600522871,1082.9270033019773
415,1046.6393195566095,1022.4354670141695,1082.8669456441555
416,1046.579665667414,1022.3588739760528,1082.806887986334
417,1046.5200117782174,1022.2822809379356,1082.7468303285123
418,1046.460357889021,1022.2056878998192,1082.6867726706905
419,1046.4007039998248,1022.1290948617017,1082.626715012869
420,1046.3410501106287,1022.0525018235854,1082.5666573550473
421,1046.2813962214325,1021.9759087854682,1082.5065996972257
422,1046.2217423322363,1021.8993157473516,1082.446542039404
423,1046.1620884430401,1021.8227227092343,1082.3864843815822
424,1046.1024345538438,1021.7461296711177,1082.3264267237607
425,1046.0427806646476,1021.6695366330009,1082.266369065939
426,1045.9831267754512,1021.5929435948849,1082.2063114081172
427,1045.923472886255,1021.5163505567668,1082.1462537502957
428,1045.8638189970586,1021.4397575186501,1082.086196092474
429,1045.8028300794797,1021.3631086263355,1082.0271447945106
430,1045.7418411619,1021.2864597340213,1081.9680934965475
431,1045.6808522443202,1021.2098108417055,1081.9090421985843
432,1045.619863326742,1021.1331619493899,1081.8499909006212
433,1045.5588744091629,1021.0565130570754,1081.790939602658
434,1045.497885491583,1020.9798641647599,1081.7318883046948
435,1045.4368965740045,1020.903215272445,1081.6728370067317
436,1045.3759076564245,1020.8265663801305,1081.6137857087685
437,1045.3149187388456,1020.749917487815,1081.5547344108052
438,1045.2539298212664,1020.6732685955002,1081.495683112842
439,1045.192940903687,1020.5966197031853,1081.4366318148789
440,1045.1319519861074,1020.5199708108704,1081.3775805169157
441,1045.0709630685285,1020.4433219185547,1081.3185292189523
442,1045.0099741509491,1020.3666730262395,1081.2594779209892
443,1044.94898523337,1020.2900241339253,1081.200426623026
444,1044.8879963157913,1020.2133752416098,1081.1413753250629
445,1044.8270073982114,1020.1367263492947,1081.0823240270995
446,1044.766018480632,1020.0600774569795,1081.0232727291364
447,1044.7050295630531,1019.9834285646645,1080.9642214311732
448,1044.6440406454738,1019.9067796723494,1080.90517013321
449,1044.5830517278946,1019.8301307800351,1080.846118835247
450,1044.5220628103152,1019.7534818877194,1080.7870675372837
451,1044.4610738927363,1019.6768329954035,1080.7280162393206
452,1044.4000849751565,1019.6001841030901,1080.6689649413574
453,1044.339096057577,1019.5235352107749,1080.609913643394
454,1044.2781071399988,1019.4468863184594,1080.550862345431
455,1044.2171182224197,1019.3702374261445,1080.4918110474678
456,1044.1561293048399,1019.293588533829,1080.4327597495046
457,1044.0951403872607,1019.2169396415142,1080.3737084515412
458,1044.0341514696815,1019.1402907492001,1080.314657153578
459,1043.973162552102,1019.0636418568843,1080.255605855615
460,1043.912173634523,1018.9869929645697,1080.1965545576518
461,1043.8511847169434,1018.9103440722536,1080.1375032596884
462,1043.7901957993647,1018.8336951799389,1080.0784519617252
463,1043.728812995593,1018.7569667504431,1080.019618307133
464,1043.6658546470508,1018.6799201722266,1079.9616552260238
465,1043.6028962985083,1018.6028735940091,1079.9036921449149
466,1043.5399379499665,1018.5258270157912,1079.8457290638057
467,1043.4769796014255,1018.4487804375733,1079.7877659826968
468,1043.4140212528837,1018.3717338593558,1079.7298029015876
469,1043.3510629043415,1018.2946872811391,1079.6718398204787
470,1043.2881045558,1018.2176407029211,1079.6138767393695
471,1043.225146207258,1018.1405941247035,1079.5559136582604
472,1043.1621878587164,1018.0635475464863,1079.4979505771512
473,1043.0992295101742,1017.986500968269,1079.4399874960422
474,1043.0362711616324,1017.909454390052,1079.382024414933
475,1042.9733128130906,1017.832407811833,1079.3240613338241
476,1042.910354464549,1017.7553612336161,1079.266098252715
477,1042.8473961160066,1017.6783146553989,1079.2081351716058
478,1042.7844377674649,1017.6012680771815,1079.1501720904969
479,1042.7214794189226,1017.524221498963,1079.0922090093877
480,1042.6585210703815,1017.447174920746,1079.0342459282788
481,1042.5955627218393,1017.3701283425288,1078.9762828471696
482,1042.532604373297,1017.2930817643114,1078.9183197660607
483,1042.4696460247553,1017.2160351860938,1078.8603566849515
484,1042.4066876762136,1017.1389886078761,1078.8023936038423
485,1042.3437293276716,1017.0619420296586,1078.7444305227334
