% Model,tin_tegs_model_2_HF.mph
% Version,COMSOL 6.1.0.357
% Date,"Jun 1 2024, 12:13"
% Table,Table 2 - Surface Average 1
% Time (s),Temperature (K),Temperature (K),"Temperature (K), Point: 51"
1170,997.6234185438449,967.5147822912872,1038.8311964936138
1171,997.5591080445372,967.4480401622463,1038.7720539485738
1172,997.4947975452293,967.3812980332052,1038.7129114035338
1173,997.4304870459221,967.3145559041653,1038.6537688584935
1174,997.3661765466139,967.2478137751245,1038.5946263134535
1175,997.301866047306,967.1810716460839,1038.5354837684135
1176,997.2375555479988,967.1143295170431,1038.4763412233735
1177,997.1732450486908,967.0475873880018,1038.4171986783333
1178,997.1089345493838,966.9808452589613,1038.3580561332933
1179,997.0446240500759,966.9141031299206,1038.298913588253
1180,996.9803135507683,966.84736100088,1038.239771043213
1181,996.9160030514602,966.7806188718387,1038.180628498173
1182,996.851692552153,966.7138767427986,1038.121485953133
1183,996.7873820528453,966.6471346137575,1038.062343408093
1184,996.7230715535375,966.580392484716,1038.0032008630528
1185,996.6587610542298,966.5136503556756,1037.9440583180128
1186,996.594450554922,966.446908226635,1037.8849157729726
1187,996.5301400556144,966.380166097594,1037.8257732279326
1188,996.4658295563071,966.3134239685534,1037.7666306828926
1189,996.4015190569993,966.2466818395133,1037.7074881378526
1190,996.337208557691,966.1799397104719,1037.6483455928123
1191,996.2728980583837,966.113197581431,1037.5892030477723
1192,996.208587559076,966.0464554523907,1037.5300605027323
1193,996.1442770597683,965.9797133233498,1037.4709179576923
1194,996.0799665604604,965.9129711943093,1037.411775412652
1195,996.0156560611532,965.8462290652683,1037.352632867612
1196,995.9513455618458,965.7794869362274,1037.2934903225719
1197,995.8870350625376,965.7127448071868,1037.2343477775319
1198,995.82272456323,965.6460026781455,1037.1752052324919
1199,995.7584140639228,965.5792605491052,1037.1160626874519
1200,995.6941035646146,965.5125184200637,1037.0569201424116
1201,995.6297930653068,965.4457762910242,1036.9977775973716
1202,995.5654825659998,965.3790341619833,1036.9386350523316
1203,995.5011720666911,965.3122920329422,1036.8794925072916
1204,995.4368615673843,965.2455499039011,1036.8203499622516
1205,995.3725510680762,965.1788077748606,1036.7612074172114
1206,995.3082405687688,965.1120656458198,1036.7020648721714
1207,995.2439300694608,965.0453235167786,1036.6429223271311
1208,995.1796195701538,964.9785813877385,1036.5837797820911
1209,995.1153090708456,964.9118392586975,1036.5246372370511
1210,995.0509985715381,964.8450971296566,1036.4654946920111
1211,994.9866880722303,964.7783550006162,1036.406352146971
1212,994.9223775729228,964.7116128715755,1036.347209601931
1213,994.8580670736147,964.6448707425345,1036.288067056891
1214,994.7937565743073,964.5781286134941,1036.2289245118507
1215,994.7294460750003,964.5113864844532,1036.1697819668107
1216,994.6651355756918,964.4446443554122,1036.1106394217707
1217,994.6008250763838,964.3779022263719,1036.0514968767304
1218,994.5365145770766,964.3111600973303,1035.9923543316904
1219,994.4722040777691,964.2444179682902,1035.9332117866504
1220,994.4078935784611,964.1776758392489,1035.8740692416104
1221,994.3435830791536,964.1109337102089,1035.8149266965702
1222,994.2792725798463,964.0441915811678,1035.7557841515302
1223,994.2149620805384,963.9774494521272,1035.69664160649
1224,994.1506515812312,963.9107073230861,1035.63749906145
1225,994.0863410819229,963.8439651940453,1035.57835651641
1226,994.0220305826153,963.7772230650048,1035.51921397137
1227,993.9577200833078,963.7104809359636,1035.46007142633
1228,993.8934095840003,963.6437388069235,1035.4009288812897
1229,993.8290990846923,963.5769966778827,1035.3417863362497
1230,993.7647885853847,963.5102545488411,1035.2826437912097
1231,993.7004780860773,963.4435124198009,1035.2235012461697
1232,993.6361675867693,963.3767702907599,1035.1643587011295
1233,993.5718570874619,963.310028161719,1035.1052161560895
1234,993.5075465881542,963.2432860326778,1035.0460736110492
1235,993.443236088846,963.176543903637,1034.9869310660092
1236,993.3789255895389,963.1098017745973,1034.9277885209692
1237,993.3146150902318,963.0430596455559,1034.8686459759292
1238,993.2503045909231,962.976317516516,1034.809503430889
1239,993.1859940916157,962.909575387475,1034.750360885849
1240,993.1216835923083,962.8428332584341,1034.691218340809
1241,993.0573730930005,962.7760911293934,1034.632075795769
1242,992.9930625936929,962.7093490003521,1034.5729332507287
1243,992.9287520943848,962.642606871312,1034.5137907056887
1244,992.8644415950776,962.5758647422707,1034.4546481606485
1245,992.8001310957698,962.5091226132297,1034.3955056156085
1246,992.7358205964617,962.4423804841898,1034.3363630705685
1247,992.6715100971545,962.3756383551487,1034.2772205255285
1248,992.6071995978468,962.3088962261081,1034.2180779804885
1249,992.5428890985387,962.2421540970672,1034.1589354354483
1250,992.4785785992317,962.1754119680267,1034.0997928904083
1251,992.4142680999234,962.1086698389851,1034.040650345368
1252,992.349957600616,962.0419277099447,1033.981507800328
1253,992.2856471013082,961.9751855809039,1033.922365255288
1254,992.221336602001,961.9084434518628,1033.863222710248
1255,992.157026102693,961.841701322823,1033.8040801652078
1256,992.0927156033855,961.7749591937819,1033.7449376201678
1257,992.0284051040777,961.7082170647409,1033.6857950751278
1258,991.9640946047699,961.6414749357004,1033.6266525300878
1259,991.8997841054618,961.5747328066597,1033.5675099850475
1260,991.8354736061543,961.5079906776185,1033.5083674400075
1261,991.7711631068468,961.4412485485775,1033.4492248949673
1262,991.7068526075395,961.3745064195369,1033.3900823499273
1263,991.6425421082317,961.3077642904965,1033.3309398048873
1264,991.5782316089243,961.2410221614563,1033.2717972598473
1265,991.5139211096165,961.1742800324155,1033.2126547148073
1266,991.449610610308,961.107537903374,1033.153512169767
1267,991.3853001110011,961.0407957743332,1033.094369624727
1268,991.320989611693,960.9740536452921,1033.035227079687
1269,991.2566791123858,960.9073115162518,1032.976084534647
1270,991.192368613078,960.8405693872106,1032.9169419896068
1271,991.1280581137704,960.7738272581705,1032.8577994445668
1272,991.0637476144627,960.7070851291292,1032.7986568995266
1273,990.999437115155,960.6403430000892,1032.7395143544866
1274,990.935126615847,960.5736008710485,1032.6803718094466
1275,990.8708161165392,960.5068587420076,1032.6212292644066
1276,990.806505617232,960.4401166129671,1032.5620867193663
1277,990.742195117924,960.373374483926,1032.5029441743263
1278,990.6778846186169,960.3066323548849,1032.4438016292863
1279,990.613574119309,960.239890225844,1032.384659084246
1280,990.5492636200012,960.1731480968037,1032.325516539206
1281,990.484953120694,960.1064059677622,1032.266373994166
1282,990.4206426213856,960.0396638387225,1032.2072314491259
1283,990.3563321220782,959.9729217096817,1032.1480889040859
1284,990.2920216227707,959.9061795806404,1032.0889463590458
1285,990.2277111234632,959.8394374515996,1032.0298038140058
1286,990.1634006241547,959.7726953225591,1031.9706612689658
1287,990.0990901248474,959.7059531935183,1031.9115187239256
1288,990.03477962554,959.639211064477,1031.8523761788856
1289,989.9704691262325,959.5724689354366,1031.7932336338454
1290,989.9061586269243,959.5057268063958,1031.7340910888054
1291,989.8418481276173,959.4389846773552,1031.6749485437654
1292,989.7775376283093,959.3722425483143,1031.6158059987254
1293,989.7132271290013,959.3055004192737,1031.5566634536851
1294,989.6489166296938,959.2387582902331,1031.4975209086451
1295,989.5846061303864,959.1720161611922,1031.4383783636051
1296,989.5202956310787,959.1052740321513,1031.3792358185651
1297,989.4559851317712,959.0385319031103,1031.320093273525
1298,989.3916746324635,958.9717897740694,1031.2609507284849
1299,989.3273641331555,958.9050476450287,1031.2018081834447
1300,989.2630536338484,958.8383055159878,1031.1426656384047
1301,989.19874313454,958.7715633869476,1031.0835230933646
1302,989.1344326352325,958.7048212579067,1031.0243805483246
1303,989.0701221359247,958.6380791288667,1030.9652380032846
1304,989.0058116366174,958.5713369998256,1030.9060954582444
1305,988.94150113731,958.5045948707846,1030.8469529132044
1306,988.8771906380017,958.4378527417437,1030.7878103681644
1307,988.8128801386946,958.3711106127033,1030.7286678231242
1308,988.7485696393865,958.304368483662,1030.6695252780842
1309,988.6842591400787,958.2376263546214,1030.6103827330442
1310,988.6199486407714,958.1708842255807,1030.551240188004
1311,988.5556381414634,958.10414209654,1030.492097642964
1312,988.4913276421557,958.0373999674995,1030.432955097924
1313,988.4270171428485,957.970657838459,1030.373812552884
1314,988.3627066435408,957.9039157094177,1030.3146700078437
1315,988.2983961442325,957.8371735803767,1030.2555274628037
1316,988.234085644925,957.7704314513364,1030.1963849177635
1317,988.1697751456175,957.7036893222953,1030.1372423727234
1318,988.1054646463102,957.6369471932544,1030.0780998276834
1319,988.0411541470023,957.5702050642144,1030.0189572826434
1320,987.9768436476943,957.5034629351734,1029.9598147376032
1321,987.912533148387,957.4367208061329,1029.9006721925632
1322,987.8482226490789,957.3699786770918,1029.8415296475232
1323,987.7839121497715,957.3032365480508,1029.7823871024832
1324,987.7196016504638,957.2364944190102,1029.7232445574432
1325,987.655291151156,957.169752289969,1029.664102012403
1326,987.5909806518484,957.1030101609283,1029.604959467363
1327,987.5266701525409,957.0362680318872,1029.5458169223227
1328,987.462359653233,956.9695259028474,1029.4866743772827
1329,987.3980491539252,956.9027837738063,1029.4275318322427
1330,987.3337386546177,956.8360416447653,1029.3683892872027
1331,987.2694281553107,956.7692995157253,1029.3092467421625
1332,987.2051176560025,956.7025573866839,1029.2501041971225
1333,987.1408071566944,956.6358152576429,1029.1909616520825
1334,987.0764966573871,956.5690731286021,1029.1318191070425
1335,987.0121861580794,956.5023309995614,1029.0726765620022
1336,986.9478756587714,956.4355888705206,1029.0135340169622
1337,986.8835651594648,956.3688467414803,1028.954391471922
1338,986.8192546601564,956.3021046124397,1028.895248926882
1339,986.7549441608489,956.2353624833984,1028.836106381842
1340,986.6906336615407,956.1686203543579,1028.776963836802
1341,986.6263231622335,956.1018782253171,1028.7178212917618
1342,986.5620126629254,956.0351360962761,1028.6586787467218
1343,986.4977021636184,955.9683939672356,1028.5995362016818
1344,986.4333916643104,955.9016518381948,1028.5403936566415
1345,986.3690811650026,955.8349097091541,1028.4812511116015
1346,986.3047706656952,955.7681675801127,1028.4221085665615
1347,986.2404601663869,955.701425451073,1028.3629660215215
1348,986.1761496670795,955.6346833220321,1028.3038234764813
1349,986.1118391677721,955.5679411929905,1028.2446809314413
1350,986.0475286684641,955.5011990639503,1028.1855383864013
1351,985.9832181691565,955.4344569349096,1028.1263958413613
1352,985.9189076698486,955.367714805869,1028.067253296321
1353,985.8545971705419,955.3009726768282,1028.008110751281
1354,985.7902866712337,955.2342305477872,1027.9489682062408
1355,985.7259761719256,955.1674884187461,1027.8898256612008
1356,985.6616656726184,955.1007462897056,1027.8306831161608
1357,985.5973551733105,955.0340041606652,1027.7715405711208
1358,985.5330446740029,954.9672620316244,1027.7123980260806
1359,985.4687341746949,954.9005199025838,1027.6532554810406
1360,985.4044236753879,954.8337777735427,1027.5941129360006
1361,985.3401131760796,954.7670356445018,1027.5349703909606
1362,985.2758026767722,954.7002935154607,1027.4758278459203
1363,985.2114921774644,954.6335513864198,1027.4166853008803
1364,985.1471816781574,954.5668092573799,1027.3575427558403
1365,985.0828711788492,954.5000671283383,1027.2984002108
1366,985.0185606795412,954.4333249992983,1027.23925766576
1367,984.9542501802337,954.3665828702576,1027.18011512072
1368,984.8899396809261,954.2998407412166,1027.12097257568
1369,984.8256291816186,954.2330986121757,1027.0618300306398
1370,984.7613186823106,954.1663564831351,1027.0026874855998
1371,984.6970081830034,954.0996143540938,1026.9435449405598
1372,984.6326976836954,954.0328722250536,1026.8844023955196
1373,984.5683871843881,953.9661300960128,1026.8252598504796
1374,984.5040766850806,953.8993879669717,1026.7661173054396
1375,984.4397661857732,953.8326458379314,1026.7069747603994
1376,984.3754556864648,953.7659037088908,1026.6478322153594
1377,984.3111451871576,953.6991615798495,1026.5886896703194
1378,984.2468346878496,953.6324194508092,1026.5295471252794
1379,984.182524188542,953.5656773217676,1026.4704045802391
1380,984.1182136892344,953.4989351927277,1026.4112620351991
1381,984.0539031899267,953.4321930636863,1026.3521194901589
1382,983.9895926906189,953.3654509346455,1026.2929769451189
1383,983.9252821913109,953.2987088056046,1026.2338344000789
1384,983.8609716920033,953.2319666765643,1026.1746918550389
1385,983.7966611926956,953.165224547524,1026.1155493099989
1386,983.7323506933886,953.0984824184826,1026.0564067649586
1387,983.6680401940806,953.0317402894419,1025.9972642199186
1388,983.6037296947734,952.9649981604005,1025.9381216748786
1389,983.5394191954654,952.8982560313607,1025.8789791298386
1390,983.4751086961578,952.8315139023196,1025.8198365847984
1391,983.4107981968496,952.7647717732785,1025.7606940397584
1392,983.3464876975423,952.6980296442382,1025.7015514947182
1393,983.2821771982349,952.6312875151973,1025.6424089496782
1394,983.2178666989266,952.5645453861564,1025.5832664046382
1395,983.1535561996194,952.4978032571161,1025.5241238595981
1396,983.0892457003116,952.4310611280747,1025.464981314558
1397,983.0249352010045,952.3643189990341,1025.405838769518
1398,982.9606247016959,952.297576869993,1025.346696224478
1399,982.8963142023883,952.2308347409524,1025.287553679438
1400,982.8320037030812,952.1640926119117,1025.2284111343977
1401,982.7676932037732,952.0973504828715,1025.1692685893577
1402,982.7033827044655,952.0306083538306,1025.1101260443174
1403,982.6390722051586,951.9638662247896,1025.0509834992774
1404,982.5747617058504,951.8971240957492,1024.9918409542374
1405,982.5104512065429,951.830381966708,1024.9326984091974
1406,982.4461407072349,951.7636398376674,1024.8735558641574
1407,982.3818302079269,951.6968977086265,1024.8144133191172
1408,982.3175197086198,951.6301555795859,1024.7552707740772
1409,982.2532092093114,951.5634134505448,1024.696128229037
1410,982.1888987100041,951.4966713215042,1024.636985683997
1411,982.1245882106967,951.4299291924636,1024.577843138957
1412,982.0602777113893,951.3631870634231,1024.518700593917
1413,981.9959672120814,951.2964449343818,1024.4595580488767
1414,981.9316567127734,951.2297028053415,1024.4004155038367
1415,981.8673462134659,951.1629606763,1024.3412729587967
1416,981.8030357141589,951.0962185472599,1024.2821304137567
1417,981.7387252148505,951.0294764182188,1024.2229878687165
1418,981.6744147155431,950.962734289178,1024.1638453236765
1419,981.6101042162353,950.8959921601377,1024.1047027786362
1420,981.5457937169275,950.8292500310971,1024.0455602335962
1421,981.4814832176199,950.762507902056,1023.9864176885562
1422,981.4171727183121,950.6957657730156,1023.9272751435161
1423,981.3528622190046,950.6290236439746,1023.8681325984761
1424,981.2885517196971,950.5622815149337,1023.8089900534361
1425,981.224241220389,950.4955393858929,1023.749847508396
1426,981.1599307210819,950.4287972568528,1023.690704963356
1427,981.0956202217743,950.3620551278115,1023.6315624183158
1428,981.0313097224661,950.2953129987703,1023.5724198732757
1429,980.966999223159,950.2285708697299,1023.5132773282356
1430,980.9026887238508,950.1618287406892,1023.4541347831956
1431,980.838378224543,950.0950866116485,1023.3949922381555
1432,980.7740677252356,950.0283444826075,1023.3358496931155
1433,980.7097572259283,949.9616023535672,1023.2767071480754
1434,980.6454467266203,949.8948602245263,1023.2175646030354
1435,980.5811362273129,949.8281180954857,1023.1584220579953
1436,980.5168257280051,949.7613759664449,1023.0992795129553
1437,980.4525152286972,949.694633837404,1023.040136967915
1438,980.38820472939,949.6278917083636,1022.980994422875
1439,980.323894230082,949.5611495793229,1022.9218518778349
1440,980.2595837307746,949.4944074502813,1022.8627093327949
1441,980.1952732314668,949.4276653212412,1022.8035667877548
1442,980.1309627321593,949.3609231922002,1022.7444242427148
1443,980.0666522328513,949.2941810631595,1022.6852816976748
1444,980.0023417335439,949.2274389341184,1022.6261391526347
1445,979.9380312342361,949.1606968050778,1022.5669966075947
1446,979.8737207349283,949.0939546760376,1022.5078540625544
1447,979.8094102356207,949.0272125469963,1022.4487115175144
1448,979.7450997363128,948.9604704179555,1022.3895689724743
1449,979.6807892370056,948.8937282889144,1022.3304264274343
1450,979.6164787376973,948.8269861598743,1022.2712838823942
1451,979.5561714167391,948.7676739684498,1022.2122739207337
1452,979.4958640957806,948.7083617770255,1022.1532639590731
1453,979.4355567748216,948.6490495856011,1022.0942539974126
1454,979.3752494538631,948.5897373941774,1022.035244035752
1455,979.3149421329049,948.5304252027531,1021.9762340740914
1456,979.254634811946,948.4711130113296,1021.9172241124309
1457,979.1943274909879,948.4118008199049,1021.8582141507704
1458,979.1340201700295,948.3524886284819,1021.7992041891098
1459,979.073712849071,948.293176437057,1021.7401942274493
1460,979.0134055281122,948.2338642456334,1021.6811842657887
1461,978.9530982071541,948.1745520542094,1021.6221743041281
1462,978.8927908861955,948.1152398627856,1021.5631643424676
1463,978.8324835652367,948.0559276713609,1021.5041543808071
1464,978.7721762442784,947.9966154799371,1021.4451444191465
1465,978.7118689233199,947.9373032885121,1021.3861344574859
1466,978.6515616023612,947.877991097089,1021.3271244958254
1467,978.5912542814025,947.8186789056646,1021.2681145341649
1468,978.5309469604439,947.7593667142402,1021.2091045725043
1469,978.4706396394855,947.7000545228166,1021.1500946108438
1470,978.4103323185273,947.6407423313922,1021.0910846491831
1471,978.3500249975688,947.5814301399678,1021.0320746875226
1472,978.2897176766098,947.5221179485442,1020.9730647258622
1473,978.2294103556521,947.4628057571201,1020.9140547642015
1474,978.169103034693,947.4034935656964,1020.855044802541
1475,978.1087957137343,947.3441813742724,1020.7960348408805
1476,978.0484883927761,947.2848691828478,1020.7370248792199
1477,977.9881810718176,947.2255569914237,1020.6780149175594
1478,977.927873750859,947.1662447999992,1020.6190049558988
1479,977.8675664299001,947.1069326085759,1020.5599949942383
1480,977.8072591089423,947.0476204171522,1020.5009850325777
1481,977.7469517879834,946.9883082257281,1020.4419750709171
1482,977.6866444670248,946.9289960343036,1020.3829651092567
1483,977.6263371460662,946.8696838428798,1020.323955147596
1484,977.5660298251082,946.8103716514552,1020.2649451859355
1485,977.5057225041492,946.7510594600315,1020.205935224275
1486,977.4454151831902,946.6917472686072,1020.1469252626143
1487,977.3851078622322,946.6324350771829,1020.0879153009539
1488,977.3248005412736,946.573122885759,1020.0289053392934
1489,977.2644932203153,946.5138106943355,1019.9698953776327
1490,977.2041858993564,946.4544985029108,1019.9108854159722
1491,977.1438785783984,946.3951863114867,1019.8518754543117
1492,977.0835712574402,946.3358741200628,1019.7928654926511
1493,977.0232639364813,946.2765619286388,1019.7338555309906
1494,976.9629566155219,946.2172497372143,1019.67484556933
1495,976.9026492945643,946.1579375457909,1019.6158356076694
1496,976.8423419736054,946.0986253543666,1019.5568256460089
1497,976.7820346526471,946.0393131629419,1019.4978156843484
1498,976.7217273316884,945.9800009715184,1019.4388057226878
1499,976.6614200107298,945.9206887800937,1019.3797957610273
1500,976.6011126897714,945.8613765886702,1019.3207857993667
1501,976.5408053688134,945.8020643972457,1019.2617758377061
1502,976.4804980478546,945.7427522058224,1019.2027658760456
1503,976.4201907268958,945.6834400143975,1019.1437559143851
1504,976.3598834059374,945.6241278229744,1019.0847459527245
1505,976.2995760849791,945.5648156315497,1019.0257359910639
1506,976.23926876402,945.5055034401257,1018.9667260294034
1507,976.1789614430622,945.4461912487022,1018.907716067743
1508,976.118654122103,945.3868790572776,1018.8487061060823
1509,976.0583468011449,945.3275668658537,1018.7896961444218
1510,975.9980394801863,945.2682546744289,1018.7306861827612
1511,975.9377321592275,945.208942483005,1018.6716762211006
1512,975.877424838269,945.1496302915812,1018.6126662594402
1513,975.8171175173106,945.090318100157,1018.5536562977796
1514,975.7568101963519,945.0310059087332,1018.494646336119
1515,975.6965028753935,944.9716937173094,1018.4356363744585
1516,975.6361955544353,944.9123815258852,1018.3766264127979
1517,975.5758882334763,944.853069334461,1018.3176164511374
1518,975.5155809125181,944.7937571430365,1018.2586064894768
1519,975.4552735915596,944.7344449516123,1018.1995965278163
1520,975.3949662706012,944.6751327601883,1018.1405865661557
1521,975.3346589496427,944.6158205687643,1018.0815766044951
1522,975.2743516286839,944.5565083773405,1018.0225666428347
1523,975.2140443077253,944.497196185916,1017.963556681174
1524,975.1537369867666,944.4378839944923,1017.9045467195135
1525,975.0934296658087,944.3785718030676,1017.845536757853
1526,975.0331223448499,944.3192596116437,1017.7865267961923
1527,974.9728150238917,944.2599474202202,1017.7275168345319
1528,974.9125077029327,944.2006352287963,1017.6685068728714
1529,974.8522003819744,944.141323037372,1017.6094969112107
1530,974.7918930610157,944.0820108459479,1017.5504869495502
1531,974.7315857400573,944.0226986545232,1017.4914769878897
1532,974.671278419099,943.9633864630997,1017.4324670262291
1533,974.6109710981402,943.9040742716758,1017.3734570645686
1534,974.5506637771819,943.844762080252,1017.314447102908
1535,974.4903564562234,943.7854498888279,1017.2554371412474
1536,974.4300491352649,943.726137697403,1017.1964271795869
1537,974.3697418143063,943.666825505979,1017.1374172179264
1538,974.3094344933478,943.6075133145547,1017.0784072562658
1539,974.249127172389,943.5482011231309,1017.0193972946053
1540,974.188819851431,943.4888889317069,1016.9603873329447
1541,974.1285125304724,943.429576740283,1016.9013773712841
1542,974.0682052095138,943.370264548859,1016.8423674096236
1543,974.007897888555,943.3109523574345,1016.7833574479631
1544,973.9475905675966,943.251640166011,1016.7243474863026
1545,973.8872832466378,943.1923279745865,1016.6653375246419
1546,973.8269759256793,943.133015783162,1016.6063275629814
1547,973.7666686047207,943.073703591738,1016.547317601321
1548,973.7063612837628,943.0143914003144,1016.4883076396603
1549,973.6460539628039,942.9550792088905,1016.4292976779998
1550,973.5857466418455,942.8957670174664,1016.3702877163392
1551,973.525439320887,942.8364548260428,1016.3112777546786
1552,973.4651319999284,942.7771426346179,1016.2522677930182
1553,973.4048246789696,942.7178304431944,1016.1932578313576
1554,973.3445173580112,942.65851825177,1016.134247869697
1555,973.284210037053,942.599206060346,1016.0752379080365
1556,973.223902716094,942.5398938689218,1016.0162279463759
1557,973.1635953951363,942.4805816774983,1015.9572179847154
1558,973.1032880741772,942.4212694860735,1015.8982080230548
1559,973.042980753219,942.3619572946495,1015.8391980613943
1560,972.98267343226,942.3026451032258,1015.7801880997337
1561,972.9223661113022,942.2433329118013,1015.7211781380731
1562,972.8620587903426,942.1840207203772,1015.6621681764127
1563,972.8017514693847,942.1247085289527,1015.603158214752
1564,972.7414441484264,942.0653963375296,1015.5441482530915
1565,972.6811368274672,942.0060841461052,1015.485138291431
1566,972.6208295065092,941.9467719546809,1015.4261283297703
1567,972.5605221855506,941.8874597632574,1015.3671183681099
1568,972.5002148645924,941.8281475718326,1015.3081084064494
1569,972.4399075436332,941.7688353804091,1015.2490984447887
1570,972.3796002226748,941.7095231889849,1015.1900884831282
1571,972.319292901717,941.6502109975603,1015.1310785214677
1572,972.2589855807579,941.5908988061364,1015.0720685598071
1573,972.1986782597994,941.5315866147126,1015.0130585981466
1574,972.1383709388407,941.4722744232876,1014.954048636486
1575,972.0780636178828,941.4129622318651,1014.8950386748254
1576,972.0177562969236,941.3536500404398,1014.8360287131649
1577,971.9574489759651,941.2943378490158,1014.7770187515044
1578,971.8971416550067,941.2350256575918,1014.7180087898438
1579,971.8368343340484,941.1757134661678,1014.6589988281833
1580,971.7765270130894,941.1164012747436,1014.5999888665227
1581,971.7162196921307,941.0570890833203,1014.5409789048622
1582,971.6559123711731,940.997776891896,1014.4819689432017
1583,971.5956050502145,940.9384647004712,1014.4229589815411
1584,971.5352977292557,940.8791525090476,1014.3639490198806
1585,971.4749904082972,940.8198403176237,1014.3049390582199
1586,971.4146830873385,940.7605281261991,1014.2459290965594
1587,971.3543757663804,940.701215934775,1014.186919134899
1588,971.2940684454217,940.6419037433515,1014.1279091732383
1589,971.2337611244631,940.582591551927,1014.0688992115778
1590,971.1734538035042,940.5232793605031,1014.0098892499173
1591,971.1131464825461,940.4639671690786,1013.9508792882566
1592,971.0528391615877,940.4046549776554,1013.8918693265962
1593,970.9925318406291,940.3453427862305,1013.8328593649356
1594,970.9322245196709,940.2860305948068,1013.773849403275
1595,970.8719171987123,940.2267184033826,1013.7148394416145
1596,970.8116098777534,940.1674062119585,1013.6558294799539
1597,970.7513025567953,940.1080940205346,1013.5968195182934
1598,970.6909952358361,940.0487818291106,1013.5378095566329
1599,970.6306879148779,939.989469637687,1013.4787995949723
1600,970.5703805939187,939.9301574462622,1013.4197896333117
1601,970.5100732729611,939.8708452548381,1013.3607796716511
1602,970.4497659520023,939.8115330634147,1013.3017697099907
1603,970.3894586310435,939.7522208719904,1013.2427597483301
1604,970.3291513100852,939.6929086805663,1013.1837497866695
1605,970.268843989127,939.6335964891424,1013.124739825009
1606,970.2085366681684,939.5742842977179,1013.0657298633483
1607,970.14822934721,939.5149721062938,1013.0067199016879
1608,970.0879220262512,939.4556599148696,1012.9477099400274
1609,970.0276147052924,939.3963477234457,1012.8886999783667
1610,969.9673073843344,939.3370355320216,1012.8296900167062
1611,969.9070000633753,939.2777233405968,1012.7706800550457
1612,969.8466927424164,939.2184111491738,1012.7116700933852
1613,969.7863854214584,939.1590989577498,1012.6526601317246
1614,969.7260781004998,939.0997867663253,1012.593650170064
1615,969.6657707795416,939.0404745749016,1012.5346402084035
1616,969.6054634585828,938.9811623834769,1012.4756302467429
1617,969.5451561376244,938.9218501920528,1012.4166202850824
1618,969.4848488166656,938.8625380006287,1012.3576103234219
1619,969.4245414957079,938.8032258092046,1012.2986003617613
1620,969.364234174749,938.7439136177808,1012.2395904001007
1621,969.3039268537906,938.6846014263572,1012.1805804384402
1622,969.2436195328318,938.6252892349328,1012.1215704767797
1623,969.1833122118736,938.5659770435088,1012.0625605151191
1624,969.1230048909148,938.5066648520839,1012.0035505534586
1625,969.0626975699562,938.4473526606606,1011.9445405917979
1626,969.0023902489976,938.3880404692364,1011.8855306301374
1627,968.9420829280396,938.3287282778124,1011.826520668477
1628,968.8817756070807,938.2694160863884,1011.7675107068163
1629,968.8214682861226,938.2101038949639,1011.7085007451558
1630,968.7611609651638,938.1507917035399,1011.6494907834953
1631,968.7008536442052,938.091479512116,1011.5904808218346
1632,968.6405463232468,938.0321673206913,1011.5314708601742
1633,968.5802390022877,937.9728551292676,1011.4724608985136
1634,968.5199316813301,937.9135429378439,1011.413450936853
1635,968.4596243603711,937.8542307464195,1011.3544409751925
1636,968.3993170394125,937.7949185549955,1011.2954310135319
1637,968.3390097184545,937.7356063635714,1011.2364210518714
1638,968.2787023974953,937.6762941721472,1011.1774110902109
1639,968.2183950765371,937.6169819807234,1011.1184011285503
1640,968.1580877555783,937.5576697892988,1011.0593911668897
1641,968.0977804346206,937.498357597875,1011.0003812052291
1642,968.0374731136617,937.4390454064504,1010.9413712435687
1643,967.9771657927031,937.3797332150268,1010.8823612819081
1644,967.9168584717443,937.3204210236032,1010.8233513202475
1645,967.856551150786,937.2611088321786,1010.764341358587
1646,967.7962438298277,937.2017966407549,1010.7053313969263
1647,967.7359365088694,937.1424844493312,1010.6463214352659
1648,967.6756291879109,937.0831722579067,1010.5873114736054
1649,967.6153218669523,937.0238600664826,1010.5283015119448
1650,967.5550145459932,936.9645478750585,1010.4692915502842
1651,967.494707225035,936.9052356836346,1010.4102815886237
1652,967.4343999040763,936.8459234922107,1010.3512716269632
1653,967.3740925831178,936.7866113007859,1010.2922616653026
1654,967.3137852621593,936.7272991093625,1010.233251703642
1655,967.2534779412009,936.6679869179376,1010.1742417419815
1656,967.193170620242,936.6086747265136,1010.1152317803209
1657,967.132863299284,936.5493625350899,1010.0562218186604
1658,967.0725559783252,936.4900503436655,1009.9972118569999
1659,967.0122486573666,936.4307381522416,1009.9382018953393
1660,966.9519413364083,936.3714259608181,1009.8791919336787
1661,966.8916340154497,936.3121137693934,1009.8201819720182
1662,966.831326694491,936.2528015779696,1009.7611720103577
1663,966.771019373533,936.1934893865455,1009.7021620486971
1664,966.7107120525734,936.1341771951212,1009.6431520870366
1665,966.6504047316156,936.0748650036975,1009.5841421253759
1666,966.5900974106567,936.0155528122737,1009.5251321637154
1667,966.5297900896986,935.9562406208495,1009.466122202055
1668,966.4694827687399,935.8969284294252,1009.4071122403943
1669,966.4091754477816,935.8376162380005,1009.3481022787338
1670,966.3488681268226,935.778304046577,1009.2890923170733
1671,966.2885608058644,935.7189918551529,1009.2300823554126
