% Model,LargeGraphiteBlock_v5_PorousMedia_rad_PBC_grid_parallel_2.mph
% Version,COMSOL 6.0.0.405
% Date,"Oct 12 2022, 14:40"
% Table,Accumulated Probe Table 2 - 
% discharge_hrs (h),Time (s),"Temperature (K), inlet_T","Temperature (K), outlet_T","Temperature (K), block1_T","Temperature (K), inlet_T_2","Temperature (K), outlet_T_2","Temperature (K), inlet_T 1","Temperature (K), outlet_T 1","Temperature (K), block2_T","Temperature (K), block3_T","Temperature (K), block4_T"
20,12960,2173,2671.269386925584,2322.338242407274,2172.999999999966,2671.2809139678598,2173.0000000000014,2671.289650653375,2439.529845796471,2534.7583266136876,2671.259059677853
20,13680,2173,2671.025287441201,2314.2888182036827,2172.999999999966,2671.038179598215,2173.0000000000014,2671.0480886002897,2428.499656680168,2524.3317363398633,2671.0133582893927
20,14400,2173,2670.7473569060994,2306.554153957096,2172.999999999966,2670.7618782232958,2173.0000000000014,2670.773198645546,2417.8337793480046,2514.0586642467274,2670.7329222088165
20,15120,2173,2670.429974704739,2299.18901359566,2172.999999999966,2670.4464253466444,2173.0000000000014,2670.4594284070254,2407.5043779507146,2503.947517059519,2670.4120549967683
20,15840,2173,2670.065569629939,2292.3074643615164,2172.999999999966,2670.0842696961117,2173.0000000000014,2670.0992373284575,2397.5013142647654,2493.9792624644783,2670.0431038026395
20,16560,2173,2669.6475005795533,2286.0038786638434,2172.999999999966,2669.6687829030966,2173.0000000000014,2669.6860064664615,2387.833744847211,2484.1340117303394,2669.619344491652
20,17280,2173,2669.1677534757555,2280.3517169969437,2172.999999999966,2669.191948838153,2173.0000000000014,2669.211711084185,2378.5434879000045,2474.3885350321625,2669.1325986758397
20,18000,2173,2668.6197453536633,2275.3740795784443,2172.999999999966,2668.6471732619657,2173.0000000000014,2668.6697467171753,2369.674458405314,2464.734967602288,2668.576146235982
20,18720,2173,2667.9961756757243,2271.0097774163137,2172.999999999966,2668.0271274273864,2173.0000000000014,2668.052759499743,2361.284502383915,2455.1912638545527,2667.9424989674117
20,19440,2173,2667.29022839943,2267.11660873864,2172.999999999966,2667.3249978337785,2173.0000000000014,2667.353941036436,2353.412545937194,2445.7978924179624,2667.2245393775065
20,20160,2173,2666.496790954786,2263.5223488633173,2172.999999999966,2666.5356196569687,2173.0000000000014,2666.5680865710888,2346.0557000734407,2436.6106721520855,2666.4169815346186
20,20880,2173,2665.611870099793,2260.056893800734,2172.999999999966,2665.654912201704,2173.0000000000014,2665.6910393022267,2339.1714586266485,2427.692814517193,2665.515748978163
20,21600,2173,2664.6329101901147,2256.5818298156696,2172.999999999966,2664.6802558048894,2173.0000000000014,2664.7201213192457,2332.683907714783,2419.099469883317,2664.518271549133
20,22320,2173,2663.558581070831,2253.0174952516977,2172.999999999966,2663.6102744492596,2173.0000000000014,2663.653913766697,2326.500706374267,2410.860519710701,2663.4233620930704
20,23040,2173,2662.387689077378,2249.4542107679413,2172.999999999966,2662.441999734062,2173.0000000000014,2662.487892547661,2320.5578669128804,2402.9361354255207,2662.233769739155
20,23760,2173,2661.1619789759907,2245.9504557600317,2172.999999999966,2661.218698183888,2173.0000000000014,2661.2666799391927,2314.7259054416977,2395.1665185609936,2660.9892517674125
20,24480,2173,2659.876673712473,2242.5275171595836,2172.999999999966,2659.936007304023,2173.0000000000014,2659.9862977185185,2309.013656105482,2387.561904553595,2659.6840575961096
20,25200,2173,2658.5378410101443,2239.2093928769987,2172.999999999966,2658.600387058979,2173.0000000000014,2658.6535336882876,2303.4063077961223,2380.1057558545294,2658.323388566709
20,25920,2173,2657.1259314173035,2236.063947725084,2172.999999999966,2657.1923897216534,2173.0000000000014,2657.2490606393003,2297.9428721838194,2372.84620585743,2656.8872733625785
20,26640,2173,2655.611719011117,2233.181062338118,2172.999999999966,2655.6831854932548,2173.0000000000014,2655.7444117157997,2292.699353534726,2365.838960277133,2655.34598971615
20,27360,2173,2653.9714573840242,2230.6158879749964,2172.999999999966,2654.04905241534,2173.0000000000014,2654.115873550057,2287.736034709328,2359.121215783965,2653.6757394314654
20,28080,2173,2652.189955486942,2228.3812303699083,2172.999999999966,2652.2742690455416,2173.0000000000014,2652.3471827756966,2283.0880832594353,2352.7025809725124,2651.8619937047947
20,28800,2173,2650.2487372633914,2226.443353659039,2172.999999999966,2650.340271044385,2173.0000000000014,2650.419531425668,2278.78478974968,2346.5728918009827,2649.886007057591
20,29520,2173,2648.1366543060303,2224.7203701690996,2172.999999999966,2648.2359997046096,2173.0000000000014,2648.321959782442,2274.819212361565,2340.700375741211,2647.7362269460255
20,30240,2173,2645.851483620415,2223.1073795513125,2172.999999999966,2645.958820894401,2173.0000000000014,2646.0515983283835,2271.149389541038,2335.049254750408,2645.410760386492
20,30960,2173,2643.3983635524046,2221.503268742575,2172.999999999966,2643.5133169381334,2173.0000000000014,2643.612593969519,2267.7110877647365,2329.591127611685,2642.915220307591
20,31680,2173,2640.7897559718076,2219.8310516665233,2172.999999999966,2640.911603804063,2173.0000000000014,2641.016749994437,2264.427343325446,2324.306883726251,2640.262540109664
20,32400,2173,2638.0380984477665,2218.054708358579,2172.999999999966,2638.166153588144,2173.0000000000014,2638.2765525303525,2261.239400122394,2319.1850220470146,2637.465441127958
20,33120,2173,2635.1627522763106,2216.1734577906273,2172.999999999966,2635.296192832605,2173.0000000000014,2635.411135854558,2258.0847600307966,2314.2156737239857,2634.5444424894777
20,33840,2173,2632.1873519032333,2214.2332718417288,2172.999999999966,2632.324986102383,2173.0000000000014,2632.4434843185754,2254.9225078661043,2309.3910995221886,2631.5251193244503
20,34560,2173,2629.133719715196,2212.3162180643762,2172.999999999966,2629.274407284881,2173.0000000000014,2629.3955618955356,2251.75456735741,2304.706646619863,2628.4306761765506
20,35280,2173,2626.019709786095,2210.5152208640843,2172.999999999966,2626.1626398732883,2173.0000000000014,2626.2858760166223,2248.617497056245,2300.1606355831736,2625.2796690805862
20,36000,2173,2622.856478521308,2208.911139091174,2172.999999999966,2623.001209928679,2173.0000000000014,2623.126253744731,2245.570961400054,2295.7557046438105,2622.0832567226403
20,36720,2173,2619.6468751862326,2207.551386938677,2172.999999999966,2619.7933894353755,2173.0000000000014,2619.920262401396,2242.680711131699,2291.4982134991405,2618.8433203072545
20,37440,2173,2616.385034974372,2206.4359208667474,2172.999999999966,2616.533753304665,2173.0000000000014,2616.662799794798,2239.998984096988,2287.3974483468946,2615.55215737845
20,38160,2173,2613.054943131199,2205.5070085243747,2172.999999999966,2613.206800803718,2173.0000000000014,2613.338790935644,2237.550120925724,2283.463521118985,2612.1910456395035
20,38880,2173,2609.6348143245714,2204.672923259025,2172.999999999966,2609.7909787370704,2173.0000000000014,2609.9268862925214,2235.323561550545,2279.70219442694,2608.7359299619293
20,39600,2173,2606.10172246096,2203.838179280085,2172.999999999966,2606.2633495379814,2173.0000000000014,2606.4041303409936,2233.278314160198,2276.1115967719084,2605.162610392653
20,40320,2173,2602.4345358874098,2202.925525235478,2172.999999999966,2602.6026172648835,2173.0000000000014,2602.7490687305644,2231.3541363075374,2272.682359109458,2601.449765531724
20,41040,2173,2598.6176241694616,2201.8942719944525,2172.999999999966,2598.7928096992882,2173.0000000000014,2598.945429820574,2229.485546277825,2269.398510052319,2597.5827182800394
20,41760,2173,2594.644623989194,2200.7501629929106,2172.999999999966,2594.827044349439,2173.0000000000014,2594.9858964108216,2227.6182044780057,2266.238363406875,2593.5570964874382
20,42480,2173,2590.521619760439,2199.543365228824,2172.999999999966,2590.7107488795814,2173.0000000000014,2590.875354848102,2225.722837152131,2263.176933760452,2589.381710139311
20,43200,2173,2586.2673154356603,2198.3482139377525,2172.999999999966,2586.4620275517304,2173.0000000000014,2586.631416235782,2223.8006432034786,2260.1928692038123,2585.077847987796
20,43920,2173,2581.910878563127,2197.2395843379118,2172.999999999966,2582.1096114115658,2173.0000000000014,2582.2824477111913,2221.8776904556125,2257.2736121409,2580.676533319635
20,44640,2173,2577.4880884567415,2196.273077358924,2172.999999999966,2577.6890629516115,2173.0000000000014,2577.8638300547004,2219.9951598643993,2254.417236430522,2576.214417597373
20,45360,2173,2573.0348513968984,2195.469965914437,2172.999999999966,2573.2364027463627,2173.0000000000014,2573.4116870276616,2218.1972881074344,2251.6304336033622,2571.727182368436
20,46080,2173,2568.581590498983,2194.813141352409,2172.999999999966,2568.782456317118,2173.0000000000014,2568.9572002717046,2216.520066832079,2248.925436549525,2567.244290398318
20,46800,2173,2564.146945788734,2194.256817155657,2172.999999999966,2564.346449983859,2173.0000000000014,2564.520110843748,2214.98097579001,2246.31717707815,2562.783151727396
20,47520,2173,2559.733188753355,2193.733396775269,2172.999999999966,2559.9315324714125,2173.0000000000014,2560.1043386768856,2213.57458231635,2243.822902806583,2558.3446534640866
20,48240,2173,2555.3291386821106,2193.1881568961408,2172.999999999966,2555.5270883478192,2173.0000000000014,2555.699755614417,2212.280663090803,2241.454733836461,2553.9167717421265
20,48960,2173,2550.913595858384,2192.59072518853,2172.999999999966,2551.112278820506,2173.0000000000014,2551.2858277022597,2211.0703389797973,2239.2146231414877,2549.4775811648
20,49680,2173,2546.4581628768524,2191.931836858826,2172.999999999966,2546.658986945286,2173.0000000000014,2546.834658966543,2209.9091426824616,2237.0921137234013,2544.997537834421
20,50400,2173,2541.932935247477,2191.22332781914,2172.999999999966,2542.1372969117538,2173.0000000000014,2542.3162837946497,2208.764192607378,2235.06720810567,2540.445219257836
20,51120,2173,2537.3116331403944,2190.4941644743762,2172.999999999966,2537.5206618072843,2173.0000000000014,2537.7038906502003,2207.6104006590563,2233.115049698657,2535.7924535577954
20,51840,2173,2532.578163028963,2189.779241718308,2172.999999999966,2532.7924551934066,2173.0000000000014,2532.980366112469,2206.435810513854,2231.2110692020005,2531.021728823371
20,52560,2173,2527.730696274814,2189.109866893092,2172.999999999966,2527.9501339845515,2173.0000000000014,2528.142520172191,2205.2428490749085,2229.333747100307,2526.13107556026
20,53280,2173,2522.7830011460114,2188.5086620938478,2172.999999999966,2523.006739812693,2173.0000000000014,2523.2027484895875,2204.0478268735424,2227.4689277338834,2521.1360194679432
20,54000,2173,2517.7634510315297,2187.9865600107105,2172.999999999966,2517.990020357571,2173.0000000000014,2518.188266622043,2202.8792484588503,2225.6170295544825,2516.0689422672604
20,54720,2173,2512.7129787820977,2187.5411179111666,2172.999999999966,2512.9403859108743,2173.0000000000014,2513.139071378978,2201.7734430382893,2223.7970758073966,2510.9770482992813
20,55440,2173,2507.6737495859165,2187.1583206184378,2172.999999999966,2507.900020561693,2173.0000000000014,2508.097441967123,2200.7604470707224,2222.0383576642707,2505.9082744275133
20,56160,2173,2502.6815302656178,2186.8161059753875,2172.999999999966,2502.9050941816945,2173.0000000000014,2503.1000021915524,2199.854475038633,2220.3700757934125,2500.901944272208
20,56880,2173,2497.7615943623773,2186.487969351395,2172.999999999966,2497.981373482491,2173.0000000000014,2498.173029760919,2199.0502247903974,2218.81256076439,2495.983644376881
20,57600,2173,2492.9249316381997,2186.148131463631,2172.999999999966,2493.140477956816,2173.0000000000014,2493.328709066776,2198.3239062411167,2217.3701157383143,2491.1605018292594
20,58320,2173,2488.164884776446,2185.773740122527,2172.999999999966,2488.3766501519012,2173.0000000000014,2488.562033192201,2197.6348775651754,2216.0261909396754,2486.4173678948646
20,59040,2173,2483.461584490289,2185.3519022654878,2172.999999999966,2483.670662400985,2173.0000000000014,2483.8542470935367,2196.9414096815567,2214.7507046378955,2481.724584521889
20,59760,2173,2478.785824589448,2184.883985086104,2172.999999999966,2478.9937298328364,2173.0000000000014,2479.1768142523115,2196.2114000695174,2213.507742580059,2477.0443070056135
20,60480,2173,2474.1020817013214,2184.3884485606873,2172.999999999966,2474.3106509716226,2173.0000000000014,2474.4946973440506,2195.4310669742144,2212.2641998382387,2472.3357069400045
20,61200,2173,2469.3749312378045,2183.8980328148564,2172.999999999966,2469.5860259486776,2173.0000000000014,2469.7724399410376,2194.6114036214403,2211.001489606807,2467.563896457549
20,61920,2173,2464.5760297049787,2183.4504578681235,2172.999999999966,2464.79107731512,2173.0000000000014,2464.980843247337,2193.7847948555923,2209.7228508824437,2462.707331587584
20,62640,2173,2459.6911320570944,2183.0752143123427,2172.999999999966,2459.9107148643525,2173.0000000000014,2460.1040902297045,2192.992243523925,2208.4510055212554,2457.763245493632
20,63360,2173,2454.7245879642983,2182.7849880033086,2172.999999999966,2454.9482719262196,2173.0000000000014,2455.144696066917,2192.2696350852243,2207.218853795833,2452.749894431353
20,64080,2173,2449.700415327404,2182.572459879609,2172.999999999966,2449.9267743086143,2173.0000000000014,2450.1249386452914,2191.63746817558,2206.0573087567586,2447.7042947715377
20,64800,2173,2444.674975061957,2182.396727964766,2172.999999999966,2444.9008133745438,2173.0000000000014,2445.0981150457173,2191.090646176168,2204.986563319531,2442.691697944549
20,65520,2173,2439.7238284436094,2182.1957608675557,2172.999999999966,2439.9449224988225,2173.0000000000014,2440.1380408206523,2190.5937219629973,2203.9996443659434,2437.78171919442
20,66240,2173,2434.900383140462,2181.929557120929,2172.999999999966,2435.113988389614,2173.0000000000014,2435.300860861787,2190.108361575778,2203.074175582963,2433.0115086683945
20,66960,2173,2430.2326478083164,2181.5897146169827,2172.999999999966,2430.4379295184885,2173.0000000000014,2430.6181009511756,2189.6055616240014,2202.1832872120717,2428.389868319391
20,67680,2173,2425.7232848571166,2181.1987369055996,2172.999999999966,2425.9207460683783,2173.0000000000014,2426.094783577832,2189.0711213687473,2201.301709638274,2423.9013849614835
20,68400,2173,2421.345976471552,2180.8012726132356,2172.999999999966,2421.537414348054,2173.0000000000014,2421.706830751569,2188.5104455207534,2200.416560080797,2419.510501586145
20,69120,2173,2417.0488800582343,2180.447813400006,2172.999999999966,2417.237362226341,2173.0000000000014,2417.404627133039,2187.943854566439,2199.528800621839,2415.1685734655402
20,69840,2173,2412.7646290981884,2180.1782992842295,2172.999999999966,2412.953826183171,2173.0000000000014,2413.1218331266305,2187.3976287045703,2198.649372164147,2410.8223188347033
20,70560,2173,2408.424929934615,2180.009478553359,2172.999999999966,2408.6181970778403,2173.0000000000014,2408.789543225539,2186.895402675094,2197.793942754493,2406.4244491020263
20,71280,2173,2403.9792276077674,2179.927485095225,2172.999999999966,2404.1787770200126,2173.0000000000014,2404.355115765455,2186.4507078998236,2196.9763512701425,2401.9453337521422
20,72000,2173,2399.4101997105986,2179.8880541599106,2172.999999999966,2399.616417175676,2173.0000000000014,2399.7978933548325,2186.0625785840393,2196.204231377758,2397.3813767974343
